排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,2633,台灣高鐵,25.6,-0.1,-0.39,09/22,92.9,85.7,93.7,89.3,83.5,74.3,62.3,72.6,70.1,58.8,,72.0
2,1590,亞德客-KY,1260.0,20.0,1.61,09/22,93.5,92.8,93.1,92.3,90.2,84.1,75.1,75.2,72.0,72.4,55.2,73.2
3,3332,幸康,60.2,0.2,0.33,09/22,49.0,58.0,91.0,74.0,61.2,39.5,14.1,11.5,23.1,18.4,16.8,19.2
4,8415,大國鋼,34.95,-0.05,-0.14,09/22,44.7,37.6,88.8,82.4,72.5,65.3,40.6,34.4,23.3,8.18,0.9,29.3
5,3716,中化控股,33.85,-0.3,-0.88,09/22,52.1,30.9,88.6,88.2,82.1,69.1,44.0,35.3,31.3,,,33.1
6,2207,和泰車,521.0,-2.0,-0.38,09/22,82.6,89.0,88.2,66.1,66.8,68.9,61.5,57.6,62.2,66.0,60.8,59.7
7,00661,元大日經225,85.5,1.25,1.48,09/22,94.2,89.0,86.7,79.1,72.2,57.8,24.6,12.2,5.62,3.15,2.64,8.09
8,5871,中租-KY,108.0,-2.5,-2.26,09/22,81.6,82.6,83.4,78.2,73.2,65.8,56.4,57.2,53.1,57.9,56.0,54.8
9,9921,巨大,89.7,-0.8,-0.88,09/22,54.9,57.9,83.2,78.4,68.6,62.7,48.7,49.2,30.2,11.1,4.77,40.6
10,1707,葡萄王,86.9,-0.4,-0.46,09/22,76.2,75.9,80.2,76.3,70.0,77.4,56.3,48.9,46.1,37.0,26.8,46.9
11,2015,豐興,64.2,-0.5,-0.77,09/22,83.6,77.1,80.2,80.7,73.8,61.4,52.1,43.4,43.6,42.3,38.6,43.8
12,2201,裕隆,29.25,0.0,0.0,09/22,64.2,57.5,80.0,72.1,65.1,49.0,41.2,38.8,37.0,32.4,24.2,39.7
13,2347,聯強,89.9,0.1,0.11,09/22,64.4,82.1,79.8,72.6,67.8,58.5,55.2,57.4,58.0,54.4,49.8,52.2
14,2102,泰豐,16.65,-0.4,-2.35,09/22,17.8,24.5,79.4,77.4,71.8,63.6,48.9,43.1,37.6,31.2,17.2,38.1
15,2538,基泰,8.61,0.04,0.47,09/22,20.4,23.9,79.4,78.8,76.8,68.1,59.1,42.3,36.3,29.3,20.3,38.7
16,8044,網家,23.65,-0.4,-1.66,09/22,57.6,38.8,79.3,75.6,68.2,53.2,41.4,29.8,17.2,4.36,1.05,26.2
17,4129,聯合,82.0,-0.5,-0.61,09/22,81.5,77.1,79.1,75.2,66.5,36.5,35.1,36.5,32.6,25.7,17.7,35.4
18,2912,統一超,214.0,-1.0,-0.47,09/22,72.4,78.2,78.5,71.8,58.0,57.1,45.3,57.3,58.3,60.9,66.6,56.5
19,4938,和碩,90.0,-0.8,-0.88,09/22,78.5,74.5,78.3,74.0,71.4,65.9,48.9,50.0,48.9,50.7,49.1,47.7
20,1215,卜蜂,105.0,-2.5,-2.33,09/22,86.5,86.4,78.3,75.0,72.1,64.8,49.8,46.2,48.4,42.3,24.2,45.9
21,9925,新保,39.65,0.05,0.13,09/22,60.0,73.5,78.2,77.7,66.1,83.1,69.2,61.6,46.1,21.3,7.87,53.0
22,1216,統一,74.6,-0.1,-0.13,09/22,68.3,71.5,77.6,74.2,78.6,61.5,45.1,52.5,57.7,60.0,65.0,54.3
23,2505,國揚,17.15,0.15,0.88,09/22,17.6,17.3,77.3,77.0,74.4,70.2,51.2,42.5,36.7,30.1,20.6,38.3
24,1737,臺鹽,30.1,-0.2,-0.66,09/22,48.0,19.8,77.1,76.5,71.8,66.5,54.3,42.7,36.2,21.7,17.7,39.7
25,1201,味全,11.7,-0.05,-0.43,09/22,11.3,17.0,76.9,75.8,73.2,68.9,55.7,44.6,37.4,35.1,19.9,40.5
26,910322,康師傅-DR,23.05,-0.7,-2.95,09/22,75.4,78.2,76.7,74.3,73.9,46.9,13.9,29.8,19.1,2.6,1.2,23.1
27,2385,群光,104.0,-1.5,-1.42,09/22,76.5,67.7,76.6,65.5,56.8,47.8,39.6,39.6,42.4,48.1,52.4,41.4
28,6649,台生材,35.65,0.2,0.56,09/22,0.0,13.0,76.4,41.8,21.7,22.9,16.0,16.6,24.6,19.5,,20.4
29,1723,中碳,80.7,0.0,0.0,09/22,65.6,66.4,76.0,65.5,65.3,57.5,40.2,30.3,32.7,31.5,24.3,31.1
30,6121,新普,377.0,3.5,0.94,09/22,47.6,50.4,75.9,74.4,74.2,61.7,39.7,39.1,43.1,41.0,34.5,40.1
31,8464,億豐,375.0,5.0,1.35,09/22,71.1,76.5,75.7,71.7,65.3,67.4,74.4,72.7,31.6,11.9,4.19,48.8
32,2890,永豐金,45.4,-0.3,-0.66,09/22,80.8,69.6,75.6,74.5,75.6,67.8,64.3,55.9,54.2,52.0,46.6,56.0
33,9914,美利達,66.7,-0.8,-1.19,09/22,73.3,69.5,75.5,74.8,62.5,61.8,45.6,45.1,28.8,13.1,5.49,37.4
34,7751,竑騰,1420.0,-25.0,-1.73,09/22,38.1,44.4,74.9,64.7,46.4,30.6,29.4,26.5,12.9,,,21.2
35,1476,儒鴻,274.0,-5.0,-1.79,09/22,73.1,74.1,74.8,68.8,64.5,59.6,57.1,59.2,63.3,62.2,49.3,62.4
36,1104,環泥,26.6,0.0,0.0,09/22,63.5,75.2,74.3,76.2,65.6,71.8,60.9,52.8,42.1,33.7,29.9,48.6
37,5531,鄉林,7.07,0.12,1.73,09/22,15.6,18.3,74.1,72.3,70.0,69.0,57.6,46.2,37.7,30.8,21.6,41.2
38,1444,力麗,6.86,-0.07,-1.01,09/22,36.4,32.1,73.1,56.4,50.4,45.6,24.0,23.4,23.6,25.8,14.1,22.9
39,2601,益航,5.91,-0.02,-0.34,09/22,29.1,25.0,73.1,69.9,58.0,38.3,24.0,21.9,19.8,22.7,17.1,19.8
40,1611,中電,11.5,0.15,1.32,09/22,26.3,23.9,72.8,72.0,69.4,64.6,52.5,37.3,32.8,25.7,16.7,34.7
41,6576,逸達,80.9,-0.3,-0.37,09/22,47.2,46.2,72.8,57.6,41.1,27.3,22.5,20.2,19.2,14.3,,19.4
42,1907,永豐餘,29.0,0.1,0.35,09/22,54.9,69.6,72.8,69.8,60.9,58.3,40.8,39.6,41.2,41.4,25.6,41.3
43,6890,來億-KY,148.5,2.5,1.71,09/22,59.6,63.7,72.8,62.6,60.0,48.8,41.6,37.5,15.5,,,28.3
44,6446,藥華藥,1160.0,10.0,0.87,09/22,44.2,44.8,72.6,70.1,59.9,49.3,42.7,38.1,35.4,33.3,26.8,35.1
45,2023,燁輝,13.6,0.0,0.0,09/22,63.8,63.2,72.6,76.0,61.4,52.1,46.5,42.8,44.1,34.4,20.5,43.2
46,3130,一零四,209.0,0.0,0.0,09/22,65.7,73.8,72.4,71.8,58.0,56.0,68.2,60.0,55.0,51.1,48.6,56.3
47,8942,森鉅,40.7,-0.05,-0.12,09/22,45.2,27.0,72.2,52.0,46.8,32.5,26.1,24.3,15.2,4.84,1.17,21.0
48,1229,聯華,39.95,-0.3,-0.75,09/22,60.9,64.6,71.4,65.2,56.6,47.6,38.8,38.0,36.9,38.2,28.2,37.8
49,2228,劍麟,74.4,0.4,0.54,09/22,43.6,23.5,71.4,68.4,62.9,58.2,49.7,38.3,27.6,26.4,21.0,30.0
50,2506,太設,8.38,0.01,0.12,09/22,61.0,43.5,71.4,72.6,72.6,65.6,28.0,24.0,19.9,23.2,18.1,21.6
51,2105,正新,30.0,-0.05,-0.17,09/22,43.7,49.6,71.2,71.3,68.1,61.8,42.1,46.9,52.0,52.8,46.8,49.9
52,9933,中鼎,40.9,-0.45,-1.09,09/22,54.5,54.5,70.7,51.9,40.7,53.3,45.0,36.0,18.8,6.52,3.37,25.3
53,2206,三陽工業,63.8,0.0,0.0,09/22,60.2,37.4,70.7,64.9,63.4,61.5,40.4,39.8,38.7,30.9,23.8,40.1
54,2356,英業達,61.2,-0.6,-0.97,09/22,55.4,54.8,70.4,66.1,57.5,52.2,41.9,36.6,37.3,36.9,40.2,36.8
55,2704,國賓,45.05,-0.55,-1.21,09/22,49.8,60.8,69.6,78.4,77.8,86.9,76.6,61.5,59.8,36.0,25.0,59.0
56,3596,智易,154.5,-0.5,-0.32,09/22,81.0,69.8,69.4,71.4,62.7,69.9,59.8,50.4,57.1,43.8,22.8,54.8
57,3516,亞帝歐,25.25,0.05,0.2,09/22,28.0,19.5,69.3,63.8,34.6,9.74,14.9,12.5,11.3,14.1,7.2,12.0
58,5515,建國,50.2,0.65,1.31,09/22,36.5,51.0,69.3,65.5,60.6,47.4,34.4,32.5,29.1,27.0,20.5,31.7
59,6409,旭隼,888.0,-6.0,-0.67,09/22,65.9,75.1,69.2,63.8,57.5,50.9,41.4,48.8,56.4,63.8,67.1,51.4
60,9904,寶成,24.6,-0.25,-1.01,09/22,72.8,54.6,69.2,60.5,64.1,62.0,51.1,55.3,36.6,12.6,5.55,48.1
61,5457,宣德,23.8,-0.2,-0.83,09/22,46.9,30.7,68.7,66.8,59.8,55.2,47.3,33.2,30.0,25.5,12.7,31.6
62,2891,中信金,69.6,-0.8,-1.14,09/22,77.6,64.0,68.6,67.3,66.3,68.8,60.4,57.9,56.4,51.4,49.6,58.6
63,2002,中鋼,18.65,0.0,0.0,09/22,61.0,69.4,68.5,67.4,61.0,55.2,42.9,40.7,42.5,45.4,36.6,40.6
64,1712,興農,39.9,0.0,0.0,09/22,51.7,59.7,68.0,66.4,65.5,70.0,61.1,56.5,49.2,38.6,25.4,50.1
65,6823,濾能,60.0,0.3,0.5,09/22,30.4,28.0,67.8,42.3,37.0,23.0,23.9,23.3,10.6,7.48,,19.5
66,7769,鴻勁,6155.0,155.0,2.58,09/22,43.4,45.2,67.6,66.3,64.6,52.3,52.6,47.4,,,,31.2
67,8482,商億-KY,48.0,-0.4,-0.83,09/22,0.0,28.2,67.4,38.1,40.9,26.2,26.3,27.8,11.2,0.55,,19.1
68,3293,鈊象,727.0,3.0,0.41,09/22,27.1,37.2,67.4,55.0,57.4,62.9,50.0,44.8,43.8,39.4,24.0,42.1
