股票代號,股票名稱,法人持股,上榜區塊,累積衰退
00400A,主動國泰動能高息,-54.210330395804114,"30日衰退,10日衰退,5日衰退",-5.249898477649616
00401A,主動摩根台灣鑫收,-2.397734988174722,"30日衰退,20日衰退,10日衰退,5日衰退",-1.0891615008420708
00403A,主動統一升級50,-37.158053547324805,5日衰退,-1.302357704378153
00406A,主動中信台灣收益,-70.6974441625719,"30日衰退,20日衰退,10日衰退,5日衰退",-11.136407032988217
00407A,主動凱基台灣,-62.2490716555189,5日衰退,-0.8661769824419565
0050,元大台灣50,-8.012588580385131,30日衰退,-4.102126500111373
0053,元大電子,-13.377256944444444,30日衰退,-1.3230149619371545
0056,元大高股息,-2.452152532215367,30日衰退,-2.11510661876547
0057,富邦摩台,-11.359469548133596,"30日衰退,20日衰退,10日衰退,5日衰退",-1.6868500327439406
006203,元大MSCI台灣,78.19423566255628,30日衰退,-1.3846584458798077
00631L,元大台灣50正2,-53.60384949368719,"30日衰退,5日衰退",-1.0067985229744139
00632R,元大台灣50反1,-14.27255424625029,"30日衰退,20日衰退,10日衰退",-1.7329643562127206
00633L,富邦上証正2,51.568029066846826,"10日衰退,5日衰退",-3.540391830795606
00634R,富邦上証反1,13.63385842426484,"10日衰退,5日衰退",-2.1508390464653413
00637L,元大滬深300正2,68.96347560431116,"20日衰退,10日衰退,5日衰退",-4.872024336793288
00640L,富邦日本正2,74.32803551955134,"10日衰退,5日衰退",-2.4560445552266685
00641R,富邦日本反1,-23.69011251056819,"30日衰退,20日衰退,10日衰退",-1.2765936022247466
00643,群益深証中小,62.62026067886846,10日衰退,-1.2602113016013163
00646,元大S&P500,-20.65574411664464,"30日衰退,20日衰退,10日衰退,5日衰退",-0.6423370196388731
00647L,元大S&P500正2,29.406075436408976,"20日衰退,10日衰退,5日衰退",-1.6882917705735672
00648R,元大S&P500反1,11.265444746579952,"30日衰退,20日衰退",-2.0459550885161484
00651R,復華香港反1,46.71693588469185,5日衰退,-0.7124906809145131
00655L,國泰中國A50正2,55.865357327720076,"20日衰退,10日衰退,5日衰退",-2.29755202042859
00656R,國泰中國A50反1,10.856291202043522,"30日衰退,20日衰退,10日衰退,5日衰退",-2.414950631232502
00662,富邦NASDAQ,-30.457812270493502,"30日衰退,20日衰退,10日衰退",-0.7245592065906017
00663L,國泰臺灣加權正2,-82.62761399324438,5日衰退,-3.0333260237322293
00664R,國泰臺灣加權反1,-7.567919388877331,"30日衰退,20日衰退,10日衰退,5日衰退",-1.7465712332431718
00665L,富邦恒生國企正2,10.871818829629083,10日衰退,-1.5854520859749428
00666R,富邦恒生國企反1,3.5203285188331916,"30日衰退,20日衰退,10日衰退,5日衰退",-2.759774851316908
00668,國泰美國道瓊,-12.414945877321928,10日衰退,-1.094826941066417
00670L,富邦NASDAQ正2,-18.03857022490116,"30日衰退,5日衰退",-1.0662226975176594
00671R,富邦NASDAQ反1,25.986778266183826,10日衰退,-1.3827832997116332
00673R,期元大S&P原油反1,-49.385779305151196,"30日衰退,20日衰退,10日衰退,5日衰退",-4.661915584666005
00674R,期元大S&P黃金反1,120.13199502376987,"10日衰退,5日衰退",-1.4134837369062438
00675L,富邦臺灣加權正2,-1.3787070465610884,30日衰退,-1.8251583791732922
00676R,富邦臺灣加權反1,-29.10951052213357,"30日衰退,20日衰退,10日衰退",-2.5958100697691364
00683L,期元大美元指正2,25.0185271995802,5日衰退,-0.7900489767360526
