股票代號,股票名稱,法人持股,上榜區塊,累積衰退
00400A,主動國泰動能高息,-52.6979600026376,"5日衰退,10日衰退,30日衰退,20日衰退",-0.8941053539401125
00401A,主動摩根台灣鑫收,0.7217412045319023,"5日衰退,10日衰退,30日衰退,20日衰退",-7.702131010256007
00403A,主動統一升級50,-39.540011819831335,"30日衰退,20日衰退",-4.2341664281026965
00404A,主動聯博動能50,-26.501507205900296,"30日衰退,20日衰退",-2.49959973227649
00405A,主動富邦台灣龍耀,-56.44240113066388,"30日衰退,20日衰退",-4.005755604034711
00406A,主動中信台灣收益,-57.7998324390376,"5日衰退,10日衰退,30日衰退,20日衰退",-0.2798132334427095
00407A,主動凱基台灣,-66.75402159097474,"30日衰退,20日衰退",-3.1699343929177743
0050,元大台灣50,-7.57664392635849,"5日衰退,10日衰退,30日衰退,20日衰退",-0.42365801894531874
0051,元大中型100,-5.410824489795918,"10日衰退,30日衰退,20日衰退",-0.5748204081632649
0053,元大電子,-16.03279518950437,"10日衰退,30日衰退,20日衰退",-1.8456195335276924
0056,元大高股息,-2.3502896535225783,"30日衰退,20日衰退",-2.8602554419938495
0057,富邦摩台,-9.719201047806157,"5日衰退,10日衰退,30日衰退,20日衰退",-0.7138899803536365
006203,元大MSCI台灣,78.43297709923664,"10日衰退,30日衰退,20日衰退",-0.4044509688784501
006204,永豐臺灣加權,4.135266666666666,20日衰退,-0.9799333333333333
006208,富邦台50,1.0488624438184124,30日衰退,-1.3489517647281475
00631L,元大台灣50正2,-53.46227370354692,"10日衰退,30日衰退,20日衰退",-2.072379803383079
00632R,元大台灣50反1,-9.727205194510846,5日衰退,-6.746722576930142
00633L,富邦上証正2,53.52644714941408,30日衰退,-2.7155132219508076
00634R,富邦上証反1,13.790093109869646,"5日衰退,30日衰退,20日衰退",-0.6735978500084645
00637L,元大滬深300正2,73.80919317884351,10日衰退,-0.5472514039199439
00641R,富邦日本反1,-19.507280517100472,"5日衰退,30日衰退,20日衰退",-2.330411847742642
00642U,期元大S&P石油,68.09915845454245,5日衰退,-3.5773803144423653
00646,元大S&P500,-18.446621737981364,5日衰退,-1.136916579351979
00648R,元大S&P500反1,9.849291501392521,"5日衰退,10日衰退,30日衰退,20日衰退",-0.9927623990772787
00651R,復華香港反1,46.29892147117296,"30日衰退,20日衰退",-2.1898011928429497
00656R,國泰中國A50反1,13.058576411062534,5日衰退,-0.45617379771086064
00660,元大歐洲50,8.336036382950471,"5日衰退,10日衰退",-0.7535931483202774
00661,元大日經225,-4.157795090715049,"10日衰退,20日衰退",-0.5828815368196372
00662,富邦NASDAQ,-29.070698147046578,30日衰退,-3.545415656822488
00664R,國泰臺灣加權反1,5.602866993702815,5日衰退,-3.4942496607869735
00666R,富邦恒生國企反1,5.695798687089715,"5日衰退,10日衰退,30日衰退,20日衰退",-6.3974658096280095
00669R,國泰美國道瓊反1,9.132011291116777,"5日衰退,10日衰退",-1.10569616365294
00670L,富邦NASDAQ正2,-19.363108487181158,"10日衰退,30日衰退,20日衰退",-2.104720785392697
00673R,期元大S&P原油反1,-36.92367861301056,20日衰退,-3.3649418660512467
00675L,富邦臺灣加權正2,-2.5116015821522124,20日衰退,-1.9639349706397016
00676R,富邦臺灣加權反1,-22.60831949479529,5日衰退,-4.841266009690138
00678,群益那斯達克生技,-11.005752840909093,"5日衰退,30日衰退,20日衰退",-0.4229569128787869
00684R,期元大美元指反1,-4.287576383154418,5日衰退,-0.3298410404624277
00685L,群益臺灣加權正2,-55.86394463387201,"10日衰退,20日衰退",-2.9647268536767157
00686R,群益臺灣加權反1,-32.43903878422699,"5日衰退,30日衰退,20日衰退",-5.039164442071545
00690,兆豐藍籌30,-12.79451218048722,"10日衰退,30日衰退,20日衰退",-0.6320974181751122
00693U,期街口S&P黃豆,-3.3215906127770536,5日衰退,-0.2926819133573657
00708L,期元大S&P黃金正2,-64.98097474405844,"5日衰退,30日衰退",-1.353885783228172
00712,復華富時不動產,-20.46584143849908,5日衰退,-0.6297315196960334
00714,群益道瓊美國地產,10.882046181666436,5日衰退,-1.049286233959899
00715L,期街口布蘭特正2,97.89723008548143,5日衰退,-3.2040823811043992
00717,富邦美國特別股,-0.5349209363775236,"30日衰退,20日衰退",-1.0087002445260844
00728,第一金工業30,25.358645274002516,10日衰退,-0.3742743314421446
00730,富邦臺灣優質高息,7.456988749928616,30日衰退,-1.7287351439723082
00733,富邦臺灣中小,89.38468332171118,"10日衰退,30日衰退,20日衰退",-4.4844599224473
00735,國泰臺韓科技,-59.84879973711091,"5日衰退,30日衰退",-1.8451629582281583
00736,國泰新興市場,37.94684257469898,"30日衰退,20日衰退",-2.838130927790189
00771,元大US高息特別股,-2.9074481546572932,5日衰退,-0.522460456942003
00830,國泰費城半導體,-24.66106812789378,"5日衰退,10日衰退,30日衰退,20日衰退",-0.725015052003048
00861,元大全球未來通訊,2.0856296487012242,"10日衰退,30日衰退,20日衰退",-0.492690238350006
00865B,國泰US短期公債,-64.624053325092,"5日衰退,10日衰退,30日衰退,20日衰退",-1.077973985844359
00876,元大全球5G,15.61762911597039,"10日衰退,30日衰退,20日衰退",-1.122067646357996
00878,國泰永續高股息,9.796008282179912,"5日衰退,10日衰退,30日衰退,20日衰退",-0.818764081358502
00881,國泰台灣科技龍頭,-8.394091260389091,"5日衰退,10日衰退,30日衰退,20日衰退",-4.068352336262393
00882,中信中國高股息,26.01217884691845,5日衰退,-0.3846080604696489
00891,中信關鍵半導體,-39.67679002737824,"5日衰退,10日衰退,30日衰退",-1.7934628216004995
00892,富邦台灣半導體,-12.356300303055916,"30日衰退,20日衰退",-6.588061115759025
00904,台新臺灣半導體30,-50.61532039334936,5日衰退,-0.5828522995331298
00905,FT臺灣Smart,2.8413206596794596,"10日衰退,30日衰退,20日衰退",-0.5879651602559628
00911,兆豐洲際半導體,-9.612182312396854,"10日衰退,30日衰退,20日衰退",-3.419006017830567
00912,中信臺灣智慧50,-1.1876889295218196,30日衰退,-3.4246355820119887
00919,群益台灣精選高息,1.9786102880974206,"30日衰退,20日衰退",-1.1876669574875895
00920,富邦ESG綠色電力,-65.79454142011835,30日衰退,-6.683466469428012
00922,國泰台灣領袖50,0.33735762293494176,"10日衰退,30日衰退,20日衰退",-0.7757536734062818
00923,群益台ESG低碳50,-7.850051159862617,"5日衰退,10日衰退,30日衰退,20日衰退",-3.999449218519845
00926,凱基全球菁英55,7.082399235684003,"5日衰退,10日衰退,20日衰退",-3.207722462646572
00927,群益半導體收益,-45.77512086864587,"5日衰退,10日衰退,30日衰退,20日衰退",-0.9598947575667722
00929,復華台灣科技優息,64.91815893400376,"5日衰退,10日衰退,30日衰退,20日衰退",-1.426491682279007
