Unnamed: 0_level_0_Unnamed: 0_level_1,Unnamed: 1_level_0_Unnamed: 1_level_1,Unnamed: 2_level_0_Unnamed: 2_level_1,交易口數與契約金額_多方,交易口數與契約金額_多方,交易口數與契約金額_空方,交易口數與契約金額_空方,交易口數與契約金額_多空淨額,交易口數與契約金額_多空淨額,未平倉餘額_多方,未平倉餘額_多方,未平倉餘額_空方,未平倉餘額_空方,未平倉餘額_多空淨額,未平倉餘額_多空淨額
1,臺股期貨,自營商,7854,72425131,6474,59768351,1380,12656780,6359,58854426,3557,32907993,2802,25946433
1,臺股期貨,投信,6092,56342416,5888,54274470,204,2067945,77818,719256868,3131,28922299,74687,690334569
1,臺股期貨,外資,56372,520388710,56740,523930805,-368,-3542096,8242,76271162,93309,862627166,-85067,-786356004
2,電子期貨,自營商,78,910041,51,594573,27,315468,20,233159,145,1689626,-125,-1456467
2,電子期貨,投信,0,0,0,0,0,0,147,1712873,0,0,147,1712873
2,電子期貨,外資,111,1295440,137,1599221,-26,-303781,25,291592,198,2307308,-173,-2015716
3,金融期貨,自營商,54,189810,37,130196,17,59614,87,309320,110,391094,-23,-81774
3,金融期貨,投信,0,0,0,0,0,0,34,120884,0,0,34,120884
3,金融期貨,外資,261,916644,254,892663,7,23981,95,337768,132,469313,-37,-131545
4,小型臺指期貨,自營商,9723,22457428,9839,22752799,-116,-295371,3222,7446958,6708,15537007,-3486,-8090049
4,小型臺指期貨,投信,6,13912,21,48507,-15,-34595,93,214844,158,364877,-65,-150033
4,小型臺指期貨,外資,93086,215000989,95840,221379574,-2754,-6378585,2343,5413219,1056,2441059,1287,2972160
5,微型臺指期貨,自營商,16355,7561936,32123,14867551,-15768,-7305614,3021,1397044,68655,31756500,-65634,-30359456
5,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
5,微型臺指期貨,外資,146949,67927995,149457,69095027,-2508,-1167032,18207,8409432,4376,2021147,13831,6388285
