代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00717,富邦美國特別股,14.54,-0.03,-0.21,26W37,09/10,63,30948,60.9,25.9,0,0,0.0,0.0,-1,-1,-0.22,0.0,28,20589,72.9,17.2
00931B,統一美債20年,12.86,-0.08,-0.62,26W37,09/10,34,339239,46.8,15.1,0,0,0.0,0.0,4,8657,17.9,0.39,4,9441,19.5,0.42
00900,富邦特選高股息30,19.46,-0.12,-0.61,26W37,09/10,23,268703,25.0,17.6,0,0,0.0,0.0,23,393044,36.6,25.7,23,680247,63.3,44.6
00898,國泰基因免疫革命,10.62,-0.13,-1.21,26W37,09/10,16,36855,42.3,31.9,0,0,0.0,0.0,5,7721,20.2,6.69,31,67718,52.6,58.6
1565,精華,98.2,-0.4,-0.41,26W37,09/10,15,995,9.72,1.97,0,0,0.0,0.0,2,142,13.1,0.28,15,1146,11.2,2.27
2606,裕民,78.4,-1.3,-1.63,26W37,09/10,13,86288,20.7,10.2,2,514,0.84,0.06,-1,-153,-0.81,-0.02,4,32122,15.0,3.8
01007T,兆豐國泰R2,11.19,-0.16,-1.41,26W37,09/10,12,231,1.05,,0,0,0.0,0.0,0,0,0.0,0.0,12,231,1.05,
1906,寶隆,11.1,0.0,0.0,26W37,09/10,12,537,8.75,0.36,0,0,0.0,0.0,1,3,1.74,0.0,12,556,9.06,0.37
3029,零壹,113.0,2.0,1.8,26W37,09/10,12,11598,16.7,6.94,-6,-33,-0.1,-0.02,-1,-16,-0.33,-0.01,11,11420,18.0,6.84
3206,志豐,35.2,-0.25,-0.71,26W37,09/10,11,470,13.5,0.8,0,0,0.0,0.0,-1,-5,-2.22,-0.01,11,470,13.5,0.8
00997A,主動群益美國增長,11.02,-0.02,-0.18,26W37,09/10,10,70463,10.6,6.14,0,0,0.0,0.0,6,32954,13.2,2.87,8,60028,15.7,5.23
2597,潤弘,172.0,-3.0,-1.71,26W37,09/10,10,3041,25.2,0.98,2,52,2.23,0.02,2,20,0.87,0.01,7,2682,34.9,0.86
00955,中信日本商社,16.35,-0.2,-1.21,26W37,09/10,9,17535,7.49,3.57,0,0,0.0,0.0,9,82373,35.2,16.8,9,99908,42.7,20.4
1445,大宇,10.3,0.0,0.0,26W37,09/10,9,478,14.6,0.37,0,0,0.0,0.0,3,4,0.42,0.0,9,478,14.6,0.37
2534,宏盛,16.8,-0.25,-1.47,26W37,09/10,9,5049,29.2,1.06,0,0,0.0,0.0,-2,-18,-0.87,0.0,1,128,17.8,0.03
2642,宅配通,20.2,-0.05,-0.25,26W37,09/10,9,280,12.2,0.29,0,0,0.0,0.0,-1,-1,-0.67,0.0,9,282,12.3,0.3
3034,聯詠,545.0,2.0,0.37,26W37,09/10,9,42426,22.2,6.97,4,1810,2.75,0.3,-2,-145,-0.51,-0.02,19,70242,13.5,11.5
3232,昱捷,19.5,-0.1,-0.51,26W37,09/10,9,70,5.0,0.15,0,0,0.0,0.0,0,0,0.0,0.0,9,71,5.07,0.15
3437,榮創,19.7,1.05,5.63,26W37,09/10,9,1770,6.84,1.22,0,0,0.0,0.0,-1,-2,-0.05,0.0,9,1771,6.85,1.23
6224,聚鼎,89.0,4.5,5.33,26W37,09/10,9,2760,4.93,3.22,0,0,0.0,0.0,5,299,0.66,0.35,9,3048,5.44,3.56
6441,廣錠,26.1,2.35,9.89,26W37,09/10,9,440,6.12,0.83,0,0,0.0,0.0,2,2,0.05,0.0,9,445,6.19,0.83
6596,寬宏藝術,94.4,-0.6,-0.63,26W37,09/10,9,642,12.2,1.69,0,0,0.0,0.0,7,10,0.26,0.03,9,651,12.3,1.71
9905,大華,21.5,0.15,0.7,26W37,09/10,9,771,11.5,0.25,0,0,0.0,0.0,-1,-13,-3.17,0.0,9,784,11.7,0.26
00400A,主動國泰動能高息,15.01,-0.05,-0.33,26W37,09/10,8,149546,8.78,7.87,0,0,0.0,0.0,1,9319,8.29,0.49,1,24604,21.9,1.3
0052,富邦科技,63.6,-0.15,-0.24,26W37,09/10,8,97292,11.5,3.8,-1,-100,-0.15,0.0,3,27430,14.2,1.07,6,132263,27.2,5.17
009804,聯邦台精彩50,23.25,-0.12,-0.51,26W37,09/10,8,6013,12.4,4.05,0,0,0.0,0.0,6,8591,27.2,5.79,6,12806,40.5,8.63
00981A,主動統一台股增長,29.89,-0.03,-0.1,26W37,09/10,8,980078,11.1,10.3,-1,-1570,-0.3,-0.02,1,16832,3.26,0.18,1,67888,13.2,0.71
00991A,主動復華未來50,17.74,0.04,0.23,26W37,09/10,8,524887,10.0,11.7,0,0,0.0,0.0,6,331758,10.9,7.4,6,608401,19.9,13.6
00992A,主動群益科技創新,18.16,-0.09,-0.49,26W37,09/10,8,272493,15.6,12.0,0,0,0.0,0.0,5,92097,9.77,4.05,6,235967,19.8,10.4
00993A,主動安聯台灣,13.41,-0.02,-0.15,26W37,09/10,8,45884,16.6,6.09,0,0,0.0,0.0,5,31923,25.4,4.24,8,74280,26.9,9.86
00995A,主動中信台灣卓越,17.38,-0.04,-0.23,26W37,09/10,8,31198,15.1,11.4,0,0,0.0,0.0,-1,-745,-5.43,-0.27,-1,-159,-1.16,-0.06
1432,大魯閣,15.0,0.0,0.0,26W37,09/10,8,634,15.2,0.59,0,0,0.0,0.0,0,0,0.0,0.0,8,633,15.1,0.59
1521,大億,25.0,-0.15,-0.6,26W37,09/10,8,133,17.3,0.17,0,0,0.0,0.0,0,0,0.0,0.0,8,133,17.3,0.17
1725,元禎,33.1,0.15,0.46,26W37,09/10,8,325,18.2,0.18,0,0,0.0,0.0,0,0,0.0,0.0,8,314,17.6,0.17
2371,大同,27.85,-0.2,-0.71,26W37,09/10,8,31646,9.25,1.47,3,362,0.28,0.02,-1,-151,-1.0,-0.01,8,30759,8.99,1.43
2736,富野,11.45,-0.1,-0.87,26W37,09/10,8,198,7.01,0.25,0,0,0.0,0.0,-1,-1,-0.71,0.0,8,198,6.99,0.25
2881C,富邦金丙特,51.4,-0.1,-0.19,26W37,09/10,8,50,2.87,0.02,0,0,0.0,0.0,0,0,0.0,0.0,8,50,2.87,0.02
3086,華義*,29.4,-0.05,-0.17,26W37,09/10,8,724,10.6,0.27,0,0,0.0,0.0,-1,-9,-2.06,0.0,8,765,11.2,0.28
3466,德晉,24.95,0.7,2.89,26W37,09/10,8,907,12.8,1.16,0,0,0.0,0.0,-2,0,-0.01,0.0,8,908,12.8,1.17
4974,亞泰,72.0,-2.5,-3.36,26W37,09/10,8,1120,20.5,1.55,0,0,0.0,0.0,5,10,0.27,0.01,8,1132,20.8,1.56
5244,弘凱,34.3,-0.35,-1.01,26W37,09/10,8,1414,23.2,2.07,0,0,0.0,0.0,0,0,0.0,0.0,8,1408,23.1,2.06
5452,佶優,26.7,0.15,0.56,26W37,09/10,8,3071,17.4,2.06,0,0,0.0,0.0,-2,-5,-0.16,0.0,8,3030,17.1,2.04
6270,倍微,28.55,-0.05,-0.17,26W37,09/10,8,1158,11.7,1.61,0,0,0.0,0.0,-2,-12,-0.87,-0.02,8,1159,11.7,1.61
6423,億而得,83.2,-1.7,-2.0,26W37,09/10,8,367,15.0,1.18,0,0,0.0,0.0,0,0,0.0,0.0,8,359,14.6,1.16
8908,欣雄,40.3,-0.2,-0.49,26W37,09/10,8,365,24.4,0.11,0,0,0.0,0.0,-1,0,-0.16,0.0,8,365,24.5,0.11
00733,富邦臺灣中小,67.65,-0.1,-0.15,26W37,09/10,7,2687,11.1,4.27,0,0,0.0,0.0,1,318,27.6,0.5,6,3203,24.6,5.09
00904,台新臺灣半導體30,41.87,0.02,0.05,26W37,09/10,7,6565,17.9,4.18,0,0,0.0,0.0,1,1072,26.1,0.68,8,8297,19.5,5.28
1216,統一,75.6,-0.4,-0.53,26W37,09/10,7,202324,40.8,3.56,-6,-11872,-3.2,-0.21,-6,-4568,-1.23,-0.08,7,196095,39.6,3.45
1423,利華,35.4,-0.1,-0.28,26W37,09/10,7,98,19.8,0.1,0,0,0.0,0.0,0,0,0.0,0.0,7,96,19.4,0.1
1524,耿鼎,26.2,-0.35,-1.32,26W37,09/10,7,2644,21.9,1.6,0,0,0.0,0.0,0,0,0.0,0.0,7,2641,21.9,1.6
1587,吉茂,23.6,-0.2,-0.84,26W37,09/10,7,944,15.8,1.18,0,0,0.0,0.0,-1,0,-0.05,0.0,5,554,14.9,0.69
1904,正隆,25.55,1.0,4.07,26W37,09/10,7,20938,22.8,1.89,-2,-41,-0.21,0.0,-2,-293,-1.52,-0.03,7,20919,22.8,1.89
2640,大車隊,155.0,1.0,0.65,26W37,09/10,7,59,6.28,0.1,0,0,0.0,0.0,-1,-5,-8.39,-0.01,-1,-3,-5.3,-0.01
3092,鴻碩,23.3,-0.5,-2.1,26W37,09/10,7,755,13.2,0.71,0,0,0.0,0.0,-1,-1,-0.1,0.0,5,666,18.5,0.62
3310,佳穎,67.5,0.0,0.0,26W37,09/10,7,76,13.9,0.1,0,0,0.0,0.0,-2,0,-0.09,0.0,7,76,14.0,0.1
3443,創意,6225.0,300.0,5.06,26W37,09/10,7,2333,3.15,1.74,1,84,1.29,0.06,-1,-54,-0.82,-0.04,7,3974,5.36,2.97
5278,尚凡*,24.0,0.05,0.21,26W37,09/10,7,837,28.5,0.28,0,0,0.0,0.0,-1,-1,-0.37,0.0,7,825,28.1,0.28
6218,豪勉,46.15,-0.75,-1.6,26W37,09/10,7,5002,10.2,7.78,0,0,0.0,0.0,-1,-2,-0.01,0.0,7,5017,10.3,7.81
6684,安格,45.0,-0.8,-1.75,26W37,09/10,7,520,14.5,1.17,0,0,0.0,0.0,-1,-1,-0.2,0.0,7,512,14.2,1.15
7721,微程式,61.1,-1.9,-3.02,26W37,09/10,7,314,13.6,0.57,0,0,0.0,0.0,-3,-4,-0.51,-0.01,7,313,13.5,0.57
7810,捷創科技,221.5,-1.5,-0.67,26W37,09/10,7,204,7.91,1.01,0,0,0.0,0.0,-1,-8,-1.87,-0.04,7,213,8.24,1.05
7827,漢康-KY創,153.0,1.5,0.99,26W37,09/10,7,1888,22.5,1.35,0,0,0.0,0.0,3,12,0.4,0.01,7,1872,22.3,1.34
7828,創新服務,2055.0,-25.0,-1.2,26W37,09/10,7,1148,11.2,2.84,2,58,1.43,0.14,-1,-74,-3.08,-0.18,7,1103,10.7,2.72
9906,欣巴巴,39.75,-1.3,-3.17,26W37,09/10,7,515,26.6,0.57,0,0,0.0,0.0,-4,-15,-1.5,-0.02,7,512,26.4,0.57
00403A,主動統一升級50,10.34,-0.01,-0.1,26W37,09/10,6,1255468,19.5,8.26,0,0,0.0,0.0,6,1849892,28.7,12.2,6,3105361,48.2,20.4
00715L,期街口布蘭特正2,63.0,2.3,3.79,26W37,09/10,6,14377,7.34,19.1,0,0,0.0,0.0,5,27185,19.3,36.2,10,62721,14.6,83.4
009824,群益美國科技巨頭,10.07,0.0,0.0,26W37,09/10,6,20522,11.5,3.85,0,0,0.0,0.0,2,18352,32.1,3.45,2,25665,44.9,4.82
00984A,主動安聯台灣高息,15.54,-0.08,-0.51,26W37,09/10,6,13776,11.9,2.18,0,0,0.0,0.0,6,14320,12.4,2.27,6,28096,24.3,4.45
1304,台聚,12.45,-0.35,-2.73,26W37,09/10,6,11557,14.6,0.97,0,0,0.0,0.0,-2,-65,-0.22,-0.01,6,11115,14.0,0.93
1313,聯成,11.85,-0.3,-2.47,26W37,09/10,6,12126,14.2,0.91,0,0,0.0,0.0,-1,-119,-1.4,-0.01,6,11934,14.0,0.9
1340,勝悅-KY,5.22,0.02,0.38,26W37,09/10,6,488,12.1,0.32,0,0,0.0,0.0,0,0,0.0,0.0,6,483,11.9,0.32
1435,中福,23.3,0.0,0.0,26W37,09/10,6,139,19.4,0.1,0,0,0.0,0.0,0,0,0.0,0.0,6,154,21.5,0.11
1440,南紡,13.5,-0.25,-1.82,26W37,09/10,6,11759,15.0,0.71,-1,-36,-0.27,0.0,-1,-43,-0.32,0.0,6,11876,15.1,0.72
1503,士電,205.0,-1.0,-0.49,26W37,09/10,6,4172,8.87,0.8,3,48,0.18,0.01,-2,-127,-0.77,-0.02,6,4055,8.62,0.78
1735,日勝化,20.05,-0.25,-1.23,26W37,09/10,6,318,11.4,0.32,0,0,0.0,0.0,1,1,0.71,0.0,6,301,10.7,0.3
2030,彰源,23.65,-0.05,-0.21,26W37,09/10,6,12597,13.4,4.49,0,0,0.0,0.0,-1,-70,-0.59,-0.02,6,12579,13.3,4.48
2034,允強,20.45,-0.3,-1.45,26W37,09/10,6,13130,33.4,2.48,0,0,0.0,0.0,-2,-108,-0.92,-0.02,6,12998,33.0,2.46
2069,運錩,23.0,-0.3,-1.29,26W37,09/10,6,2708,11.8,1.63,0,0,0.0,0.0,-1,-29,-0.33,-0.02,6,2639,11.5,1.59
2528,皇普,20.15,-0.05,-0.25,26W37,09/10,6,2418,29.9,0.55,2,65,3.16,0.01,0,0,0.0,0.0,6,2042,25.3,0.47
2637,慧洋-KY,100.5,0.0,0.0,26W37,09/10,6,27042,14.6,3.62,2,1210,3.16,0.16,2,238,0.62,0.03,2,6404,16.7,0.86
3037,欣興,994.0,1.0,0.1,26W37,09/10,6,81563,10.9,4.97,1,1218,1.51,0.07,-1,-515,-0.64,-0.03,1,6571,8.16,0.4
3680,家登,535.0,-31.0,-5.48,26W37,09/10,6,4668,10.3,4.85,1,29,0.19,0.03,1,219,1.45,0.23,6,4968,11.0,5.16
4527,方土霖,40.75,0.05,0.12,26W37,09/10,6,62,8.2,0.08,0,0,0.0,0.0,0,0,0.0,0.0,6,62,8.19,0.08
4766,南寶,339.0,-1.5,-0.44,26W37,09/10,6,711,11.8,0.59,0,0,0.0,0.0,-4,-87,-2.5,-0.07,6,574,9.51,0.48
5345,馥鴻,22.65,2.05,9.95,26W37,09/10,6,23,3.77,0.06,0,0,0.0,0.0,-3,-2,-0.86,0.0,6,23,3.76,0.06
6128,上福,18.95,-0.3,-1.56,26W37,09/10,6,230,8.95,0.18,0,0,0.0,0.0,3,10,0.72,0.01,5,204,9.17,0.16
6225,天瀚,74.3,6.7,9.91,26W37,09/10,6,202,4.48,0.73,0,0,0.0,0.0,0,0,0.0,0.0,6,202,4.48,0.73
6438,迅得,151.0,-1.0,-0.66,26W37,09/10,6,2133,18.7,2.59,0,0,0.0,0.0,-1,-27,-2.2,-0.03,6,2012,17.7,2.45
6609,瀧澤科,39.25,-0.45,-1.13,26W37,09/10,6,1006,28.0,1.39,0,0,0.0,0.0,-1,0,-0.02,0.0,6,1008,28.0,1.39
6909,創控,39.95,-0.1,-0.25,26W37,09/10,6,457,8.38,0.68,0,0,0.0,0.0,0,0,0.0,0.0,6,410,7.52,0.61
8034,榮群,19.95,-0.35,-1.72,26W37,09/10,6,243,8.14,0.43,0,0,0.0,0.0,-2,0,-0.04,0.0,6,243,8.15,0.43
8066,來思達,14.35,-0.1,-0.69,26W37,09/10,6,18,1.88,0.05,0,0,0.0,0.0,3,1,0.09,0.0,6,18,1.89,0.05
9919,康那香,14.15,0.0,0.0,26W37,09/10,6,1221,19.4,0.62,0,0,0.0,0.0,-1,-1,-0.07,0.0,6,1155,18.4,0.59
00407A,主動凱基台灣,9.68,-0.06,-0.62,26W37,09/10,5,138512,10.8,5.36,0,0,0.0,0.0,6,563349,36.2,21.8,6,700192,45.0,27.1
00735,國泰臺韓科技,107.0,-0.05,-0.05,26W37,09/10,5,3312,6.47,2.76,0,0,0.0,0.0,5,5901,11.5,4.93,5,9212,18.0,7.69
00893,國泰智能電動車,43.17,0.03,0.07,26W37,09/10,5,3325,27.0,0.93,0,0,0.0,0.0,-4,-1541,-15.2,-0.43,6,3579,22.2,1.0
