Unnamed: 0_level_0_Unnamed: 0_level_1,Unnamed: 1_level_0_Unnamed: 1_level_1,Unnamed: 2_level_0_Unnamed: 2_level_1,交易口數與契約金額_多方,交易口數與契約金額_多方,交易口數與契約金額_空方,交易口數與契約金額_空方,交易口數與契約金額_多空淨額,交易口數與契約金額_多空淨額,未平倉餘額_多方,未平倉餘額_多方,未平倉餘額_空方,未平倉餘額_空方,未平倉餘額_多空淨額,未平倉餘額_多空淨額
1,臺股期貨,自營商,4688,44404749,6034,57072739,-1346,-12667991,2735,26018645,4780,45411710,-2045,-19393065
1,臺股期貨,投信,354,3362234,1082,10265644,-728,-6903410,78538,745518093,3092,29350501,75446,716167592
1,臺股期貨,外資,44188,416997746,42844,404347540,1344,12650207,10793,102479560,90192,856270658,-79399,-753791098
2,電子期貨,自營商,6,71777,16,190850,-10,-119073,7,84378,176,2119005,-169,-2034627
2,電子期貨,投信,0,0,18,216721,-18,-216721,173,2082885,0,0,173,2082885
2,電子期貨,外資,78,933686,41,490099,37,443587,45,541791,187,2251443,-142,-1709652
3,金融期貨,自營商,27,95400,33,116193,-6,-20793,62,218624,86,303253,-24,-84629
3,金融期貨,投信,0,0,0,0,0,0,34,119891,0,0,34,119891
3,金融期貨,外資,146,514324,172,605854,-26,-91530,141,497194,145,511299,-4,-14105
4,小型臺指期貨,自營商,7270,17162202,6602,15587644,668,1574558,4341,10321382,6619,15744897,-2278,-5423515
4,小型臺指期貨,投信,3,7119,0,0,3,7119,105,249176,152,360711,-47,-111535
4,小型臺指期貨,外資,90432,213149540,88055,207580897,2377,5568643,4080,9684163,1398,3317995,2682,6366168
5,微型臺指期貨,自營商,25587,12084772,11061,5220532,14526,6864239,5281,2513917,31829,15131730,-26548,-12617813
5,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
5,微型臺指期貨,外資,135262,63721185,134428,63328551,834,392635,24950,11841946,8,3797,24942,11838149
6,小型電子期貨,自營商,83,123690,62,92983,21,30707,217,326723,330,496654,-113,-169931
6,小型電子期貨,投信,0,0,0,0,0,0,77,115883,0,0,77,115883
6,小型電子期貨,外資,538,804569,547,818535,-9,-13967,22,33109,17,25585,5,7524
7,小型金融期貨,自營商,48,42328,22,19358,26,22970,235,207164,35,30854,200,176310
7,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
7,小型金融期貨,外資,163,143370,197,173265,-34,-29895,1,882,30,26447,-29,-25565
8,股票期貨,自營商,49746,26151071,56867,32548507,-7121,-6397437,95911,37102071,298911,207544076,-203000,-170442005
8,股票期貨,投信,187,55113,5,912,182,54201,4011,8340983,200,33520,3811,8307463
8,股票期貨,外資,304057,193294255,305545,196711752,-1488,-3417497,192361,160239776,641259,400174694,-448898,-239934918
9,ETF期貨,自營商,3964,1332754,2360,1109704,1604,223049,16084,6128067,37787,26148880,-21703,-20020813
9,ETF期貨,投信,0,0,0,0,0,0,11326,11475300,45,18225,11281,11457075
9,ETF期貨,外資,5880,3510081,4276,3212818,1604,297263,14585,10951652,3326,2133724,11259,8817928
10,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,自營商,34,5692,10,1675,24,4017,285,47752,34,5698,251,42054
11,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,外資,49,8206,71,11888,-22,-3681,78,13071,44,7374,34,5697
