排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,1303,南亞,238.0,2.0,0.85,09/18,264611.0,371418.0,416071.0,614291,556420.0,417842.0,991339.0,664675.0,-341052.0,127932.0
2,2344,華邦電,179.5,9.5,5.59,09/18,9675.0,92617.0,117891.0,562281,-606513.0,571421.0,-1003878.0,-294773.0,103272.0,338593.0
3,6488,環球晶,944.0,32.0,3.51,09/18,235539.0,356834.0,394331.0,531669,742810.0,1837482.0,1334250.0,691771.0,488924.0,1022853.0
4,3443,創意,7150.0,650.0,10.0,09/18,180300.0,347907.0,348524.0,454165,272471.0,567055.0,116447.0,661692.0,467344.0,649330.0
5,2357,華碩,960.0,12.0,1.27,09/18,81018.0,174163.0,235948.0,351386,429775.0,240867.0,-2108301.0,-2312948.0,99349.0,-1246189.0
6,8358,金居,499.5,21.0,4.39,09/18,-1679.0,185542.0,219259.0,306984,269906.0,367150.0,834154.0,601428.0,539059.0,677348.0
7,6446,藥華藥,1180.0,-15.0,-1.26,09/18,85522.0,175084.0,210065.0,287062,477343.0,720800.0,736406.0,623466.0,-59875.0,157123.0
8,2408,南亞科,525.0,37.0,7.58,09/18,42143.0,88898.0,64587.0,234097,-371887.0,-894883.0,-73069.0,-535946.0,-473552.0,-506842.0
9,3105,穩懋,500.0,29.0,6.16,09/18,29473.0,92929.0,158421.0,215506,298036.0,366420.0,548487.0,1015116.0,879915.0,917533.0
10,2303,聯電,156.0,8.5,5.76,09/18,5025.0,-1089.0,115109.0,210155,144197.0,301670.0,-2052950.0,-6544770.0,-9100690.0,-6923318.0
11,0050,元大台灣50,109.85,1.8,1.67,09/18,1434.0,-2896.0,152875.0,193975,148702.0,-33499.0,551062.0,494328.0,689973.0,815058.0
12,2337,旺宏,121.0,4.5,3.86,09/18,33674.0,42714.0,46533.0,191497,164868.0,179253.0,260952.0,186746.0,-450849.0,-437519.0
13,7769,鴻勁,6540.0,405.0,6.6,09/18,126683.0,154418.0,163647.0,182387,188985.0,181683.0,95512.0,143186.0,,
14,3661,世芯-KY,3540.0,245.0,7.44,09/18,6315.0,73543.0,100449.0,165503,434161.0,256761.0,-741948.0,-1558372.0,-639064.0,-470328.0
15,2313,華通,228.5,10.0,4.58,09/18,21304.0,76145.0,119055.0,164248,274697.0,227434.0,939133.0,753854.0,1079585.0,1009654.0
16,2368,金像電,1020.0,70.0,7.37,09/18,68152.0,153027.0,171686.0,159954,-1432.0,343999.0,404514.0,-775601.0,-480897.0,-525584.0
17,2884,玉山金,46.4,-0.9,-1.9,09/18,56381.0,101033.0,123236.0,151658,39208.0,-310779.0,-435641.0,-513185.0,314642.0,-304591.0
18,2449,京元電子,291.5,26.5,10.0,09/18,34855.0,73613.0,76608.0,143664,292540.0,754560.0,510952.0,997947.0,1893267.0,1622826.0
19,2454,聯發科,4710.0,210.0,4.67,09/18,-50151.0,-5995.0,-58779.0,131543,-182570.0,572659.0,1151886.0,642236.0,512557.0,243660.0
20,1815,富喬,119.5,7.5,6.7,09/18,17223.0,56660.0,93304.0,128475,31069.0,-429225.0,-459835.0,-136125.0,-335065.0,-163488.0
21,3450,聯鈞,538.0,13.0,2.48,09/18,32747.0,87150.0,107474.0,127624,113455.0,-45615.0,23027.0,-248558.0,-334713.0,-339847.0
22,6213,聯茂,505.0,10.0,2.02,09/18,32837.0,118506.0,129296.0,122774,82822.0,-89367.0,-107197.0,-82966.0,-138170.0,-180354.0
23,2327,國巨*,550.0,21.0,3.97,09/18,-101761.0,-129394.0,85943.0,118170,-20909.0,383381.0,1452145.0,1028464.0,375455.0,652587.0
24,3189,景碩,832.0,27.0,3.35,09/18,30403.0,95380.0,69280.0,115881,134057.0,230869.0,238071.0,-342410.0,-61279.0,-36064.0
25,3081,聯亞,2880.0,160.0,5.88,09/18,39551.0,107195.0,150538.0,113059,-47538.0,-190273.0,508914.0,541176.0,350256.0,408219.0
26,6669,緯穎,2140.0,5.0,0.23,09/18,-47285.0,-39020.0,51533.0,109102,617616.0,1366508.0,882164.0,2254850.0,3914951.0,3027856.0
27,2887,台新新光金,44.4,0.35,0.79,09/18,52737.0,84900.0,100065.0,100320,280357.0,447471.0,843112.0,973773.0,1254587.0,921814.0
28,00981A,主動統一台股增長,29.07,0.94,3.34,09/18,2326.0,27558.0,70280.0,99907,106552.0,-118895.0,-21606.0,-216373.0,-1483.0,-21023.0
29,6531,愛普*,968.0,48.0,5.22,09/18,-4483.0,-5974.0,27215.0,99376,91348.0,46385.0,32435.0,56289.0,64188.0,72487.0
30,2881,富邦金,150.5,-1.0,-0.66,09/18,38680.0,49258.0,83982.0,93702,249764.0,409820.0,-284936.0,-1490831.0,-1645134.0,-1326585.0
31,00919,群益台灣精選高息,31.96,-0.15,-0.47,09/18,8837.0,-17257.0,14190.0,86484,155584.0,154435.0,-60672.0,-26094.0,10419.0,-41286.0
