排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00685L,群益臺灣加權正2,11.55,-0.13,-1.11,09/15,29716,29856,44633,45581,79797,108054.0,492310.0,491543.0,493059.0,491636.0
2,00919,群益台灣精選高息,32.74,-0.15,-0.46,09/15,19946,22096,32667,42670,49018,42227.0,-38428.0,-21581.0,-2699.0,-35659.0
3,00712,復華富時不動產,8.29,-0.03,-0.36,09/15,1825,1961,31618,32636,36136,64362.0,49737.0,2726.0,49843.0,69294.0
4,00403A,主動統一升級50,9.95,-0.14,-1.39,09/15,2510,18162,23141,30172,24584,61214.0,50651.0,,,
5,2884,玉山金,45.65,-0.7,-1.51,09/15,1645,6198,10254,23631,-114070,-81006.0,-130350.0,-162021.0,91392.0,-102370.0
6,2887,台新新光金,43.4,-0.15,-0.34,09/15,-2369,75,3820,23415,52334,106415.0,195876.0,297893.0,390275.0,230359.0
7,00918,大華優利高填息30,35.43,-0.08,-0.23,09/15,3133,5842,16648,22719,34993,46882.0,9647.0,37162.0,33796.0,-2931.0
8,2002,中鋼,18.65,-0.15,-0.8,09/15,10016,16580,17880,20109,20891,-60861.0,-460063.0,-108608.0,-39209.0,-237534.0
9,2801,彰銀,28.0,-0.55,-1.93,09/15,2311,4233,5564,18572,23512,20913.0,26140.0,59736.0,65758.0,58538.0
10,2883,凱基金,38.15,-0.65,-1.68,09/15,3678,6872,10838,18164,4965,91.0,-83794.0,62471.0,-7863.0,61656.0
11,00981A,主動統一台股增長,28.86,-0.46,-1.57,09/15,6405,10193,10402,14256,9062,-64499.0,-106703.0,-68602.0,52240.0,37789.0
12,00929,復華台灣科技優息,28.46,-0.14,-0.49,09/15,1195,3744,10794,12905,4666,6832.0,17963.0,13511.0,45259.0,25423.0
13,2337,旺宏,114.5,-1.5,-1.29,09/15,11969,12573,13366,12404,11892,15561.0,17855.0,17700.0,-59689.0,-64828.0
14,9904,寶成,24.25,0.2,0.83,09/15,1805,5527,6369,11217,11728,-1520.0,-6266.0,135122.0,137511.0,135057.0
15,2891,中信金,69.7,1.6,2.35,09/15,4369,2239,1837,11093,19601,42071.0,-47574.0,101667.0,94144.0,130007.0
16,00631L,元大台灣50正2,35.09,-0.31,-0.88,09/15,0,1798,6581,11086,6258,-26113.0,8045.0,308512.0,303487.0,306786.0
17,00961,FT臺灣永續高息,13.33,-0.07,-0.52,09/15,421,851,6601,8424,9343,9257.0,11990.0,12050.0,10465.0,11822.0
18,00673R,期元大S&P原油反1,9.99,-0.05,-0.5,09/15,1596,2117,6837,8217,15169,17125.0,12379.0,18183.0,26172.0,28247.0
