排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,6669,緯穎,2325.0,-15.0,-0.64,09/09,146841.0,280543.0,436198.0,771354,1179700.0,999993.0,703381.0,2090725.0,3765246.0,2846438.0
2,3231,緯創,189.0,2.5,1.34,09/09,79795.0,400473.0,443884.0,507595,810575.0,1095340.0,2128083.0,1377515.0,2975408.0,2261583.0
3,6488,環球晶,955.0,0.0,0.0,09/09,22334.0,80689.0,140403.0,301919,861383.0,1292940.0,840139.0,61381.0,-211727.0,420446.0
4,2449,京元電子,270.0,1.5,0.56,09/09,40761.0,67226.0,84017.0,260553,424375.0,832280.0,400062.0,1338267.0,1520089.0,1414303.0
5,8996,高力,1345.0,120.0,9.8,09/09,-16933.0,-2446.0,85906.0,229681,474241.0,723123.0,736497.0,751461.0,592232.0,730108.0
6,2887,台新新光金,42.4,-0.4,-0.93,09/09,63307.0,98555.0,145131.0,221028,255739.0,339608.0,631699.0,988162.0,1121940.0,786588.0
7,6446,藥華藥,1345.0,-60.0,-4.27,09/09,121119.0,132078.0,147594.0,206617,334854.0,280892.0,395059.0,290765.0,-259832.0,-172626.0
8,2481,強茂,152.0,-0.5,-0.33,09/09,24529.0,72184.0,79398.0,185915,187797.0,247405.0,184305.0,163570.0,108871.0,-31045.0
9,2376,技嘉,349.5,-7.5,-2.1,09/09,16450.0,60879.0,91260.0,168032,147426.0,-27289.0,121902.0,-70811.0,824209.0,531246.0
10,5289,宜鼎,1355.0,-15.0,-1.09,09/09,32475.0,80864.0,105532.0,159266,186692.0,156760.0,-44296.0,342316.0,269375.0,267369.0
11,6510,精測,3610.0,-10.0,-0.28,09/09,12904.0,34501.0,78193.0,156784,175130.0,176345.0,162286.0,40123.0,-63603.0,-87194.0
12,2881,富邦金,147.0,-2.0,-1.34,09/09,39165.0,69886.0,120482.0,146301,249472.0,266880.0,-286171.0,-1425634.0,-1899004.0,-1455866.0
13,3661,世芯-KY,3905.0,-125.0,-3.1,09/09,74094.0,84961.0,140468.0,126658,36806.0,-576335.0,-781215.0,-1918973.0,-807918.0,-764021.0
14,3105,穩懋,464.0,22.5,5.1,09/09,49369.0,71737.0,49899.0,113090,118401.0,292990.0,334722.0,746991.0,627412.0,669396.0
15,2313,華通,228.0,-3.0,-1.3,09/09,15833.0,42923.0,98746.0,108069,103892.0,100377.0,915743.0,691254.0,911210.0,833704.0
16,2891,中信金,66.6,-1.6,-2.35,09/09,46940.0,67402.0,90678.0,97367,155487.0,206301.0,-488261.0,660398.0,419567.0,648824.0
17,3363,上詮,708.0,-3.0,-0.42,09/09,13142.0,32779.0,31979.0,76483,35734.0,38011.0,57746.0,400708.0,364449.0,364027.0
18,8021,尖點,442.5,-7.5,-1.67,09/09,-4923.0,8644.0,6019.0,74131,99153.0,113721.0,242393.0,123370.0,44521.0,70586.0
19,6451,訊芯-KY,427.0,-8.0,-1.84,09/09,6438.0,12917.0,21468.0,71335,75533.0,105016.0,96316.0,68823.0,57544.0,58616.0
20,8039,台虹,289.5,-5.0,-1.7,09/09,1536.0,9184.0,9570.0,68595,143441.0,281356.0,264196.0,308366.0,242475.0,285378.0
21,6515,穎崴,7280.0,-420.0,-5.45,09/09,48048.0,62219.0,58635.0,67943,90208.0,16166.0,163225.0,-202897.0,-408908.0,-348737.0
22,6257,矽格,213.0,4.0,1.91,09/09,-3804.0,24590.0,32176.0,63592,138189.0,157341.0,40073.0,-59620.0,23992.0,-16861.0
23,2317,鴻海,252.0,0.5,0.2,09/09,480.0,59677.0,37701.0,62666,14042.0,-64969.0,-185887.0,-588161.0,-904205.0,-155224.0
24,8046,南電,1110.0,85.0,8.29,09/09,4736.0,-63771.0,-81217.0,62455,225641.0,551289.0,457380.0,425969.0,94040.0,354298.0
25,3189,景碩,812.0,12.0,1.5,09/09,28083.0,53922.0,91329.0,57998,133804.0,198438.0,173731.0,-366638.0,-102928.0,-78793.0
26,3045,台灣大,119.5,1.5,1.27,09/09,25881.0,28035.0,27425.0,55303,15559.0,81261.0,-271381.0,-395633.0,44366.0,-379248.0
27,3491,昇達科,1455.0,-35.0,-2.35,09/09,5090.0,13683.0,37930.0,52449,167235.0,223573.0,593340.0,566410.0,275706.0,523578.0
28,6442,光聖,1700.0,5.0,0.29,09/09,13529.0,17160.0,21163.0,45463,70458.0,152655.0,268013.0,407795.0,183362.0,196188.0
29,6223,旺矽,5615.0,-180.0,-3.11,09/09,101911.0,43593.0,27843.0,40127,-48760.0,104808.0,661171.0,1122242.0,940636.0,860569.0
30,3443,創意,5925.0,-35.0,-0.59,09/09,7162.0,-96098.0,-31628.0,37910,185980.0,46280.0,351506.0,364818.0,70615.0,345231.0
31,8112,至上,86.5,-3.0,-3.35,09/09,36907.0,45639.0,50348.0,36296,33360.0,-128889.0,-55662.0,34215.0,-48013.0,-175554.0
32,2379,瑞昱,705.0,13.0,1.88,09/09,2789.0,2511.0,34991.0,35990,35872.0,-382730.0,-733314.0,-430650.0,685638.0,371224.0
33,4749,新應材,770.0,-10.0,-1.28,09/09,10587.0,15666.0,20155.0,35716,79126.0,98808.0,346086.0,328521.0,481864.0,292462.0
34,2801,彰銀,26.85,-0.4,-1.47,09/09,19941.0,25992.0,35715.0,35264,46340.0,27375.0,39586.0,112982.0,124143.0,108337.0
35,00919,群益台灣精選高息,32.58,-0.13,-0.4,09/09,26419.0,2294.0,28767.0,34020,28334.0,7006.0,-196044.0,-105365.0,-96844.0,-168103.0
36,6187,萬潤,1330.0,-55.0,-3.97,09/09,12606.0,34351.0,33536.0,32145,49138.0,63216.0,69749.0,113673.0,-155713.0,-75234.0
37,2634,漢翔,65.3,-0.6,-0.91,09/09,761.0,15360.0,20716.0,31927,56570.0,-7258.0,-43034.0,5042.0,-25037.0,-57598.0
38,4991,環宇-KY,499.0,6.0,1.22,09/09,-1317.0,-2045.0,-3048.0,31540,63539.0,157938.0,128407.0,197196.0,132252.0,183698.0
39,6683,雍智科技,1370.0,-35.0,-2.49,09/09,2839.0,12039.0,14926.0,31235,31764.0,19214.0,53571.0,53558.0,22602.0,46068.0
40,2426,鼎元,99.5,2.0,2.05,09/09,11553.0,-3851.0,-1902.0,30463,29816.0,13246.0,-3712.0,92449.0,99283.0,98528.0
41,4977,眾達-KY,170.5,-2.5,-1.45,09/09,1583.0,9121.0,21692.0,30333,23923.0,10138.0,-6593.0,-14842.0,-36998.0,-32067.0
42,3036,文曄,191.5,2.0,1.06,09/09,-46931.0,-46780.0,-35685.0,30302,165557.0,339154.0,351056.0,1052831.0,1502152.0,1283303.0
43,4958,臻鼎-KY,502.0,-3.0,-0.59,09/09,-95852.0,-126686.0,-122782.0,29999,-92696.0,801987.0,356231.0,313639.0,-502288.0,312761.0
44,3718,中光電投控,68.1,2.0,3.03,09/09,10549.0,19976.0,28044.0,29373,,,,,,
45,5871,中租-KY,112.0,-3.0,-2.61,09/09,12896.0,11501.0,27103.0,29237,5554.0,-39508.0,229715.0,703526.0,464847.0,393150.0
