代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2884,玉山金,47.3,0.85,1.83,09/17,2,9969,10.7,0.06,31,174195,12.2,0.98,3,1077,0.84,0.01,2,27096,29.2,0.15
2887,台新新光金,44.05,-0.35,-0.79,09/17,-1,-13873,-22.4,-0.06,18,114404,10.2,0.46,3,1496,0.88,0.01,-1,-5406,-8.74,-0.02
1476,儒鴻,284.0,0.0,0.0,09/17,-3,-305,-9.51,-0.11,15,646,3.71,0.24,2,11,0.51,0.0,-1,-197,-18.3,-0.07
2542,興富發,46.85,0.95,2.07,09/17,-6,-20115,-32.1,-0.93,15,26515,21.5,1.23,3,386,1.15,0.02,1,1796,14.9,0.08
2891,中信金,71.2,0.4,0.56,09/17,5,25961,12.7,0.13,15,55663,10.3,0.28,-1,-4,-0.01,0.0,6,49038,21.9,0.25
1802,台玻,58.5,0.0,0.0,09/17,-1,-105,-0.45,0.0,14,1232,0.41,0.04,2,1696,4.79,0.06,2,3043,8.59,0.1
2353,宏碁,32.4,0.4,1.25,09/17,2,12999,34.8,0.43,14,11434,4.69,0.38,2,4969,13.3,0.16,2,19789,52.9,0.65
2633,台灣高鐵,26.05,0.1,0.39,09/17,-7,-8504,-36.5,-0.15,14,9998,20.7,0.18,4,123,0.81,0.0,1,150,4.12,0.0
6121,新普,374.0,-2.5,-0.66,09/17,-6,-954,-34.8,-0.52,14,733,11.2,0.4,-1,-10,-1.53,-0.01,-1,-152,-24.3,-0.08
9910,豐泰,69.1,1.6,2.37,09/17,1,118,10.9,0.01,14,1951,11.4,0.2,-2,-27,-1.01,0.0,1,591,54.8,0.06
2603,長榮,242.5,3.5,1.46,09/17,2,1633,7.65,0.08,12,16295,14.2,0.75,2,922,4.32,0.04,2,6510,30.5,0.3
3014,聯陽,133.5,1.0,0.75,09/17,7,1528,37.3,0.92,11,162,2.11,0.1,4,5,0.18,0.0,7,1610,39.3,0.97
2303,聯電,147.5,5.5,3.87,09/17,2,15920,4.26,0.13,10,87001,4.57,0.69,2,4848,1.3,0.04,2,52588,14.1,0.42
2801,彰銀,29.6,0.7,2.42,09/17,-4,-32980,-17.4,-0.27,10,62576,17.0,0.52,3,758,0.56,0.01,2,15368,15.9,0.13
3026,禾伸堂,760.0,-12.0,-1.55,09/17,-1,-525,-3.98,-0.32,10,3861,3.86,2.33,1,11,0.08,0.01,2,618,2.91,0.37
1303,南亞,236.0,12.0,5.36,09/17,-5,-45380,-15.1,-0.57,9,41160,7.24,0.52,2,997,0.71,0.01,1,19072,20.5,0.24
2393,億光,63.2,0.1,0.16,09/17,2,1306,39.7,0.29,9,261,2.48,0.06,-2,-239,-7.27,-0.05,2,1140,34.6,0.26
3105,穩懋,471.0,-1.5,-0.32,09/17,-1,-568,-1.19,-0.13,9,12505,5.45,2.95,2,1081,1.41,0.25,4,9883,7.82,2.33
646,元大S&P500,76.3,0.2,0.26,09/17,1,1,0.09,0.0,8,923,5.63,0.14,-21,-38921,-67.9,-6.1,-21,-37159,-64.8,-5.82
2855,統一證,52.5,0.9,1.74,09/17,1,1220,31.9,0.08,8,10742,28.5,0.67,0,0,0.0,0.0,1,1667,43.7,0.1
3443,創意,6500.0,330.0,5.35,09/17,-5,-835,-8.42,-0.62,8,1185,8.26,0.88,-2,-61,-1.68,-0.05,1,8,0.33,0.01
6196,帆宣,516.0,-5.0,-0.96,09/17,-2,-147,-8.32,-0.07,8,42,0.32,0.02,-1,-1,-0.09,0.0,-2,-146,-8.26,-0.07
6223,旺矽,5500.0,-100.0,-1.79,09/17,-1,-166,-20.1,-0.17,8,834,11.6,0.85,1,2,0.26,0.0,-1,-127,-15.4,-0.13
2890,永豐金,45.95,0.65,1.43,09/17,-7,-30122,-13.9,-0.2,7,42374,19.5,0.29,2,724,0.96,0.0,2,7315,9.71,0.05
2892,第一金,40.75,0.75,1.88,09/17,2,6026,10.6,0.04,7,36853,16.8,0.26,7,1571,0.72,0.01,2,18885,33.2,0.13
3005,神基,118.0,3.0,2.61,09/17,1,1930,61.6,0.31,7,667,4.81,0.11,2,52,1.13,0.01,1,2176,69.5,0.35
2027,大成鋼,47.1,0.55,1.18,09/17,3,2268,6.13,0.09,6,8333,9.56,0.32,2,546,2.18,0.02,3,6173,16.7,0.24
2376,技嘉,355.0,5.0,1.43,09/17,-9,-12119,-30.9,-1.81,6,4242,18.6,0.63,2,364,4.08,0.05,2,676,7.59,0.1
2886,兆豐金,51.9,1.0,1.96,09/17,1,1750,7.23,0.01,6,22218,14.8,0.15,3,925,1.3,0.01,1,5936,24.5,0.04
3491,昇達科,1485.0,45.0,3.12,09/17,-1,-382,-18.3,-0.56,6,426,4.8,0.62,5,40,0.52,0.06,-1,-151,-7.22,-0.22
6213,聯茂,495.0,-55.0,-10.0,09/17,-2,-12156,-20.7,-3.34,6,1010,0.96,0.28,1,20,0.05,0.01,-1,-11702,-31.3,-3.22
9904,寶成,24.8,0.3,1.22,09/17,1,2443,17.1,0.08,6,7030,10.4,0.24,-1,-6,-0.04,0.0,3,7617,22.5,0.26
2327,國巨*,529.0,-7.0,-1.31,09/17,-3,-9137,-12.4,-0.44,5,2336,1.78,0.11,1,129,0.56,0.01,-3,-8311,-11.3,-0.4
2382,廣達,344.0,3.5,1.03,09/17,1,4790,29.4,0.12,5,8462,14.0,0.21,5,1055,1.75,0.03,5,15637,25.9,0.38
2912,統一超,217.5,2.5,1.16,09/17,1,194,17.2,0.02,5,732,12.5,0.07,4,38,0.8,0.0,1,481,42.5,0.05
6278,台表科,184.0,1.0,0.55,09/17,1,136,5.54,0.05,5,421,4.14,0.14,-1,-23,-0.93,-0.01,1,122,4.97,0.04
8028,昇陽半導體,244.0,11.0,4.72,09/17,-12,-11675,-27.4,-6.51,5,4415,20.6,2.46,2,120,0.92,0.07,2,363,2.78,0.2
8358,金居,478.5,-31.5,-6.18,09/17,-1,-6582,-21.0,-2.61,5,93,0.07,0.04,-1,-1027,-3.28,-0.41,-1,-7597,-24.2,-3.01
935,野村臺灣新科技50,56.55,0.2,0.35,09/17,2,739,3.9,0.09,4,1038,2.49,0.12,-6,-22359,-35.6,-2.58,-6,-28799,-45.9,-3.32
2059,川湖,12295.0,250.0,2.08,09/17,-3,-229,-20.5,-0.24,4,132,9.72,0.14,1,7,1.45,0.01,-4,-128,-9.39,-0.13
2301,光寶科,278.0,1.0,0.36,09/17,1,24,0.23,0.0,4,143,0.26,0.01,1,41,0.39,0.0,1,107,1.01,0.0
3231,緯創,186.5,3.5,1.91,09/17,1,8826,28.2,0.26,4,6196,5.11,0.18,1,744,2.38,0.02,1,11571,37.0,0.34
3529,力旺,2710.0,10.0,0.37,09/17,-15,-3714,-13.5,-4.97,4,257,6.65,0.34,-1,0,-0.03,0.0,-7,-620,-7.43,-0.83
6147,頎邦,209.5,2.0,0.96,09/17,-2,-9473,-6.99,-1.27,4,8275,3.42,1.11,4,3046,1.26,0.41,-2,-2819,-2.08,-0.38
8069,元太,145.5,-2.5,-1.69,09/17,-2,-1386,-15.3,-0.12,4,1326,7.86,0.11,-1,-8,-0.17,0.0,-1,-879,-17.1,-0.08
52,富邦科技,62.7,0.75,1.21,09/17,-7,-12106,-14.8,-0.47,3,59,0.17,0.0,3,7788,22.5,0.31,1,3195,27.2,0.13
1102,亞泥,35.3,0.35,1.0,09/17,1,3360,34.8,0.09,3,720,3.58,0.02,2,42,0.28,0.0,1,3545,36.7,0.1
1712,興農,39.75,0.15,0.38,09/17,-5,-903,-31.7,-0.21,3,77,5.11,0.02,1,2,0.68,0.0,-5,-1020,-35.8,-0.24
2387,精元,36.35,0.0,0.0,09/17,-1,-13,-8.04,-0.01,3,35,8.18,0.02,1,1,0.6,0.0,2,19,6.44,0.01
2477,美隆電,22.0,0.2,0.92,09/17,2,17,13.0,0.01,3,16,8.04,0.01,1,5,6.42,0.0,2,33,25.2,0.02
2481,強茂,163.0,-5.5,-3.26,09/17,-1,-12215,-18.1,-3.2,3,6562,3.49,1.72,-1,-120,-0.18,-0.03,-1,-10427,-15.5,-2.73
2528,皇普,19.75,0.2,1.02,09/17,4,232,26.8,0.05,3,49,7.94,0.01,-5,-354,-31.4,-0.08,1,20,10.9,0.0
2530,華建,20.15,0.35,1.77,09/17,1,52,8.85,0.01,3,187,9.87,0.02,1,3,0.51,0.0,1,90,15.3,0.01
2547,日勝生,9.87,0.18,1.86,09/17,1,158,12.2,0.02,3,120,2.6,0.01,4,39,0.65,0.0,1,216,16.7,0.02
2606,裕民,77.0,1.0,1.32,09/17,-3,-957,-6.89,-0.11,3,1455,10.5,0.17,1,116,3.18,0.01,2,533,5.68,0.06
2618,長榮航,42.05,0.75,1.82,09/17,1,3948,23.3,0.07,3,7257,15.1,0.13,3,301,0.63,0.01,1,6817,40.3,0.13
2718,全心投控,40.1,0.1,0.25,09/17,-2,-3,-10.8,0.0,3,4,7.57,0.0,3,5,9.88,0.01,1,1,9.44,0.0
2753,八方雲集,178.5,0.5,0.28,09/17,-4,-90,-18.0,-0.14,3,10,2.45,0.01,3,5,1.15,0.01,1,6,3.82,0.01
2832,台產,59.1,1.0,1.72,09/17,5,537,30.8,0.21,3,21,2.03,0.01,-2,-1,-0.09,0.0,6,572,27.4,0.23
3078,僑威,44.6,-0.35,-0.78,09/17,5,421,14.3,0.19,3,44,2.28,0.02,-4,-324,-14.2,-0.14,-1,-56,-11.3,-0.02
3167,大量,817.0,-7.0,-0.85,09/17,-7,-2431,-7.35,-2.72,3,320,2.79,0.36,-1,-8,-0.18,-0.01,-4,-1415,-9.17,-1.58
3189,景碩,805.0,-15.0,-1.83,09/17,-2,-3724,-14.0,-0.71,3,1159,3.39,0.22,1,70,0.45,0.01,-2,-3438,-12.9,-0.65
3293,鈊象,725.0,17.0,2.4,09/17,2,1079,32.4,0.38,3,546,13.0,0.19,7,69,0.77,0.02,2,1659,49.9,0.59
