股票代號,股票名稱,法人持股,上榜區塊
00400A,主動國泰動能高息,3.59,20日
0050,元大台灣50,7.512788757572748,"5日,60日,20日"
00634R,富邦上証反1,8.92,"5日,120日,60日,20日"
00636,國泰中國A50,2.3444738743077296,"5日,20日"
00642U,期元大S&P石油,5.03,120日
00643,群益深証中小,15.36,120日
00647L,元大S&P500正2,5.714389027431421,"5日,20日"
00651R,復華香港反1,2.14,5日
00657,國泰日經225,7.74,5日
00661,元大日經225,5.218537886872999,"5日,120日,60日,20日"
00663L,國泰臺灣加權正2,1.89,5日
00666R,富邦恒生國企反1,8.34,120日
00668,國泰美國道瓊,2.52,5日
00674R,期元大S&P黃金反1,8.01,"20日,120日,60日"
00675L,富邦臺灣加權正2,6.1,"5日,120日"
00676R,富邦臺灣加權反1,0.81,5日
00681R,元大美債20反1,16.93,120日
00683L,期元大美元指正2,18.69,"5日,120日,60日"
00689R,國泰20年美債反1,40.42,"20日,120日,60日"
00693U,期街口S&P黃豆,2.21,20日
00700,富邦恒生國企,4.6,"5日,20日"
00701,國泰股利精選30,4.863049301275436,60日
00712,復華富時不動產,0.39,5日
00714,群益道瓊美國地產,6.48,"5日,120日,60日,20日"
00715L,期街口布蘭特正2,3.48,"5日,120日"
00730,富邦臺灣優質高息,4.6437926593689625,"20日,120日,60日"
00731,復華富時高息低波,10.280650406504066,"5日,120日,60日,20日"
00733,富邦臺灣中小,6.499599244708734,"120日,60日"
00735,國泰臺韓科技,6.5425151523995755,"5日,120日"
00736,國泰新興市場,17.71,20日
00739,元大MSCI A股,1.87,"5日,20日"
00763U,期街口道瓊銅,4.04,"20日,120日"
00830,國泰費城半導體,3.751822145233018,"5日,60日,20日"
00852L,國泰美國道瓊正2,6.33,5日
00865B,國泰US短期公債,2.01,"5日,20日"
00875,國泰網路資安,5.74,"5日,120日,60日,20日"
00897,富邦基因免疫生技,4.39,"20日,120日,60日"
00898,國泰基因免疫革命,3.49,"5日,120日,60日,20日"
00900,富邦特選高股息30,2.901891031669102,60日
00907,永豐優息存股,5.58,"5日,120日,60日,20日"
00908,富邦入息REITs+,6.34,"5日,120日,60日,20日"
00909,國泰數位支付服務,3.58,"5日,60日"
00910,第一金太空衛星,5.33,"5日,120日,60日,20日"
00912,中信臺灣智慧50,3.77,"20日,120日,60日"
00917,中信特選金融,3.22,"5日,60日,20日"
00920,富邦ESG綠色電力,4.46,"5日,60日,20日"
00921,兆豐龍頭等權重,3.18,120日
00922,國泰台灣領袖50,20.08,"5日,60日,20日"
00930,永豐ESG低碳高息,5.13,"120日,60日"
00932,兆豐永續高息等權,3.66,"120日,60日"
00935,野村臺灣新科技50,5.460405896596086,120日
00936,台新永續高息中小,9.15,"20日,120日,60日"
00941,中信上游半導體,1.46,5日
00943,兆豐電子高息等權,30.03,"20日,120日,60日"
00944,野村趨勢動能高息,3.4,"20日,60日"
00947,台新臺灣IC設計,6.974439446498685,"20日,120日,60日"
00951,台新日本半導體,3.08,"5日,20日"
00953B,群益優選非投等債,2.3032729615165617,5日
00954,中信日本半導體,5.23,"5日,120日,60日,20日"
00956,中信日經高股息,2.94,"5日,60日"
00960,野村全球航運龍頭,1.65,5日
00962,台新AI優息動能,4.94,"20日,120日,60日"
00971,野村美國研發龍頭,3.11,"120日,60日"
00972,野村日本動能高息,17.63,120日
00980A,主動野村臺灣優選,3.545464354580638,"20日,120日,60日"
00982A,主動群益台灣強棒,2.9878106205409023,"20日,60日"
00982D,主動富邦動態入息,8.69,"120日,60日"
00983D,主動富邦複合收益,3.26,"5日,20日"
00986A,主動台新龍頭成長,2.41,20日
00988A,主動統一全球創新,4.641576068167332,"20日,60日"
00991A,主動復華未來50,3.787515006979838,20日
00992A,主動群益科技創新,6.428309631450493,"20日,60日"
00993A,主動安聯台灣,1.78,5日
00995A,主動中信台灣卓越,4.43,"20日,60日"
00997A,主動群益美國增長,5.515964733294378,20日
00999A,主動野村臺灣高息,3.76,20日
1210,大成,11.972117665079152,5日
1227,佳格,6.6246923319117945,5日
1301,台塑,30.194592899525105,120日
1303,南亞,35.554027345263236,"20日,120日,60日"
1307,三芳,8.45489543530754,5日
1319,東陽,10.071620516114415,"5日,20日"
1326,台化,37.678604421268346,"120日,60日"
1342,八貫,31.17794677579498,"5日,120日,60日"
1402,遠東新,14.192505157834123,5日
1409,新纖,14.277515792615144,"20日,120日"
1436,華友聯,6.367813289081361,"20日,60日"
1449,佳和,7.55,"5日,60日,20日"
1516,川飛,5.81,120日
1540,喬福,2.62,5日
1560,中砂,39.433206467586544,"5日,120日,60日"
1563,巧新,4.32,"20日,120日,60日"
1587,吉茂,20.58,5日
1590,亞德客-KY,81.40076801320768,120日
1597,直得,5.826759301436479,5日
1605,華新,15.790288542859452,"20日,120日,60日"
1708,東鹼,14.417349149945998,120日
1709,和益,4.6,"5日,20日"
1710,東聯,4.992913418544942,5日
1714,和桐,22.719037386207425,"20日,120日,60日"
1718,中纖,6.59,5日
1723,中碳,8.532157818205885,60日
1806,冠軍,8.474095136147088,60日
2006,東和鋼鐵,18.221988580446173,"5日,60日"
2027,大成鋼,23.383934312348757,"5日,60日,20日"
2030,彰源,4.25,"20日,60日"
2032,新鋼,3.93,"20日,120日,60日"
2049,上銀,36.37796147931339,"120日,60日"
2101,南港,5.929715233600608,5日
2103,台橡,22.823445167838337,5日
2233,宇隆,8.10851129300184,"120日,60日"
2241,艾姆勒,11.51,"5日,20日"
2243,宏旭-KY,29.573966472777336,"5日,120日,60日,20日"
2301,光寶科,35.567907041875415,"120日,60日"
2302,麗正,2.7530065624659863,5日
2303,聯電,33.61944288299839,120日
2305,全友,6.349385234991785,"20日,120日,60日"
2316,楠梓電,35.353243424874265,"5日,120日,60日,20日"
2317,鴻海,41.279178122726755,"20日,120日,60日"
2323,中環,10.934385818380767,5日
2327,國巨*,56.21702906097758,"120日,60日"
2332,友訊,11.703393889988007,20日
2337,旺宏,32.80019389294396,"20日,120日,60日"
2342,茂矽,5.85,"20日,120日,60日"
2344,華邦電,31.49447748441463,"20日,120日,60日"
2345,智邦,62.08948827089363,60日
2347,聯強,28.890249229458718,60日
2349,錸德,14.57,"20日,60日"
2351,順德,18.35215444945395,"5日,120日,60日,20日"
2355,敬鵬,14.387024758172057,120日
2356,英業達,19.076949002889602,"120日,60日"
2359,所羅門,3.881337957849585,5日
