排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,3008,大立光,6225.0,170.0,2.81,09/16,-307384.0,-326767.0,-503930.0,-772394,-967272.0,-2303341.0,-1100656.0,-2133113.0,-770495.0,-1294501.0
2,3036,文曄,191.0,-1.5,-0.78,09/16,-49261.0,-128161.0,-184289.0,-408305,-378003.0,-73436.0,-459550.0,550773.0,1114901.0,874998.0
3,2317,鴻海,248.0,1.5,0.61,09/16,53810.0,3726.0,-187005.0,-325296,-262630.0,-121527.0,-589890.0,-1757986.0,-1075330.0,-480520.0
4,2330,台積電,2380.0,0.0,0.0,09/16,-460523.0,-440919.0,-371241.0,-310246,-316155.0,-329179.0,719237.0,2618411.0,301157.0,2783615.0
5,6805,富世達,2045.0,20.0,0.99,09/16,-29363.0,-106545.0,-128207.0,-258181,-306127.0,-180240.0,16127.0,63589.0,132711.0,97860.0
6,8299,群聯,1985.0,65.0,3.39,09/16,-12647.0,-77157.0,-86242.0,-233152,-249206.0,1031111.0,1855660.0,3121092.0,3624057.0,3624784.0
7,2409,友達,29.4,1.5,5.38,09/16,9343.0,79529.0,28958.0,-226085,-261211.0,-261503.0,-259021.0,-230274.0,556985.0,553098.0
8,0056,元大高股息,55.55,0.55,1.0,09/16,-198167.0,-201165.0,-201121.0,-216800,-250110.0,-313449.0,-532564.0,-552428.0,-216107.0,-790290.0
9,2382,廣達,340.5,7.5,2.25,09/16,-93249.0,-101829.0,-112054.0,-141898,-382838.0,-1737800.0,-5203265.0,-603769.0,-1453903.0,-1118428.0
10,3017,奇鋐,3175.0,60.0,1.93,09/16,-3167.0,-32385.0,-30412.0,-118578,-241016.0,-668179.0,-1446309.0,16479.0,-607831.0,-261845.0
11,1216,統一,74.5,0.0,0.0,09/16,-17643.0,-35055.0,-59926.0,-117747,-163091.0,-734012.0,-926388.0,-626709.0,288084.0,-262100.0
12,3653,健策,5240.0,-70.0,-1.32,09/16,-1602.0,18326.0,4982.0,-104958,-354333.0,-1024972.0,-829876.0,-953300.0,-517059.0,-1411767.0
13,2379,瑞昱,720.0,17.0,2.42,09/16,-25436.0,-11764.0,-49852.0,-101864,-65875.0,-342402.0,-1081932.0,-539166.0,630371.0,269360.0
14,1101,台泥,24.05,0.25,1.05,09/16,637.0,-1938.0,-24668.0,-101674,-190623.0,-988129.0,-820198.0,-18559.0,28511.0,201745.0
15,3665,貿聯-KY,1995.0,15.0,0.76,09/16,-55471.0,-73885.0,-78135.0,-90840,-87089.0,-969647.0,1534485.0,1499296.0,1838997.0,896291.0
16,3167,大量,824.0,32.0,4.04,09/16,4259.0,13738.0,-26301.0,-90556,-86953.0,-1909.0,74954.0,59766.0,-8463.0,16970.0
17,2408,南亞科,492.5,27.0,5.8,09/16,-24312.0,106129.0,145199.0,-86782,-727024.0,-1187399.0,-366777.0,-540195.0,-566371.0,-595741.0
18,3037,欣興,961.0,10.0,1.05,09/16,-83146.0,-78589.0,-86586.0,-60021,-193146.0,-289398.0,-672379.0,-169534.0,-1412775.0,-164839.0
19,00662,富邦NASDAQ,118.4,-0.15,-0.13,09/16,-545.0,-56993.0,-56993.0,-59455,-54985.0,-55566.0,-332480.0,-197402.0,117453.0,-23956.0
20,3702,大聯大,106.0,-1.0,-0.93,09/16,415.0,-5936.0,-58226.0,-55789,-59515.0,-106940.0,-192310.0,-117859.0,-102935.0,-72459.0
21,3260,威剛,399.5,11.0,2.83,09/16,5912.0,22528.0,10834.0,-54580,-77585.0,-297201.0,-394485.0,377850.0,568461.0,331777.0
22,3293,鈊象,708.0,12.0,1.72,09/16,-11393.0,-13484.0,-15716.0,-53567,-292425.0,-1267116.0,-1248488.0,-869733.0,-338251.0,-1112666.0
23,6213,聯茂,550.0,31.0,5.97,09/16,10790.0,10738.0,4268.0,-53379,-44186.0,-229350.0,-228844.0,-200910.0,-251960.0,-298860.0
24,3189,景碩,820.0,25.0,3.14,09/16,-26100.0,-33836.0,20501.0,-52651,5346.0,145882.0,117512.0,-437333.0,-164884.0,-131444.0
25,5876,上海商銀,49.75,-0.05,-0.1,09/16,-2740.0,-5240.0,-27359.0,-49624,-105503.0,-130997.0,-197706.0,106503.0,105557.0,160214.0
26,8046,南電,1105.0,20.0,1.84,09/16,-17996.0,-14724.0,9843.0,-47308,15146.0,321457.0,481292.0,307207.0,31239.0,306989.0
27,3443,創意,6170.0,135.0,2.24,09/16,617.0,54495.0,106258.0,-43808,-5897.0,24921.0,41460.0,347747.0,81216.0,301423.0
28,2354,鴻準,65.2,0.6,0.93,09/16,-3080.0,-18383.0,-25629.0,-43604,-86887.0,-176542.0,-281057.0,-93981.0,-19342.0,-78354.0
29,2834,臺企銀,18.2,0.2,1.11,09/16,-1652.0,-9025.0,-24130.0,-42790,-86505.0,-552035.0,-398532.0,-106981.0,892.0,16235.0
30,8069,元太,148.0,2.0,1.37,09/16,148.0,-1687.0,-449.0,-41596,-107157.0,120665.0,893200.0,799248.0,1090368.0,948993.0
31,6187,萬潤,1220.0,5.0,0.41,09/16,-10355.0,-22107.0,-29685.0,-39729,-7584.0,69014.0,3632.0,83921.0,-231645.0,-114963.0
32,2880,華南金,47.35,0.45,0.96,09/16,275.0,-40617.0,-37206.0,-36682,-149480.0,-322397.0,611286.0,1007620.0,1062212.0,980584.0
33,3374,精材,424.0,15.5,3.79,09/16,-4039.0,-10839.0,-29401.0,-34745,-106741.0,-223670.0,-87390.0,-32187.0,-244180.0,-137707.0
34,2059,川湖,12045.0,330.0,2.82,09/16,-7293.0,-26265.0,-31038.0,-31448,-72286.0,-426503.0,-620696.0,-841880.0,-908738.0,-1138612.0
35,2345,智邦,1840.0,0.0,0.0,09/16,5520.0,-17187.0,-29732.0,-31235,-85109.0,-114585.0,-182062.0,-172559.0,-407753.0,-329595.0
36,4958,臻鼎-KY,493.5,16.0,3.35,09/16,-30147.0,-10221.0,44237.0,-30415,-416.0,239678.0,52222.0,218541.0,-489227.0,282345.0
37,3714,富采,64.3,4.2,6.99,09/16,-17296.0,-25932.0,-29937.0,-30067,-50525.0,-93491.0,-174091.0,41877.0,45104.0,42679.0
38,8021,尖點,440.0,8.5,1.97,09/16,5301.0,4563.0,-12061.0,-28979,45152.0,87082.0,117102.0,80733.0,-5503.0,41607.0
39,6415,矽力*-KY,418.5,12.5,3.08,09/16,-9891.0,-17736.0,-24756.0,-27116,-22785.0,4125.0,-214754.0,-426488.0,-266388.0,-203518.0
40,2886,兆豐金,50.9,-0.9,-1.74,09/16,9694.0,-10205.0,-16384.0,-27017,-69479.0,-752432.0,-6454.0,-12231.0,-34278.0,83826.0
