排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,0057,富邦摩台,319.15,-3.5,-1.08,28,09/02,,-100.0,-100.0,-100.0,,,,,,
2,00731,復華富時高息低波,96.95,0.5,0.52,600,09/02,,-100.0,-100.0,-100.0,,-100.0,-100.0,-100.0,-100.0,-100.0
3,00760B,復華新興企業債,52.1,0.05,0.1,104,09/02,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
4,8047,星雲,44.0,0.05,0.11,34,09/02,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
5,00960,野村全球航運龍頭,20.82,-0.14,-0.67,362,09/02,-8.76,-14.9,-13.6,-93.4,10.1,179.0,61.3,-70.4,-86.7,-72.8
6,00859B,群益0-1年美債,41.05,0.13,0.32,2941,09/02,0.0,0.0,0.0,-87.5,,0.0,0.0,,,-85.7
7,00936,台新永續高息中小,21.59,-0.02,-0.09,1175,09/02,-30.8,-35.7,-35.7,-83.6,-10.0,80.0,80.0,80.0,-99.4,-98.3
8,00682U,期元大美元指數,20.52,0.11,0.54,3,09/02,0.0,-75.0,-75.0,-75.0,-75.0,-93.2,0.0,0.0,-83.3,-50.0
9,00701,國泰股利精選30,39.07,0.0,0.0,527,09/02,-16.7,-41.2,-50.0,-75.0,-58.3,-33.3,-84.8,-91.2,-99.1,-96.8
10,00932,兆豐永續高息等權,17.57,-0.04,-0.23,364,09/02,0.0,0.0,0.0,-74.3,-74.3,-73.6,90.0,-51.3,-89.2,-80.2
11,00958B,永豐ESG銀行債15+,8.96,-0.01,-0.11,676,09/02,-72.7,-72.7,-72.7,-72.7,0.0,-40.0,-57.1,-76.9,-99.3,-83.3
12,3045,台灣大,116.0,0.5,0.43,5665,09/02,-5.03,-27.4,-76.3,-71.7,-75.5,-85.0,-66.5,-80.5,-80.7,-75.3
13,00989B,台新美國非投等債,10.03,0.01,0.1,3154,09/02,0.0,1.33,0.0,-69.1,-68.3,,2433.0,,,
14,5604,中連,30.9,0.05,0.16,18,09/02,0.0,0.0,0.0,-66.7,-75.0,-77.8,-63.6,-95.9,-96.5,-96.4
15,00875,國泰網路資安,53.25,-1.95,-3.53,118,09/02,200.0,200.0,20.0,-64.7,-50.0,,50.0,300.0,-42.9,300.0
16,2880,華南金,43.0,1.05,2.5,22882,09/02,-10.3,-24.4,-51.9,-64.4,-61.7,57.6,17.5,195.0,22.9,110.0
