排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,4590,富田-創,93.4,4.3,4.83,09/09,1500.0,1500.0,1500.0,1500.0,,,,,,
2,1444,力麗,7.04,0.05,0.72,09/09,38.0,131.0,266.0,748.0,1470.0,,,-31.0,-88.3,-73.2
3,2025,千興,12.55,0.0,0.0,09/09,0.0,51.2,417.0,417.0,,,,,,
4,00982T,平衡兆豐台美動能,16.2,0.02,0.12,09/09,93.8,377.0,377.0,377.0,377.0,,,-62.0,,
5,00985D,主動貝萊德優投等,9.75,-0.01,-0.1,09/09,2.68,6.62,6.99,256.0,1175.0,1230.0,2086.0,,,
6,009829,大華韓國KOSPI50,11.12,-0.06,-0.54,09/09,29.4,52.4,53.8,221.0,1089.0,,,,,
7,7788,松川精密,320.5,29.0,9.95,09/09,-0.45,14.0,92.6,215.0,73.6,56.4,431.0,,,
8,911868,同方友友-DR,1.16,0.0,0.0,09/09,167.0,167.0,167.0,167.0,167.0,,,,,
9,00404A,主動聯博動能50,10.02,0.03,0.3,09/09,136.0,152.0,152.0,152.0,544.0,1415.0,,,,
10,00770,國泰北美科技,68.15,-0.2,-0.29,09/09,37.6,122.0,159.0,150.0,175.0,169.0,139.0,-37.5,21.9,-20.7
11,4747,強生*,25.3,0.05,0.2,09/09,25.0,100.0,150.0,150.0,,-67.0,-91.1,-90.1,-94.4,-91.8
12,6527,明達醫,76.1,1.1,1.47,09/09,150.0,150.0,150.0,150.0,150.0,150.0,,,,
13,7772,耀穎,130.0,-1.0,-0.76,09/09,125.0,125.0,125.0,125.0,125.0,89.5,,,,
14,6510,精測,3610.0,-10.0,-0.28,09/09,4.24,12.7,35.3,115.0,152.0,153.0,125.0,16.0,-13.6,-13.8
15,6272,驊陞,29.1,0.5,1.75,09/09,3.57,12.3,38.1,115.0,94.4,87.1,,,,
16,00989B,台新美國非投等債,9.97,-0.02,-0.2,09/09,29.7,70.3,70.3,112.0,112.0,7650.0,20567.0,,,
17,6722,輝創,32.85,0.3,0.92,09/09,100.0,100.0,100.0,100.0,100.0,,,,,
18,2481,強茂,152.0,-0.5,-0.33,09/09,6.85,23.1,25.8,93.3,95.6,193.0,108.0,61.8,28.9,-31.7
19,3661,世芯-KY,3905.0,-125.0,-3.1,09/09,38.8,47.0,108.0,88.9,16.4,-67.9,-77.0,-87.8,-71.6,-69.1
20,00674R,期元大S&P黃金反1,27.85,0.26,0.94,09/09,85.0,85.0,85.0,85.0,85.0,106.0,,,-96.2,-81.5
21,6693,廣閎科,182.0,-5.5,-2.93,09/09,3.75,17.8,40.2,83.2,94.4,87.7,94.7,124.0,131.0,80.8
22,5206,坤悅,23.15,-0.1,-0.43,09/09,13.8,35.4,68.2,77.6,80.5,82.0,11.6,4.87,9.36,-1.2
23,7730,暉盛-創,175.0,2.5,1.45,09/09,9.09,50.0,50.0,71.4,33.3,9.09,140.0,,,
24,00934,中信成長高股息,30.39,0.27,0.9,09/09,14.8,17.3,31.0,63.6,112.0,429.0,921.0,129.0,-42.7,2572.0
25,8040,九暘,79.2,0.2,0.25,09/09,5.41,18.9,36.5,61.3,72.6,20.3,79.5,261.0,260.0,299.0
26,6446,藥華藥,1345.0,-60.0,-4.27,09/09,28.0,31.3,36.5,60.5,148.0,101.0,321.0,70.6,-61.4,-56.2
27,00939,統一台灣高息動能,23.73,-0.11,-0.46,09/09,7.62,22.0,34.3,59.1,87.4,249.0,-51.8,486.0,30.0,164.0
28,6451,訊芯-KY,427.0,-8.0,-1.84,09/09,3.39,6.96,11.9,51.9,56.2,105.0,84.9,50.5,25.1,27.4
29,1459,聯發,15.45,-0.15,-0.96,09/09,9.33,2.5,12.3,49.1,78.3,412.0,-36.9,-42.7,,-28.1
30,00896,中信綠能及電動車,28.55,0.07,0.25,09/09,9.7,9.3,9.1,45.3,72.1,56.8,34.8,66.5,299.0,151.0
31,2887I,台新新光辛特,9.54,0.01,0.1,09/09,0.0,0.0,2.92,45.2,65.6,68.9,-6.38,47.9,104.0,50.2
32,7711,永擎,610.0,16.0,2.69,09/09,8.46,19.3,29.0,44.4,20.6,5.66,62.1,,,
33,2072,世紀風電,133.0,2.0,1.53,09/09,5.96,12.4,21.1,43.9,66.1,111.0,,,,
34,4977,眾達-KY,170.5,-2.5,-1.45,09/09,1.62,10.2,27.8,43.4,31.4,9.05,-8.85,-14.2,-29.3,-25.0
35,6715,嘉基,354.5,29.5,9.08,09/09,2.85,6.58,13.0,43.1,95.3,143.0,87.9,139.0,243.0,234.0
36,6967,汎瑋材料,66.0,-4.0,-5.71,09/09,34.6,42.9,42.9,42.9,42.9,37.3,84.2,29.6,,59.1
