排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,1402,遠東新,28.65,-0.05,-0.17,09/10,34.2,35.5,37.4,30.5,11.9,3.53,1.69,7.46,8.21,10.9,5.9,8.02
2,3450,聯鈞,523.0,3.0,0.58,09/10,21.7,31.6,34.1,26.6,5.4,3.78,2.29,1.23,0.97,0.82,0.91,0.98
3,6274,台燿,1395.0,50.0,3.72,09/10,7.31,27.8,22.6,22.8,18.5,10.3,5.08,3.18,3.55,2.7,3.44,5.19
4,6449,鈺邦,226.5,1.0,0.44,09/10,26.8,29.1,28.9,21.4,10.9,6.71,2.05,1.8,1.0,1.04,1.12,1.44
5,7734,印能科技,2810.0,-170.0,-5.7,09/10,29.4,28.7,28.0,19.3,22.4,22.8,11.0,5.0,3.12,,,3.58
6,2472,立隆電,217.0,2.0,0.93,09/10,29.0,31.9,30.1,18.0,11.9,9.28,2.72,1.37,1.14,0.84,0.62,1.42
7,6669,緯穎,2345.0,20.0,0.86,09/10,1.97,13.8,22.3,17.7,10.2,9.82,6.66,4.74,4.35,3.69,,5.04
8,8210,勤誠,910.0,-6.0,-0.66,09/10,30.2,24.0,21.9,17.5,11.0,11.0,11.8,6.58,2.67,0.63,0.34,4.26
9,2059,川湖,12600.0,200.0,1.61,09/10,14.6,11.6,14.6,14.0,12.2,7.79,5.41,3.42,5.95,4.36,3.39,5.35
10,3008,大立光,6720.0,-150.0,-2.18,09/10,2.62,1.58,11.4,13.2,5.7,3.17,2.38,2.36,2.22,3.0,2.18,2.37
11,2458,義隆,128.0,-2.0,-1.54,09/10,25.0,24.6,22.3,12.0,6.81,4.54,2.6,3.48,5.35,4.43,2.55,4.89
12,2345,智邦,1965.0,-50.0,-2.48,09/10,13.5,16.5,14.7,11.8,12.0,10.6,5.82,4.09,3.72,4.14,3.71,3.99
13,6535,順藥,78.2,-3.7,-4.52,09/10,14.1,12.5,13.2,10.4,4.15,6.42,9.11,5.15,1.96,0.64,,3.92
14,5274,信驊,18700.0,95.0,0.51,09/10,16.7,23.0,17.1,10.3,9.46,9.22,7.24,6.21,4.29,4.33,4.6,5.31
15,8114,振樺電,178.5,-1.5,-0.83,09/10,0.0,16.5,13.1,9.41,5.66,2.66,0.49,0.36,0.23,0.09,0.04,0.28
16,9941,裕融,80.3,0.0,0.0,09/10,13.3,16.7,11.5,9.03,2.26,1.26,2.34,6.88,0.82,0.33,0.15,2.06
17,2313,華通,225.5,-2.5,-1.1,09/10,0.84,13.7,16.0,8.79,3.6,2.49,1.39,1.26,1.11,1.93,2.0,1.17
18,3227,原相,183.5,-2.0,-1.08,09/10,4.25,8.81,6.14,8.79,8.0,5.4,3.66,2.87,2.35,2.18,1.65,2.99
