證券代號,證券名稱,交易別,成交價,成交股數,成交金額
00918,大華優利高填息30,配對交易,38.97,"700,000","27,279,000"
00919,群益台灣精選高息,配對交易,28.50,"768,000","21,888,000"
2327,國巨*,配對交易,533.53,"31,000","16,539,430"
2330,台積電,配對交易,"2,387.36","7,000","16,711,520"
2330,台積電,配對交易,"2,377.50","23,000","54,682,500"
2330,台積電,配對交易,"2,367.50","10,000","23,675,000"
2337,旺宏,配對交易,119.00,"940,000","111,860,000"
2344,華邦電,配對交易,168.00,"1,428,000","239,904,000"
2345,智邦,配對交易,"1,840.00","621,000","1,142,640,000"
2454,聯發科,配對交易,"4,555.14","9,813","44,699,589"
2454,聯發科,配對交易,"4,555.11","6,187","28,182,466"
2454,聯發科,配對交易,"4,546.84","8,000","36,374,720"
2454,聯發科,配對交易,"4,545.93","4,080","18,547,394"
2454,聯發科,配對交易,"4,545.92","3,920","17,820,006"
2454,聯發科,配對交易,"4,544.40","7,000","31,810,800"
2454,聯發科,配對交易,"4,543.50","8,000","36,348,000"
2454,聯發科,配對交易,"4,530.00","202,000","915,060,000"
2801,彰銀,配對交易,28.90,"931,000","26,905,900"
2884,玉山金,配對交易,46.16,"660,000","30,465,600"
2885,元大金,配對交易,61.50,"300,000","18,450,000"
3006,晶豪科,配對交易,279.00,"625,000","174,375,000"
3017,奇鋐,配對交易,"3,158.72","10,000","31,587,200"
3036,文曄,配對交易,192.50,"275,000","52,937,500"
3037,欣興,配對交易,955.37,"240,920","230,167,740"
3037,欣興,配對交易,955.36,"76,080","72,683,789"
3231,緯創,配對交易,183.00,"140,000","25,620,000"
3665,貿聯-KY,配對交易,"1,988.03","8,000","15,904,240"
3711,日月光投控,配對交易,603.00,"304,000","183,312,000"
4915,致伸,配對交易,65.45,"3,150,000","206,167,500"
7769,鴻勁,配對交易,"6,131.12","15,290","93,744,825"
7769,鴻勁,配對交易,"6,131.09","17,710","108,581,604"
總計,,,,"11,530,000","4,054,925,323"
