排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,5013,強新,28.55,-1.0,-3.38,7,09/01,0.0,0.0,414.0,414.0,414.0,414.0,800.0,1700.0,-25.0,260.0
2,009802,富邦旗艦50,20.49,1.14,5.89,100014,09/01,627.0,227.0,255.0,262.0,386.0,657.0,313.0,1864.0,316.0,1701.0
3,6961,旅天下,50.5,-0.3,-0.59,17,09/01,0.0,0.0,200.0,200.0,50.0,-70.0,,,,
4,00915,凱基優選高股息30,32.38,0.49,1.54,3002,09/01,4.55,7.81,97.1,97.1,116.0,97.1,46.8,-68.5,-92.8,-83.6
5,4747,強生*,26.05,-1.3,-4.75,102,09/01,-0.74,-2.16,95.7,95.7,97.4,98.3,94.4,134.0,98.1,139.0
6,2838,聯邦銀,20.25,0.0,0.0,1871,09/01,0.0,-0.53,91.4,126.0,103.0,110.0,105.0,160.0,0.18,364.0
7,2025,千興,12.8,0.0,0.0,571,09/01,8.41,24.1,81.2,399.0,,,,,,
8,4767,誠泰科技,28.6,-0.65,-2.22,9,09/01,12.5,28.6,80.0,80.0,-10.0,80.0,800.0,-62.5,-40.0,-30.8
9,009818,華南永昌NASDAQxT,19.74,-0.04,-0.2,89,09/01,0.0,76.9,76.9,76.9,91.7,91.7,76.9,,,
10,4908,前鼎,229.5,20.5,9.81,2058,09/01,10.5,64.9,71.7,150.0,130.0,144.0,39.7,56.0,42.1,76.0
11,3049,精金,13.3,-0.25,-1.85,12429,09/01,-6.21,5.51,64.6,131.0,,,,631.0,105.0,218.0
12,1315,達新,66.1,0.1,0.15,38,09/01,3.95,33.9,64.6,139.0,103.0,508.0,888.0,-11.2,33.9,14.5
13,6934,心誠鎂,74.8,0.5,0.67,39,09/01,20.4,44.4,62.5,66.7,124.0,,,,,
14,9925,新保,40.05,0.75,1.91,1048,09/01,-82.8,57.1,57.1,22.2,450.0,1000.0,83.3,1000.0,120.0,-21.4
15,6272,驊陞,25.15,-1.0,-3.82,273,09/01,-2.3,-7.61,54.5,70.0,80.9,150.0,,,,
16,00903,富邦元宇宙,21.17,0.02,0.09,50,09/01,-3.7,-3.7,52.9,52.9,52.9,13.0,62.5,-25.7,-29.7,13.0
17,00768B,復華20年美債,47.76,-0.42,-0.87,2853,09/01,9.35,47.2,51.9,57.6,54.5,189.0,800.0,2653.0,1772.0,4580.0
18,00912,中信臺灣智慧50,35.24,0.54,1.56,414,09/01,28.6,50.0,50.0,50.0,-63.3,-89.9,100.0,100.0,-5.26,-37.9
19,00411A,主動統一前沿科技,9.69,0.08,0.83,12117,09/01,-1.15,16.4,50.0,,,,,,,
20,5274,信驊,17120.0,1055.0,6.57,506,09/01,38.3,46.5,48.2,76.6,106.0,84.4,126.0,94.5,29.7,75.4
21,00935,野村臺灣新科技50,59.6,2.3,4.01,32747,09/01,24.0,26.2,47.8,45.6,41.5,15.6,43.9,150.0,1828.0,1077.0
22,00959B,大華投等美債15Y+,9.09,-0.04,-0.44,1680,09/01,47.5,47.5,47.5,47.5,-24.4,67.4,-9.74,-38.5,-59.6,-53.9
