股票代號,股票名稱,法人持股,上榜區塊,累積衰退
00400A,主動國泰動能高息,-55.979424,"20日衰退,30日衰退",-2.0833716
00401A,主動摩根台灣鑫收,-12.551321,"10日衰退,20日衰退,30日衰退",-1.2471958
00404A,主動聯博動能50,-37.595562,"10日衰退,20日衰退,30日衰退",-5.605466
00406A,主動中信台灣收益,-76.05252,"30日衰退,5日衰退,20日衰退,10日衰退",-0.59320027
00410A,主動永豐科技趨勢,97.66616,"20日衰退,30日衰退",-26.346504
0050,元大台灣50,-9.178542,"10日衰退,20日衰退,30日衰退",-0.7351558
0052,富邦科技,-61.810917,30日衰退,-1.7861544
0053,元大電子,-19.918537,"30日衰退,5日衰退,20日衰退,10日衰退",-0.4049485
0055,元大MSCI金融,-13.468992,"30日衰退,5日衰退,20日衰退,10日衰退",-2.6024373
0057,富邦摩台,-10.920511,"10日衰退,30日衰退",-1.3303274
006206,元大上證50,17.849062,"5日衰退,10日衰退",-1.2989902
006207,復華滬深,9.540206,"10日衰退,20日衰退,30日衰退",-0.8274584
00632R,元大台灣50反1,-23.620243,"5日衰退,20日衰退,30日衰退",-3.2126613
00633L,富邦上証正2,47.144245,"30日衰退,5日衰退,20日衰退,10日衰退",-0.4094782
00634R,富邦上証反1,14.177621,30日衰退,-3.8208039
00635U,期元大S&P黃金,-60.339146,"10日衰退,20日衰退,30日衰退",-1.0158607
00637L,元大滬深300正2,67.16628,"10日衰退,20日衰退,30日衰退",-1.7235568
00640L,富邦日本正2,64.373856,"30日衰退,5日衰退,20日衰退,10日衰退",-8.076283
00643,群益深証中小,54.58824,"30日衰退,5日衰退,20日衰退,10日衰退",-8.180145
00645,富邦日本,7.2896657,"5日衰退,10日衰退",-0.3644905
00646,元大S&P500,-25.405313,"30日衰退,5日衰退,20日衰退,10日衰退",-0.9289757
00650L,復華香港正2,40.697872,"30日衰退,5日衰退,20日衰退,10日衰退",-2.8170247
00653L,富邦印度正2,31.92401,5日衰退,-1.182201
00656R,國泰中國A50反1,9.810021,30日衰退,-3.452064
00662,富邦NASDAQ,-32.236153,"10日衰退,20日衰退,30日衰退",-0.6193129
00663L,國泰臺灣加權正2,-85.702095,"30日衰退,5日衰退,20日衰退,10日衰退",-0.4315904
00664R,國泰臺灣加權反1,-10.350859,"20日衰退,30日衰退",-1.3643906
00665L,富邦恒生國企正2,9.553387,"10日衰退,20日衰退",-1.1837753
00668,國泰美國道瓊,-14.252267,"30日衰退,5日衰退,20日衰退,10日衰退",-1.4149138
00673R,期元大S&P原油反1,-63.41284,"30日衰退,5日衰退,20日衰退,10日衰退",-0.6690504
00675L,富邦臺灣加權正2,3.6880329,10日衰退,-1.7485032
00678,群益那斯達克生技,-15.779008,"30日衰退,5日衰退,20日衰退,10日衰退",-1.2640568
00702,國泰標普低波高息,17.68445,"5日衰退,20日衰退,10日衰退",-1.3128409
00703,台新MSCI中國,26.234587,5日衰退,-0.24494241
00708L,期元大S&P黃金正2,-69.50046,"30日衰退,5日衰退,20日衰退,10日衰退",-2.1627817
00712,復華富時不動產,-33.909916,"30日衰退,5日衰退,20日衰退,10日衰退",-3.572039
00713,元大台灣高息低波,57.33319,"5日衰退,10日衰退",-0.88236
00714,群益道瓊美國地產,2.492849,"10日衰退,20日衰退,30日衰退",-2.982615
00735,國泰臺韓科技,-60.098946,"10日衰退,20日衰退",-2.6019604
00738U,期元大道瓊白銀,-58.062035,"10日衰退,20日衰退,30日衰退",-0.94054186
00739,元大MSCI A股,13.924406,"30日衰退,5日衰退,10日衰退",-0.5039445
00753L,中信中國50正2,-5.169584,"30日衰退,5日衰退,20日衰退,10日衰退",-1.7211145
00757,統一FANG+,14.014603,"5日衰退,10日衰退",-0.3703838
00763U,期街口道瓊銅,-23.97821,"20日衰退,30日衰退",-1.9187238
00770,國泰北美科技,-23.950068,"30日衰退,5日衰退,20日衰退,10日衰退",-0.5118548
00830,國泰費城半導體,-29.20879,"20日衰退,30日衰退",-1.4381138
00852L,國泰美國道瓊正2,23.284647,"30日衰退,5日衰退,20日衰退,10日衰退",-17.677332
00865B,國泰US短期公債,-67.47695,30日衰退,-2.1907437
00875,國泰網路資安,-11.469087,"30日衰退,5日衰退,20日衰退,10日衰退",-3.6648464
00881,國泰台灣科技龍頭,-20.877665,30日衰退,-9.876606
00885,富邦越南,28.850323,5日衰退,-0.3527212
00891,中信關鍵半導體,-42.422653,10日衰退,-1.1945353
00896,中信綠能及電動車,-58.115837,"10日衰退,20日衰退,30日衰退",-5.8194404
00902,中信電池及儲能,51.226357,5日衰退,-0.2457519
00904,台新臺灣半導體30,-50.860847,20日衰退,-1.3801599
00908,富邦入息REITs+,2.451559,30日衰退,-2.0057342
00910,第一金太空衛星,-78.11356,"30日衰退,5日衰退,20日衰退,10日衰退",-1.1137528
00911,兆豐洲際半導體,-12.51061,30日衰退,-3.3691068
00912,中信臺灣智慧50,-0.94482964,20日衰退,-2.4276767
00913,兆豐台灣晶圓製造,-65.34965,"5日衰退,10日衰退",-1.2886186
00917,中信特選金融,-50.293484,"30日衰退,5日衰退,20日衰退,10日衰退",-1.9442807
00918,大華優利高填息30,-25.467285,"30日衰退,5日衰退,20日衰退,10日衰退",-5.884334
00919,群益台灣精選高息,-2.3199737,"30日衰退,5日衰退,20日衰退,10日衰退",-0.5631427
00920,富邦ESG綠色電力,-64.8725,"10日衰退,20日衰退",-3.145498
00921,兆豐龍頭等權重,83.86924,"10日衰退,20日衰退,30日衰退",-10.004519
00923,群益台ESG低碳50,-13.405991,30日衰退,-4.107011
00926,凱基全球菁英55,3.640559,"10日衰退,30日衰退",-0.5411173
00927,群益半導體收益,-46.73453,10日衰退,-0.5219857
00929,復華台灣科技優息,51.173775,"10日衰退,20日衰退,30日衰退",-3.636954
00930,永豐ESG低碳高息,78.849106,"30日衰退,5日衰退,20日衰退,10日衰退",-31.387344
00934,中信成長高股息,31.994106,"10日衰退,20日衰退,30日衰退",-1.3898182
00935,野村臺灣新科技50,-45.602516,"10日衰退,20日衰退,30日衰退",-4.254578
00938,凱基優選30,4.922744,"30日衰退,5日衰退,20日衰退,10日衰退",-0.26344427
00943,兆豐電子高息等權,80.34703,"10日衰退,20日衰退,30日衰退",-1.4211679
00945B,凱基美國非投等債,-14.849078,"30日衰退,5日衰退,20日衰退,10日衰退",-0.71980715
00949,復華日本龍頭,25.973316,"5日衰退,10日衰退",-1.2115097
00951,台新日本半導體,15.980326,"30日衰退,5日衰退,20日衰退,10日衰退",-0.33281472
00953B,群益優選非投等債,-19.447172,"30日衰退,5日衰退,20日衰退,10日衰退",-0.73466134
00954,中信日本半導體,-37.896645,10日衰退,-0.7354959
00956,中信日經高股息,-15.530889,"30日衰退,5日衰退,20日衰退,10日衰退",-0.5095127
00960,野村全球航運龍頭,164.33835,30日衰退,-8.952323
00961,FT臺灣永續高息,-53.609173,"30日衰退,5日衰退,20日衰退,10日衰退",-2.841869
00962,台新AI優息動能,-45.69123,"30日衰退,5日衰退,20日衰退,10日衰退",-2.6503396
00963,中信全球高股息,-36.002068,"30日衰退,5日衰退,20日衰退,10日衰退",-2.7223952
00964,中信亞太高股息,-85.87361,"30日衰退,5日衰退,20日衰退,10日衰退",-0.42573905
00965,元大航太防衛科技,33.671333,"20日衰退,30日衰退",-3.5153797
009800,中信NASDAQ,6.8267164,"20日衰退,30日衰退",-1.5321355
009801,中信美國創新科技,25.32362,30日衰退,-4.0008073
009802,富邦旗艦50,-2.1314788,"20日衰退,30日衰退",-4.8478336
009803,玉山市值動能50,-46.14821,"10日衰退,20日衰退,30日衰退",-11.427228
009805,台新美國電力基建,0.57502425,"30日衰退,5日衰退,20日衰退,10日衰退",-0.6332907
009809,富邦淨零ESG50,21.573975,"5日衰退,10日衰退",-0.2990852
00980A,主動野村臺灣優選,-57.691696,"10日衰退,20日衰退,30日衰退",-1.5434797
009816,凱基台灣TOP50,-29.091536,"10日衰退,20日衰退",-1.1777667
00981A,主動統一台股增長,-63.705055,"20日衰退,30日衰退",-1.8646338
00981T,平衡凱基雙核收息,-4.7127404,30日衰退,-6.381206
009821,野村稀土關鍵資源,-54.34055,"5日衰退,20日衰退,10日衰退",-0.27741268
009826,貝萊德世界股票,-59.31196,"30日衰退,5日衰退,20日衰退,10日衰退",-0.3701996
009827,玉山未來全球算力,-26.338947,10日衰退,-2.9901037
009829,大華韓國KOSPI50,-22.6853,"10日衰退,20日衰退",-1.9692907
00982D,主動富邦動態入息,102.0612,30日衰退,-3.506966
00982T,平衡兆豐台美動能,62.287796,"10日衰退,20日衰退,30日衰退",-5.4329658
00983D,主動富邦複合收益,46.237133,30日衰退,-5.195713
00984A,主動安聯台灣高息,-74.3902,20日衰退,-2.5316882
00984D,主動聯博全球非投,-88.91158,"30日衰退,5日衰退,20日衰退,10日衰退",-1.579826
00985A,主動野村台灣50,-24.145596,20日衰退,-1.159325
00985B,群益ESG投等債0-5,4.2344713,"30日衰退,5日衰退,20日衰退,10日衰退",-2.1135044
00987A,主動台新優勢成長,-47.430126,"10日衰退,30日衰退",-2.2441623
00988A,主動統一全球創新,-63.37252,"20日衰退,30日衰退",-1.615374
00989A,主動摩根美國科技,-27.449709,"20日衰退,30日衰退",-2.895572
00991A,主動復華未來50,-68.40298,"10日衰退,20日衰退,30日衰退",-1.0959334
00991B,貝萊德A級公司債,80.794655,"30日衰退,5日衰退,20日衰退,10日衰退",-0.6541539
00992A,主動群益科技創新,-61.531113,"10日衰退,20日衰退,30日衰退",-0.8848243
00995A,主動中信台灣卓越,-31.28315,20日衰退,-2.7776358
00997A,主動群益美國增長,-33.913284,30日衰退,-2.317312
00999A,主動野村臺灣高息,-52.608086,"20日衰退,30日衰退",-3.319267
1101,台泥,11.212192,"20日衰退,30日衰退",-2.4823325
1201,味全,3.5627596,"5日衰退,20日衰退,10日衰退",-1.3290726
1215,卜蜂,37.213257,"5日衰退,10日衰退",-0.42323178
1338,廣華-KY,6.111702,5日衰退,-0.26403627
1409,新纖,9.458699,"10日衰退,30日衰退",-1.5514044
1442,名軒,-1.2934389,5日衰退,-0.3391188
1476,儒鴻,29.036264,"30日衰退,5日衰退,20日衰退,10日衰退",-0.6174546
1477,聚陽,4.919698,30日衰退,-1.9321327
1504,東元,0.43636855,5日衰退,-0.23054771
1515,力山,2.8482964,30日衰退,-2.0921552
1528,恩德,1.8636891,20日衰退,-1.1425537
1590,亞德客-KY,80.6683,"5日衰退,10日衰退",-0.4473065
1597,直得,4.678596,"30日衰退,5日衰退,20日衰退,10日衰退",-0.43987748
1611,中電,8.411618,"5日衰退,20日衰退,10日衰退",-0.9895788
1707,葡萄王,12.536717,"10日衰退,20日衰退",-0.9127387
