排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,3293,鈊象,708.0,-3.0,-0.42,09/02,-909198.0,-996785.0,-1003606.0,-1020051,-982534,-1120581,-644132.0,-668432.0,-126107.0,-820241.0
2,3008,大立光,7810.0,230.0,3.03,09/02,-676512.0,-1111568.0,-1013504.0,-912411,-1422476,-865870,-14770.0,-1046085.0,267638.0,-327230.0
3,1101,台泥,24.8,-0.5,-1.98,09/02,-795992.0,-898467.0,-881758.0,-867366,-822016,-769913,-456837.0,248921.0,271445.0,392367.0
4,2834,臺企銀,17.25,0.15,0.88,09/02,-570813.0,-611558.0,-595938.0,-567143,-485481,-335143,-362457.0,65180.0,81800.0,102740.0
5,3529,力旺,2395.0,-245.0,-9.28,09/02,-421957.0,-597294.0,-564222.0,-554365,-486641,-109474,-11794.0,-1217963.0,-555315.0,-1035261.0
6,2382,廣達,337.0,-5.0,-1.46,09/02,-5876.0,-62746.0,-35913.0,-464297,-1215332,-6330373,-3366846.0,-295375.0,-1190655.0,-735590.0
7,2059,川湖,13865.0,-285.0,-2.01,09/02,-101367.0,-260432.0,-394521.0,-395979,-467002,-338601,-479441.0,-757862.0,-788929.0,-1066326.0
8,3665,貿聯-KY,2170.0,-145.0,-6.26,09/02,-157168.0,-255074.0,-369995.0,-373846,-422341,-381036,1717724.0,1564770.0,2076745.0,983380.0
9,2603,長榮,234.5,-3.5,-1.47,09/02,-1264.0,-53190.0,-275802.0,-316940,-731855,-1316539,-2594201.0,-1967806.0,-1977566.0,-2446635.0
10,2886,兆豐金,49.0,0.5,1.03,09/02,-135396.0,-271296.0,-269913.0,-295768,-571994,-354537,30056.0,75923.0,-39324.0,153306.0
11,1815,富喬,131.0,2.0,1.55,09/02,13820.0,-115366.0,-134731.0,-269625,-407050,-394185,-428674.0,-198527.0,-205003.0,-141314.0
12,3034,聯詠,543.0,-9.0,-1.63,09/02,-109729.0,-99474.0,-97478.0,-269188,-251585,-278820,-1344423.0,-1711679.0,-766315.0,-1427753.0
13,2884,玉山金,40.5,0.6,1.5,09/02,-219363.0,-296939.0,-257200.0,-241676,-177125,-68201,-453657.0,-372847.0,441853.0,-170937.0
14,3324,雙鴻,1435.0,60.0,4.36,09/02,-117003.0,-148424.0,-172115.0,-231918,-212701,-331921,-428835.0,142859.0,-145859.0,157137.0
15,1303,南亞,237.5,3.0,1.28,09/02,-17008.0,-55670.0,-161957.0,-217072,-88048,195368,498204.0,420182.0,-964880.0,-377959.0
16,2609,陽明,57.5,-0.1,-0.17,09/02,-93736.0,-193954.0,-200748.0,-213717,-281469,-281490,-981337.0,-573906.0,-884403.0,-852677.0
17,2408,南亞科,518.0,0.0,0.0,09/02,-715033.0,-702067.0,-342816.0,-183717,-256757,-1727364,206132.0,-177341.0,-29529.0,131284.0
18,1326,台化,72.8,-1.5,-2.02,09/02,-113030.0,-130353.0,-151171.0,-152459,-134782,-118814,-232971.0,-465624.0,-696967.0,-514205.0
19,6213,聯茂,536.0,-14.0,-2.55,09/02,-25736.0,-71009.0,-142381.0,-148469,-163687,-205753,-253809.0,-171985.0,-199237.0,-254674.0
20,6770,力積電,70.4,-0.4,-0.56,09/02,-164203.0,-129783.0,-128693.0,-147238,-118481,-429754,-1594410.0,-14876.0,-414652.0,-190150.0
21,2455,全新,542.0,18.0,3.44,09/02,3163.0,-24132.0,-32887.0,-146542,-158999,-87697,-108943.0,-257698.0,-222693.0,-153457.0
22,3374,精材,419.5,-2.0,-0.47,09/02,-94906.0,-106445.0,-108000.0,-146392,-134918,71729,-20222.0,69632.0,-170136.0,-30966.0
23,3711,日月光投控,589.0,-21.0,-3.44,09/02,-137592.0,-211268.0,-150773.0,-142191,-36452,841601,-2344708.0,-507897.0,-2367861.0,-573788.0
24,1717,長興,80.8,-3.9,-4.6,09/02,-83983.0,-106581.0,-138416.0,-138149,-141830,-252033,-196940.0,-106206.0,-19450.0,-75259.0
25,00631L,元大台灣50正2,35.93,-1.33,-3.57,09/02,-14550.0,-15289.0,-17451.0,-133965,-133899,-273144,-78450.0,,510329.0,625538.0
26,4958,臻鼎-KY,507.0,-28.0,-5.23,09/02,-362686.0,-345661.0,-260354.0,-122695,178493,761606,291084.0,287484.0,-471591.0,282762.0
27,1216,統一,76.6,0.4,0.52,09/02,-53123.0,-64664.0,-64165.0,-120219,-390794,-985429,-865042.0,-364423.0,502655.0,-99009.0
28,3406,玉晶光,1050.0,45.0,4.48,09/02,-19068.0,-79143.0,-82651.0,-99765,-47626,28431,44705.0,-29223.0,-10863.0,-41603.0
29,1802,台玻,60.8,-0.5,-0.82,09/02,-92514.0,-96040.0,-95756.0,-96738,-109362,-70300,66318.0,292086.0,43868.0,-50255.0
30,00981A,主動統一台股增長,29.73,-0.64,-2.11,09/02,712.0,8413.0,-13918.0,-93350,-214787,-290358,-866455.0,-286812.0,-98625.0,-116915.0
