排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,6488,環球晶,931.0,-13.0,-1.38,09/21,107137.0,342676.0,463970,602468,790233,1707891.0,1441274.0,800954.0,740651.0,1129990.0
2,3443,創意,7615.0,465.0,6.5,09/21,177868.0,358168.0,525775,580270,385869,727767.0,280168.0,839357.0,644822.0,827198.0
3,1303,南亞,239.5,1.5,0.63,09/21,27815.0,292426.0,399232,561524,580741,388528.0,1019580.0,620287.0,-296832.0,155746.0
4,2357,華碩,946.0,-14.0,-1.46,09/21,50725.0,131742.0,224888,325692,492326,293226.0,-1992749.0,-2263698.0,151104.0,-1195464.0
5,7769,鴻勁,6000.0,-540.0,-8.26,09/21,124749.0,251432.0,279167,299529,313085,300049.0,244290.0,267935.0,,
6,2344,華邦電,174.0,-5.5,-3.06,09/21,53849.0,63524.0,146466,295698,-427893,538668.0,-1093316.0,-238350.0,176404.0,392442.0
7,8358,金居,491.5,-8.0,-1.6,09/21,930.0,-749.0,186472,278730,301398,263330.0,824183.0,596452.0,514813.0,678277.0
8,3081,聯亞,2875.0,-5.0,-0.17,09/21,129350.0,168901.0,236544,274758,123972,-96506.0,652405.0,671734.0,467367.0,537569.0
9,6446,藥華藥,1150.0,-30.0,-2.54,09/21,30604.0,116126.0,205687,266704,492431,713689.0,767118.0,645462.0,-57569.0,187726.0
10,2303,聯電,157.0,1.0,0.64,09/21,22455.0,27480.0,21366,203109,168117,332147.0,-2007439.0,-6534052.0,-9102114.0,-6900863.0
11,2313,華通,222.0,-6.5,-2.84,09/21,43531.0,64835.0,119675,186727,262405,286699.0,1054175.0,804576.0,1121559.0,1053185.0
12,2337,旺宏,120.0,-1.0,-0.83,09/21,604.0,34278.0,43319,185088,164266,193024.0,318516.0,192254.0,-469870.0,-436914.0
13,2368,金像電,1045.0,25.0,2.45,09/21,12040.0,80192.0,165067,175823,105290,371547.0,409165.0,-848745.0,-469382.0,-513544.0
14,2408,南亞科,516.0,-9.0,-1.71,09/21,-22900.0,19243.0,65999,172127,-411177,-846839.0,136446.0,-554567.0,-501455.0,-529742.0
15,2449,京元電子,301.5,10.0,3.43,09/21,49871.0,84726.0,123484,162034,325620,741973.0,538635.0,878060.0,1951115.0,1672697.0
16,3450,聯鈞,545.0,7.0,1.3,09/21,40472.0,73219.0,127623,158694,154218,-3687.0,63386.0,-196920.0,-297070.0,-299375.0
17,0050,元大台灣50,111.35,1.5,1.37,09/21,-2288.0,-855.0,-5184,149735,146688,85928.0,558481.0,353160.0,658437.0,812770.0
18,2884,玉山金,46.2,-0.2,-0.43,09/21,12769.0,69151.0,113802,143530,110680,-305277.0,-446393.0,-507404.0,327116.0,-291822.0
19,3105,穩懋,490.5,-9.5,-1.9,09/21,-72126.0,-42653.0,20802,143118,247747,234561.0,501837.0,944431.0,808086.0,845406.0
20,3026,禾伸堂,791.0,-6.0,-0.75,09/21,84147.0,98703.0,128288,139857,270676,430885.0,744291.0,728823.0,737684.0,705955.0
21,2887,台新新光金,43.8,-0.6,-1.35,09/21,45838.0,98575.0,130738,135625,279619,477588.0,910064.0,976249.0,1284067.0,967651.0
22,6223,旺矽,5495.0,-305.0,-5.26,09/21,71767.0,37175.0,99998,131845,213257,178564.0,826526.0,1203896.0,1137975.0,1030232.0
23,2454,聯發科,5010.0,300.0,6.37,09/21,294.0,-49857.0,-5701,129560,-192674,211129.0,1148150.0,710967.0,547241.0,243954.0
24,1815,富喬,121.0,1.5,1.26,09/21,4170.0,21393.0,60831,119717,60290,-374780.0,-455192.0,-145872.0,-337765.0,-159318.0
25,6213,聯茂,542.0,37.0,7.33,09/21,-23621.0,9217.0,94885,105623,56475,-99146.0,-122479.0,-109015.0,-163216.0,-203975.0
26,3167,大量,806.0,-28.0,-3.36,09/21,24147.0,71441.0,91403,105141,-6715,34458.0,169578.0,151690.0,87170.0,108373.0
27,8046,南電,1060.0,-40.0,-3.64,09/21,45492.0,65951.0,118758,104033,7678,313515.0,588389.0,391503.0,102907.0,425747.0
28,00981A,主動統一台股增長,29.57,0.5,1.72,09/21,11722.0,14048.0,39280,100623,121890,-107439.0,4497.0,-221572.0,10276.0,-9301.0
29,2327,國巨*,557.0,7.0,1.27,09/21,-2990.0,-104751.0,-132385,96486,7670,303139.0,1515974.0,987994.0,333665.0,649596.0
30,6531,愛普*,948.0,-20.0,-2.07,09/21,-1421.0,-5904.0,-7395,96414,89546,52302.0,31899.0,52647.0,61019.0,71066.0
31,2881,富邦金,154.5,4.0,2.66,09/21,801.0,39481.0,50059,95565,199968,351332.0,-293844.0,-1545276.0,-1626868.0,-1325784.0
32,3034,聯詠,548.0,-10.0,-1.79,09/21,44913.0,61380.0,78163,89779,86540,-248255.0,-1238116.0,-1744677.0,-701879.0,-1340390.0
33,6147,頎邦,224.0,-5.0,-2.18,09/21,47819.0,73378.0,64312,82683,92108,133994.0,-365575.0,-156423.0,-173612.0,-122474.0
34,2376,技嘉,368.0,12.0,3.37,09/21,37099.0,45399.0,59501,81066,226929,262749.0,474069.0,175547.0,1000468.0,697295.0
35,00919,群益台灣精選高息,32.27,0.31,0.97,09/21,3.22,8840.0,-17254,79472,129114,155154.0,-17212.0,-63568.0,11283.0,-41283.0
36,6669,緯穎,2150.0,10.0,0.47,09/21,5997.0,-41288.0,-33023,72774,467959,1359984.0,909772.0,2260847.0,3904749.0,3033853.0
37,3189,景碩,827.0,-5.0,-0.6,09/21,8989.0,39391.0,104369,70532,105639,191668.0,280580.0,-325316.0,-75450.0,-27076.0
38,3406,玉晶光,952.0,-20.0,-2.06,09/21,20210.0,36295.0,65187,67980,101798,5279.0,73940.0,10019.0,26929.0,16541.0
39,2891,中信金,70.4,0.9,1.29,09/21,-1483.0,44811.0,12453,67345,132481,157340.0,-54580.0,381542.0,471682.0,713904.0
40,2002,中鋼,18.65,-0.1,-0.53,09/21,16174.0,19233.0,28978,63045,83390,-18042.0,-819561.0,-253719.0,-92815.0,-470439.0
41,7610,聯友金屬-創,1890.0,-55.0,-2.83,09/21,1542.0,18982.0,31757,60491,63519,46255.0,56710.0,,,
42,2882,國泰金,113.0,2.5,2.26,09/21,-5236.0,24364.0,24386,59076,69604,124272.0,-523247.0,-626138.0,-2553049.0,-1060050.0
43,6515,穎崴,5795.0,-640.0,-9.95,09/21,20208.0,66969.0,67599,57553,233859,262688.0,301946.0,-152452.0,-229779.0,-177097.0
44,2464,盟立,192.5,-4.5,-2.28,09/21,10348.0,28145.0,39757,56574,99317,95705.0,44552.0,51136.0,4309.0,5647.0
45,3491,昇達科,1520.0,-45.0,-2.88,09/21,27419.0,39996.0,64354,55332,82789,251344.0,368214.0,641236.0,345759.0,592684.0
46,3363,上詮,661.0,-22.0,-3.22,09/21,6310.0,13296.0,43007,54984,96081,122062.0,96868.0,459488.0,461961.0,427328.0
47,8028,昇陽半導體,257.5,0.5,0.19,09/21,22803.0,41689.0,50005,54133,65578,61579.0,72036.0,-30563.0,-59062.0,-174115.0
48,2542,興富發,46.45,-1.35,-2.82,09/21,13176.0,25411.0,34682,52785,68200,50533.0,123420.0,230697.0,341770.0,230061.0
49,6770,力積電,72.7,-1.3,-1.76,09/21,-1845.0,-18422.0,43129,50004,-60047,-171599.0,-1784256.0,-336800.0,-401859.0,-192704.0
50,5904,寶雅*,71.3,-0.8,-1.11,09/21,2372.0,17636.0,40573,48000,64268,142081.0,203187.0,199379.0,194813.0,188166.0
51,3533,嘉澤,1590.0,5.0,0.32,09/21,4593.0,16190.0,22943,47606,98197,62339.0,290360.0,-400047.0,-416400.0,-269587.0
52,2486,一詮,234.5,-3.0,-1.26,09/21,13521.0,22243.0,31055,46685,53178,93974.0,178806.0,204714.0,9570.0,-33886.0
53,3006,晶豪科,285.0,-6.0,-2.06,09/21,16631.0,16022.0,28599,44574,43359,81279.0,52175.0,36431.0,-68046.0,3030.0
54,00918,大華優利高填息30,34.19,0.04,0.12,09/21,-4653.0,-5218.0,17488,43397,123414,194663.0,94723.0,136607.0,137862.0,57102.0
55,4938,和碩,90.8,0.5,0.55,09/21,3251.0,6409.0,6688,43371,102874,92762.0,-476839.0,591012.0,717526.0,471495.0
56,2801,彰銀,28.45,-0.5,-1.73,09/21,5696.0,25176.0,34253,43315,93479,103227.0,132446.0,177268.0,192635.0,175824.0
57,2883,凱基金,40.45,1.15,2.93,09/21,141.0,18335.0,18932,41390,93734,-6494.0,-205173.0,162184.0,46132.0,166062.0
58,3376,新日興,177.0,-2.0,-1.12,09/21,-303.0,1792.0,3116,38387,120841,65233.0,72368.0,92335.0,149182.0,207123.0
59,2455,全新,572.0,16.0,2.88,09/21,1929.0,8785.0,13998,36147,29458,-148438.0,-54913.0,-228058.0,-191653.0,-140209.0
60,2409,友達,33.35,3.0,9.88,09/21,-51157.0,-70336.0,-44504,35025,-305926,-302554.0,-281943.0,-275987.0,481491.0,508594.0
61,1717,長興,71.7,0.3,0.42,09/21,3590.0,5877.0,13362,33771,74119,-85620.0,-213194.0,-104020.0,-36739.0,-19231.0
62,6139,亞翔,718.0,-15.0,-2.05,09/21,15719.0,23361.0,15446,33355,54747,193997.0,631604.0,628099.0,574451.0,617621.0
63,5274,信驊,19820.0,530.0,2.75,09/21,19510.0,15673.0,30465,32315,9693,21965.0,-83208.0,-501094.0,-557278.0,-803042.0
64,8039,台虹,265.0,-4.5,-1.67,09/21,-4283.0,-2244.0,27583,31820,42110,220042.0,344572.0,337689.0,283031.0,318305.0
65,2885,元大金,70.4,0.4,0.57,09/21,835.0,29101.0,27462,31809,32586,-22166.0,-227768.0,38617.0,8393.0,39951.0
66,00685L,群益臺灣加權正2,12.71,0.29,2.33,09/21,-1969.0,-2273.0,-1670,30532,49180,100011.0,537716.0,474885.0,498172.0,481853.0
67,6683,雍智科技,1675.0,5.0,0.3,09/21,12194.0,25463.0,25142,29970,46000,58485.0,89961.0,84771.0,62537.0,80029.0
68,2603,長榮,242.0,1.5,0.62,09/21,-987.0,5500.0,13869,29312,11395,-483473.0,-2694184.0,-1753340.0,-1910668.0,-2433889.0
69,2472,立隆電,213.0,-3.0,-1.39,09/21,385.0,13316.0,13316,28084,27543,2802.0,-1222.0,82495.0,70634.0,67404.0
70,2493,揚博,183.0,-9.5,-4.94,09/21,13372.0,24347.0,25582,27856,25884,27995.0,35562.0,37660.0,51672.0,11464.0
71,4763,材料*-KY,49.65,-0.85,-1.68,09/21,3744.0,8657.0,10425,25917,35463,48837.0,2761.0,-48407.0,11061.0,-30431.0
72,6274,台燿,1435.0,65.0,4.74,09/21,-4860.0,16213.0,32382,25070,38766,42069.0,65523.0,-330260.0,-928320.0,-710751.0
73,2886,兆豐金,51.1,0.0,0.0,09/21,3131.0,27923.0,35061,24856,5245,-500307.0,-52547.0,14447.0,1064.0,118888.0
