排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,1815,富喬,129.0,2.5,1.98,09/01,2.3,2.37,6.71,11.0,16.8,17.1,20.4,9.68,15.1,19.8,12.0,11.2
2,009802,富邦旗艦50,20.49,1.14,5.89,09/01,10.8,10.8,10.9,10.9,10.8,11.2,10.6,12.6,20.0,,,15.4
3,3324,雙鴻,1375.0,125.0,10.0,09/01,1.87,4.5,6.22,6.59,7.89,10.7,8.53,0.96,10.9,10.6,22.3,0.87
4,2421,建準,177.0,-2.5,-1.39,09/01,0.33,3.62,4.18,6.25,5.95,9.45,7.58,-0.02,3.29,16.1,21.2,-1.86
5,4939,亞電,87.1,-2.1,-2.35,09/01,0.28,-1.06,6.67,6.13,9.52,9.02,6.68,9.2,7.59,7.45,7.65,11.5
6,00401A,主動摩根台灣鑫收,14.19,0.46,3.35,09/01,4.41,4.25,4.47,6.11,6.42,9.79,18.6,,,,,
7,6933,AMAX-KY,314.5,28.5,9.97,09/01,3.4,4.76,5.2,5.46,5.47,6.59,6.47,6.62,6.26,,,6.28
8,6226,光鼎,34.0,2.4,7.59,09/01,1.06,2.31,3.59,5.43,7.85,3.57,5.59,7.95,8.23,8.47,10.6,8.35
9,3374,精材,421.5,-1.0,-0.24,09/01,0.61,1.55,3.36,4.61,2.78,-0.73,5.63,-2.09,10.3,4.64,10.6,5.99
10,8103,瀚荃,126.5,7.5,6.3,09/01,1.23,1.49,1.6,4.43,3.5,2.23,0.07,-0.6,1.0,1.38,0.7,1.33
11,3141,晶宏,90.5,8.2,9.96,09/01,1.79,3.71,3.71,4.25,4.34,8.57,9.06,6.25,4.94,10.1,1.4,7.51
12,00678,群益那斯達克生技,43.19,-0.08,-0.18,09/01,2.49,4.07,3.79,4.14,6.4,3.99,4.51,10.4,18.8,22.1,,7.4
13,2491,吉祥全,45.75,-5.05,-9.94,09/01,0.61,0.68,1.2,4.03,4.3,3.57,3.5,3.85,4.54,4.65,2.25,4.53
14,3543,州巧,48.3,-5.0,-9.38,09/01,-0.33,0.76,1.06,3.71,1.53,2.78,0.92,-9.93,1.33,2.96,,-1.59
15,00403A,主動統一升級50,10.45,0.23,2.25,09/01,1.71,1.83,2.75,3.66,3.18,6.69,4.94,,,,,
16,2351,順德,226.0,-6.5,-2.8,09/01,0.23,0.93,1.66,3.64,3.18,2.73,9.02,14.7,17.6,7.99,9.32,20.3
17,5291,邑昇,72.4,2.9,4.17,09/01,1.13,1.7,1.36,3.53,4.3,4.24,2.54,1.75,4.08,4.13,4.08,4.19
18,00983A,主動中信ARK創新,12.44,0.08,0.65,09/01,1.21,1.47,1.73,3.5,5.94,7.32,49.8,93.2,85.3,,,93.7
19,3406,玉晶光,1005.0,0.0,0.0,09/01,0.1,0.63,2.11,3.12,2.43,1.99,0.14,10.6,16.9,29.5,31.4,15.2
20,1717,長興,84.7,2.2,2.67,09/01,0.92,1.98,2.18,3.07,3.04,5.17,3.34,2.2,1.17,0.15,2.16,1.94
21,3693,營邦,624.0,20.0,3.31,09/01,0.93,1.47,2.02,3.04,3.46,3.88,3.93,2.26,5.92,4.36,1.54,3.51
22,3376,新日興,213.0,-1.0,-0.47,09/01,-0.47,-0.7,0.46,2.96,2.68,3.64,-6.13,-2.97,-12.5,-3.62,-9.71,-8.12
23,1727,中華化,95.3,-4.6,-4.6,09/01,-2.02,-0.93,1.36,2.88,2.96,4.48,5.79,-1.25,7.78,6.39,2.53,2.95
24,3042,晶技,182.0,-3.5,-1.89,09/01,1.51,2.9,1.93,2.83,1.35,2.4,2.87,7.11,9.55,7.15,-6.86,9.82
25,6517,保勝光學,69.1,-1.7,-2.4,09/01,-0.27,-0.62,-0.23,2.82,1.38,4.24,4.68,4.64,5.12,2.42,,5.9
26,00935,野村臺灣新科技50,59.6,2.3,4.01,09/01,2.54,2.34,2.67,2.8,2.47,4.09,-1.43,-1.19,0.15,,,-1.36
27,00407A,主動凱基台灣,9.99,0.23,2.36,09/01,2.19,2.14,2.54,2.76,1.97,5.57,,,,,,
28,00981A,主動統一台股增長,30.37,0.97,3.3,09/01,0.96,1.05,1.98,2.62,2.28,6.98,9.72,0.5,-0.06,,,-0.3
29,00400A,主動國泰動能高息,15.37,0.39,2.6,09/01,1.18,0.78,1.65,2.6,1.45,5.84,2.99,,,,,
