代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2884,玉山金,43.2,2.7,6.67,09/03,2,15855,11.0,0.09,21,111328,12.6,0.63,1,1237,1.28,0.01,2,23206,16.1,0.13
2301,光寶科,299.0,-16.0,-5.08,09/03,-1,-7191,-18.8,-0.31,13,15700,3.12,0.68,-1,-724,-1.89,-0.03,-1,-7563,-19.8,-0.33
1303,南亞,221.0,-16.5,-6.95,09/03,-3,-14314,-3.96,-0.18,11,32286,2.59,0.41,-3,-2984,-0.83,-0.04,-1,-8183,-7.87,-0.1
2313,華通,236.0,-13.0,-5.22,09/03,1,1787,6.88,0.14,11,16996,3.79,1.38,-2,-1300,-2.36,-0.11,1,795,3.06,0.06
2618,長榮航,42.8,0.65,1.54,09/03,1,9152,34.6,0.17,8,10243,5.89,0.19,-2,-240,-0.52,0.0,4,19441,21.9,0.36
2887,台新新光金,41.45,0.25,0.61,09/03,-1,-548,-0.7,0.0,8,22760,3.85,0.09,-1,-600,-0.77,0.0,4,80718,18.3,0.32
1476,儒鴻,313.5,-0.5,-0.16,09/03,1,632,55.8,0.23,5,387,9.39,0.14,3,24,1.0,0.01,1,648,57.2,0.24
2357,華碩,971.0,-39.0,-3.86,09/03,-1,-473,-14.7,-0.06,5,2405,12.2,0.32,-2,-327,-4.7,-0.04,-1,-363,-11.3,-0.05
2379,瑞昱,707.0,-37.0,-4.97,09/03,-6,-3308,-22.8,-0.64,5,2024,16.0,0.39,-2,-129,-2.24,-0.03,-2,-1447,-25.2,-0.28
2382,廣達,335.0,-2.0,-0.59,09/03,1,3775,31.8,0.09,5,4748,7.36,0.12,-2,-219,-1.03,-0.01,4,11857,22.1,0.29
