單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"15,663,342,153","9,691,784,786","5,971,557,367"
自營商(避險),"41,355,212,106","31,639,698,089","9,715,514,017"
投信,"25,265,407,299","16,541,354,830","8,724,052,469"
外資及陸資(不含外資自營商),"378,405,761,938","290,098,023,293","88,307,738,645"
外資自營商,0,0,0
合計,"460,689,723,496","347,970,860,998","112,718,862,498"
