排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,3008,大立光,6020.0,-205.0,-3.29,09/17,-139237.0,-446621.0,-466003.0,-1005710,-1022004.0,-2391931.0,-1248204.0,-2270939.0,-917406.0,-1433738.0
2,3036,文曄,204.0,13.0,6.81,09/17,31376.0,-17886.0,-96786.0,-371595,-394748.0,-43029.0,-482886.0,569283.0,1145754.0,906374.0
3,3231,緯創,186.5,3.5,1.91,09/17,-350306.0,-353234.0,-290376.0,-300427,109826.0,819225.0,1643206.0,1181443.0,2674061.0,1916067.0
4,2317,鴻海,250.5,2.5,1.01,09/17,-13578.0,40231.0,-9853.0,-293092,-275894.0,-126289.0,-615603.0,-2145850.0,-1076573.0,-494098.0
5,6805,富世達,2090.0,45.0,2.2,09/17,-17971.0,-47334.0,-124515.0,-270393,-296877.0,-209745.0,-4996.0,48167.0,114543.0,79889.0
6,0056,元大高股息,56.3,0.75,1.35,09/17,-5712.0,-203878.0,-206877.0,-222567,-256098.0,-314174.0,-520075.0,-547043.0,-223962.0,-796002.0
7,8299,群聯,1970.0,-15.0,-0.76,09/17,-15561.0,-28209.0,-92719.0,-128488,-286505.0,967973.0,1803828.0,3093100.0,3605111.0,3609222.0
8,2409,友達,30.0,0.6,2.04,09/17,25832.0,35175.0,105361.0,-123335,-233225.0,-231059.0,-231202.0,-204807.0,575758.0,578930.0
9,2382,廣達,344.0,3.5,1.03,09/17,14213.0,-79035.0,-87616.0,-121025,-280976.0,-1566764.0,-5216919.0,-605268.0,-1396715.0,-1104214.0
10,2379,瑞昱,715.0,-5.0,-0.69,09/17,-4560.0,-29997.0,-16325.0,-112344,-59502.0,-317860.0,-1085929.0,-583684.0,636789.0,264800.0
11,2330,台積電,2425.0,45.0,1.89,09/17,255592.0,-204930.0,-185327.0,-102845,-63192.0,-63320.0,997916.0,2712716.0,544063.0,3039207.0
12,1216,統一,75.5,1.0,1.34,09/17,-11746.0,-29390.0,-46802.0,-101390,-165502.0,-639327.0,-973288.0,-652240.0,260165.0,-273846.0
13,3653,健策,5355.0,115.0,2.19,09/17,1635.0,32.2,19961.0,-83089,-332712.0,-1056218.0,-879095.0,-925761.0,-512410.0,-1410133.0
14,2360,致茂,2085.0,-5.0,-0.24,09/17,-39047.0,-58274.0,-63949.0,-71465,-30944.0,-80329.0,-453685.0,-511703.0,-468792.0,-732555.0
15,3037,欣興,940.0,-21.0,-2.19,09/17,19662.0,-63484.0,-58927.0,-69658,-50664.0,-247662.0,-689858.0,-130367.0,-1232527.0,-145177.0
16,00662,富邦NASDAQ,119.2,0.8,0.68,09/17,-346.0,-891.0,-57339.0,-57339,-55841.0,-56131.0,-322661.0,-195161.0,117107.0,-24302.0
17,3702,大聯大,111.0,5.0,4.72,09/17,-220.0,194.0,-6156.0,-56009,-56590.0,-101747.0,-176144.0,-121275.0,-103565.0,-72680.0
18,3665,貿聯-KY,2010.0,15.0,0.75,09/17,23833.0,-31638.0,-50052.0,-51678,52048.0,-779412.0,1456660.0,1529816.0,1894715.0,920124.0
19,2834,臺企銀,18.75,0.55,3.02,09/17,-5706.0,-7358.0,-14732.0,-48067,-77863.0,-566114.0,-388561.0,-124125.0,-2343.0,10528.0
20,6187,萬潤,1210.0,-10.0,-0.82,09/17,-1486.0,-11841.0,-23593.0,-46564,-14338.0,76093.0,7109.0,84361.0,-235265.0,-116450.0
21,2345,智邦,1800.0,-40.0,-2.17,09/17,-14341.0,-8821.0,-31528.0,-45181,-68282.0,-118929.0,-169944.0,-193746.0,-409613.0,-343936.0
22,1101,台泥,24.45,0.4,1.66,09/17,-1633.0,-996.0,-3571.0,-44550,-118645.0,-1008626.0,-832421.0,-38718.0,14202.0,200112.0
23,8069,元太,145.5,-2.5,-1.69,09/17,4553.0,4701.0,2866.0,-43957,-97863.0,81134.0,894043.0,793682.0,1091999.0,953546.0
24,3017,奇鋐,3185.0,10.0,0.31,09/17,2272.0,-895.0,-30114.0,-41872,-280142.0,-598921.0,-1440197.0,20069.0,-601720.0,-259573.0
25,3481,群創,48.5,-0.2,-0.41,09/17,-34895.0,-39793.0,-41906.0,-41425,-17179.0,-16988.0,1504746.0,658884.0,1616113.0,1421029.0
26,3293,鈊象,725.0,17.0,2.4,09/17,360.0,-11033.0,-13124.0,-40601,-83056.0,-1255679.0,-1254303.0,-845771.0,-335304.0,-1112306.0
27,2354,鴻準,66.3,1.1,1.69,09/17,-2477.0,-5557.0,-20860.0,-39950,-70536.0,-149813.0,-280673.0,-99936.0,-24092.0,-80831.0
28,2880,華南金,47.9,0.55,1.16,09/17,2356.0,2630.0,-38262.0,-35154,-112389.0,-230967.0,583210.0,1003224.0,1062341.0,982939.0
29,6415,矽力*-KY,411.0,-7.5,-1.79,09/17,-4363.0,-14254.0,-22100.0,-32896,-28454.0,10314.0,-241605.0,-429960.0,-266675.0,-207881.0
30,2481,強茂,163.0,-5.5,-3.26,09/17,7933.0,-3811.0,-4220.0,-32717,172623.0,223833.0,209905.0,179499.0,96229.0,-33583.0
31,5876,上海商銀,49.95,0.2,0.4,09/17,666.0,-2074.0,-4574.0,-32365,-92687.0,-113203.0,-199109.0,104613.0,102506.0,160880.0
32,3714,富采,65.5,1.2,1.87,09/17,6.59,-17290.0,-25925.0,-29992,-54801.0,-89375.0,-168811.0,45279.0,45584.0,42685.0
33,3374,精材,429.0,5.0,1.18,09/17,6407.0,2368.0,-4431.0,-27949,-61464.0,-235192.0,-75207.0,-26967.0,-234229.0,-131300.0
