股票代號,股票名稱,法人持股,上榜區塊
00400A,主動國泰動能高息,4.24,"5日,20日"
00401A,主動摩根台灣鑫收,1.97,5日
00402A,主動安聯美國科技,2.9,"5日,60日,20日"
00403A,主動統一升級50,5.35,"5日,60日,20日"
00404A,主動聯博動能50,2.52,"5日,20日"
00405A,主動富邦台灣龍耀,4.85,"5日,60日,20日"
00406A,主動中信台灣收益,2.0,"5日,20日"
00407A,主動凱基台灣,3.68,"5日,60日,20日"
00409A,主動復華全球50,8.86,5日
00410A,主動永豐科技趨勢,8.96,5日
00631L,元大台灣50正2,0.8160844,5日
00634R,富邦上証反1,6.23,5日
00645,富邦日本,3.026242,60日
00652,富邦印度,2.4838257,20日
00656R,國泰中國A50反1,2.81,60日
00663L,國泰臺灣加權正2,3.19,"20日,60日"
00666R,富邦恒生國企反1,6.07,5日
00675L,富邦臺灣加權正2,1.71,20日
00678,群益那斯達克生技,9.03,"20日,60日"
00681R,元大美債20反1,20.42,60日
00683L,期元大美元指正2,16.05,20日
00689R,國泰20年美債反1,35.12,120日
00702,國泰標普低波高息,18.41,120日
00709,富邦歐洲,8.088133,"20日,60日"
00715L,期街口布蘭特正2,1.99,5日
00728,第一金工業30,1.34,5日
00733,富邦臺灣中小,4.5527463,5日
00735,國泰臺韓科技,2.55,5日
00736,國泰新興市場,29.56,"5日,60日,20日"
00737,國泰AI機器人,2.8,"5日,60日,20日"
00753L,中信中國50正2,1.19,"5日,20日"
00830,國泰費城半導體,1.3836322,5日
00861,元大全球未來通訊,1.21,5日
00865B,國泰US短期公債,1.17,20日
00881,國泰台灣科技龍頭,1.2108355,5日
00891,中信關鍵半導體,1.7971525,"5日,60日,20日"
00894,中信小資高價30,0.9,"5日,20日"
00896,中信綠能及電動車,0.98,5日
00897,富邦基因免疫生技,1.54,20日
00909,國泰數位支付服務,3.51,5日
00913,兆豐台灣晶圓製造,3.1,60日
00916,國泰全球品牌50,1.97,5日
00927,群益半導體收益,2.1112325,5日
00935,野村臺灣新科技50,6.4130545,5日
00947,台新臺灣IC設計,4.8789454,5日
00951,台新日本半導體,1.13,5日
00952,凱基台灣AI50,3.54,60日
00972,野村日本動能高息,22.37,"20日,60日"
00980A,主動野村臺灣優選,11.730135,60日
00981A,主動統一台股增長,2.8881555,5日
00987A,主動台新優勢成長,3.03,5日
00988A,主動統一全球創新,2.0144055,5日
00989A,主動摩根美國科技,3.76,5日
00991A,主動復華未來50,3.5267322,"5日,60日"
00992A,主動群益科技創新,2.8991814,5日
00993A,主動安聯台灣,1.45,5日
00994A,主動第一金台股優,3.92,5日
00996A,主動兆豐台灣豐收,6.37,5日
00997A,主動群益美國增長,1.7242029,5日
00999A,主動野村臺灣高息,0.87,5日
1102,亞泥,13.0224,20日
1215,卜蜂,38.663647,120日
1216,統一,38.172424,"60日,120日"
1301,台塑,32.813007,"20日,120日"
1303,南亞,35.629944,120日
1304,台聚,28.84,120日
1309,台達化,3.46,20日
1310,台苯,6.275655,"5日,20日"
1312,國喬,4.05,"5日,20日"
1313,聯成,7.3712773,60日
1314,中石化,10.686978,"5日,20日"
1319,東陽,10.148814,60日
1325,恆大,1.93,20日
1326,台化,39.03024,"20日,120日"
1337,再生-KY,25.25,120日
1340,勝悅-KY,26.06,120日
1402,遠東新,19.095755,"60日,120日"
1449,佳和,7.11,20日
1467,南緯,19.44,120日
1476,儒鴻,28.975164,120日
1503,士電,30.931925,120日
1513,中興電,18.934818,"20日,60日,120日"
1519,華城,18.730242,120日
1521,大億,33.16,120日
1528,恩德,1.8089547,5日
1529,樂事綠能,1.6718507,5日
1536,和大,5.122675,60日
1560,中砂,43.7683,"5日,60日,20日,120日"
1568,倉佑,3.7,60日
1590,亞德客-KY,81.33633,120日
1605,華新,18.305296,"60日,120日"
1608,華榮,5.4696445,"20日,60日"
1609,大亞,13.572106,60日
1617,榮星,19.81,120日
1626,艾美特-KY,43.86,120日
1708,東鹼,10.137508,"5日,20日"
1709,和益,8.52,60日
1710,東聯,5.52946,"5日,20日"
