證券代號,證券名稱,交易別,成交價,成交股數,成交金額
1590,亞德客-KY,配對交易,"1,249.33","17,000","21,238,610"
2327,國巨*,配對交易,541.00,"955,000","516,655,000"
2330,台積電,配對交易,"2,448.41","22,000","53,865,020"
2330,台積電,配對交易,"2,426.59","80,565","195,498,223"
2330,台積電,配對交易,"2,426.57","50,435","122,384,058"
2330,台積電,配對交易,"2,424.98","47,360","114,847,053"
2330,台積電,配對交易,"2,424.96","80,640","195,548,774"
2330,台積電,配對交易,"2,419.20","75,000","181,440,000"
2330,台積電,配對交易,"2,407.50","92,000","221,490,000"
2330,台積電,配對交易,"2,405.00","149,000","358,345,000"
2382,廣達,配對交易,341.50,"57,000","19,465,500"
2449,京元電子,配對交易,266.59,"417,000","111,168,030"
2454,聯發科,配對交易,"4,598.35","7,106","32,675,875"
2454,聯發科,配對交易,"4,598.30","11,894","54,692,180"
2881,富邦金,配對交易,152.64,"426,000","65,024,640"
2883,凱基金,配對交易,40.56,"1,347,000","54,634,320"
2883,凱基金,配對交易,39.82,"440,000","17,520,800"
2883,凱基金,配對交易,39.80,"413,000","16,437,400"
2883,凱基金,配對交易,39.06,"1,346,000","52,574,760"
2891,中信金,配對交易,71.30,"554,021","39,501,697"
2891,中信金,配對交易,71.23,"887,260","63,199,530"
2891,中信金,配對交易,71.22,"311,740","22,202,123"
2891,中信金,配對交易,71.20,"1,688,979","120,255,305"
2891,中信金,配對交易,71.18,"3,107,530","221,193,985"
2891,中信金,配對交易,71.17,"331,470","23,590,720"
2891,中信金,配對交易,70.50,"1,104,000","77,832,000"
2892,第一金,配對交易,40.55,"1,919,000","77,815,450"
3017,奇鋐,配對交易,"3,200.09","64,000","204,805,760"
3036,文曄,配對交易,201.35,"104,500","21,041,075"
3036,文曄,配對交易,201.32,"98,500","19,830,020"
4915,致伸,配對交易,64.46,"315,000","20,304,900"
6446,藥華藥,配對交易,"1,205.00","423,000","509,715,000"
6669,緯穎,配對交易,"2,165.00","250,554","542,449,410"
6669,緯穎,配對交易,"2,150.00","276,000","593,400,000"
6669,緯穎,配對交易,"2,135.00","70,000","149,450,000"
8112,至上,配對交易,83.00,"642,000","53,286,000"
8464,億豐,配對交易,374.25,"107,000","40,044,750"
總計,,,,"18,288,554","5,205,422,969"
