排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,2633,台灣高鐵,25.55,-0.05,-0.2,09/24,90.8,85.5,89.0,92.1,85.4,76.9,63.2,72.6,70.2,58.9,,72.1
2,2207,和泰車,510.0,-10.0,-1.92,09/24,88.5,88.0,86.9,88.2,70.5,70.9,61.4,57.9,62.3,66.0,60.8,59.9
3,1215,卜蜂,105.5,0.0,0.0,09/24,84.2,86.3,86.4,81.8,79.6,68.4,50.9,46.4,48.7,42.4,24.2,46.2
4,00661,元大日經225,84.9,-1.3,-1.51,09/24,2.31,1.15,85.9,80.2,72.9,57.0,24.7,12.3,5.66,3.16,2.65,8.07
5,00870B,元大15年EM主權債,26.94,-0.42,-1.54,09/24,85.9,86.0,85.1,76.5,65.1,47.5,43.7,39.2,2.16,3.32,,1.57
6,2891,中信金,68.5,-0.4,-0.58,09/24,84.7,86.9,84.1,73.2,67.2,69.8,60.6,58.0,56.5,51.5,49.6,58.8
7,00836B,永豐10年A公司債,27.15,-0.38,-1.38,09/24,99.8,74.0,82.4,63.7,27.9,12.3,29.8,32.7,3.89,2.39,,4.02
8,1590,亞德客-KY,1210.0,-20.0,-1.63,09/24,67.3,74.9,82.2,86.9,87.1,84.3,74.9,75.2,72.0,72.4,55.3,73.3
9,1726,永記,76.3,-0.5,-0.65,09/24,93.9,93.0,82.0,70.4,55.5,54.1,51.6,46.2,39.2,41.9,39.4,42.4
10,2890,永豐金,45.15,0.1,0.22,09/24,77.4,81.4,81.2,77.2,74.7,68.7,63.8,56.1,54.3,52.0,46.6,56.1
11,5871,中租-KY,107.0,-1.0,-0.93,09/24,76.8,80.7,81.1,82.5,75.2,69.1,56.8,57.8,53.3,58.0,56.1,55.1
12,00656R,國泰中國A50反1,5.98,0.08,1.36,09/24,0.0,80.3,78.3,74.1,34.6,14.0,2.7,1.54,3.09,2.44,3.81,1.32
13,3596,智易,153.5,1.5,0.99,09/24,69.1,77.1,78.1,73.1,66.3,69.2,63.1,50.4,57.2,43.9,22.9,55.0
14,5522,遠雄,60.7,-0.2,-0.33,09/24,78.4,81.3,77.4,68.6,69.7,69.6,53.0,52.6,49.8,42.4,40.6,50.8
15,2881,富邦金,150.0,-3.0,-1.96,09/24,77.4,83.2,76.4,68.2,64.6,67.2,54.5,49.2,51.6,51.3,48.6,50.3
16,9914,美利達,66.7,0.3,0.45,09/24,77.4,75.8,75.1,75.6,64.7,64.1,46.1,45.4,29.1,13.2,5.57,37.6
17,2882,國泰金,110.5,-1.0,-0.9,09/24,71.7,77.5,74.2,65.4,64.0,63.6,53.8,51.9,51.5,50.9,46.0,53.0
18,00986B,FT金融債10+,9.36,-0.17,-1.78,09/24,98.2,72.8,72.8,54.8,32.0,14.3,42.9,27.7,,,,12.2
19,910322,康師傅-DR,23.35,0.3,1.3,09/24,0.0,63.3,72.7,74.8,74.8,52.5,13.6,29.9,17.3,2.63,1.21,23.2
20,6988,威力暘-創,11.7,-0.2,-1.68,09/24,67.4,72.3,72.3,64.7,58.7,49.5,33.4,17.7,9.69,,,13.6
21,2504,國產,30.9,-0.2,-0.64,09/24,79.3,70.7,72.1,66.8,67.4,60.5,47.5,49.7,49.0,41.7,25.8,49.1
22,2015,豐興,64.5,0.3,0.47,09/24,50.9,56.4,72.0,77.9,78.3,61.1,50.6,43.8,43.7,42.3,38.6,43.8
23,1707,葡萄王,87.0,-0.1,-0.11,09/24,74.6,66.6,71.4,76.5,73.2,77.2,57.0,49.1,46.3,37.1,26.8,47.0
24,2880,華南金,45.75,-0.05,-0.11,09/24,72.6,74.1,70.3,68.7,60.0,54.6,54.6,60.7,61.7,56.3,48.9,61.1
25,2883,凱基金,38.95,-0.4,-1.02,09/24,66.0,64.8,70.0,63.4,58.2,53.6,46.2,48.5,44.7,43.3,37.0,46.2
26,1210,大成,51.9,-0.4,-0.76,09/24,67.7,67.2,69.6,55.2,55.7,52.6,44.5,47.1,43.2,38.3,25.7,44.4
