排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,3481,群創,48.7,1.9,4.06,99549,09/15,134,-3023,-6246,-9654,-130,2494,-66680.0,-31543.0,157514.0,108359.0
2,00407A,主動凱基台灣,9.36,0.09,0.97,13001,09/15,146,-34,-24,-7480,-7293,-10455,,,,
3,3231,緯創,183.0,0.5,0.27,32630,09/15,-173,-386,-6449,-5367,1413,10109,3500.0,-10935.0,8999.0,-4849.0
4,00632R,元大台灣50反1,9.95,-0.08,-0.8,85375,09/15,-1255,1693,-1614,-5303,-12123,-24149,-6033.0,23305.0,39346.0,54786.0
5,8096,擎亞,89.8,3.8,4.42,3522,09/15,-161,-2937,-3070,-4680,-5930,-7322,-8383.0,-4857.0,4418.0,5496.0
6,00991A,主動復華未來50,17.11,0.24,1.42,42946,09/15,-380,-1002,-2994,-4154,-18862,-68909,29150.0,65465.0,,32708.0
7,6147,頎邦,207.5,7.5,3.75,64857,09/15,-923,-3407,-3726,-4112,1966,4071,-9970.0,25286.0,33004.0,33762.0
8,1714,和桐,15.6,0.45,2.97,5866,09/15,122,-1047,-3464,-3685,-5412,2959,-9892.0,10748.0,11854.0,12703.0
9,4147,中裕,60.8,1.2,2.01,550,09/15,3,-1483,-2687,-2688,-2881,-2813,-316.0,1352.0,2297.0,792.0
10,3374,精材,424.0,15.5,3.79,13043,09/15,-265,-2101,-3079,-2573,-1315,-1293,14918.0,15998.0,18158.0,19696.0
11,6182,合晶,112.0,6.5,6.16,45147,09/15,1777,-184,-1818,-2507,-766,2112,18027.0,50412.0,55945.0,51807.0
12,1312,國喬,14.8,0.45,3.14,14774,09/15,-83,-73,661,-2497,-33,846,24713.0,21744.0,22615.0,25430.0
13,2301,光寶科,277.0,3.0,1.09,13635,09/15,279,156,-1915,-2121,-3483,3958,-608.0,-2006.0,-5310.0,-3098.0
14,3105,穩懋,472.5,18.5,4.07,29235,09/15,-260,-1026,-1157,-2101,2014,579,1853.0,5476.0,38359.0,22529.0
15,2027,大成鋼,46.55,1.55,3.44,14324,09/15,-622,-369,-859,-2079,-1557,-3225,-11716.0,-8330.0,-11287.0,-11667.0
16,2426,鼎元,99.8,9.0,9.91,50844,09/15,-374,-268,-870,-2047,-4874,9451,6835.0,15295.0,20957.0,20904.0
17,1326,台化,65.8,0.0,0.0,15903,09/15,97,-40,-862,-1914,-5948,-9669,9762.0,1396.0,-217.0,213.0
18,9945,潤泰新,28.05,0.1,0.36,4062,09/15,-1681,-1518,-1965,-1908,-2271,1187,-1944.0,1925.0,-725.0,-2779.0
19,2356,英業達,61.7,1.2,1.98,8636,09/15,-19,-84,-318,-1719,-156,1017,-4059.0,785.0,4340.0,1800.0
20,2313,華通,225.0,6.5,2.97,18970,09/15,-2,-223,-636,-1627,-1256,6092,-10788.0,-1340.0,9701.0,-812.0
21,2610,華航,19.95,0.05,0.25,12214,09/15,303,135,-559,-1624,-4636,-9384,-9342.0,-9574.0,-9737.0,-11421.0
22,2377,微星,153.5,5.5,3.72,6238,09/15,-83,-375,-706,-1560,-1683,-2373,-5770.0,-1923.0,5790.0,-189.0
23,2464,盟立,183.0,7.0,3.98,7798,09/15,-18,-1026,-1634,-1542,1019,-2483,5728.0,9433.0,7586.0,8890.0
24,1815,富喬,118.5,4.0,3.49,44719,09/15,-1991,-3174,-4377,-1468,-9570,-2575,-20777.0,-27374.0,-29040.0,-42910.0
25,00981A,主動統一台股增長,28.33,0.1,0.35,142995,09/15,-1825,-8650,-3517,-1447,24962,-9620,13993.0,107903.0,151877.0,83935.0
26,1314,中石化,8.15,0.04,0.49,17975,09/15,-1329,-999,-889,-1383,-9325,-10439,9761.0,7565.0,11279.0,7593.0
27,00715L,期街口布蘭特正2,71.6,0.2,0.28,3761,09/15,431,416,-742,-1332,-2268,-4385,-8107.0,-17815.0,-54970.0,-38390.0
28,2002,中鋼,18.65,0.0,0.0,26366,09/15,649,346,426,-1318,-1657,-4982,-9342.0,10469.0,15709.0,12234.0
29,2603,長榮,239.0,5.5,2.36,12583,09/15,-228,-38,-301,-1300,-1277,-3551,-2347.0,-5236.0,-6991.0,-7657.0
30,8039,台虹,275.5,5.5,2.04,12425,09/15,205,405,891,-1300,-1591,-1226,6705.0,4993.0,2262.0,3930.0
31,1303,南亞,224.0,2.5,1.13,48008,09/15,169,-715,-1651,-1293,-9038,-14924,13746.0,-14693.0,4435.0,-14193.0
32,00686R,群益臺灣加權反1,0.98,0.0,0.0,9195,09/15,-575,-452,-1070,-1274,-1089,-2242,-1887.0,-4835.0,-2739.0,-4243.0
