代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00900,富邦特選高股息30,19.53,-0.08,-0.41,09/03,24,38407,28.9,2.48,0,0,0.0,0.0,8,26391,46.0,1.71,48,152207,58.6,9.84
1524,耿鼎,26.75,-0.35,-1.29,09/03,19,1721,30.0,1.04,0,0,0.0,0.0,0,0,0.0,0.0,19,1719,30.0,1.04
3037,欣興,923.0,-50.0,-5.14,09/03,19,66403,14.5,4.05,-3,-6005,-3.9,-0.37,3,1134,0.74,0.07,-2,-2517,-4.23,-0.15
5213,亞昕,20.9,-0.1,-0.48,09/03,18,1154,34.9,0.16,0,0,0.0,0.0,0,0,0.0,0.0,18,1154,34.9,0.16
5903,全家,184.5,-0.5,-0.27,09/03,18,63,20.4,0.03,-1,-13,-36.9,-0.01,0,0,0.0,0.0,-1,-4,-11.4,0.0
6263,普萊德,171.5,-1.5,-0.87,09/03,17,784,35.3,1.25,0,0,0.0,0.0,5,10,0.92,0.02,17,795,35.8,1.27
2886,兆豐金,50.4,1.4,2.86,09/03,16,259202,43.9,1.75,-1,-688,-1.82,0.0,1,226,0.6,0.0,16,271430,46.0,1.83
912000,晨訊科-DR,2.44,-0.03,-1.21,09/03,16,607,7.69,0.38,0,0,0.0,0.0,0,0,0.0,0.0,16,607,7.69,0.38
00955,中信日本商社,16.29,0.53,3.36,09/03,15,7681,11.7,1.52,0,0,0.0,0.0,3,7811,29.9,1.55,21,46475,49.7,9.22
3045,台灣大,118.0,2.0,1.72,09/03,14,81368,47.8,2.19,4,2430,6.02,0.07,-15,-3050,-1.7,-0.08,14,82490,48.5,2.22
5403,中菲,93.3,0.0,0.0,09/03,14,272,52.1,0.35,0,0,0.0,0.0,0,0,0.0,0.0,14,272,52.1,0.35
9919,康那香,13.85,-0.05,-0.36,09/03,14,707,37.2,0.36,0,0,0.0,0.0,0,0,0.0,0.0,14,737,38.8,0.38
00885,富邦越南,18.53,-0.01,-0.05,09/03,13,7778,30.1,1.29,0,0,0.0,0.0,4,2860,52.4,0.47,11,12717,55.3,2.11
4166,友霖,24.75,-0.05,-0.2,09/03,13,186,18.7,0.08,0,0,0.0,0.0,0,0,0.0,0.0,13,186,18.7,0.08
2034,允強,20.65,0.15,0.73,09/03,12,4959,37.3,0.94,0,0,0.0,0.0,1,0,0.04,0.0,12,4960,37.3,0.94
2892,第一金,36.85,0.6,1.66,09/03,12,197887,42.6,1.38,-1,-1997,-5.18,-0.01,-2,-294,-0.39,0.0,18,266484,35.7,1.85
00878,國泰永續高股息,33.58,-0.07,-0.21,09/03,11,69988,18.1,0.37,0,0,0.0,0.0,5,61529,26.8,0.33,5,110646,48.1,0.59
1220,台榮,10.7,-0.05,-0.47,09/03,11,90,8.7,0.05,0,0,0.0,0.0,-1,-1,-0.66,0.0,8,71,9.44,0.04
1806,冠軍,8.02,-0.01,-0.12,09/03,11,506,22.3,0.13,0,0,0.0,0.0,0,0,0.0,0.0,11,520,22.9,0.13
7705,三商餐飲,29.8,-0.35,-1.16,09/03,11,82,12.4,0.12,0,0,0.0,0.0,0,0,0.0,0.0,5,52,10.6,0.08
4113,聯上,15.1,0.0,0.0,09/03,10,376,34.0,0.16,0,0,0.0,0.0,2,0,0.09,0.0,10,376,34.0,0.16
5278,尚凡*,24.3,-0.2,-0.82,09/03,10,254,33.3,0.08,0,0,0.0,0.0,0,0,0.0,0.0,10,250,32.8,0.08
5880,合庫金,26.7,0.4,1.52,09/03,10,74342,38.7,0.46,-3,-5766,-6.86,-0.04,-2,-120,-0.17,0.0,2,41044,59.6,0.26
3374,精材,400.0,-19.5,-4.65,09/03,9,14423,8.99,5.31,-2,-6,-0.07,0.0,-4,-681,-0.93,-0.25,9,25930,16.2,9.56
3693,營邦,648.0,6.0,0.93,09/03,9,2798,18.9,6.51,0,0,0.0,0.0,-1,-17,-0.53,-0.04,9,3043,20.6,7.08
4952,凌通,50.2,-1.2,-2.33,09/03,9,827,27.9,0.76,0,0,0.0,0.0,1,1,0.22,0.0,9,808,27.3,0.74
8103,瀚荃,121.0,-1.0,-0.82,09/03,9,4375,5.97,5.58,0,0,0.0,0.0,1,14,0.34,0.02,1,190,4.84,0.24
8446,華研,85.6,0.4,0.47,09/03,9,79,23.6,0.15,0,0,0.0,0.0,0,0,0.0,0.0,9,79,23.7,0.15
8908,欣雄,39.95,-0.25,-0.62,09/03,9,113,29.4,0.03,0,0,0.0,0.0,1,1,1.56,0.0,9,113,29.4,0.03
3362,先進光,198.0,-12.0,-5.71,09/03,8,2231,4.39,1.51,0,0,0.0,0.0,7,505,1.2,0.34,8,2735,5.38,1.85
6761,穩得,181.5,-4.0,-2.16,09/03,8,370,10.5,1.06,0,0,0.0,0.0,-2,-55,-8.62,-0.16,-2,-22,-3.41,-0.06
1455,集盛,9.97,-0.18,-1.77,09/03,7,1657,17.2,0.31,0,0,0.0,0.0,2,131,4.09,0.02,6,1701,18.9,0.32
2736,富野,11.55,0.0,0.0,09/03,7,32,6.07,0.04,0,0,0.0,0.0,1,1,1.23,0.0,7,32,6.11,0.04
3219,倚強科,90.5,0.1,0.11,09/03,7,1199,12.5,1.67,0,0,0.0,0.0,-2,-40,-1.88,-0.06,7,1357,14.2,1.89
3306,鼎天,44.6,-0.25,-0.56,09/03,7,32,7.59,0.06,0,0,0.0,0.0,-1,0,-0.11,0.0,14,154,19.6,0.3
3623,富晶通,24.0,0.7,3.0,09/03,7,116,25.5,0.4,0,0,0.0,0.0,-1,0,-0.32,0.0,7,115,25.4,0.4
6523,達爾膚,89.5,0.0,0.0,09/03,7,28,21.7,0.06,0,0,0.0,0.0,0,0,0.0,0.0,7,29,22.1,0.06
6532,瑞耘,99.8,2.8,2.89,09/03,7,1189,16.1,3.18,0,0,0.0,0.0,3,21,0.46,0.06,7,1213,16.4,3.24
7803,雲象科技-創,19.1,-0.3,-1.55,09/03,7,47,22.7,0.05,0,0,0.0,0.0,1,0,0.05,0.0,7,59,28.4,0.06
8924,大田,50.3,0.1,0.2,09/03,7,87,20.0,0.1,1,1,0.96,0.0,-2,-2,-1.21,0.0,4,66,23.8,0.08
2480,敦陽科,155.5,-1.0,-0.64,09/03,6,230,28.8,0.22,-1,-2,-5.84,0.0,2,0,0.18,0.0,6,230,28.9,0.22
2880,華南金,43.45,0.45,1.05,09/03,6,61672,40.9,0.44,-7,-14406,-8.75,-0.1,-8,-5949,-3.26,-0.04,5,43478,30.8,0.31
2885,元大金,68.5,1.8,2.7,09/03,6,39601,24.5,0.3,1,1505,4.13,0.01,1,481,1.32,0.0,1,19362,53.2,0.15
2890,永豐金,42.6,0.45,1.07,09/03,6,49369,26.6,0.33,2,8706,15.1,0.06,-8,-4619,-2.09,-0.03,6,53361,28.8,0.36
3023,信邦,325.0,-5.0,-1.52,09/03,6,1780,25.5,0.74,-1,-125,-5.88,-0.05,2,6,0.15,0.0,4,1135,19.3,0.47
3234,光環,194.5,-16.5,-7.82,09/03,6,3268,12.2,2.58,1,319,5.0,0.25,-1,-33,-0.52,-0.03,6,3557,13.3,2.81
3324,雙鴻,1350.0,-85.0,-5.92,09/03,6,8287,19.3,8.9,0,0,0.0,0.0,1,0,0.0,0.0,6,9250,21.6,9.94
3406,玉晶光,991.0,-59.0,-5.62,09/03,6,4351,8.35,3.86,-1,-23,-0.95,-0.02,-1,-112,-4.62,-0.1,8,9056,14.2,8.03
5314,世紀*,31.0,-3.2,-9.36,09/03,6,6275,12.2,0.52,0,0,0.0,0.0,-4,-3664,-14.2,-0.3,-3,-1102,-8.04,-0.09
7738,東聯互動,175.0,4.0,2.34,09/03,6,57,24.3,0.21,0,0,0.0,0.0,0,0,0.0,0.0,6,57,24.3,0.21
00701,國泰股利精選30,39.6,0.53,1.36,09/03,5,549,10.9,0.32,0,0,0.0,0.0,1,282,41.5,0.17,5,2258,44.8,1.33
00708L,期元大S&P黃金正2,82.05,4.2,5.39,09/03,5,578,1.44,0.39,0,0,0.0,0.0,-7,-16711,-33.4,-11.3,-7,-16369,-32.7,-11.1
00764B,群益25年美債,27.01,0.15,0.56,09/03,5,657,2.25,0.04,0,0,0.0,0.0,1,198,2.12,0.01,2,273,1.99,0.02
1449,佳和,12.15,-0.15,-1.22,09/03,5,307,22.7,0.24,0,0,0.0,0.0,1,1,0.19,0.0,5,309,22.8,0.24
1722,台肥,44.65,0.05,0.11,09/03,5,4658,27.6,0.48,-1,-3,-0.09,0.0,-2,-287,-5.2,-0.03,5,4372,25.9,0.45
2029,盛餘,21.9,0.15,0.69,09/03,5,417,30.7,0.13,0,0,0.0,0.0,3,9,0.94,0.0,5,426,31.4,0.13
2377,微星,150.5,-4.5,-2.9,09/03,5,12363,22.0,1.46,2,342,1.58,0.04,-3,-931,-2.82,-0.11,-1,-46,-0.34,-0.01
2509,全坤建,14.95,0.1,0.67,09/03,5,164,21.6,0.07,0,0,0.0,0.0,-1,-4,-2.91,0.0,5,163,21.4,0.07
2729,瓦城,155.5,0.5,0.32,09/03,5,11,16.8,0.03,0,0,0.0,0.0,0,0,0.0,0.0,5,12,17.5,0.03
2891,中信金,67.5,0.9,1.35,09/03,5,10423,5.26,0.05,5,21595,10.9,0.11,-8,-3751,-1.37,-0.02,5,29594,14.9,0.15
3141,晶宏,100.0,0.5,0.5,09/03,5,4495,8.31,5.96,0,0,0.0,0.0,1,39,0.18,0.05,4,4517,8.44,5.99
3702,大聯大,102.0,0.0,0.0,09/03,5,3201,5.64,0.19,-1,-237,-2.34,-0.01,1,42,0.41,0.0,-1,-168,-1.66,-0.01
4126,太醫,78.1,0.5,0.64,09/03,5,22,15.7,0.03,0,0,0.0,0.0,0,0,0.0,0.0,5,21,15.0,0.03
4133,亞諾法,20.5,-0.15,-0.73,09/03,5,19,7.43,0.03,0,0,0.0,0.0,0,0,0.0,0.0,5,20,7.83,0.03
4979,華星光,572.0,-52.0,-8.33,09/03,5,1426,11.0,1.0,-4,-2813,-26.9,-1.97,6,711,1.68,0.5,-1,-328,-11.8,-0.23
6274,台燿,1345.0,-65.0,-4.61,09/03,5,2049,7.82,0.68,-6,-4105,-11.7,-1.37,-1,-111,-2.26,-0.04,-4,-1554,-7.4,-0.52
6442,光聖,1770.0,-25.0,-1.39,09/03,5,1116,5.65,1.39,3,642,4.33,0.8,-1,-83,-1.06,-0.1,5,1764,8.93,2.19
6805,富世達,2095.0,-15.0,-0.71,09/03,5,1672,14.9,2.44,-2,-1070,-50.7,-1.56,1,8,0.96,0.01,-2,-859,-40.7,-1.25
6933,AMAX-KY,302.0,-29.0,-8.76,09/03,5,2250,22.4,5.31,0,0,0.0,0.0,1,1,0.07,0.0,5,2318,23.1,5.47
7689,大鵬科CLMX,170.5,-2.5,-1.45,09/03,5,33,13.4,0.06,0,0,0.0,0.0,0,0,0.0,0.0,5,39,15.8,0.07
7703,銳澤,185.5,6.5,3.63,09/03,5,57,18.9,0.16,0,0,0.0,0.0,3,1,0.24,0.0,5,57,19.0,0.16
7835,永悅健康-創,23.75,-2.45,-9.35,09/03,5,28,4.04,0.06,0,0,0.0,0.0,-2,-10,-7.91,-0.02,-1,-1,-1.2,0.0
8489,三貝德,21.9,0.1,0.46,09/03,5,19,9.15,0.03,0,0,0.0,0.0,0,0,0.0,0.0,7,23,8.5,0.04
00700,富邦恒生國企,17.17,-0.07,-0.41,09/03,4,236,41.3,0.74,0,0,0.0,0.0,3,113,30.5,0.35,13,780,40.8,2.44
00722B,群益投資級電信債,34.18,0.12,0.35,09/03,4,316,2.48,0.02,0,0,0.0,0.0,1,231,4.71,0.02,2,334,4.44,0.02
00724B,群益投資級金融債,32.66,0.07,0.21,09/03,4,72,0.5,0.0,0,0,0.0,0.0,1,45,1.54,0.0,1,55,1.87,0.0
00725B,國泰投資級公司債,33.88,0.1,0.3,09/03,4,2769,21.1,0.08,0,0,0.0,0.0,1,1464,58.5,0.04,4,5524,42.1,0.15
00738U,期元大道瓊白銀,52.2,1.45,2.86,09/03,4,1629,9.52,0.68,0,0,0.0,0.0,-6,-3510,-16.2,-1.46,-6,-1974,-9.08,-0.82
00892,富邦台灣半導體,40.29,-0.46,-1.13,09/03,4,5364,26.0,1.66,0,0,0.0,0.0,2,151,2.0,0.05,3,2674,15.9,0.83
00931B,統一美債20年,13.03,0.07,0.54,09/03,4,562,6.0,0.02,0,0,0.0,0.0,2,1694,33.3,0.08,2,2068,40.6,0.09
00981D,主動中信非投等債,10.29,0.0,0.0,09/03,4,2599,22.6,0.5,0,0,0.0,0.0,-2,-408,-8.37,-0.08,-1,-143,-8.17,-0.03
00990A,主動元大AI新經濟,14.65,-0.12,-0.81,09/03,4,9920,15.9,0.41,0,0,0.0,0.0,1,1068,5.27,0.04,1,8826,43.5,0.36
1104,環泥,27.8,0.75,2.77,09/03,4,1272,10.4,0.19,0,0,0.0,0.0,-1,-1,-0.05,0.0,4,1256,10.3,0.18
1216,統一,75.6,-1.0,-1.31,09/03,4,12374,30.9,0.22,-12,-4569,-3.15,-0.08,-7,-1751,-2.57,-0.03,-1,-54,-0.74,0.0
1464,得力,10.05,0.0,0.0,09/03,4,171,11.5,0.04,0,0,0.0,0.0,0,0,0.0,0.0,1,94,30.0,0.02
1540,喬福,19.7,0.05,0.25,09/03,4,150,26.4,0.18,0,0,0.0,0.0,0,0,0.0,0.0,4,149,26.2,0.17
1904,正隆,25.1,0.55,2.24,09/03,4,940,10.3,0.08,0,0,0.0,0.0,-1,-43,-1.69,0.0,4,926,10.1,0.08
1907,永豐餘,30.3,0.2,0.66,09/03,4,782,21.0,0.05,-1,-203,-21.8,-0.01,-2,-18,-1.18,0.0,2,434,28.5,0.03
2102,泰豐,18.25,-0.2,-1.08,09/03,4,186,19.2,0.04,0,0,0.0,0.0,0,0,0.0,0.0,4,189,19.5,0.04
2247,汎德永業,229.5,-2.0,-0.86,09/03,4,31,26.7,0.04,1,1,3.86,0.0,0,0,0.0,0.0,4,32,26.9,0.04
2354,鴻準,63.7,-2.6,-3.92,09/03,4,20365,28.4,1.44,-2,-17,-0.05,0.0,-1,-1040,-5.85,-0.07,4,20775,29.0,1.47
2356,英業達,65.0,-1.6,-2.4,09/03,4,10100,13.8,0.28,-1,-29,-0.18,0.0,-3,-1364,-2.63,-0.04,-1,-147,-0.91,0.0
2392,正崴,45.35,-0.15,-0.33,09/03,4,2443,9.08,0.48,0,0,0.0,0.0,-3,-98,-0.77,-0.02,4,2422,9.0,0.47
2393,億光,64.6,-1.4,-2.12,09/03,4,1791,27.5,0.4,-3,-1056,-25.2,-0.24,-1,-12,-1.1,0.0,-1,-120,-10.8,-0.03
2472,立隆電,207.0,-10.0,-4.61,09/03,4,1025,11.1,0.62,-1,-47,-2.08,-0.03,-2,-79,-2.22,-0.05,2,152,4.29,0.09
2528,皇普,19.8,0.05,0.25,09/03,4,141,13.2,0.03,1,5,3.33,0.0,1,1,0.64,0.0,1,54,34.2,0.01
2537,聯上發,11.65,0.1,0.87,09/03,4,1155,34.9,0.38,0,0,0.0,0.0,0,0,0.0,0.0,4,1157,34.9,0.38
2596,綠意,36.05,0.3,0.84,09/03,4,61,15.9,0.06,0,0,0.0,0.0,0,0,0.0,0.0,4,61,15.8,0.06
2637,慧洋-KY,99.8,3.5,3.63,09/03,4,3939,19.7,0.53,3,314,2.09,0.04,1,66,0.87,0.01,4,4430,22.2,0.59
2739,寒舍,37.9,0.05,0.13,09/03,4,108,24.1,0.12,0,0,0.0,0.0,0,0,0.0,0.0,4,103,23.0,0.11
2755,揚秦,102.5,0.0,0.0,09/03,4,5,9.04,0.01,0,0,0.0,0.0,0,0,0.0,0.0,4,5,9.59,0.01
2812,台中銀,19.45,0.05,0.26,09/03,4,55897,55.7,0.87,-4,-6273,-6.25,-0.1,2,255,0.4,0.0,4,49635,49.4,0.77
2816,旺旺保,39.55,0.65,1.67,09/03,4,581,23.6,0.26,0,0,0.0,0.0,4,53,2.15,0.02,4,634,25.7,0.28
2845,遠東銀,13.65,0.65,5.0,09/03,4,48255,35.5,0.99,-2,-116,-0.15,0.0,1,14,0.03,0.0,4,53858,39.6,1.11
2889,國票金,16.45,0.45,2.81,09/03,4,40624,35.2,1.12,0,0,0.0,0.0,2,159,0.24,0.0,4,40718,35.3,1.12
3163,波若威,720.0,-46.0,-6.01,09/03,4,387,9.63,0.41,0,0,0.0,0.0,4,163,4.05,0.17,4,550,13.7,0.58
3308,聯德,21.75,-0.05,-0.23,09/03,4,112,30.3,0.19,0,0,0.0,0.0,-1,-1,-1.51,0.0,4,114,30.9,0.19
3466,德晉,24.7,-0.25,-1.0,09/03,4,104,17.0,0.13,0,0,0.0,0.0,1,1,0.48,0.0,4,104,17.1,0.13
3541,西柏,21.55,-0.25,-1.15,09/03,4,12,12.5,0.02,0,0,0.0,0.0,1,0,1.28,0.0,4,12,12.8,0.02
3628,盈正,68.5,-0.7,-1.01,09/03,4,52,35.0,0.12,0,0,0.0,0.0,-1,0,-0.23,0.0,4,53,35.7,0.12
4414,如興,8.19,-0.23,-2.73,09/03,4,51,10.2,0.02,0,0,0.0,0.0,0,0,0.0,0.0,4,34,6.81,0.01
4417,金洲,47.0,0.0,0.0,09/03,4,94,49.9,0.11,0,0,0.0,0.0,0,0,0.0,0.0,4,94,49.9,0.11
4562,穎漢,30.1,-1.0,-3.22,09/03,4,90,18.2,0.1,0,0,0.0,0.0,2,1,0.3,0.0,4,90,18.2,0.1
4904,遠傳,103.5,1.0,0.98,09/03,4,6498,25.1,0.18,-1,-238,-6.78,-0.01,-8,-975,-2.01,-0.03,4,5376,20.8,0.15
5225,東科-KY,61.0,-0.1,-0.16,09/03,4,195,38.7,0.25,0,0,0.0,0.0,1,0,0.17,0.0,4,195,38.8,0.25
5245,智晶,22.85,-0.45,-1.93,09/03,4,28,20.4,0.06,0,0,0.0,0.0,0,0,0.0,0.0,4,28,20.4,0.06
6148,驊宏資,27.75,-0.25,-0.89,09/03,4,42,21.1,0.09,0,0,0.0,0.0,-1,0,-0.01,0.0,4,42,21.2,0.09
6235,華孚,39.45,-0.3,-0.75,09/03,4,348,29.9,0.17,0,0,0.0,0.0,-1,-2,-0.8,0.0,4,324,27.9,0.16
6578,達邦蛋白,18.0,0.15,0.84,09/03,4,68,36.5,0.09,0,0,0.0,0.0,2,0,0.02,0.0,4,68,36.5,0.09
6596,寬宏藝術,94.9,-0.9,-0.94,09/03,4,48,12.7,0.13,0,0,0.0,0.0,-2,0,-0.03,0.0,4,48,12.8,0.13
6609,瀧澤科,40.3,-0.25,-0.62,09/03,4,254,37.4,0.35,0,0,0.0,0.0,3,0,0.08,0.0,4,254,37.4,0.35
6739,竹陞科技,1075.0,-45.0,-4.02,09/03,4,66,8.93,0.28,0,0,0.0,0.0,-3,-8,-1.77,-0.03,1,44,32.1,0.19
6757,台灣虎航,55.9,0.6,1.08,09/03,4,1097,30.6,0.24,0,0,0.0,0.0,0,0,0.0,0.0,4,1072,29.9,0.23
6887,寶綠特-KY,37.15,-0.45,-1.2,09/03,4,18,19.0,0.02,0,0,0.0,0.0,1,2,25.0,0.0,4,18,19.0,0.02
6986,和迅,41.5,-1.0,-2.35,09/03,4,43,21.4,0.08,0,0,0.0,0.0,0,0,0.0,0.0,4,43,21.4,0.08
8410,森田,30.5,0.05,0.16,09/03,4,10,26.1,0.03,0,0,0.0,0.0,-2,-5,-26.9,-0.01,4,6,14.9,0.02
8440,綠電,20.05,-0.1,-0.5,09/03,4,8,4.54,0.02,0,0,0.0,0.0,0,0,0.0,0.0,4,8,4.59,0.02
8442,威宏-KY,45.3,0.0,0.0,09/03,4,42,18.4,0.06,1,1,2.26,0.0,0,0,0.0,0.0,3,24,23.6,0.03
8931,大汽電,40.95,-0.25,-0.61,09/03,4,34,16.7,0.03,0,0,0.0,0.0,0,0,0.0,0.0,4,35,17.1,0.03
