排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,1402,遠東新,28.65,0.0,0.0,09/11,25.1,29.2,31.4,33.5,14.3,4.38,1.89,7.56,8.24,11.0,5.91,8.05
2,3450,聯鈞,512.0,-11.0,-2.1,09/11,12.8,18.0,27.3,28.0,7.28,3.88,2.34,1.26,0.97,0.82,0.91,0.99
3,6449,鈺邦,217.0,-9.5,-4.19,09/11,25.8,26.3,27.9,25.8,15.8,8.1,2.47,2.05,1.12,1.09,1.14,1.63
4,2472,立隆電,213.5,-3.5,-1.61,09/11,20.7,24.6,27.3,24.3,16.4,10.5,2.85,1.43,1.17,0.86,0.63,1.47
5,6274,台燿,1365.0,-30.0,-2.15,09/11,20.6,13.8,26.0,23.9,20.3,10.9,5.39,3.27,3.62,2.71,3.45,5.24
6,7734,印能科技,2580.0,-230.0,-8.19,09/11,19.3,23.6,24.2,21.3,22.0,23.2,10.6,5.19,3.25,,,3.71
7,6669,緯穎,2310.0,-35.0,-1.49,09/11,1.0,1.58,11.3,19.5,9.76,9.4,6.54,4.64,4.36,3.69,,5.02
8,8210,勤誠,900.0,-10.0,-1.1,09/11,0.0,19.0,18.8,17.8,12.1,10.7,12.0,6.61,2.69,0.61,0.34,4.25
9,8114,振樺電,177.5,-1.0,-0.56,09/11,49.2,29.7,28.4,16.3,10.1,4.93,0.89,0.54,0.35,0.14,0.06,0.42
10,6535,順藥,75.4,-2.8,-3.58,09/11,16.9,15.4,13.7,14.4,4.34,6.52,9.31,5.26,2.04,0.65,,4.0
11,2345,智邦,1885.0,-80.0,-4.07,09/11,16.9,15.5,16.7,13.7,13.2,11.3,6.02,4.2,3.8,4.16,3.71,4.07
12,2458,義隆,126.5,-1.5,-1.17,09/11,0.0,13.2,17.0,13.0,6.73,4.24,2.53,3.5,5.3,4.44,2.55,4.89
13,2059,川湖,12080.0,-520.0,-4.13,09/11,10.5,12.2,11.2,12.6,11.9,8.0,5.29,3.45,5.99,4.36,3.39,5.36
14,3227,原相,181.5,-2.0,-1.09,09/11,18.2,11.8,12.0,11.6,9.72,6.41,3.77,2.91,2.38,2.18,1.65,3.01
15,3008,大立光,6660.0,-60.0,-0.89,09/11,2.01,2.32,1.77,11.5,6.55,3.22,2.43,2.36,2.22,3.0,2.18,2.37
16,2313,華通,221.5,-4.0,-1.77,09/11,0.15,0.56,10.9,11.4,4.36,2.51,1.44,1.27,1.1,1.94,2.0,1.17
17,5274,信驊,17885.0,-815.0,-4.36,09/11,2.17,9.58,17.8,10.6,7.34,9.32,7.28,6.24,4.3,4.33,4.6,5.29
18,3665,貿聯-KY,1875.0,-55.0,-2.85,09/11,6.48,4.59,5.91,9.43,5.6,7.02,7.29,8.77,7.45,5.69,3.98,9.12
19,6782,視陽,223.5,-4.0,-1.76,09/11,31.8,25.5,14.3,9.29,3.76,4.35,2.53,1.39,1.34,2.72,,1.27
20,5534,長虹,74.0,-0.5,-0.67,09/11,28.0,13.4,11.8,8.81,4.91,1.37,1.55,0.73,1.46,4.7,3.26,0.64
21,3324,雙鴻,1360.0,-80.0,-5.56,09/11,0.09,0.16,5.06,8.81,2.28,1.26,0.56,0.74,1.08,1.54,2.27,0.91
22,6177,達麗,47.5,0.0,0.0,09/11,33.7,20.2,15.0,8.72,4.63,1.64,0.76,2.87,5.55,3.7,2.54,3.88
23,9941,裕融,80.3,0.0,0.0,09/11,0.0,6.33,11.4,8.58,2.61,1.27,2.41,6.88,0.82,0.33,0.15,2.05
24,2368,金像電,1030.0,-15.0,-1.44,09/11,25.5,14.5,8.79,8.11,4.94,4.22,8.7,6.24,5.04,4.57,2.19,6.09
25,2845,遠東銀,13.7,0.25,1.86,09/11,0.04,10.7,15.8,8.04,2.19,1.35,0.64,0.46,0.52,3.82,2.14,0.41
26,8046,南電,1080.0,10.0,0.93,09/11,0.14,1.05,3.78,7.98,7.45,4.04,2.59,2.2,1.24,0.69,0.22,1.77
27,6831,邁科,567.0,15.0,2.72,09/11,16.5,7.9,6.59,7.98,9.85,9.64,6.54,3.18,,,,2.67
28,8436,大江,106.5,-1.0,-0.93,09/11,0.0,0.0,6.22,7.8,5.87,2.82,2.64,2.44,1.29,0.41,0.07,1.7
29,3211,順達,362.0,-12.0,-3.21,09/11,0.0,1.05,11.8,7.73,8.02,8.47,4.01,4.44,4.98,2.85,2.21,4.63
30,4583,台灣精銳,433.0,-9.0,-2.04,09/11,0.0,18.3,11.5,7.64,2.87,1.25,0.36,0.71,1.7,0.78,,1.56
31,3526,凡甲,268.5,-4.5,-1.65,09/11,29.6,14.7,11.4,7.35,4.6,2.05,2.66,1.73,1.88,2.17,1.91,1.74
32,3135,凌航,162.5,-4.5,-2.69,09/11,0.0,5.49,11.9,7.33,2.63,0.77,0.25,0.06,0.03,,,0.05
33,8996,高力,1330.0,30.0,2.31,09/11,0.0,2.99,1.93,7.03,4.25,2.54,4.13,3.42,1.73,0.43,0.18,2.53
34,3653,健策,5765.0,-25.0,-0.43,09/11,3.39,2.24,1.28,6.8,8.23,4.61,4.4,5.25,5.7,6.52,4.53,5.49
35,2347,聯強,89.0,0.2,0.23,09/11,0.16,14.8,11.0,6.51,9.85,5.47,10.6,8.07,11.3,13.7,7.57,9.29
36,3081,聯亞,2810.0,-20.0,-0.71,09/11,3.09,4.45,5.36,6.41,5.31,3.54,3.94,4.62,3.22,1.53,1.71,3.76
37,6805,富世達,2150.0,-40.0,-1.83,09/11,11.1,12.4,7.64,6.31,17.8,6.7,6.69,8.38,6.17,,,8.24
38,2455,全新,515.0,-17.0,-3.2,09/11,0.81,1.29,1.08,6.3,0.99,0.74,0.76,0.62,1.59,2.99,2.44,0.77
39,2439,美律,76.5,-0.7,-0.91,09/11,3.1,3.38,9.77,6.26,3.92,1.62,3.48,6.77,9.16,4.55,2.59,6.25
40,4979,華星光,531.0,-40.0,-7.01,09/11,3.61,13.3,5.74,6.18,7.35,3.11,2.53,2.53,1.4,1.08,0.94,1.89
41,8299,群聯,1990.0,-75.0,-3.63,09/11,15.6,10.5,8.57,5.9,2.2,2.32,2.34,3.11,1.31,0.76,0.34,2.06
42,6488,環球晶,902.0,-15.0,-1.64,09/11,1.18,13.8,10.6,5.81,5.04,2.39,4.41,3.75,3.45,4.01,2.19,3.57
43,2308,台達電,1620.0,-55.0,-3.28,09/11,3.79,6.35,6.19,5.77,4.56,5.13,4.05,2.89,2.37,2.36,1.9,2.42
44,3017,奇鋐,3370.0,-90.0,-2.6,09/11,0.19,1.09,0.77,5.7,3.89,3.69,3.66,3.36,3.19,3.05,2.14,3.9
45,3583,辛耘,704.0,-9.0,-1.26,09/11,5.53,4.46,2.56,5.3,2.43,4.34,3.68,1.62,1.76,1.02,0.99,1.35
46,2395,研華,674.0,15.0,2.28,09/11,0.06,0.19,0.58,5.21,2.81,1.68,1.44,1.56,1.59,1.7,1.54,1.23
47,6491,晶碩,367.5,1.0,0.27,09/11,0.0,8.54,8.05,5.11,2.73,2.92,1.09,0.61,0.46,1.97,,0.56
48,2383,台光電,5365.0,-10.0,-0.19,09/11,1.18,4.82,7.14,5.06,6.81,7.89,3.91,3.49,3.55,5.28,4.23,3.81
49,3131,弘塑,2325.0,-135.0,-5.49,09/11,12.9,13.9,9.66,4.92,2.94,3.69,7.55,5.5,4.39,4.7,4.05,4.85
50,2231,為升,89.3,-0.5,-0.56,09/11,0.0,0.0,0.0,4.53,2.25,0.58,0.22,0.09,0.22,0.29,1.61,0.08
51,2247,汎德永業,230.0,0.0,0.0,09/11,0.0,11.7,8.5,4.48,2.34,0.9,0.34,2.05,1.27,4.31,,1.8
52,6525,捷敏-KY,124.5,-5.0,-3.86,09/11,21.5,12.3,8.37,4.29,2.11,0.62,0.13,0.16,0.15,0.12,1.44,0.16
53,3004,豐達科,118.5,-3.0,-2.47,09/11,10.7,6.25,2.96,3.98,1.7,2.06,0.45,0.24,1.1,0.48,0.42,0.18
54,3711,日月光投控,618.0,-32.0,-4.92,09/11,9.77,5.93,3.94,3.76,5.68,10.4,7.38,5.59,5.74,6.12,,4.81
55,2441,超豐,111.5,-3.5,-3.04,09/11,0.04,3.71,7.22,3.59,5.17,2.21,3.85,3.0,2.19,2.31,2.96,2.51
56,6214,精誠,188.5,1.0,0.53,09/11,10.7,6.58,5.03,3.58,1.76,0.4,0.21,0.14,0.32,2.01,1.19,0.16
57,2301,光寶科,277.0,-14.0,-4.81,09/11,4.47,5.26,5.77,3.26,1.36,0.65,2.34,2.59,4.18,4.4,3.69,2.83
58,3702,大聯大,106.5,-1.5,-1.39,09/11,3.56,1.93,4.24,3.23,2.54,5.43,3.26,9.15,11.3,12.9,7.79,9.52
59,6409,旭隼,861.0,-15.0,-1.71,09/11,9.37,3.8,4.26,3.09,2.01,1.06,1.77,0.95,0.69,0.72,0.76,0.85
60,6291,沛亨,478.0,-17.0,-3.43,09/11,5.31,1.95,1.22,2.99,1.5,1.52,2.61,0.91,0.58,0.46,0.42,0.7
61,6139,亞翔,709.0,-44.0,-5.84,09/11,3.27,2.92,3.72,2.97,4.05,4.25,1.58,1.86,1.78,1.22,0.78,1.64
62,2428,興勤,255.0,4.5,1.8,09/11,0.0,0.56,4.05,2.83,1.5,5.42,1.94,2.28,1.61,1.16,0.69,2.31
63,1319,東陽,79.0,0.6,0.77,09/11,0.0,2.58,5.37,2.8,1.49,0.64,13.7,8.93,7.87,6.37,3.73,8.04
64,1419,新紡,67.1,0.6,0.9,09/11,0.0,7.95,4.84,2.69,16.2,7.18,1.8,0.9,0.19,0.11,0.07,0.51
65,6510,精測,3480.0,-190.0,-5.18,09/11,14.8,7.78,4.66,2.68,3.43,5.09,9.06,9.82,7.43,6.0,3.88,8.71
66,3675,德微,259.0,-10.0,-3.72,09/11,12.1,7.38,5.41,2.31,1.02,0.35,0.85,0.43,0.26,3.13,1.82,0.35
67,3443,創意,6120.0,-105.0,-1.69,09/11,1.3,1.25,1.11,2.29,2.47,2.34,2.76,2.77,2.05,2.38,2.09,2.75
68,8021,尖點,418.5,-19.5,-4.45,09/11,0.0,7.58,4.9,2.23,1.42,1.7,1.41,1.26,0.26,0.17,0.13,0.74
69,5434,崇越,527.0,0.0,0.0,09/11,0.0,0.25,0.81,2.2,2.15,1.63,4.26,3.89,5.41,4.75,2.76,4.14
70,6285,啟碁,222.5,-4.5,-1.98,09/11,1.29,1.53,1.83,2.19,4.91,2.36,3.83,1.94,1.67,3.68,3.1,1.53
71,2486,一詮,237.5,-4.5,-1.86,09/11,0.0,4.99,4.48,2.19,0.64,0.26,0.41,0.65,0.34,0.14,0.09,0.49
72,8028,昇陽半導體,225.5,-4.0,-1.74,09/11,14.5,7.15,5.56,2.15,3.69,7.79,3.44,1.25,0.73,0.19,,1.17
73,009815,大華美國MAG7+,11.42,-0.03,-0.26,09/11,0.0,5.12,3.57,2.08,0.84,0.4,0.06,0.02,,,,
74,6788,華景電,326.5,-6.5,-1.95,09/11,0.0,6.61,2.85,2.08,1.08,0.71,0.54,0.15,0.16,0.11,,0.22
75,2027,大成鋼,46.5,-1.7,-3.53,09/11,0.0,1.95,3.16,1.99,2.51,6.38,4.49,5.06,3.31,4.9,2.68,3.92
76,6187,萬潤,1250.0,-30.0,-2.34,09/11,0.0,5.49,3.07,1.97,3.7,5.31,4.48,3.66,2.61,1.74,1.94,2.89
77,3045,台灣大,121.0,1.0,0.83,09/11,0.5,0.65,2.54,1.89,0.88,1.51,3.55,3.95,4.48,7.84,4.81,4.89
78,2493,揚博,173.5,-1.0,-0.57,09/11,4.12,3.86,3.16,1.87,0.77,0.23,0.11,0.13,0.14,0.14,0.09,0.13
79,3661,世芯-KY,3650.0,-405.0,-9.99,09/11,0.09,0.37,0.63,1.85,1.23,2.51,1.84,2.25,2.67,2.11,1.64,2.22
80,8016,矽創,277.5,-1.5,-0.54,09/11,0.0,1.61,3.39,1.75,2.17,15.2,4.29,3.04,2.47,1.15,0.15,3.64
81,1560,中砂,790.0,57.0,7.78,09/11,0.02,0.07,0.58,1.74,2.97,7.07,3.1,3.88,2.98,2.83,1.81,3.45
82,2377,微星,149.0,0.0,0.0,09/11,0.06,0.16,2.81,1.72,1.06,1.06,0.67,0.91,2.17,3.55,3.48,0.86
83,4772,台特化,234.0,-8.0,-3.31,09/11,0.0,0.0,0.0,1.71,1.94,0.87,0.33,0.32,0.71,,,0.45
84,2474,可成,204.0,0.0,0.0,09/11,0.32,1.4,2.99,1.71,1.88,1.09,3.41,7.7,10.8,12.6,4.4,9.36
