證券代號,證券名稱,交易別,成交價,成交股數,成交金額
00918,大華優利高填息30,配對交易,32.21,"500,000","16,105,000"
00919,群益台灣精選高息,配對交易,36.20,"500,000","18,100,000"
2313,華通,配對交易,230.75,"79,000","18,229,250"
2317,鴻海,配對交易,251.24,"137,170","34,462,591"
2317,鴻海,配對交易,251.22,"181,830","45,679,333"
2330,台積電,配對交易,"2,480.97","26,000","64,505,220"
2330,台積電,配對交易,"2,480.96","26,000","64,504,960"
2330,台積電,配對交易,"2,480.41","8,000","19,843,280"
2330,台積電,配對交易,"2,470.00","431,000","1,064,570,000"
2360,致茂,配對交易,"2,278.13","100,000","227,813,000"
2382,廣達,配對交易,328.00,"646,000","211,888,000"
2801,彰銀,配對交易,27.25,"715,000","19,483,750"
2881,富邦金,配對交易,164.00,"400,000","65,600,000"
2882,國泰金,配對交易,113.50,"149,000","16,911,500"
2887,台新新光金,配對交易,42.64,"775,960","33,086,934"
2887,台新新光金,配對交易,42.63,"1,266,040","53,971,285"
2887,台新新光金,配對交易,37.00,"1,310,000","48,470,000"
2891,中信金,配對交易,67.94,"334,000","22,691,960"
2892,第一金,配對交易,37.85,"985,000","37,282,250"
3037,欣興,配對交易,954.00,"123,000","117,342,000"
3665,貿聯-KY,配對交易,"1,959.52","25,000","48,988,000"
3711,日月光投控,配對交易,616.41,"87,000","53,627,670"
5871,中租-KY,配對交易,114.34,"151,667","17,341,605"
5871,中租-KY,配對交易,114.28,"173,333","19,808,495"
5880,合庫金,配對交易,26.85,"964,000","25,883,400"
6669,緯穎,配對交易,"2,490.00","298,000","742,020,000"
總計,,,,"10,392,000","3,108,209,483"
