排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,3008,大立光,6055.0,60.0,1.0,09/15,-19383.0,-196546.0,-559090.0,-447340,-1336400.0,-2045100.0,-648711.0,-1791271.0,-439791.0,-987117.0
2,3036,文曄,192.5,0.5,0.26,09/15,-78900.0,-135028.0,-353710.0,-405975,-274572.0,-34005.0,-340854.0,620676.0,1162769.0,924259.0
3,2317,鴻海,246.5,-2.0,-0.8,09/15,-50084.0,-240814.0,-333323.0,-378626,-389590.0,-209027.0,-581311.0,-1425286.0,-1114200.0,-534330.0
4,2344,華邦電,159.5,-0.5,-0.31,09/15,123957.0,444390.0,365944.0,-341590,-965352.0,81017.0,-1201013.0,-25494.0,36312.0,220701.0
5,8299,群聯,1920.0,-15.0,-0.78,09/15,-64510.0,-73594.0,-100279.0,-322915,-182853.0,1176400.0,1866455.0,3174049.0,3640004.0,3637431.0
6,2409,友達,27.9,-0.8,-2.79,09/15,70186.0,19616.0,-158509.0,-269907,-269940.0,-265946.0,-268363.0,-235389.0,549220.0,543755.0
7,3711,日月光投控,592.0,-20.0,-3.27,09/15,-2035.0,-16342.0,22480.0,-262973,-436749.0,-324645.0,-2049913.0,-888880.0,-2728394.0,-872946.0
8,2408,南亞科,465.5,-7.5,-1.59,09/15,130440.0,169510.0,21859.0,-247951,-1417746.0,-1332471.0,-458348.0,-678468.0,-562328.0,-571429.0
9,6805,富世達,2025.0,-140.0,-6.47,09/15,-77182.0,-98844.0,-223059.0,-221116,-331184.0,-111126.0,50290.0,98842.0,162074.0,127223.0
10,3653,健策,5310.0,-510.0,-8.76,09/15,19929.0,6585.0,-83121.0,-153512,-387691.0,-1024438.0,-840807.0,-987907.0,-562536.0,-1410165.0
11,3017,奇鋐,3115.0,-195.0,-5.89,09/15,-29218.0,-27246.0,-40977.0,-152577,-368799.0,-859189.0,-1466314.0,19934.0,-597226.0,-258678.0
12,2454,聯發科,4430.0,-130.0,-2.85,09/15,188045.0,190321.0,188943.0,-144645,34283.0,917443.0,1257695.0,699658.0,571837.0,302439.0
13,2382,廣達,333.0,0.5,0.15,09/15,-8580.0,-18805.0,-41990.0,-106340,-295466.0,-2606709.0,-5020459.0,-493765.0,-1433299.0,-1025179.0
14,1101,台泥,23.8,-0.1,-0.42,09/15,-2576.0,-25305.0,-43554.0,-102353,-987251.0,-981962.0,-801204.0,-11018.0,27618.0,201108.0
15,3167,大量,792.0,-18.0,-2.22,09/15,9479.0,-30561.0,-43103.0,-99301,-79855.0,-6168.0,70536.0,54425.0,-12722.0,12710.0
16,1216,統一,74.5,-0.1,-0.13,09/15,-17412.0,-42283.0,-72000.0,-96769,-198571.0,-795331.0,-893315.0,-598452.0,314904.0,-244456.0
17,4958,臻鼎-KY,477.5,-12.0,-2.45,09/15,19927.0,74384.0,-29929.0,-96120,-332955.0,337471.0,155307.0,257547.0,-473383.0,312493.0
18,6770,力積電,66.9,-3.8,-5.37,09/15,7887.0,9637.0,1089.0,-95440,-208874.0,-593416.0,-1949527.0,-312012.0,-433255.0,-234822.0
19,3260,威剛,388.5,-9.5,-2.39,09/15,16616.0,4922.0,-23566.0,-86357,-97302.0,-297666.0,-414736.0,365969.0,562924.0,325864.0
20,2379,瑞昱,703.0,-10.0,-1.4,09/15,13672.0,-24416.0,-82348.0,-73639,1470.0,-312456.0,-1047547.0,-511711.0,638754.0,294796.0
21,5876,上海商銀,49.8,-0.1,-0.2,09/15,-2500.0,-24618.0,-30292.0,-70973,-95962.0,-123895.0,-189389.0,109388.0,111125.0,162954.0
22,6213,聯茂,519.0,4.0,0.78,09/15,-52.3,-6522.0,-28621.0,-60537,-80712.0,-266029.0,-241395.0,-213261.0,-275523.0,-309650.0
23,00662,富邦NASDAQ,118.55,0.4,0.34,09/15,-56448.0,-56448.0,-56448.0,-58958,-52263.0,-50898.0,-331935.0,-204597.0,117998.0,-23411.0
24,3702,大聯大,107.0,0.0,0.0,09/15,-6351.0,-58641.0,-56204.0,-56204,-74984.0,-107354.0,-217404.0,-99132.0,-103317.0,-72874.0
25,2834,臺企銀,18.0,-0.35,-1.91,09/15,-7373.0,-22478.0,-40708.0,-48320,-655666.0,-534625.0,-393454.0,-94484.0,2102.0,17886.0
26,8069,元太,146.0,0.5,0.34,09/15,-1835.0,-597.0,-48657.0,-48059,-104174.0,166278.0,881890.0,814957.0,1092068.0,948845.0
27,2354,鴻準,64.6,-0.1,-0.15,09/15,-15303.0,-22548.0,-34393.0,-47838,-107967.0,-191297.0,-285237.0,-93485.0,-17318.0,-75274.0
