排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,3324,雙鴻,1435.0,60.0,4.36,09/02,1.89,3.76,6.39,8.9,9.95,12.7,7.61,5.19,12.9,12.5,24.1,2.76
2,009802,富邦旗艦50,19.75,-0.74,-3.61,09/02,-0.43,8.48,8.48,8.58,8.38,8.54,8.22,9.97,16.0,,,12.2
3,4939,亞電,88.9,1.8,2.07,09/02,0.31,0.59,-0.75,6.98,10.1,8.8,7.55,9.2,7.88,7.76,8.07,11.8
4,1815,富喬,131.0,2.0,1.55,09/02,-0.44,1.86,1.93,6.31,15.8,16.3,20.4,9.54,17.9,19.3,11.6,10.8
5,2421,建準,168.0,-9.0,-5.08,09/02,-0.15,0.18,3.46,5.77,5.83,9.07,6.74,-0.22,2.71,16.0,21.1,-2.02
6,00715L,期街口布蘭特正2,57.0,4.75,9.09,09/02,4.6,4.49,5.46,5.46,8.5,13.6,15.0,49.9,71.2,293.0,,36.8
7,6933,AMAX-KY,331.0,16.5,5.25,09/02,0.04,3.44,4.8,5.13,5.6,6.5,6.57,6.69,6.27,,,6.32
8,6226,光鼎,34.15,0.15,0.44,09/02,0.0,1.05,2.3,4.98,7.6,0.34,4.27,8.04,8.23,8.47,10.6,8.35
9,6218,豪勉,43.55,1.95,4.69,09/02,1.68,2.43,2.26,4.47,4.69,5.83,5.69,4.91,4.09,4.24,4.62,4.72
10,00401A,主動摩根台灣鑫收,14.06,-0.13,-0.92,09/02,-0.61,3.75,3.59,4.14,5.16,8.02,15.5,,,,,
11,8103,瀚荃,122.0,-4.5,-3.56,09/02,0.18,1.41,1.68,4.13,4.09,1.9,0.47,-0.36,2.83,1.57,1.06,1.51
12,00678,群益那斯達克生技,43.94,0.75,1.74,09/02,0.51,3.01,4.58,3.73,6.34,7.6,5.02,10.9,19.3,22.6,,7.91
13,3374,精材,419.5,-2.0,-0.47,09/02,0.21,0.83,1.77,3.72,3.61,-0.57,2.96,-2.09,10.5,4.85,10.8,6.2
14,3141,晶宏,99.5,9.0,9.94,09/02,0.05,1.84,3.76,3.69,4.28,8.16,9.35,6.74,5.06,10.1,1.27,7.56
15,2351,順德,229.0,3.0,1.33,09/02,-0.29,-0.06,0.64,3.56,2.99,2.6,10.2,14.4,17.3,7.7,9.02,20.0
