股票代號,股票名稱,法人持股,上榜區塊
00400A,主動國泰動能高息,3.98,5日
00401A,主動摩根台灣鑫收,4.92,5日
00403A,主動統一升級50,3.05,5日
00405A,主動富邦台灣龍耀,2.97,"20日,5日"
0050,元大台灣50,7.095084715613465,"60日,120日"
0052,富邦科技,2.701503509420022,5日
0055,元大MSCI金融,3.364233832288576,"20日,5日,60日,120日"
00634R,富邦上証反1,9.23,"5日,60日,120日"
00647L,元大S&P500正2,7.2443890274314215,"20日,5日,60日,120日"
00650L,復華香港正2,2.78,"20日,5日"
00651R,復華香港反1,2.2,5日
00652,富邦印度,2.6831703726659955,"20日,5日,60日"
00653L,富邦印度正2,2.76,5日
00656R,國泰中國A50反1,2.91,"20日,60日,120日"
00657,國泰日經225,11.68,"20日,5日,60日,120日"
00661,元大日經225,7.828537886872999,"60日,120日"
00674R,期元大S&P黃金反1,8.1,120日
00678,群益那斯達克生技,8.33,"20日,5日,60日,120日"
00681R,元大美債20反1,18.64,"20日,5日,120日"
00683L,期元大美元指正2,18.96,120日
00688L,國泰20年美債正2,2.11,"20日,5日"
00689R,國泰20年美債反1,45.94,"20日,5日,60日,120日"
00693U,期街口S&P黃豆,4.39,"20日,60日,120日"
00700,富邦恒生國企,11.02,"20日,5日,60日,120日"
00708L,期元大S&P黃金正2,1.2269632288963965,5日
00709,富邦歐洲,3.4395860284605435,"20日,5日,60日,120日"
00712,復華富時不動產,0.92,5日
00714,群益道瓊美國地產,10.24,"20日,5日,60日,120日"
00733,富邦臺灣中小,4.80721696854712,5日
00735,國泰臺韓科技,5.13,"5日,120日"
00736,國泰新興市場,24.23,"60日,120日"
00737,國泰AI機器人,2.51,5日
00753L,中信中國50正2,4.15,"20日,5日"
00757,統一FANG+,-0.029480651506110567,5日
00763U,期街口道瓊銅,3.78,"60日,120日"
00783,富邦中証500,5.39,5日
00830,國泰費城半導體,3.9340340645544334,"60日,120日"
00875,國泰網路資安,9.77,"20日,5日,60日,120日"
00881,國泰台灣科技龍頭,2.246781227137561,"20日,5日"
00885,富邦越南,1.71,5日
00891,中信關鍵半導體,1.974470175119089,20日
00895,富邦未來車,1.9889057692831276,"20日,5日"
00897,富邦基因免疫生技,5.71,"20日,5日,60日,120日"
00898,國泰基因免疫革命,4.03,"20日,5日,60日,120日"
00901,永豐智能車供應鏈,2.1,"20日,5日"
00903,富邦元宇宙,4.78,"20日,5日,60日,120日"
00904,台新臺灣半導體30,2.4129416297437873,5日
00908,富邦入息REITs+,4.61,"20日,60日"
00910,第一金太空衛星,8.38,"20日,5日,60日,120日"
00912,中信臺灣智慧50,2.55,"20日,5日"
00913,兆豐台灣晶圓製造,6.97,"20日,5日,120日"
00916,國泰全球品牌50,3.32,"5日,60日"
00917,中信特選金融,4.87,"20日,5日,60日,120日"
00920,富邦ESG綠色電力,5.62,5日
00922,國泰台灣領袖50,20.1195037107859,"60日,120日"
00923,群益台ESG低碳50,1.3044973552939867,5日
00927,群益半導體收益,2.450119717236233,20日
00935,野村臺灣新科技50,8.997552020252613,"20日,5日,60日"
00941,中信上游半導體,0.84,5日
00943,兆豐電子高息等權,16.7,120日
00947,台新臺灣IC設計,9.330451719850807,"20日,5日,60日,120日"
00951,台新日本半導體,1.32,5日
00952,凱基台灣AI50,2.86,5日
00956,中信日經高股息,3.59,"5日,60日"
00960,野村全球航運龍頭,1.88,"20日,5日"
00961,FT臺灣永續高息,1.64,20日
00963,中信全球高股息,3.12,5日
00964,中信亞太高股息,2.91,20日
00971,野村美國研發龍頭,1.8,20日
00972,野村日本動能高息,19.71,"20日,60日"
00980A,主動野村臺灣優選,9.245398167096717,"20日,5日,60日,120日"
00981A,主動統一台股增長,6.630617834639174,"20日,5日,60日,120日"
00982A,主動群益台灣強棒,3.62,"5日,60日,120日"
00985A,主動野村台灣50,1.67,5日
00986A,主動台新龍頭成長,2.92,20日
00987A,主動台新優勢成長,5.36,"5日,60日"
00988A,主動統一全球創新,4.548355461966833,"20日,60日"
00989A,主動摩根美國科技,5.26,5日
00991A,主動復華未來50,10.032407494654697,"20日,5日,60日,120日"
00992A,主動群益科技創新,5.743406291315515,"5日,120日"
00993A,主動安聯台灣,2.24,5日
00994A,主動第一金台股優,6.86,"60日,120日"
00995A,主動中信台灣卓越,6.66,"20日,5日,60日,120日"
00996A,主動兆豐台灣豐收,5.53,"5日,60日"
00997A,主動群益美國增長,7.767143048538196,"20日,60日"
1101,台泥,16.069813679625447,20日
1216,統一,35.69470078481331,"20日,5日,60日"
1227,佳格,7.466112957840431,5日
1303,南亞,36.76104962407572,"60日,120日"
1326,台化,37.96410679437317,120日
1342,八貫,31.82256060372225,"60日,120日"
1402,遠東新,17.0729584105772,"20日,5日"
1476,儒鴻,31.81870592729316,"20日,5日"
1477,聚陽,12.51901908416288,"20日,5日"
1515,力山,5.595296062510505,5日
1516,川飛,5.85,120日
1526,日馳,2.92,5日
1528,恩德,2.3589546910850827,"20日,5日"
1560,中砂,40.81851729624106,120日
1563,巧新,4.07,60日
1568,倉佑,4.05,"20日,60日,120日"
1587,吉茂,21.11,5日
1597,直得,8.58,"5日,120日"
1709,和益,7.74,"20日,5日,60日,120日"
1711,永光,6.1,5日
1718,中纖,7.882726144900823,60日
1723,中碳,9.051022150362035,120日
1809,中釉,2.83,"20日,5日"
1909,榮成,8.116263111179773,20日
2006,東和鋼鐵,21.47032830375719,"20日,5日,60日,120日"
2014,中鴻,6.6060657048580165,60日
2027,大成鋼,25.11668238857171,"20日,60日,120日"
2030,彰源,5.47,"60日,120日"
2031,新光鋼,8.842667958686162,20日
2032,新鋼,3.42,60日
2049,上銀,36.93841594264475,"60日,120日"
2101,南港,7.289715233600608,"20日,60日"
2103,台橡,24.472700958471403,60日
2105,正新,7.717082296158896,20日
2206,三陽工業,7.662571725397199,"5日,60日"
2233,宇隆,9.160251779916262,"20日,120日"
2243,宏旭-KY,29.124779121439804,"60日,120日"
2301,光寶科,34.34728214242854,120日
2302,麗正,1.3409294357925163,5日
2312,金寶,7.911436165854775,20日
2313,華通,23.466089742566293,"20日,5日"
2316,楠梓電,36.870730640299755,"60日,120日"
2317,鴻海,40.32314221453792,120日
2324,仁寶,25.66085648642334,20日
2327,國巨*,55.100445560713965,120日
2328,廣宇,8.690638856169128,20日
2347,聯強,29.270550247710272,120日
2349,錸德,14.1,"60日,120日"
2351,順德,24.5251486309322,"20日,5日,60日,120日"
2354,鴻準,10.880874861615377,20日
2355,敬鵬,16.89450716237183,"20日,5日,120日"
2356,英業達,19.743573792716084,"20日,5日,60日,120日"
2357,華碩,42.772116315643586,"20日,5日,60日"
2364,倫飛,16.787656910710886,20日
2367,燿華,12.973801015124641,"20日,5日"
2375,凱美,15.390438552321356,"20日,5日,60日,120日"
2376,技嘉,24.86103511915855,120日
2377,微星,16.434657984133462,"20日,60日,120日"
2379,瑞昱,48.985553713647924,"60日,120日"
2382,廣達,26.766926631426667,120日
2385,群光,17.359177158827684,"20日,5日"
2388,威盛,16.115237682274685,120日
2395,研華,36.00972203016096,120日
2397,友通,14.137193613348765,20日
2399,映泰,5.718315553060078,"5日,60日"
2401,凌陽,18.233037880330187,"60日,120日"
2404,漢唐,31.383176082834492,60日
2408,南亞科,16.99879925577795,60日
2412,中華電,18.22111794148367,"20日,5日"
2413,環科,4.9192148191885625,5日
2417,圓剛,3.27,5日
2421,建準,30.403075421643123,60日
2425,承啟,11.160728062498498,"20日,5日"
2428,興勤,20.603412208245416,"60日,120日"
2434,統懋,3.94,"20日,60日,120日"
2436,偉詮電,11.457257029131553,"60日,120日"
2442,新美齊,3.37,"20日,5日"
2455,全新,46.765660333272834,"20日,5日,60日,120日"
2458,義隆,27.864490249571617,"20日,60日,120日"
2461,光群雷,8.91,"5日,60日,120日"
2464,盟立,8.218216006803827,"5日,120日"
2465,麗臺,5.06,"20日,120日"
2466,冠西電,12.535591606167777,60日
2467,志聖,22.21113752520903,120日
2472,立隆電,19.932964874822062,"20日,5日,60日,120日"
2478,大毅,20.295585781390443,"60日,120日"
2480,敦陽科,12.109266680927,"20日,5日,60日"
2481,強茂,33.314915519879705,"60日,120日"
2483,百容,8.51,"20日,60日,120日"
2485,兆赫,6.73,"20日,5日,60日,120日"
2486,一詮,13.196508506789998,"20日,5日"
2489,瑞軒,7.744267540983606,"20日,5日"
2491,吉祥全,6.9241283777192475,5日
2492,華新科,32.85508600354373,"60日,120日"
2493,揚博,11.0249793989397,"20日,5日,60日,120日"
2495,普安,7.6303177014490045,5日
2498,宏達電,9.114878978979394,20日
2501,國建,12.125312782161997,120日
2527,宏璟,44.20048715159856,"20日,60日,120日"
2537,聯上發,3.41,"20日,5日"
2542,興富發,13.525504989251603,"20日,60日,120日"
2547,日勝生,14.244275455326019,5日
2597,潤弘,6.368323613846728,60日
2603,長榮,24.056625799111842,"20日,60日,120日"
2605,新興,49.297403070952555,"20日,120日"
2606,裕民,16.23415457749134,"20日,60日,120日"
2609,陽明,11.36896898058545,"20日,5日"
2610,華航,17.061877494020855,"20日,5日,60日"
2615,萬海,39.87673201852203,"20日,60日,120日"
2618,長榮航,33.03745656778443,"20日,5日,60日,120日"
2630,亞航,3.88,5日
2636,台驊控股,10.21236069205091,5日
2637,慧洋-KY,21.792532655348477,"20日,60日,120日"
2645,長榮航太,14.078566263339976,"60日,120日"
2705,六福,3.221045408193481,"20日,5日"
2727,王品,34.11650545889685,"20日,5日,60日,120日"
2731,雄獅,11.76416034119352,5日
2753,八方雲集,7.047371549910664,"20日,5日"
2812,台中銀,9.984871022664777,20日
2845,遠東銀,11.577353342650646,"20日,5日,60日"
2851,中再保,9.389648124114688,"60日,120日"
2867,三商壽,22.440577998033152,"20日,5日,60日,120日"
2883,凱基金,30.40472936136795,20日
2884,玉山金,34.91634710350791,20日
2887,台新新光金,29.78951603078159,60日
2889,國票金,9.860288361372621,20日
2890,永豐金,32.089124855712114,"60日,120日"
2897,王道銀行,8.903055878712385,"5日,60日,120日"
2912,統一超,18.21098322433469,20日
2939,永邑-KY,19.84,60日
3005,神基,9.981882852617405,"20日,5日"
3006,晶豪科,32.550377976061675,"60日,120日"
3013,晟銘電,4.926696038143516,"20日,5日"
3014,聯陽,23.18457824828621,"60日,120日"
3016,嘉晶,5.069569559794035,120日
3019,亞光,7.459115681312589,60日
3022,威強電,19.70373399576518,"20日,60日,120日"
3023,信邦,46.103473914796844,120日
3026,禾伸堂,34.36130986306265,"20日,60日,120日"
3029,零壹,7.506534828146561,"20日,5日,60日,120日"
3031,佰鴻,1.82,5日
3033,威健,23.636681477067583,"60日,120日"
3034,聯詠,37.55118842604756,"20日,5日,60日,120日"
3035,智原,13.321455641083801,"60日,120日"
3042,晶技,16.101573875430816,"5日,60日,120日"
3045,台灣大,21.417291094485968,"20日,5日,60日,120日"
3046,建碁,4.9731653818943755,20日
3048,益登,8.310344291112642,"20日,5日,60日,120日"
3055,蔚華科,6.17,"20日,60日,120日"
3056,富華新,3.5684439814992186,5日
3059,華晶科,8.459866145664787,20日
3060,銘異,12.346218313925403,"60日,120日"
3090,日電貿,17.504865562704225,"60日,120日"
3138,耀登,4.11,"20日,5日,60日"
3149,正達,3.92,"20日,5日"
3167,大量,17.583485754119454,"20日,120日"
3189,景碩,30.19606300027921,"60日,120日"
3209,全科,17.987539584754806,"5日,120日"
3231,緯創,36.12384505631944,"20日,5日,60日,120日"
3305,昇貿,6.840194709436109,"60日,120日"
3338,泰碩,3.2192406190229867,5日
3406,玉晶光,42.036711401303684,120日
3413,京鼎,26.871100667122416,"20日,60日,120日"
3416,融程電,4.187024595531115,20日
3443,創意,33.683135170723745,120日
3450,聯鈞,29.90687059352581,"20日,5日,60日,120日"
3481,群創,22.433570355201756,5日
3532,台勝科,47.65281306892411,20日
3533,嘉澤,55.15648027940113,"60日,120日"
3535,晶彩科,4.36,"20日,5日"
3550,聯穎,8.448019525801952,"60日,120日"
3563,牧德,13.1743815294035,20日
3576,聯合再生,14.359896854357384,"20日,60日,120日"
3583,辛耘,29.60379711368619,"5日,60日,120日"
3591,艾笛森,6.53,120日
3592,瑞鼎,5.651224028783462,20日
3596,智易,36.987569385852886,60日
3605,宏致,18.079105844315144,"60日,120日"
3645,達邁,15.538036729648837,"20日,5日,120日"
3661,世芯-KY,53.548608168587336,120日
3665,貿聯-KY,54.686342400892606,"20日,120日"
3673,TPK-KY,38.528770697513764,5日
3702,大聯大,30.72606886688773,120日
3704,合勤控,14.401962714821172,"60日,120日"
3706,神達,14.372855277034661,"60日,120日"
3708,上緯投控,8.230513130481057,60日
3714,富采,12.853671611934653,20日
3715,定穎投控,16.616263144372628,5日
3717,聯嘉投控,5.42,120日
4306,炎洲,7.22,60日
4440,宜新實業,1.91,"20日,5日"
4536,拓凱,13.637366218894517,"20日,5日,60日"
4551,智伸科,57.57734379617425,"20日,5日,60日,120日"
4555,氣立,3.5,"5日,60日"
4566,時碩工業,3.75,"20日,60日"
4571,鈞興-KY,64.17194480216436,"60日,120日"
4576,大銀微系統,6.46419892554579,"5日,60日,120日"
4581,光隆精密-KY,24.04,60日
4583,台灣精銳,2.3925656536584996,"20日,5日"
4722,國精化,10.407616788393675,"20日,60日,120日"
4739,康普,6.6108812468848095,5日
4764,雙鍵,35.21192661897722,"20日,5日,60日,120日"
4771,望隼,7.62,"60日,120日"
4904,遠傳,22.708243962091387,"20日,5日"
4919,新唐,2.8928270948800847,5日
4927,泰鼎-KY,7.627971688076683,"20日,5日"
4949,有成精密,4.587383120441301,"20日,5日"
4956,光鋐,11.590995934237904,"5日,120日"
4960,誠美材,19.5,5日
4961,天鈺,17.378494509643563,"20日,60日,120日"
4967,十銓,9.129411699792033,"20日,5日"
4968,立積,6.874388356443037,5日
4976,佳凌,2.79,5日
4977,眾達-KY,16.80433297093082,5日
4989,榮科,4.780580721336524,20日
5236,凌陽創新,6.93999730818116,"20日,60日"
5243,乙盛-KY,54.71520206933036,5日
5269,祥碩,16.076915194651583,"20日,5日,60日,120日"
5285,界霖,8.17753029367844,"20日,60日,120日"
5388,中磊,21.803378472799903,"20日,60日,120日"
5434,崇越,34.31836384211097,"20日,5日,60日,120日"
5546,永固-KY,53.87,60日
5871,中租-KY,43.424198088164225,"20日,5日,60日,120日"
5876,上海商銀,54.27401282742301,"20日,5日,60日"
5880,合庫金,17.244943489020148,"20日,5日"
5906,台南-KY,19.51,120日
6136,富爾特,3.82,20日
6141,柏承,4.52,"20日,60日,120日"
6155,鈞寶,10.450394467926175,20日
6164,華興,6.41,120日
6165,浪凡,10.67,120日
6166,凌華,20.87857562191977,"60日,120日"
6177,達麗,8.008861030672763,20日
6191,精成科,13.50891378581743,60日
6196,帆宣,13.337052764634194,"60日,120日"
6202,盛群,14.910307541792506,"60日,120日"
6205,詮欣,3.5287839861728525,"20日,5日"
6206,飛捷,13.560116339225694,"60日,120日"
6213,聯茂,18.450241354892384,"60日,120日"
6214,精誠,15.446760449061355,"20日,5日,60日,120日"
6215,和椿,6.89,5日
6224,聚鼎,5.99,60日
6226,光鼎,6.162258669118269,"60日,120日"
6271,同欣電,31.97695095061264,"60日,120日"
6277,宏正,10.948930495915643,"20日,5日,60日,120日"
6278,台表科,10.419031387191158,5日
6405,悅城,6.74,"20日,5日,120日"
6409,旭隼,58.2096316128461,60日
6414,樺漢,47.5263621321733,"20日,5日,60日,120日"
6415,矽力*-KY,83.39165342121078,120日
6416,瑞祺電通,5.867927700186208,"20日,120日"
6426,統新,10.071983432444364,"20日,5日,120日"
6442,光聖,36.67593901528219,"20日,5日"
6443,元晶,14.22,"20日,5日,120日"
6446,藥華藥,26.27149260746038,"60日,120日"
6449,鈺邦,13.054598734253506,"20日,60日,120日"
6451,訊芯-KY,65.4004967738952,"20日,5日"
6491,晶碩,19.80729871794872,"20日,60日,120日"
6525,捷敏-KY,17.823379512753235,"20日,60日,120日"
6531,愛普*,37.66289121402272,"20日,5日,60日,120日"
6533,晶心科,12.099433907713921,5日
6558,興能高,2.77,5日
6585,鼎基,4.010406371583878,5日
6605,帝寶,11.505032527452638,5日
6669,緯穎,33.96143592802508,20日
6695,芯鼎,3.51,60日
6706,惠特,11.942741497919798,"20日,5日,120日"
6715,嘉基,7.789907892244478,120日
6757,台灣虎航,-0.9604480665027308,5日
6830,汎銓,10.661203100917682,"5日,60日,120日"
6831,邁科,20.514588148148146,"60日,120日"
6834,天二科技,14.608762244368165,"20日,5日,120日"
6861,睿生光電,4.654807778986401,"20日,5日,60日"
6863,永道-KY,70.34777801516931,5日
6890,來億-KY,91.63339574979952,"60日,120日"
6919,康霈*,14.112358900315531,20日
6994,富威電力,5.73,"20日,60日,120日"
7610,聯友金屬-創,21.09,"20日,5日,60日,120日"
7749,意騰-KY,23.402735050207237,5日
7750,新代,17.885734309536073,"60日,120日"
7769,鴻勁,23.523381314955817,120日
7788,松川精密,8.98,"20日,60日,120日"
7795,長廣,8.969655517991589,"60日,120日"
7827,漢康-KY創,23.99,20日
8016,矽創,43.88688433483155,"20日,60日,120日"
8021,尖點,24.38397664395766,"20日,5日,60日,120日"
8028,昇陽半導體,31.21170902276612,"20日,60日,120日"
8033,雷虎,14.243992991243534,"60日,120日"
8039,台虹,21.089498764120894,"20日,60日,120日"
8046,南電,26.457784324544093,"60日,120日"
8104,錸寶,1.82,5日
8114,振樺電,17.28749668482957,"20日,60日"
8163,達方,9.187312143152456,60日
8222,寶一,2.15,5日
8261,富鼎,11.234064957708506,"20日,5日,60日,120日"
8271,宇瞻,10.612888326968575,"20日,5日"
8341,日友,5.561538461538462,20日
8438,昶昕,6.23,"20日,5日,60日,120日"
8454,富邦媒,15.86002023396334,"60日,120日"
8462,柏文,5.791243988178331,"20日,5日"
8473,山林水,4.27,"60日,120日"
8996,高力,49.40359764877991,"60日,120日"
9105,泰金寶-DR,1.78,"20日,5日"
9802,鈺齊-KY,42.62637263977597,"20日,5日"
9912,偉聯,20.42,"20日,5日,60日,120日"
9914,美利達,25.435599467262104,"20日,60日"
9933,中鼎,18.67094409033943,"60日,120日"
9939,宏全,16.53906862289765,"20日,5日,60日"
9941,裕融,6.565415358397122,60日
9945,潤泰新,6.866062470254156,5日
9958,世紀鋼,10.945968898769856,5日
