股票代號,股票名稱,法人持股,上榜區塊
00400A,主動國泰動能高息,3.13,5日
00402A,主動安聯美國科技,0.85,5日
00403A,主動統一升級50,3.07,5日
00405A,主動富邦台灣龍耀,1.88,5日
00406A,主動中信台灣收益,3.16,"5日,20日"
00407A,主動凱基台灣,3.11,20日
00409A,主動復華全球50,2.15,5日
0050,元大台灣50,6.366223574747819,120日
0052,富邦科技,3.1305859375,5日
0061,元大寶滬深,4.391099088601273,5日
00631L,元大台灣50正2,1.047643367659268,5日
00632R,元大台灣50反1,3.29888991759794,60日
00635U,期元大S&P黃金,6.92,5日
00639,富邦深100,0.7770880994338029,5日
00643,群益深証中小,16.31,"120日,5日"
00645,富邦日本,3.092016884898946,"120日,60日,5日,20日"
00652,富邦印度,2.6738256737937247,"120日,60日,5日"
00656R,國泰中國A50反1,3.88,"120日,60日,20日"
00661,元大日經225,7.858537886872998,120日
00663L,國泰臺灣加權正2,3.53,"120日,60日,5日,20日"
00673R,期元大S&P原油反1,0.39,5日
00674R,期元大S&P黃金反1,5.57,120日
00675L,富邦臺灣加權正2,4.46,"60日,5日,20日"
00678,群益那斯達克生技,8.36,"120日,60日,5日,20日"
00681R,元大美債20反1,20.45,"120日,60日,5日"
00683L,期元大美元指正2,15.73,120日
00685L,群益臺灣加權正2,0.44,5日
00689R,國泰20年美債反1,35.91,120日
00708L,期元大S&P黃金正2,2.0253546171340933,"5日,20日"
00709,富邦歐洲,8.128132780082987,"120日,60日,5日,20日"
00715L,期街口布蘭特正2,7.09,"120日,60日,5日,20日"
00733,富邦臺灣中小,4.002746244004701,5日
00735,國泰臺韓科技,4.4,"5日,20日"
00736,國泰新興市場,24.24,"120日,60日"
00757,統一FANG+,-0.8290638596386486,5日
00762,元大全球AI,1.7280867630700778,5日
00763U,期街口道瓊銅,1.14,5日
00830,國泰費城半導體,0.9860983324917437,5日
00875,國泰網路資安,6.75,120日
00876,元大全球5G,0.82,5日
00881,國泰台灣科技龍頭,1.620719112074616,"5日,20日"
00891,中信關鍵半導體,2.1578301503882265,"5日,20日"
00892,富邦台灣半導體,1.7547492669165954,5日
00893,國泰智能電動車,0.48596221431289593,5日
00894,中信小資高價30,1.3,"5日,20日"
00895,富邦未來車,0.7311759637566358,5日
00900,富邦特選高股息30,2.0419028512471136,20日
00904,台新臺灣半導體30,1.6955007892458882,5日
00907,永豐優息存股,0.76,5日
00909,國泰數位支付服務,3.79,"5日,20日"
00912,中信臺灣智慧50,1.21,5日
00913,兆豐台灣晶圓製造,5.31,"120日,5日,20日"
00922,國泰台灣領袖50,21.137628931470758,"120日,5日,20日"
00923,群益台ESG低碳50,1.3214788917887383,"5日,20日"
00927,群益半導體收益,2.6005187281244915,"5日,20日"
00934,中信成長高股息,1.7906644846972988,5日
00938,凱基優選30,1.04,5日
00943,兆豐電子高息等權,10.83,120日
00947,台新臺灣IC設計,3.4640805583997927,5日
00951,台新日本半導體,1.12,5日
00952,凱基台灣AI50,3.62,60日
00953B,群益優選非投等債,1.7497889584815876,20日
00954,中信日本半導體,1.87,5日
00956,中信日經高股息,3.61,"120日,5日"
00972,野村日本動能高息,22.39,"120日,60日,5日,20日"
00980A,主動野村臺灣優選,12.218650482641193,"120日,60日"
00981A,主動統一台股增長,2.445533124883064,5日
00982A,主動群益台灣強棒,1.9449801114618568,"5日,20日"
00983A,主動中信ARK創新,1.74,5日
00986A,主動台新龍頭成長,1.93,5日
00987A,主動台新優勢成長,2.56,5日
00989A,主動摩根美國科技,3.76,5日
00990A,主動元大AI新經濟,2.68,5日
00991A,主動復華未來50,3.0856776432222293,5日
00993A,主動安聯台灣,0.67,5日
00995A,主動中信台灣卓越,1.87,5日
00996A,主動兆豐台灣豐收,6.58,"5日,20日"
00997A,主動群益美國增長,1.9715988651810337,5日
1102,亞泥,12.587014295094914,"5日,20日"
1216,統一,38.216215694184754,"120日,60日,20日"
1301,台塑,33.213133351632784,"120日,60日,5日,20日"
1303,南亞,35.99345293424051,120日
1304,台聚,28.9,"5日,20日"
1305,華夏,4.400164809910651,20日
1309,台達化,3.45,"5日,20日"
1310,台苯,6.055654614459032,"5日,20日"
1312,國喬,3.69,20日
1313,聯成,7.221277382855206,"60日,20日"
1314,中石化,10.126978214854704,60日
1319,東陽,10.026381027302989,20日
1325,恆大,1.6,"5日,20日"
1326,台化,39.349898735914444,"120日,60日,5日,20日"
1342,八貫,32.00461684455906,120日
1402,遠東新,19.278754162851328,"60日,20日"
1409,新纖,10.793530658152687,5日
1416,廣豐,6.95,20日
1434,福懋,8.388839529003539,20日
1449,佳和,6.91,20日
1455,集盛,4.064716605241589,20日
1477,聚陽,8.567308045381765,5日
1504,東元,2.521983691102302,20日
1513,中興電,18.10876620699845,"60日,20日"
1514,亞力,12.97972065153944,5日
1519,華城,18.59108458771,5日
1526,日馳,3.4,20日
1560,中砂,41.790313514169604,"120日,60日,5日,20日"
1563,巧新,4.3,120日
1568,倉佑,4.01,"120日,60日"
1597,直得,5.53,5日
1603,華電,2.2852168106506405,20日
1605,華新,18.321979294190466,"120日,60日,20日"
1608,華榮,5.644363642873506,60日
1609,大亞,13.324841434669091,"60日,5日"
1612,宏泰,16.317315121580446,5日
1616,億泰,2.2410137180292105,5日
1709,和益,9.68,"120日,60日,5日,20日"
1710,東聯,5.0794601095577825,"5日,20日"
1717,長興,14.095192709795628,60日
1718,中纖,6.002049391438547,5日
1723,中碳,9.447745812151801,120日
1727,中華化,6.2384377387208465,"60日,20日"
1802,台玻,6.046094828553791,20日
1806,冠軍,8.564095136147088,120日
1809,中釉,2.33,"5日,20日"
1904,正隆,11.831717981242196,"120日,60日,20日"
1909,榮成,9.266263111179773,"60日,20日"
2006,東和鋼鐵,23.3907213692579,"120日,60日"
2014,中鴻,7.236316132492633,"120日,60日"
2027,大成鋼,28.138727870466735,"120日,60日,20日"
2029,盛餘,67.81593498972539,"5日,20日"
2030,彰源,9.84,"120日,60日,5日,20日"
2031,新光鋼,10.841460493021778,"120日,60日"
2032,新鋼,3.66,120日
2034,允強,5.62,"120日,5日,20日"
2049,上銀,40.58525063862339,"120日,60日,5日,20日"
2069,運錩,3.854207063592459,"120日,20日"
2103,台橡,26.222700958471403,"120日,60日"
2104,國際中橡,5.760816571080326,"5日,20日"
2105,正新,7.167968623545217,60日
2108,南帝,6.631680487885362,60日
2206,三陽工業,7.596467162120832,60日
2233,宇隆,10.426709234389564,"120日,60日,5日"
2243,宏旭-KY,27.661805885916596,120日
2301,光寶科,37.73532061889643,"120日,60日,20日"
2303,聯電,31.305525179261032,5日
2316,楠梓電,36.41107287328959,"120日,5日"
2317,鴻海,40.50257707323947,120日
2327,國巨*,50.945018935784184,5日
2344,華邦電,28.706736797064398,"120日,5日,20日"
2348,海悅,2.332358788062591,20日
2349,錸德,13.66,120日
2351,順德,27.160286388979294,"120日,60日,20日"
2353,宏碁,12.338433018238565,60日
2354,鴻準,13.334240999307683,"60日,20日"
2356,英業達,20.97754286467841,"120日,60日"
2357,華碩,45.97602255360236,"120日,60日,20日"
2359,所羅門,6.461337957849586,"120日,60日"
2360,致茂,62.342246865813415,"5日,20日"
2364,倫飛,18.987656910710886,"120日,60日,20日"
2367,燿華,13.643916129651382,"120日,60日"
2376,技嘉,28.03296844109756,120日
2377,微星,20.00551201848967,"120日,60日,5日,20日"
2379,瑞昱,48.194791578622024,120日
2382,廣達,31.3065886828852,"120日,60日,5日,20日"
2385,群光,19.084817551633428,"60日,20日"
2388,威盛,15.939971874645144,"120日,60日"
2392,正崴,8.556200592535696,"120日,20日"
2393,億光,15.621739664249072,20日
2395,研華,36.54316890896759,120日
2397,友通,14.537193613348764,60日
2401,凌陽,17.141754343013204,120日
2406,國碩,8.091608753798232,5日
2408,南亞科,21.723572334490836,"120日,60日,20日"
2409,友達,15.926053129480545,"120日,60日,5日,20日"
2412,中華電,18.278502490190217,5日
2421,建準,37.724226077383854,"120日,60日,20日"
2425,承啟,6.257256396712204,"5日,20日"
2426,鼎元,9.565072445801517,"60日,20日"
2436,偉詮電,12.900746086167107,60日
2454,聯發科,56.62940013761017,5日
2455,全新,56.02602558053334,"120日,60日,5日,20日"
2458,義隆,23.911894878429667,120日
2461,光群雷,10.22,"120日,60日,20日"
2464,盟立,15.246253231798494,"120日,60日"
2465,麗臺,7.78,"120日,60日"
2466,冠西電,11.83002594098813,60日
2467,志聖,22.92724725713528,20日
2472,立隆電,16.908821083506915,"120日,60日"
2478,大毅,15.248784793043338,"120日,5日"
2480,敦陽科,11.870821772572999,"60日,20日"
2483,百容,5.26,"120日,60日,5日"
2484,希華,6.091535208449486,20日
2485,兆赫,5.81,60日
2491,吉祥全,10.163153838649889,"120日,60日,20日"
2492,華新科,22.095771383692117,"120日,5日"
2493,揚博,8.391005327436584,"120日,60日,5日"
2495,普安,8.404055290012662,20日
2504,國產,4.994229322033898,60日
2520,冠德,6.171384109829655,20日
2537,聯上發,3.64,60日
2542,興富發,14.886816992779954,"120日,60日,5日,20日"
2548,華固,14.431976919615387,5日
2597,潤弘,6.5545300531675235,120日
2601,益航,13.17,5日
2603,長榮,29.10665934595601,"120日,60日,20日"
2606,裕民,21.029446281998503,"120日,60日,5日,20日"
2609,陽明,15.208282669234272,"120日,60日,20日"
2610,華航,15.702218796581116,"60日,5日"
2612,中航,6.24,"60日,5日,20日"
2615,萬海,43.64576968789916,"120日,60日,20日"
2617,台航,11.590389007727293,"120日,60日,5日,20日"
2618,長榮航,35.48200582180429,"120日,60日,5日,20日"
2636,台驊控股,11.67236069205091,"60日,20日"
2637,慧洋-KY,23.96916888476076,"120日,60日,5日,20日"
2705,六福,3.2110454081934807,60日
2723,美食-KY,46.89222222222222,20日
2727,王品,34.801039376256426,"120日,60日"
2739,寒舍,3.44,20日
2753,八方雲集,7.041837673267092,60日
2812,台中銀,9.494293539245797,"60日,20日"
2816,旺旺保,3.23,20日
2820,華票,9.910678501221184,5日
2845,遠東銀,12.788234564607233,"120日,60日,5日,20日"
2851,中再保,10.502343361272882,"120日,60日,20日"
2852,第一保,6.033662360411835,"60日,20日"
2855,統一證,13.249725388632335,"5日,20日"
2880,華南金,19.108771750792762,20日
2883,凱基金,34.650346691375645,"120日,60日,5日,20日"
2885,元大金,24.16819958453431,5日
2886,兆豐金,24.15533295788836,"120日,60日,5日,20日"
2887,台新新光金,30.57666710924942,"120日,60日,20日"
2889,國票金,11.584519581876323,"120日,60日,5日,20日"
2890,永豐金,32.73813854903569,"120日,60日,20日"
2892,第一金,25.838084444170335,"120日,60日,5日,20日"
2897,王道銀行,9.894635435194198,"120日,60日,5日,20日"
2912,統一超,18.761924933301856,60日
3005,神基,10.282831278652125,60日
3006,晶豪科,42.89328498413974,"120日,60日,5日,20日"
3011,今皓,2.74,5日
3014,聯陽,21.369882369178125,120日
3015,全漢,10.335444394870393,60日
3017,奇鋐,59.121683116902396,"120日,60日,5日,20日"
3019,亞光,10.098904754593011,"120日,20日"
3022,威強電,19.37214337563341,"120日,60日"
3023,信邦,47.46003959728014,"120日,20日"
3026,禾伸堂,30.775120636154305,"120日,60日,5日"
3027,盛達,2.03,5日
3029,零壹,8.166540242588358,"120日,60日,5日,20日"
3033,威健,20.585816915942054,120日
3034,聯詠,40.739623005626534,"120日,60日,5日,20日"
3035,智原,15.62922979912137,"120日,60日,5日,20日"
3037,欣興,51.32547114100986,"120日,60日,5日,20日"
3042,晶技,19.052397587762812,"120日,60日,5日,20日"
3045,台灣大,23.543620053991418,"120日,60日,5日,20日"
3048,益登,5.450344291112641,120日
3090,日電貿,11.115732982713777,"120日,5日"
3092,鴻碩,2.08,5日
3094,聯傑,6.860105874737745,"120日,60日,5日,20日"
3138,耀登,4.78,"120日,60日"
3149,正達,3.0,5日
3167,大量,20.516118778564895,"60日,5日,20日"
3189,景碩,29.410503782085442,120日
3229,晟鈦,2.89,"120日,60日,5日"
3231,緯創,38.77690139132148,"120日,60日,5日"
3305,昇貿,3.970956589199516,120日
3356,奇偶,9.21,"5日,20日"
3376,新日興,21.50460001327518,20日
3406,玉晶光,51.22004771654998,"120日,60日,5日,20日"
3413,京鼎,23.61766081738296,"120日,60日"
3416,融程電,4.337024595531115,60日
3437,榮創,5.76,60日
3443,創意,36.38828359950781,"120日,60日,5日,20日"
3450,聯鈞,36.17309850328026,"120日,60日,20日"
3481,群創,21.557610078446608,5日
3504,揚明光,5.3091232668025805,"120日,20日"
3515,華擎,8.232592526596857,"60日,20日"
3528,安馳,4.95,120日
3532,台勝科,50.42330786805047,"60日,5日,20日"
3545,敦泰,15.340272688421702,120日
3550,聯穎,7.433142724314273,"120日,20日"
3576,聯合再生,14.999517138325817,"120日,20日"
3583,辛耘,28.497570529887703,120日
3588,通嘉,8.39,"120日,60日,20日"
3591,艾笛森,5.73,120日
3605,宏致,21.375979516322737,"120日,60日"
3617,碩天,6.984530367531416,20日
3653,健策,35.83377423492687,"60日,20日"
3661,世芯-KY,53.43984498227371,120日
3704,合勤控,11.401962714821172,120日
3706,神達,16.343224055758345,"120日,60日"
3711,日月光投控,75.1939809023448,5日
3712,永崴投控,3.5757108340015846,20日
3714,富采,14.33304337696838,"60日,5日,20日"
3715,定穎投控,13.5648844507165,5日
4142,國光生,5.096030519821819,20日
4155,訊映,3.17,60日
4306,炎洲,7.52,120日
4440,宜新實業,2.05,60日
4536,拓凱,14.064135652939882,60日
4551,智伸科,53.73894116511864,120日
4571,鈞興-KY,63.4400586188064,120日
4576,大銀微系統,7.670141147071455,"120日,20日"
4583,台灣精銳,2.4814443054601885,60日
4585,達明,0.8657759848578994,5日
4590,富田-創,7.03,"120日,60日,5日,20日"
4722,國精化,10.361939423911956,"120日,60日,20日"
4736,泰博,7.164706640830682,"60日,5日,20日"
4764,雙鍵,33.835714495636076,"120日,60日,5日"
4766,南寶,15.68549233902277,60日
4770,上品,10.070816244873463,"60日,5日,20日"
4771,望隼,10.5,"120日,60日,20日"
4904,遠傳,23.485153632117967,"120日,60日,20日"
4912,聯德控股-KY,26.072031552533492,"60日,5日,20日"
4938,和碩,32.02204535306249,"120日,60日,20日"
4961,天鈺,20.3946787042691,"120日,60日,5日,20日"
4967,十銓,13.215747876423993,"60日,5日,20日"
