排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,3374,精材,430.0,30.0,7.5,09/04,0.0,0.0,0.0,2.86,4.08,4.28,3.69,3.61,4.27,1.64,2.56,4.39
2,3406,玉晶光,1055.0,64.0,6.46,09/04,-0.02,-0.04,-0.04,2.66,3.94,6.64,5.05,3.63,4.35,7.9,9.34,1.83
3,2455,全新,528.0,3.0,0.57,09/04,-0.04,0.35,1.12,2.22,2.17,4.88,6.31,11.9,1.87,2.52,8.12,12.0
4,6515,穎崴,7075.0,75.0,1.07,09/04,0.56,1.19,1.81,1.96,1.36,-1.36,-4.31,-5.35,1.75,3.14,,-3.04
5,00694B,富邦美債1-3,41.73,0.02,0.05,09/04,0.0,1.63,1.63,1.63,1.63,1.63,1.63,1.63,3.0,-9.48,,1.95
6,6510,精測,3350.0,0.0,0.0,09/04,0.5,0.5,1.1,1.32,0.88,0.68,-3.05,-6.68,-1.38,6.56,2.53,-4.45
7,2481,強茂,156.0,0.0,0.0,09/04,0.33,1.07,1.14,1.15,1.48,1.06,-1.0,5.63,7.17,10.6,11.2,3.22
8,6727,亞泰金屬,541.0,-9.0,-1.64,09/04,0.0,0.0,0.0,1.13,2.56,2.56,2.56,2.56,2.56,2.56,,2.56
9,3450,聯鈞,580.0,26.0,4.69,09/04,0.0,-0.12,-0.09,0.97,0.4,4.96,6.98,9.11,8.22,11.5,11.0,10.6
10,3026,禾伸堂,701.0,63.0,9.87,09/04,0.06,-0.01,-0.01,0.85,0.42,1.93,5.85,13.4,13.7,13.9,13.0,13.3
11,3231,緯創,198.0,9.5,5.04,09/04,0.11,0.56,0.77,0.85,0.85,0.27,3.13,4.4,3.56,0.51,5.28,3.86
12,009814,富邦標普500,11.43,0.12,1.06,09/04,0.0,0.0,0.52,0.82,1.95,4.12,7.55,7.55,,,,7.55
13,3491,昇達科,1505.0,100.0,7.12,09/04,0.3,0.32,0.31,0.7,2.09,2.37,1.05,1.93,-0.74,6.73,5.38,1.07
14,00709,富邦歐洲,40.92,0.24,0.59,09/04,0.0,0.07,0.55,0.7,1.19,3.68,7.45,7.45,7.45,7.45,,7.45
15,4958,臻鼎-KY,463.0,-1.0,-0.22,09/04,-0.02,-0.07,0.0,0.64,0.45,0.21,2.77,4.15,1.29,1.45,5.34,4.08
16,2368,金像電,1045.0,-55.0,-5.0,09/04,0.02,-0.23,-0.09,0.64,0.64,1.61,-2.19,0.54,-0.55,-2.82,10.6,-2.91
17,3105,穩懋,449.5,3.0,0.67,09/04,-0.03,-0.04,-0.01,0.63,2.62,3.64,1.58,6.33,7.76,7.48,3.29,7.53
18,6640,均華,1250.0,65.0,5.49,09/04,0.48,0.48,0.48,0.62,0.71,0.85,0.65,0.63,-0.2,1.05,,0.48
19,6442,光聖,1755.0,-15.0,-0.85,09/04,-0.13,0.53,0.66,0.59,0.18,1.04,-0.21,-4.47,-1.35,5.56,5.5,-3.58
20,2313,華通,249.5,13.5,5.72,09/04,0.0,0.01,0.12,0.58,1.12,1.52,2.35,1.36,3.47,0.92,4.62,3.65
21,2542,興富發,48.55,-0.1,-0.21,09/04,0.15,0.3,0.35,0.54,0.62,0.97,5.18,6.5,6.2,3.59,3.26,6.07
22,2449,京元電子,262.0,1.0,0.38,09/04,-0.01,-0.01,0.08,0.52,0.62,0.27,-0.33,-6.73,-4.19,-5.54,-7.49,-6.64
23,5274,信驊,17470.0,-380.0,-2.13,09/04,0.03,0.03,0.62,0.52,0.07,0.36,0.85,2.03,4.8,2.92,-2.64,2.52
