代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2542,興富發,39.55,-1.9,-4.58,26W39,09/23,-4,-34281,-14.9,-1.59,21,179296,14.5,8.33,-1,-2420,-2.77,-0.11,-1,-7842,-8.97,-0.36
009814,富邦標普500,11.48,0.01,0.09,26W39,09/23,1,156,9.73,0.1,11,11690,23.9,7.64,2,469,11.5,0.31,2,632,15.5,0.41
2884,玉山金,45.6,-0.45,-0.98,26W39,09/23,1,1503,2.26,0.01,11,189566,7.69,1.07,3,4100,0.64,0.02,1,7612,11.4,0.04
3491,昇達科,1565.0,85.0,5.74,26W39,09/23,-8,-3581,-5.55,-5.2,11,2865,2.92,4.16,-1,-20,-0.42,-0.03,-1,-100,-2.11,-0.15
2379,瑞昱,761.0,6.0,0.79,26W39,09/23,3,10935,27.4,2.12,10,6203,3.93,1.2,2,129,0.53,0.02,3,10901,27.4,2.11
2610,華航,20.45,-0.05,-0.24,26W39,09/23,1,18876,30.7,0.31,10,51438,3.44,0.84,3,1133,0.54,0.02,1,31084,50.5,0.51
00980A,主動野村臺灣優選,25.51,0.17,0.67,26W39,09/23,1,1679,8.54,0.21,9,76429,14.0,9.69,1,1963,9.98,0.25,1,4219,21.5,0.53
3044,健鼎,543.0,4.0,0.74,26W39,09/23,1,1690,18.6,0.32,9,5353,3.43,1.02,1,16,0.17,0.0,1,1791,19.7,0.34
9910,豐泰,70.0,1.4,2.04,26W39,09/23,1,1109,35.3,0.11,9,3551,6.34,0.36,5,194,0.71,0.02,4,4463,20.4,0.45
1303,南亞,227.5,-4.0,-1.73,26W39,09/23,-4,-95010,-6.64,-1.2,8,93550,2.7,1.18,-4,-4005,-0.28,-0.05,-4,-45713,-3.2,-0.58
3105,穩懋,497.0,-4.0,-0.8,26W39,09/23,-1,-260,-0.31,-0.06,8,29360,2.76,6.93,-1,-178,-0.21,-0.04,3,22080,6.15,5.21
2382,廣達,341.5,-0.5,-0.15,26W39,09/23,-3,-8691,-4.34,-0.21,7,26164,4.79,0.64,2,1641,1.63,0.04,-1,-1789,-6.05,-0.04
2633,台灣高鐵,25.6,0.0,0.0,26W39,09/23,-4,-31784,-40.3,-0.56,7,19501,14.9,0.35,2,315,0.69,0.01,-4,-19041,-24.1,-0.34
2887,台新新光金,42.95,0.05,0.12,26W39,09/23,-3,-96363,-12.6,-0.38,7,240319,11.9,0.96,3,7091,0.92,0.03,-1,-27104,-19.1,-0.11
00713,元大台灣高息低波,63.65,-0.05,-0.08,26W39,09/23,-3,-3812,-5.74,-0.23,6,6762,4.68,0.4,-3,-12910,-19.4,-0.76,-3,-15221,-22.9,-0.9
2353,宏碁,31.55,0.15,0.48,26W39,09/23,-1,-6414,-14.6,-0.21,6,12560,2.84,0.41,2,4624,3.67,0.15,-1,-6036,-13.7,-0.2
3078,僑威,45.2,-0.45,-0.99,26W39,09/23,2,562,10.8,0.25,6,273,1.21,0.12,-4,-577,-3.61,-0.25,2,257,4.93,0.11
3374,精材,472.0,-15.0,-3.08,26W39,09/23,-2,-6158,-5.55,-2.27,6,17088,4.26,6.3,2,1234,1.11,0.45,-2,-1191,-1.07,-0.44
3532,台勝科,445.0,10.5,2.42,26W39,09/23,1,1254,5.28,0.32,6,12583,4.87,3.24,-1,-365,-1.54,-0.09,6,13082,5.07,3.37
4736,泰博,132.0,-0.5,-0.38,26W39,09/23,3,457,16.3,0.48,6,638,6.58,0.67,0,0,0.0,0.0,4,607,13.3,0.64
