排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2887,台新新光金,42.4,-0.4,-0.93,09/09,15049,23395,34696,52873,62138.0,84362.0,164709.0,314522.0,378846.0,221993.0
2,3231,緯創,189.0,2.5,1.34,09/09,4231,21480,23696,27004,43844.0,60206.0,129389.0,73468.0,189842.0,140822.0
3,2891,中信金,66.6,-1.6,-2.35,09/09,7037,10049,13487,14482,23405.0,31730.0,-76237.0,131267.0,82760.0,125951.0
4,2801,彰銀,26.85,-0.4,-1.47,09/09,7374,9618,13294,13124,17584.0,9672.0,13152.0,49706.0,55176.0,47340.0
5,2481,強茂,152.0,-0.5,-0.33,09/09,1599,4676,5124,12048,12194.0,16439.0,12957.0,9528.0,5593.0,-11597.0
6,00919,群益台灣精選高息,32.58,-0.13,-0.4,09/09,8108,741,8784,10395,8445.0,1423.0,-66008.0,-39565.0,-32182.0,-70221.0
7,2881,富邦金,147.0,-2.0,-1.34,09/09,2666,4718,8084,9818,16976.0,18499.0,-25077.0,-117810.0,-164792.0,-119754.0
8,2449,京元電子,270.0,1.5,0.56,09/09,1502,2479,3093,9722,15964.0,32606.0,28009.0,67693.0,76323.0,69963.0
9,00918,大華優利高填息30,35.46,0.02,0.06,09/09,1794,4906,7303,8133,24602.0,22957.0,-6666.0,16151.0,11891.0,-23856.0
10,1409,新纖,26.85,2.4,9.82,09/09,2378,2168,2904,6367,2007.0,9421.0,54374.0,55147.0,19936.0,50320.0
11,2634,漢翔,65.3,-0.6,-0.91,09/09,116,2307,3121,4840,8513.0,-401.0,-7049.0,2729.0,-2767.0,-8541.0
12,3045,台灣大,119.5,1.5,1.27,09/09,2183,2366,2314,4693,1254.0,7076.0,-24952.0,-36268.0,5237.0,-34677.0
13,2376,技嘉,349.5,-7.5,-2.1,09/09,466,1714,2547,4683,4091.0,-654.0,4020.0,-5296.0,32258.0,19780.0
14,2618,長榮航,42.55,0.1,0.24,09/09,615,602,2566,4680,12050.0,11802.0,-230073.0,-47885.0,-12476.0,-118327.0
15,00406A,主動中信台灣收益,9.66,0.05,0.52,09/09,3452,4165,4465,4630,13552.0,24027.0,33295.0,,,
16,00409A,主動復華全球50,9.85,-0.05,-0.51,09/09,0,0,250,4510,,,,,,
17,2313,華通,228.0,-3.0,-1.3,09/09,689,1857,4127,4504,4357.0,4261.0,40027.0,31792.0,43671.0,35327.0
