代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00717,富邦美國特別股,14.58,-0.05,-0.34,26W37,09/08,63,30704,60.8,25.7,0,0,0.0,0.0,-1,-27,-35.8,-0.02,-1,-26,-34.5,-0.02
00931B,統一美債20年,12.93,-0.04,-0.31,26W37,09/08,34,339226,47.2,15.1,0,0,0.0,0.0,4,7325,17.2,0.33,4,8096,19.0,0.36
00900,富邦特選高股息30,19.54,-0.05,-0.26,26W37,09/08,23,267789,25.1,17.4,0,0,0.0,0.0,23,389583,36.5,25.3,23,675872,63.3,43.9
6657,華安,33.45,3.0,9.85,26W37,09/08,18,2231,14.3,2.51,0,0,0.0,0.0,3,4,0.31,0.0,18,2232,14.3,2.51
00898,國泰基因免疫革命,10.85,-0.03,-0.28,26W37,09/08,16,36454,42.6,31.4,0,0,0.0,0.0,5,7234,19.9,6.24,31,66830,52.6,57.6
1565,精華,98.6,-0.9,-0.9,26W37,09/08,15,948,9.52,1.88,0,0,0.0,0.0,2,105,13.1,0.21,15,1063,10.7,2.11
2606,裕民,77.8,-0.8,-1.02,26W37,09/08,13,83730,20.7,9.91,-1,-62,-0.8,-0.01,-1,-66,-0.86,-0.01,-1,-51,-0.66,-0.01
01007T,兆豐國泰R2,11.18,-0.03,-0.27,26W37,09/08,12,230,1.05,,0,0,0.0,0.0,0,0,0.0,0.0,12,230,1.05,
1906,寶隆,11.1,-0.1,-0.89,26W37,09/08,12,529,8.73,0.35,0,0,0.0,0.0,1,8,8.96,0.01,12,553,9.13,0.37
3029,零壹,111.5,2.0,1.83,26W37,09/08,12,11309,16.7,6.77,0,0,0.0,0.0,5,213,0.96,0.13,11,11186,18.0,6.7
3206,志豐,35.0,0.05,0.14,26W37,09/08,11,459,13.4,0.78,0,0,0.0,0.0,-1,-5,-3.26,-0.01,11,459,13.4,0.78
00997A,主動群益美國增長,11.07,0.03,0.27,26W37,09/08,10,70843,10.8,6.16,0,0,0.0,0.0,6,29289,12.3,2.55,8,56742,15.3,4.94
2597,潤弘,171.0,0.0,0.0,26W37,09/08,10,2610,22.8,0.84,2,52,3.1,0.02,2,15,0.9,0.0,7,2245,31.9,0.72
00955,中信日本商社,16.58,0.25,1.53,26W37,09/08,9,17679,7.85,3.57,0,0,0.0,0.0,9,77353,34.4,15.6,9,95032,42.2,19.2
1445,大宇,10.4,0.0,0.0,26W37,09/08,9,469,15.0,0.36,0,0,0.0,0.0,-1,-1,-0.49,0.0,9,467,14.9,0.36
2534,宏盛,16.9,-0.05,-0.29,26W37,09/08,9,4929,29.1,1.04,0,0,0.0,0.0,1,4,1.13,0.0,1,21,5.91,0.0
2642,宅配通,20.2,-0.2,-0.98,26W37,09/08,9,267,11.9,0.28,0,0,0.0,0.0,-1,-1,-0.97,0.0,9,269,12.0,0.28
3034,聯詠,534.0,-6.0,-1.11,26W37,09/08,9,40028,21.6,6.58,4,1842,3.1,0.3,-2,-158,-0.71,-0.03,19,67863,13.2,11.2
3232,昱捷,19.7,0.05,0.25,26W37,09/08,9,65,4.73,0.14,0,0,0.0,0.0,0,0,0.0,0.0,9,66,4.79,0.14
