排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,009821,野村稀土關鍵資源,15.02,-0.13,-0.86,09/07,,-100.0,-100.0,-100.0,-100.0,-100.0,,,,
2,3356,奇偶,60.3,-1.0,-1.63,09/07,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
3,3591,艾笛森,23.6,-1.3,-5.22,09/07,,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
4,2609,陽明,58.1,-0.1,-0.17,09/07,1.49,-34.0,-87.8,-94.5,-95.0,-95.6,-97.8,-97.6,-98.3,-98.2
5,6919,康霈*,85.2,-1.2,-1.39,09/07,-0.08,-29.7,-31.7,-85.0,-85.3,-87.6,-91.8,,0.0,0.0
6,3529,力旺,2570.0,185.0,7.76,09/07,0.54,-6.53,-35.7,-82.9,-81.2,-73.2,-54.7,-85.2,-14.5,-79.8
7,2834,臺企銀,17.2,0.2,1.18,09/07,-2.2,-8.94,-16.2,-81.0,-78.7,-72.1,-68.2,95.6,265.0,628.0
8,2106,建大,16.95,-0.35,-2.02,09/07,-0.7,-24.4,-39.0,-79.2,-76.8,-72.7,-72.2,-57.3,-54.0,-44.3
9,2704,國賓,45.6,0.1,0.22,09/07,0.22,-3.17,-20.5,-78.9,-78.9,-76.6,-77.7,-69.5,-55.1,-28.2
10,00911,兆豐洲際半導體,52.15,1.2,2.36,09/07,0.0,-75.9,-75.9,-75.9,-75.9,-75.9,28.8,-64.7,-62.7,16.9
11,9925,新保,39.55,0.0,0.0,09/07,5.11,-7.37,-26.1,-74.1,-72.3,-62.2,-61.3,-43.8,39.3,6.43
12,3293,鈊象,710.0,1.0,0.14,09/07,-0.73,-4.54,-31.0,-70.3,-70.5,-70.9,-65.7,-63.8,-41.6,-67.0
13,1101,台泥,24.3,-0.3,-1.22,09/07,-1.98,-2.22,-13.0,-62.7,-61.3,-59.7,-50.0,43.8,64.6,138.0
14,2059,川湖,13905.0,45.0,0.32,09/07,-1.53,-6.52,-11.6,-60.9,-67.3,-67.6,-76.8,-89.2,-89.9,-93.8
