證券代號,證券名稱,交易別,成交價,成交股數,成交金額
00918,大華優利高填息30,配對交易,38.87,"500,000","19,435,000"
2201,裕隆,配對交易,30.00,"1,400,000","42,000,000"
2308,台達電,配對交易,"1,607.39","587,760","944,759,546"
2308,台達電,配對交易,"1,607.38","156,240","251,137,051"
2317,鴻海,配對交易,246.74,"810,000","199,859,400"
2317,鴻海,配對交易,246.73,"2,190,000","540,338,700"
2327,國巨*,配對交易,546.02,"50,000","27,301,000"
2327,國巨*,配對交易,544.78,"80,750","43,990,985"
2327,國巨*,配對交易,544.76,"89,250","48,619,830"
2330,台積電,配對交易,"2,650.00","8,000","21,200,000"
2330,台積電,配對交易,"2,385.38","26,700","63,689,646"
2330,台積電,配對交易,"2,385.36","36,945","88,127,125"
2357,華碩,配對交易,924.00,"160,000","147,840,000"
2834,臺企銀,配對交易,19.80,"680,000","13,464,000"
2834,臺企銀,配對交易,16.35,"590,000","9,646,500"
2838,聯邦銀,配對交易,19.90,"534,000","10,626,600"
2838,聯邦銀,配對交易,18.95,"2,205,000","41,784,750"
2881,富邦金,配對交易,153.25,"328,000","50,266,000"
2881,富邦金,配對交易,134.00,"150,000","20,100,000"
2883,凱基金,配對交易,34.10,"600,000","20,460,000"
2885,元大金,配對交易,77.00,"600,000","46,200,000"
3036,文曄,配對交易,172.00,"505,000","86,860,000"
3044,健鼎,配對交易,519.36,"40,000","20,774,400"
3231,緯創,配對交易,181.00,"1,800,000","325,800,000"
6669,緯穎,配對交易,"2,310.00","85,000","196,350,000"
總計,,,,"14,212,645","3,280,630,534"
