代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2884,玉山金,45.65,-0.7,-1.51,09/15,-2,-22559,-28.9,-0.13,29,157658,11.8,0.89,1,487,1.37,0.0,-2,-13421,-17.2,-0.08
2887,台新新光金,43.4,-0.15,-0.34,09/15,-1,-430,-0.99,0.0,16,98157,9.82,0.39,1,257,0.59,0.0,3,29624,23.4,0.12
1476,儒鴻,285.0,-3.0,-1.04,09/15,-1,-13,-1.21,0.0,13,505,3.31,0.18,-6,-196,-2.32,-0.07,2,4,0.19,0.0
2542,興富發,45.25,-0.45,-0.98,09/15,-4,-14403,-37.2,-0.67,13,19591,19.7,0.91,1,24,0.25,0.0,-2,-4589,-24.6,-0.21
2891,中信金,69.7,1.6,2.35,09/15,3,20174,18.3,0.1,13,42527,9.58,0.22,-1,-250,-0.42,0.0,4,28652,22.1,0.15
1802,台玻,56.0,-1.8,-3.11,09/15,-1,-3212,-32.1,-0.11,12,1164,0.44,0.04,-3,-925,-2.76,-0.03,-1,-3687,-36.9,-0.13
2353,宏碁,30.9,-0.5,-1.59,09/15,-1,-2089,-23.2,-0.07,12,9613,4.66,0.32,-7,-2099,-2.02,-0.07,-1,-2159,-23.9,-0.07
2633,台灣高鐵,25.85,-0.15,-0.58,09/15,-5,-5323,-36.0,-0.09,12,7442,18.7,0.13,2,76,1.13,0.0,-2,-2400,-35.7,-0.04
6121,新普,373.0,-6.0,-1.58,09/15,-4,-665,-41.4,-0.36,12,574,10.6,0.31,-3,-14,-1.13,-0.01,-6,-521,-19.4,-0.28
9910,豐泰,68.4,0.6,0.88,09/15,1,198,24.1,0.02,12,846,5.86,0.09,4,56,1.91,0.01,1,330,40.1,0.03
2603,長榮,233.5,-3.5,-1.48,09/15,-2,-6340,-31.9,-0.29,10,12340,13.3,0.57,-2,-454,-2.29,-0.02,-1,-1411,-20.3,-0.07
8926,台汽電,57.4,0.0,0.0,09/15,1,134,9.17,0.02,10,414,1.31,0.05,2,13,0.38,0.0,1,172,11.8,0.02
3014,聯陽,130.5,0.0,0.0,09/15,5,746,34.6,0.45,9,132,2.28,0.08,2,3,0.39,0.0,5,796,36.9,0.48
5871,中租-KY,111.5,-2.0,-1.76,09/15,-1,-1403,-29.4,-0.08,9,1277,2.45,0.07,1,15,0.31,0.0,-1,-1354,-28.4,-0.08
1477,聚陽,192.0,-2.5,-1.29,09/15,-4,-1133,-37.2,-0.46,8,410,4.78,0.17,-2,-52,-3.7,-0.02,-4,-963,-31.6,-0.39
2105,正新,30.0,-0.15,-0.5,09/15,-7,-9756,-39.0,-0.3,8,1413,5.22,0.04,1,0,0.01,0.0,-7,-8664,-34.6,-0.27
2303,聯電,138.5,-4.0,-2.81,09/15,-1,-23400,-22.9,-0.19,8,53125,3.47,0.42,-1,-601,-0.59,0.0,-1,-16568,-16.2,-0.13
2801,彰銀,28.0,-0.55,-1.93,09/15,-2,-26152,-28.2,-0.22,8,40913,15.0,0.34,1,225,0.59,0.0,-1,-17911,-46.6,-0.15
3026,禾伸堂,726.0,-5.0,-0.68,09/15,-6,-5135,-7.56,-3.1,8,2853,3.62,1.72,1,10,0.17,0.01,-6,-2406,-3.54,-1.45
1303,南亞,221.5,-12.5,-5.34,09/15,-3,-33614,-21.1,-0.42,7,15128,3.54,0.19,-4,-2055,-0.94,-0.03,-3,-32541,-20.4,-0.41
2393,億光,61.7,-0.8,-1.28,09/15,-1,-251,-48.6,-0.06,7,188,2.6,0.04,2,88,6.3,0.02,-1,-185,-35.8,-0.04
3105,穩懋,454.0,10.0,2.25,09/15,2,5825,11.8,1.37,7,11112,7.28,2.62,-1,-365,-1.02,-0.09,2,7567,15.3,1.78
00646,元大S&P500,76.2,0.05,0.07,09/15,-4,-111,-1.81,-0.02,6,813,6.55,0.13,-19,-36482,-68.4,-5.74,-19,-34824,-65.3,-5.48
2855,統一證,51.5,-1.4,-2.65,09/15,-1,-3273,-65.3,-0.2,6,8736,29.8,0.55,0,0,0.0,0.0,-1,-1815,-36.2,-0.11
3443,創意,6035.0,-365.0,-5.7,09/15,-3,-411,-6.5,-0.31,6,683,6.35,0.51,1,12,0.54,0.01,-1,-124,-5.62,-0.09
6196,帆宣,518.0,-2.0,-0.38,09/15,3,988,20.5,0.45,6,40,0.35,0.02,2,51,1.87,0.02,3,1057,21.9,0.48
6223,旺矽,5440.0,-155.0,-2.77,09/15,-1,-94,-14.2,-0.1,6,741,12.5,0.76,1,14,2.18,0.01,-1,-58,-8.77,-0.06
2890,永豐金,44.55,-0.25,-0.56,09/15,-5,-12549,-8.87,-0.08,5,18210,12.9,0.12,-1,-228,-0.85,0.0,-1,-236,-0.88,0.0
2892,第一金,39.55,-0.3,-0.75,09/15,-1,-4151,-13.5,-0.03,5,24713,15.2,0.17,5,852,0.52,0.01,-1,-738,-2.4,-0.01
3005,神基,115.0,-1.5,-1.29,09/15,-1,-497,-31.3,-0.08,5,196,2.12,0.03,-7,-119,-0.9,-0.02,-1,-397,-25.0,-0.06
3037,欣興,951.0,-19.0,-1.96,09/15,-1,-388,-4.02,-0.02,5,2183,2.92,0.13,-2,-244,-1.07,-0.01,-1,-65,-0.67,0.0
3406,玉晶光,915.0,-39.0,-4.09,09/15,2,1179,8.25,1.05,5,4292,10.7,3.81,1,125,1.32,0.11,2,1471,10.3,1.31
3653,健策,5310.0,-510.0,-8.76,09/15,-4,-155,-3.24,-0.11,5,452,7.5,0.31,2,52,1.5,0.04,6,419,5.96,0.28
7828,創新服務,1845.0,-105.0,-5.38,09/15,-1,-68,-22.4,-0.17,5,31,1.5,0.08,1,2,0.74,0.01,-1,-65,-21.4,-0.16
2027,大成鋼,45.0,-0.75,-1.64,09/15,1,701,5.82,0.03,4,4365,7.02,0.17,-1,-708,-5.89,-0.03,1,93,0.77,0.0
2357,華碩,928.0,-6.0,-0.64,09/15,-1,-295,-11.4,-0.04,4,1466,10.6,0.2,-7,-810,-3.15,-0.11,-1,-90,-3.45,-0.01
2376,技嘉,343.0,-1.0,-0.29,09/15,-7,-9922,-32.8,-1.48,4,1733,12.5,0.26,-3,-175,-2.03,-0.03,-7,-7742,-25.6,-1.16
2385,群光,105.5,0.0,0.0,09/15,3,1520,33.1,0.2,4,211,2.78,0.03,-1,-10,-0.72,0.0,3,1704,37.1,0.22
2609,陽明,58.8,-0.5,-0.84,09/15,1,2547,11.6,0.07,4,488,0.28,0.01,-2,-535,-1.02,-0.02,1,2462,11.2,0.07
2637,慧洋-KY,96.9,-4.1,-4.06,09/15,-2,-1704,-22.0,-0.23,4,3908,20.5,0.52,-3,-113,-0.77,-0.02,-1,-568,-14.5,-0.08
2886,兆豐金,51.8,-0.7,-1.33,09/15,-1,-5030,-24.7,-0.03,4,17620,17.7,0.12,1,109,0.54,0.0,4,27722,27.8,0.19
3028,增你強,60.7,-0.5,-0.82,09/15,-1,-165,-37.0,-0.07,4,20,0.91,0.01,-1,-1,-0.15,0.0,-1,-157,-35.1,-0.07
3491,昇達科,1355.0,-35.0,-2.52,09/15,-1,-139,-20.0,-0.2,4,160,2.96,0.23,3,13,0.31,0.02,-1,-121,-17.4,-0.18
