股票代號,股票名稱,法人持股,上榜區塊,累積衰退
00400A,主動國泰動能高息,-53.67164689679006,"5日衰退,10日衰退,30日衰退,20日衰退",-4.569030673211287
00401A,主動摩根台灣鑫收,-1.2422658490131653,"10日衰退,30日衰退,20日衰退",-0.988189486083975
00402A,主動安聯美國科技,4.769054525497074,5日衰退,-0.955462820669049
00405A,主動富邦台灣龍耀,-55.36592247796895,"5日衰退,30日衰退",-0.5394781496681418
00406A,主動中信台灣收益,-68.8523969644553,"5日衰退,10日衰退,30日衰退,20日衰退",-12.869311629207651
00407A,主動凱基台灣,-62.32744479713652,5日衰退,-1.016654375448077
00410A,主動永豐科技趨勢,124.4503459252971,5日衰退,-1.9929173740803776
0050,元大台灣50,-7.926851331317882,"30日衰退,20日衰退",-1.9693635163273262
0051,元大中型100,-5.358330612244897,30日衰退,-1.4297999999999988
0053,元大電子,-12.738456196581197,30日衰退,-1.5279605697590402
0056,元大高股息,-2.444714521841062,30日衰退,-2.816487026797087
0057,富邦摩台,-10.579836280288148,"5日衰退,10日衰退,30日衰退,20日衰退",-1.3742763588736118
006203,元大MSCI台灣,78.17764728909768,30日衰退,-1.4214954002740114
00631L,元大台灣50正2,-53.31853542788435,"5日衰退,30日衰退,20日衰退",-1.2211522729006319
00632R,元大台灣50反1,-16.32430585475789,"10日衰退,20日衰退",-4.701436251548712
00633L,富邦上証正2,52.356792080236964,"5日衰退,10日衰退",-2.8380302794089616
00634R,富邦上証反1,15.07448715604717,5日衰退,-0.8408434078559583
00637L,元大滬深300正2,69.62410280177644,"5日衰退,10日衰退,20日衰退",-4.573530966470898
00640L,富邦日本正2,75.54517370306901,5日衰退,-1.1690060757127299
00641R,富邦日本反1,-23.454411541546534,"10日衰退,30日衰退,20日衰退",-3.3989710898265812
00643,群益深証中小,62.38469870212267,"5日衰退,10日衰退",-1.0217119291615475
00646,元大S&P500,-20.38056648668436,"10日衰退,30日衰退,20日衰退",-1.6088503577619164
00647L,元大S&P500正2,30.266938902743142,5日衰退,-0.9089432668329174
00648R,元大S&P500反1,8.984356638259701,"10日衰退,30日衰退,20日衰退",-0.7096482004046027
00651R,復華香港反1,46.6955796471173,"5日衰退,30日衰退",-0.4874652087475084
00653L,富邦印度正2,32.9956778333209,5日衰退,-0.5169618742072686
00655L,國泰中國A50正2,55.80137547879498,"5日衰退,10日衰退,20日衰退",-2.17568584147142
00662,富邦NASDAQ,-30.447943723882165,"10日衰退,30日衰退,20日衰退",-0.6673935737750583
00663L,國泰臺灣加權正2,-81.53109919770668,5日衰退,-3.3156011082117374
00664R,國泰臺灣加權反1,-7.657674166988675,"5日衰退,10日衰退,30日衰退,20日衰退",-4.272350862568485
00665L,富邦恒生國企正2,11.537414028233385,10日衰退,-0.6550443825670467
00666R,富邦恒生國企反1,6.667347776833758,"30日衰退,20日衰退",-6.569353536076527
00668,國泰美國道瓊,-12.282663370306029,"5日衰退,10日衰退",-0.5598169183482575
00670L,富邦NASDAQ正2,-17.81249076414544,30日衰退,-2.225028359397987
00671R,富邦NASDAQ反1,25.69735594577849,"5日衰退,10日衰退",-0.6888742387378528
00673R,期元大S&P原油反1,-49.74352593606615,"5日衰退,10日衰退,30日衰退,20日衰退",-6.841915273615577
00674R,期元大S&P黃金反1,119.56733537301444,"5日衰退,10日衰退",-2.329358724490632
00675L,富邦臺灣加權正2,-1.1782283777342302,30日衰退,-1.6474687164898294
00676R,富邦臺灣加權反1,-29.841563384018198,"10日衰退,30日衰退,20日衰退",-3.6117803909913455
00678,群益那斯達克生技,-15.716622708985248,"5日衰退,10日衰退,30日衰退,20日衰退",-4.819115606712522
00685L,群益臺灣加權正2,-56.873324562200324,"5日衰退,30日衰退,20日衰退",-1.9211590737165594
00686R,群益臺灣加權反1,-35.78337375295353,"10日衰退,30日衰退,20日衰退",-2.1387680783291643
00690,兆豐藍籌30,-13.024895622092329,"5日衰退,30日衰退",-0.6030715491294103
00700,富邦恒生國企,31.688667918603574,"10日衰退,20日衰退",-4.477851247848701
00701,國泰股利精選30,28.807175848489653,"10日衰退,20日衰退",-1.463140600149071
00708L,期元大S&P黃金正2,-66.28652971574226,"5日衰退,10日衰退,30日衰退",-2.153893300690328
00728,第一金工業30,25.060824705187166,5日衰退,-0.5877714975721275
00736,國泰新興市場,38.09549724988851,30日衰退,-2.716449112725911
00738U,期元大道瓊白銀,-54.71184631385189,5日衰退,-0.49805483594552413
00753L,中信中國50正2,1.5828429342326638,"5日衰退,10日衰退",-0.736568738555458
00763U,期街口道瓊銅,-22.288049447283964,"5日衰退,10日衰退",-2.2745869487697625
00770,國泰北美科技,-8.90582892170521,5日衰退,-0.5370407051850332
00771,元大US高息特別股,-4.449845342706502,"5日衰退,10日衰退,20日衰退",-0.7733778558875217
00783,富邦中証500,51.37541601479163,"5日衰退,10日衰退",-1.0568169534916834
00830,國泰費城半導體,-26.670299707557707,"5日衰退,10日衰退,30日衰退,20日衰退",-1.4437173462333668
00852L,國泰美國道瓊正2,36.76479378362224,"5日衰退,10日衰退",-0.5121936640765057
00865B,國泰US短期公債,-67.53470573962743,"5日衰退,10日衰退,30日衰退,20日衰退",-1.587354048792875
00875,國泰網路資安,-0.6029583103257865,"5日衰退,10日衰退,30日衰退,20日衰退",-4.784654632982964
00876,元大全球5G,15.105048285544116,"5日衰退,30日衰退,20日衰退",-0.7907193907938392
00878,國泰永續高股息,7.977142235062552,"10日衰退,30日衰退,20日衰退",-1.6939825516939822
00881,國泰台灣科技龍頭,-20.94260652631272,"5日衰退,10日衰退,30日衰退,20日衰退",-3.051639117662429
00891,中信關鍵半導體,-42.99039715778081,"10日衰退,30日衰退,20日衰退",-2.7690063640044613
00892,富邦台灣半導體,-11.26617819742701,30日衰退,-3.367777403317299
00894,中信小資高價30,-23.62961497282993,"5日衰退,10日衰退,30日衰退,20日衰退",-1.5600525568691346
00896,中信綠能及電動車,-46.28282753667795,5日衰退,-0.9584782497178637
00897,富邦基因免疫生技,16.471698362798804,"5日衰退,10日衰退",-2.941393888229886
00905,FT臺灣Smart,3.188903361893354,30日衰退,-2.782907454450241
00910,第一金太空衛星,-67.99805202666913,"5日衰退,10日衰退,30日衰退,20日衰退",-2.89864351704702
00911,兆豐洲際半導體,-13.084892956775224,"5日衰退,10日衰退,30日衰退,20日衰退",-4.075054429771374
00913,兆豐台灣晶圓製造,-66.48598407242284,"5日衰退,10日衰退",-2.7647813126658534
00917,中信特選金融,-44.37722795146231,"5日衰退,10日衰退,20日衰退",-1.1902944142620129
00918,大華優利高填息30,-0.7720303860207491,5日衰退,-0.560168718311201
00922,國泰台灣領袖50,0.7857544512797858,30日衰退,-2.473973043674089
00923,群益台ESG低碳50,-14.905624578271278,"5日衰退,10日衰退,30日衰退,20日衰退",-1.541935933151887
00926,凱基全球菁英55,4.455086131556971,"10日衰退,30日衰退,20日衰退",-2.342944742157437
00927,群益半導體收益,-46.21233703235702,"5日衰退,30日衰退,20日衰退",-0.8440144437362775
00929,復華台灣科技優息,58.51368360491938,"5日衰退,10日衰退,30日衰退,20日衰退",-3.5088807235855555
00934,中信成長高股息,34.2084752766064,30日衰退,-2.480192395249432
00935,野村臺灣新科技50,-40.63159045080869,"5日衰退,20日衰退",-1.5345175891796146
00938,凱基優選30,11.743750816193275,"5日衰退,10日衰退,30日衰退,20日衰退",-0.6702122102513872
00941,中信上游半導體,41.76579493145503,"5日衰退,30日衰退",-1.3085626359387987
00945B,凱基美國非投等債,-12.049933375533717,"10日衰退,30日衰退,20日衰退",-2.3912933346432936
00947,台新臺灣IC設計,-48.73550105528602,"5日衰退,10日衰退,20日衰退",-1.3819186333360705
00951,台新日本半導體,21.476662845157794,"5日衰退,30日衰退,20日衰退",-2.0243703539745113
00953B,群益優選非投等債,-13.78938919329495,"5日衰退,10日衰退,20日衰退",-2.047895058163176
00954,中信日本半導體,-37.58984620735919,"5日衰退,30日衰退,20日衰退",-2.416298624396468
00960,野村全球航運龍頭,161.3921840833969,"5日衰退,10日衰退",-8.297666338378917
00961,FT臺灣永續高息,-35.06725161149437,"5日衰退,10日衰退,30日衰退,20日衰退",-3.7482489651423343
00962,台新AI優息動能,7.745436015597306,"5日衰退,10日衰退,30日衰退,20日衰退",-1.8524690728184279
00963,中信全球高股息,-28.934781773263797,"5日衰退,10日衰退,30日衰退,20日衰退",-1.3251919293393044
009801,中信美國創新科技,24.170086240607066,"5日衰退,10日衰退,30日衰退,20日衰退",-0.839828892717108
009803,玉山市值動能50,-19.300592285042477,"30日衰退,20日衰退",-0.9503636865535512
009804,聯邦台精彩50,-29.568392452635916,"5日衰退,30日衰退",-0.573981996858123
009805,台新美國電力基建,6.512920568945508,5日衰退,-1.304546910371811
009810,玉山全球藍籌100,27.20265845254255,5日衰退,-0.6368873342382777
009811,統一美國50,40.85440940877305,"5日衰退,10日衰退,20日衰退",-0.7128916910401841
009816,凱基台灣TOP50,-27.914032250117028,"5日衰退,30日衰退,20日衰退",-0.5671963475837885
009819,中信數據及電力,-50.14998657415829,"5日衰退,10日衰退,30日衰退,20日衰退",-3.7983798009705154
00981A,主動統一台股增長,-61.611192336969,"5日衰退,10日衰退,30日衰退,20日衰退",-4.663761293941462
00981T,平衡凱基雙核收息,-3.4969974894307883,"5日衰退,10日衰退,30日衰退,20日衰退",-2.022932955159548
009826,貝萊德世界股票,-47.40885429189709,"5日衰退,10日衰退",-7.919991784169561
