單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"10,322,981,207","10,166,570,124","156,411,083"
自營商(避險),"28,283,340,520","48,801,370,971","-20,518,030,451"
投信,"20,515,821,580","23,833,499,724","-3,317,678,144"
外資及陸資(不含外資自營商),"312,218,262,653","403,572,798,746","-91,354,536,093"
外資自營商,0,0,0
合計,"371,340,405,960","486,374,239,565","-115,033,833,605"
