排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,3293,鈊象,703.0,-5.0,-0.71,09/03,-209009.0,-1118207.0,-1205794.0,-1216363,-1177471.0,-1339817,-887444.0,-878051.0,-301533.0,-1029250.0
2,1101,台泥,24.45,-0.35,-1.41,09/03,-73611.0,-869602.0,-972077.0,-947554,-901979.0,-864462,-548551.0,164219.0,204013.0,318757.0
3,3008,大立光,7150.0,-660.0,-8.45,09/03,-84505.0,-761017.0,-1196073.0,-931676,-1436083.0,-961857,-116299.0,-1133415.0,189745.0,-411734.0
4,3529,力旺,2330.0,-65.0,-2.71,09/03,-65279.0,-487236.0,-662573.0,-615948,-557516.0,-232359,-108006.0,-1287746.0,-649769.0,-1100540.0
5,2834,臺企銀,17.1,-0.15,-0.87,09/03,-14348.0,-585161.0,-625906.0,-598210,-504412.0,-344939,-323990.0,43373.0,68771.0,88392.0
6,2408,南亞科,477.5,-40.5,-7.82,09/03,-166667.0,-881700.0,-868734.0,-498311,-376246.0,-1957711,189612.0,-223390.0,-181592.0,-35383.0
7,3665,貿聯-KY,2100.0,-70.0,-3.23,09/03,-115304.0,-272473.0,-370378.0,-487725,-433413.0,-580540,1598498.0,1446797.0,1924772.0,868076.0
8,2382,廣達,335.0,-2.0,-0.59,09/03,-87649.0,-93525.0,-150394.0,-468076,-924565.0,-6562396,-3527136.0,-362829.0,-1283456.0,-823238.0
9,2059,川湖,13450.0,-415.0,-2.99,09/03,-11026.0,-112393.0,-271458.0,-401268,-322262.0,-391447,-494733.0,-770113.0,-789502.0,-1077353.0
10,2884,玉山金,43.2,2.7,6.67,09/03,-139044.0,-358407.0,-435982.0,-377070,-328534.0,-216295,-418371.0,-522725.0,302087.0,-309980.0
11,2609,陽明,57.8,0.3,0.52,09/03,-128960.0,-222696.0,-322913.0,-326368,-401336.0,-412046,-1027264.0,-668804.0,-1015977.0,-981637.0
12,2886,兆豐金,50.4,1.4,2.86,09/03,-20424.0,-155820.0,-291720.0,-294648,-522511.0,-416607,6433.0,63876.0,-54393.0,132881.0
13,2603,長榮,239.0,4.5,1.92,09/03,6130.0,4866.0,-47060.0,-281785,-502711.0,-1220798,-2635342.0,-1835884.0,-1981717.0,-2440504.0
14,1815,富喬,120.0,-11.0,-8.4,09/03,-54074.0,-40254.0,-169439.0,-273736,-464616.0,-443210,-485360.0,-195234.0,-295851.0,-195388.0
15,3034,聯詠,527.0,-16.0,-2.95,09/03,1599.0,-108130.0,-97875.0,-241428,-319315.0,-264586,-1289866.0,-1749339.0,-759988.0,-1426154.0
16,3324,雙鴻,1350.0,-85.0,-5.92,09/03,-59235.0,-176239.0,-207659.0,-227297,-276569.0,-392209,-345758.0,76520.0,-209311.0,97901.0
17,3711,日月光投控,589.0,0.0,0.0,09/03,-41335.0,-178927.0,-252603.0,-183105,-193227.0,516794,-2288665.0,-533027.0,-2427345.0,-615124.0
18,1326,台化,69.7,-3.1,-4.26,09/03,-18673.0,-131702.0,-149026.0,-172963,-150951.0,-144815,-230697.0,-493760.0,-717410.0,-532878.0
19,3374,精材,400.0,-19.5,-4.65,09/03,-38869.0,-133776.0,-145314.0,-166553,-158261.0,11275,-70089.0,32107.0,-208430.0,-69836.0
20,1717,長興,76.8,-4.0,-4.95,09/03,-17935.0,-101917.0,-124515.0,-155685,-160858.0,-272207,-221408.0,-122542.0,-33529.0,-93194.0
21,6213,聯茂,512.0,-24.0,-4.48,09/03,-159.0,-25894.0,-71167.0,-155370,-139573.0,-211774,-251300.0,-170787.0,-196949.0,-254832.0
22,1303,南亞,221.0,-16.5,-6.95,09/03,22550.0,5542.0,-33120.0,-148227,-128797.0,203756,519194.0,390349.0,-953050.0,-355409.0
23,2357,華碩,971.0,-39.0,-3.86,09/03,-58940.0,-96314.0,-126632.0,-133431,-173895.0,-885105,-2768794.0,-2573031.0,-533861.0,-1655807.0
24,3661,世芯-KY,4050.0,-115.0,-2.76,09/03,-14247.0,-6616.0,-6616.0,-111952,-128667.0,-730041,-757761.0,-1988281.0,-851187.0,-904926.0
25,3406,玉晶光,991.0,-59.0,-5.62,09/03,-16240.0,-35308.0,-95384.0,-109812,-64903.0,11441,28400.0,-50248.0,-26440.0,-57843.0
26,2880,華南金,43.45,0.45,1.05,09/03,-34736.0,-90485.0,-140327.0,-106536,-135681.0,66807,814624.0,1095131.0,1178887.0,1095328.0
27,00631L,元大台灣50正2,35.41,-0.52,-1.45,09/03,-35.9,-14585.0,-15324.0,-103395,-133761.0,-246269,-134207.0,,510294.0,625502.0
28,6770,力積電,67.8,-2.6,-3.69,09/03,45845.0,-118358.0,-83938.0,-97871,-132844.0,-397549,-1575896.0,33400.0,-366820.0,-144305.0
29,1216,統一,75.6,-1.0,-1.31,09/03,-9336.0,-62459.0,-73999.0,-92488,-389676.0,-894022,-849192.0,-375847.0,489939.0,-108344.0
30,4958,臻鼎-KY,464.0,-43.0,-8.48,09/03,83930.0,-278755.0,-261731.0,-89270,180073.0,852006,433629.0,358964.0,-434269.0,366692.0
31,1802,台玻,58.6,-2.2,-3.62,09/03,9387.0,-83126.0,-86653.0,-88692,-102566.0,-61213,35530.0,303890.0,55375.0,-40868.0
32,3450,聯鈞,554.0,-48.0,-7.97,09/03,-17297.0,-48083.0,-44271.0,-79598,-134553.0,-179150,-62843.0,-329301.0,-424784.0,-429290.0
33,2474,可成,206.5,-4.5,-2.13,09/03,-24317.0,-62819.0,-64902.0,-79340,-97351.0,-124497,85165.0,-544017.0,-179474.0,-463391.0
34,3260,威剛,395.0,-17.5,-4.24,09/03,15744.0,1939.0,-19540.0,-78649,-237195.0,-312476,-282192.0,512748.0,654768.0,425105.0
35,2421,建準,164.5,-3.5,-2.08,09/03,1596.0,-70021.0,-74450.0,-78572,-84694.0,-141345,-129482.0,18961.0,59957.0,37034.0
36,1605,華新,37.6,-0.6,-1.57,09/03,-4389.0,-70571.0,-76532.0,-76222,-88032.0,-360337,-244922.0,-385736.0,-312476.0,-670057.0
37,2317,鴻海,247.5,-3.5,-1.39,09/03,-314.0,-73464.0,-89414.0,-73960,113024.0,-555872,-299919.0,-560765.0,-1083404.0,-218204.0
38,2455,全新,525.0,-17.0,-3.14,09/03,6257.0,9419.0,-17875.0,-73893,-162044.0,-80701,-90515.0,-216253.0,-214948.0,-147200.0
39,2492,華新科,271.5,-21.5,-7.34,09/03,-32151.0,-97102.0,-92151.0,-72457,-11225.0,453747,384341.0,325210.0,279484.0,113629.0
40,1504,東元,71.0,-1.6,-2.2,09/03,-11731.0,-33681.0,-59964.0,-70721,-113305.0,-271946,-8441.0,-55925.0,349560.0,167184.0
41,2360,致茂,2015.0,40.0,2.03,09/03,-1640.0,-63240.0,-66276.0,-66791,-57682.0,-76757,-639606.0,-507357.0,-460126.0,-701611.0
42,2324,仁寶,38.75,-0.95,-2.39,09/03,-4943.0,-18123.0,-44293.0,-66531,-117973.0,-211469,-613118.0,-1599942.0,-591712.0,-1213008.0
43,2377,微星,150.5,-4.5,-2.9,09/03,-14435.0,-62014.0,-76052.0,-66245,-78417.0,-317590,-157885.0,111021.0,354960.0,247177.0
44,6805,富世達,2095.0,-15.0,-0.71,09/03,-27221.0,-81641.0,-114591.0,-64488,35392.0,362015,328533.0,347153.0,404700.0,376766.0
45,3017,奇鋐,3300.0,-10.0,-0.3,09/03,41397.0,-89552.0,-111066.0,-64031,-192988.0,-1299290,-838252.0,281111.0,-255866.0,20569.0
46,2885,元大金,68.5,1.8,2.7,09/03,-8849.0,-68678.0,-71416.0,-62492,-33268.0,-2113,-170989.0,8805.0,-21116.0,24827.0
47,2354,鴻準,63.7,-2.6,-3.92,09/03,-18828.0,-42989.0,-63725.0,-58567,-76938.0,-206556,-179585.0,-44042.0,57591.0,-10295.0
48,6223,旺矽,5045.0,-245.0,-4.63,09/03,25239.0,25239.0,-55939.0,-57711,11164.0,225323,469145.0,1055712.0,916893.0,845680.0
49,6919,康霈*,84.5,-3.6,-4.09,09/03,-413.0,-46603.0,-55921.0,-55921,-58998.0,-73960,-123822.0,18200.0,18200.0,18200.0
50,3376,新日興,204.0,-4.0,-1.92,09/03,3946.0,-3780.0,-19070.0,-54901,-38848.0,-76984,-19172.0,-28617.0,-32508.0,90080.0
51,3019,亞光,143.0,-14.5,-9.21,09/03,-18447.0,-31286.0,-36021.0,-52296,-49073.0,-65961,-83104.0,-157614.0,-112892.0,-88992.0
52,3702,大聯大,102.0,0.0,0.0,09/03,-3146.0,-18200.0,-40119.0,-51250,-49261.0,-38525,-226152.0,-10867.0,-65925.0,-16090.0
53,3533,嘉澤,1670.0,-35.0,-2.05,09/03,-40734.0,-89251.0,-88027.0,-50926,-55339.0,132300,17849.0,-375086.0,-519851.0,-362227.0
54,1301,台塑,65.7,-1.1,-1.65,09/03,-2029.0,-16506.0,-34665.0,-48438,-40197.0,-76682,-637487.0,-995547.0,-1193469.0,-1140358.0
55,2912,統一超,216.5,-0.5,-0.23,09/03,976.0,-2528.0,-37851.0,-48184,-134413.0,-211388,-113724.0,169226.0,200158.0,89314.0
56,3042,晶技,174.0,-6.0,-3.33,09/03,-6413.0,-36109.0,-39200.0,-46328,-30952.0,-4511,187958.0,167781.0,139373.0,100099.0
57,3706,神達,91.5,-3.2,-3.38,09/03,-1165.0,2432.0,2527.0,-45752,-107302.0,-252135,-70374.0,-195822.0,394674.0,-209844.0
58,2441,超豐,113.5,-2.5,-2.16,09/03,-4179.0,-21225.0,-43727.0,-44364,-40632.0,-29205,-159399.0,-93178.0,6099.0,-109539.0
59,2353,宏碁,31.25,-0.9,-2.8,09/03,-3430.0,-14988.0,-38608.0,-42544,-59702.0,-85786,-147211.0,-177325.0,102605.0,137436.0
60,6781,AES-KY,1060.0,-55.0,-4.93,09/03,-2285.0,-20071.0,-22967.0,-41725,-70109.0,-179800,-207934.0,-139679.0,164995.0,-138501.0
61,8358,金居,470.0,-33.0,-6.56,09/03,4250.0,-78608.0,-78608.0,-40668,6716.0,557687,510868.0,375627.0,333409.0,410499.0
62,6531,愛普*,912.0,-45.0,-4.7,09/03,-32521.0,-32806.0,-36055.0,-39587,-35994.0,-35039,-106384.0,-29007.0,-88777.0,-14546.0
63,00981A,主動統一台股增長,29.13,-0.6,-2.02,09/03,-5843.0,-5131.0,2571.0,-36790,-209905.0,-275556,-874085.0,-301066.0,-104468.0,-122758.0
64,2883,凱基金,35.9,0.4,1.13,09/03,-25532.0,-27062.0,-21340.0,-35472,-84983.0,-94711,-26466.0,95873.0,-804.0,92089.0
65,6269,台郡,65.0,-6.7,-9.34,09/03,-5024.0,-34313.0,-37210.0,-34506,-44000.0,-74037,2546.0,31708.0,24092.0,28571.0
66,1319,東陽,81.4,-1.6,-1.93,09/03,-3318.0,-8675.0,-22789.0,-32290,-49466.0,-113931,-176625.0,15535.0,83382.0,-6597.0
67,2615,萬海,115.5,3.5,3.12,09/03,-2989.0,-5843.0,-14075.0,-32271,-14586.0,-16051,-251500.0,-428119.0,-729235.0,-267428.0
68,1513,中興電,162.5,-2.5,-1.52,09/03,-6456.0,-13284.0,-16142.0,-29435,-80832.0,-282394,-209328.0,231291.0,236991.0,127170.0
69,6789,采鈺,465.5,-18.0,-3.72,09/03,6901.0,-123.0,-7544.0,-27963,-11712.0,-28147,-249341.0,-39522.0,-106369.0,-91419.0
70,8210,勤誠,948.0,-20.0,-2.07,09/03,96.8,-2254.0,-26994.0,-27387,-27525.0,49455,25083.0,91550.0,87304.0,105466.0
71,00982A,主動群益台灣強棒,22.41,-0.59,-2.57,09/03,892.0,682.0,158.0,-27314,-39619.0,-23807,-36346.0,7863.0,7149.0,19483.0
72,1707,葡萄王,90.7,-1.1,-1.2,09/03,-1801.0,-28645.0,-28836.0,-27054,-22672.0,-15896,4325.0,16512.0,11374.0,16445.0
73,2383,台光電,5290.0,-155.0,-2.85,09/03,-3795.0,-6000.0,-30354.0,-27045,-42110.0,-49265,-62880.0,-767020.0,-774475.0,-712338.0
74,5269,祥碩,1440.0,-20.0,-1.37,09/03,-7583.0,-24711.0,-21773.0,-26147,-75883.0,-90984,-155773.0,132566.0,444020.0,438159.0
75,1712,興農,40.6,-0.45,-1.1,09/03,-3996.0,-26720.0,-27466.0,-26137,-22676.0,-14822,1685.0,18063.0,16937.0,17927.0
76,1477,聚陽,194.0,-2.0,-1.02,09/03,-3732.0,-19165.0,-19989.0,-25783,-55139.0,-6225,-155307.0,7838.0,-47745.0,98218.0
77,6282,康舒,43.2,-1.3,-2.92,09/03,-2669.0,-26130.0,-29470.0,-25207,-8981.0,4289,109162.0,88726.0,96830.0,-41668.0
78,3714,富采,61.5,-0.5,-0.81,09/03,4282.0,-12737.0,-17959.0,-24915,-31776.0,-49151,-116925.0,91380.0,102812.0,97486.0
79,00881,國泰台灣科技龍頭,49.8,-0.2,-0.4,09/03,3871.0,3871.0,2322.0,-23806,-63546.0,25133,-51755.0,-60071.0,-1197.0,-11199.0
80,6643,M31,403.0,-13.0,-3.12,09/03,-2419.0,-20159.0,-22410.0,-22365,-21496.0,-25747,-25613.0,-13150.0,23944.0,1502.0
81,6547,高端疫苗,61.8,0.3,0.49,09/03,279.0,-8356.0,-14440.0,-22361,-30457.0,-37048,-27449.0,-23320.0,-25102.0,-123.0
82,2371,大同,27.6,-0.6,-2.13,09/03,-6552.0,-17850.0,-21176.0,-22084,-22393.0,-46109,-15242.0,177697.0,376667.0,264548.0
83,1711,永光,41.55,-1.85,-4.26,09/03,-1574.0,-5430.0,-18403.0,-21723,-16962.0,-26880,-32919.0,-16003.0,16073.0,-11205.0
84,2392,正崴,45.35,-0.15,-0.33,09/03,-2976.0,-18229.0,-19101.0,-21217,-24548.0,-27325,-19710.0,-42331.0,-43387.0,-40289.0
85,0056,元大高股息,54.5,-0.6,-1.09,09/03,276.0,-12916.0,-15029.0,-21043,-20002.0,-358426,-299001.0,-322662.0,24920.0,-539904.0
86,4919,新唐,115.0,-5.5,-4.56,09/03,-3731.0,-8397.0,-12788.0,-20715,-28533.0,-49475,-210967.0,-114619.0,-67252.0,-84133.0
87,5347,世界,147.0,-2.5,-1.67,09/03,3771.0,-5732.0,-12765.0,-19828,-46607.0,-10189,-379142.0,-92154.0,-226097.0,-294960.0
88,3481,群創,48.1,-0.95,-1.94,09/03,-22082.0,-5381.0,-25465.0,-19694,-23604.0,902,550136.0,641120.0,1570827.0,1438208.0
89,3023,信邦,325.0,-5.0,-1.52,09/03,-1298.0,-15687.0,-19511.0,-19421,-81149.0,-170653,86459.0,-48768.0,94767.0,-5102.0
90,1476,儒鴻,313.5,-0.5,-0.16,09/03,1130.0,1036.0,565.0,-19071,-19683.0,-30822,-61994.0,-31267.0,-236631.0,-266947.0
91,3030,德律,293.5,5.0,1.73,09/03,5270.0,8666.0,-16483.0,-18997,-44757.0,-93860,70198.0,104053.0,28101.0,57659.0
92,3363,上詮,774.0,-6.0,-0.77,09/03,5700.0,-4116.0,-19641.0,-18222,-25579.0,-30398,-26475.0,319540.0,312106.0,293243.0
93,2412,中華電,138.0,0.5,0.36,09/03,-4699.0,-39105.0,-36706.0,-18206,16177.0,46676,206209.0,397109.0,551490.0,468360.0
94,2207,和泰車,521.0,4.0,0.77,09/03,-887.0,-7114.0,-6083.0,-18068,-16750.0,-43065,-332281.0,-58904.0,121477.0,119005.0
95,3693,營邦,648.0,6.0,0.93,09/03,795.0,1695.0,-4085.0,-17572,-35991.0,-48977,-39949.0,-18900.0,-25322.0,-10216.0
96,2464,盟立,222.0,20.0,9.9,09/03,-6372.0,-10520.0,-12125.0,-17260,-23090.0,-78825,-48698.0,-109779.0,-114466.0,-111013.0
97,2002,中鋼,19.0,-0.05,-0.26,09/03,1108.0,7715.0,-18911.0,-16202,-98807.0,-268160,-774148.0,-259773.0,-179221.0,-546322.0
98,2451,創見,286.0,-10.5,-3.54,09/03,8513.0,10146.0,-8098.0,-16059,-239858.0,-278297,-54642.0,126332.0,138807.0,106002.0
99,2312,金寶,31.8,-1.35,-4.07,09/03,-1528.0,-11321.0,-12445.0,-15996,-16280.0,-67043,47833.0,18462.0,46470.0,-179510.0
100,2106,建大,17.2,-0.2,-1.15,09/03,-1467.0,-16362.0,-16323.0,-15475,-12937.0,-9936,-11379.0,-3893.0,-3856.0,-1844.0
101,3673,TPK-KY,64.7,-2.3,-3.43,09/03,661.0,-11426.0,-12937.0,-15378,-16548.0,-30817,11034.0,89104.0,93134.0,91753.0
102,1102,亞泥,35.2,0.2,0.57,09/03,211.0,-17941.0,-15872.0,-15255,-74172.0,-77155,-82216.0,-199563.0,58825.0,8491.0
103,4939,亞電,81.5,-7.4,-8.32,09/03,143.0,-5508.0,-13635.0,-14932,-16849.0,-11227,-1325.0,-3740.0,-39.9,-10386.0
104,3592,瑞鼎,221.0,-5.5,-2.43,09/03,-2571.0,-16117.0,-15847.0,-14370,-13809.0,1486,-15474.0,28002.0,6471.0,22019.0
105,9925,新保,39.7,-0.3,-0.75,09/03,-1479.0,-15094.0,-15090.0,-14305,-13185.0,-6945,-8384.0,-3612.0,2093.0,906.0
106,00407A,主動凱基台灣,9.56,-0.22,-2.25,09/03,0.0,-14757.0,-14409.0,-13926,-15573.0,-16274,,,,
107,3013,晟銘電,86.0,-3.5,-3.91,09/03,-2618.0,-7723.0,-11538.0,-13823,-17424.0,-24333,-27765.0,-24249.0,-68669.0,-9676.0
108,5534,長虹,76.6,0.3,0.39,09/03,-238.0,-13374.0,-13881.0,-13512,-18669.0,-22278,-39764.0,22147.0,11904.0,24040.0
109,7749,意騰-KY,363.5,-6.5,-1.76,09/03,-1548.0,-14622.0,-15039.0,-13387,-11685.0,-12477,-18964.0,43155.0,,63655.0
110,9921,巨大,100.5,-1.0,-0.99,09/03,-1349.0,-12722.0,-10852.0,-12824,-22392.0,-27811,-24655.0,27284.0,15366.0,35140.0
111,3131,弘塑,2365.0,-40.0,-1.66,09/03,-2648.0,-3376.0,-12967.0,-12740,-9338.0,-2508,-65883.0,-122282.0,-88363.0,-114543.0
112,3703,欣陸,19.95,0.55,2.84,09/03,-1390.0,-14222.0,-14300.0,-12547,-10536.0,-4222,-6478.0,6758.0,5225.0,6104.0
113,3029,零壹,109.0,-3.5,-3.11,09/03,-1317.0,-5931.0,-11857.0,-12093,-19348.0,-38855,-88869.0,-61595.0,-2707.0,-29079.0
114,00929,復華台灣科技優息,28.89,-0.54,-1.83,09/03,2305.0,-11129.0,-11129.0,-11424,-20157.0,3583,72469.0,22942.0,73539.0,39185.0
115,5469,瀚宇博,71.2,-2.5,-3.39,09/03,-703.0,-2534.0,-5625.0,-11381,-15418.0,-37187,45296.0,96002.0,133797.0,42864.0
116,2393,億光,64.6,-1.4,-2.12,09/03,-1305.0,-7517.0,-10008.0,-11377,-36796.0,-67725,-24789.0,26819.0,-29819.0,-1803.0
117,8464,億豐,367.5,-5.0,-1.34,09/03,73.9,-6813.0,-11141.0,-11279,-9722.0,-9176,145566.0,50393.0,127815.0,-153897.0
118,1104,環泥,27.8,0.75,2.77,09/03,-622.0,-11374.0,-11882.0,-11253,-9079.0,-5928,9564.0,19617.0,15194.0,20110.0
119,2328,廣宇,45.8,-2.0,-4.18,09/03,-571.0,-2085.0,-8035.0,-11146,-12341.0,-12836,13060.0,-28052.0,34815.0,-60686.0
120,5871,中租-KY,111.5,-1.5,-1.33,09/03,11304.0,-18299.0,-20009.0,-11139,-38995.0,-84503,350131.0,691501.0,432710.0,375217.0
121,1722,台肥,44.65,0.05,0.11,09/03,-4543.0,-6020.0,-6946.0,-11134,-10391.0,-1426,-56948.0,40032.0,62777.0,42151.0
122,4772,台特化,247.0,-9.0,-3.52,09/03,3603.0,-12252.0,-13146.0,-10652,-9868.0,-5898,10436.0,142345.0,135737.0,190414.0
123,00632R,元大台灣50反1,10.0,0.09,0.91,09/03,0.0,-6523.0,-6517.0,-10501,-9626.0,-38957,-59976.0,-5821.0,32186.0,24662.0
124,2399,映泰,44.4,-1.7,-3.69,09/03,-1489.0,-8642.0,-9052.0,-10243,-10044.0,-7006,-11918.0,-10023.0,6975.0,-11164.0
125,6239,力成,275.0,-3.0,-1.08,09/03,-11963.0,-8100.0,-13983.0,-10204,29124.0,-3159,-164375.0,-166796.0,-494659.0,-205655.0
126,2812,台中銀,19.45,0.05,0.26,09/03,-3261.0,-8634.0,-9312.0,-10125,-18158.0,35952,-111349.0,73493.0,149966.0,136216.0
127,00878,國泰永續高股息,33.58,-0.07,-0.21,09/03,0.0,0.0,0.0,-9890,-95698.0,14869,239431.0,219212.0,59244.0,166290.0
128,8028,昇陽半導體,236.5,-9.0,-3.67,09/03,2386.0,-3946.0,-9509.0,-9730,-8624.0,-16259,-7146.0,-143105.0,-161053.0,-245193.0
129,6526,達發,630.0,-16.0,-2.48,09/03,899.0,7946.0,-5594.0,-9558,-16968.0,-24628,-47073.0,-76079.0,-1809.0,-42176.0
130,6890,來億-KY,169.0,2.5,1.5,09/03,153.0,-3729.0,-5808.0,-9470,-9094.0,-9340,9734.0,-7884.0,5339.0,-4111.0
131,6438,迅得,154.0,-5.5,-3.45,09/03,349.0,-620.0,-7876.0,-9345,-13075.0,-16969,-17674.0,-31354.0,2692.0,-11405.0
132,9907,統一實,15.35,-0.15,-0.97,09/03,-729.0,-5422.0,-7895.0,-9030,-13244.0,-11068,-22258.0,42047.0,47627.0,35469.0
133,6443,元晶,24.55,-0.55,-2.19,09/03,-640.0,-3362.0,-7855.0,-8961,-11145.0,-26608,-30996.0,-24935.0,-40552.0,-18598.0
134,2379,瑞昱,707.0,-37.0,-4.97,09/03,-10933.0,30975.0,30232.0,-8943,-261520.0,-577833,-407118.0,-379945.0,793404.0,324302.0
135,2472,立隆電,207.0,-10.0,-4.61,09/03,-9896.0,-16801.0,-24388.0,-8708,-26309.0,-31700,-2787.0,42788.0,53869.0,39439.0
136,4770,上品,217.0,1.0,0.46,09/03,-2483.0,-8212.0,-8759.0,-8631,-11208.0,-14055,-1590.0,20301.0,2500.0,21967.0
137,5880,合庫金,26.7,0.4,1.52,09/03,-3220.0,-8753.0,-11342.0,-8582,-7858.0,-21696,-283615.0,-15469.0,-21463.0,29821.0
138,6456,GIS-KY,67.4,-2.7,-3.85,09/03,1732.0,-8925.0,-8520.0,-8414,-7887.0,-16514,24131.0,61823.0,81963.0,61395.0
139,9941,裕融,80.9,-1.7,-2.06,09/03,-968.0,-7798.0,-9671.0,-8403,-12207.0,-38092,-21222.0,-38319.0,75362.0,42870.0
140,2530,華建,19.55,0.3,1.56,09/03,-3036.0,-6422.0,-6536.0,-8258,-8877.0,-10298,-11364.0,4659.0,32566.0,22255.0
141,4763,材料*-KY,49.1,-2.4,-4.66,09/03,-3117.0,-10129.0,-8515.0,-8247,19549.0,-48661,-56111.0,-91696.0,865.0,-61177.0
142,3362,先進光,198.0,-12.0,-5.71,09/03,-795.0,-4933.0,-6495.0,-8132,-1525.0,6316,19817.0,21821.0,31646.0,34978.0
143,2486,一詮,259.5,-28.5,-9.9,09/03,6623.0,401.0,293.0,-7960,24803.0,43381,141731.0,117469.0,-34718.0,-104227.0
144,6279,胡連,118.0,-3.5,-2.88,09/03,-310.0,336.0,324.0,-7931,-11108.0,-33610,-45694.0,-42453.0,20629.0,-34686.0
145,2610,華航,20.55,0.1,0.49,09/03,-3065.0,-3283.0,-8012.0,-7782,-15764.0,-4948,-64584.0,-192277.0,-237030.0,-285468.0
146,3035,智原,180.0,-4.5,-2.44,09/03,-419.0,-1616.0,-7068.0,-7715,-18153.0,-43944,-269307.0,-312662.0,-184931.0,-327832.0
147,5464,霖宏,69.0,-0.3,-0.43,09/03,286.0,403.0,504.0,-7679,-4433.0,1259,2012.0,5069.0,4978.0,4975.0
148,6190,萬泰科,67.3,-1.8,-2.6,09/03,823.0,-572.0,-2475.0,-7601,-10031.0,-17800,-32107.0,-10853.0,-8906.0,-24582.0
149,2704,國賓,45.25,0.1,0.22,09/03,-466.0,-7631.0,-7631.0,-7595,-7540.0,-6615,-7096.0,-4665.0,-3335.0,-1067.0
150,2637,慧洋-KY,99.8,3.5,3.63,09/03,-897.0,-965.0,-1731.0,-7440,-1347.0,5515,-28541.0,-44273.0,-243236.0,-99797.0
151,6274,台燿,1345.0,-65.0,-4.61,09/03,-8448.0,-11433.0,-18846.0,-7349,12403.0,25159,-34983.0,-455154.0,-844173.0,-741943.0
152,6691,洋基工程,603.0,-4.0,-0.66,09/03,-2323.0,199.0,-8206.0,-7210,-478.0,9110,20558.0,18592.0,20601.0,19258.0
153,7769,鴻勁,5870.0,160.0,2.8,09/03,-586.0,-18994.0,-20165.0,-7134,-7162.0,-92949,-26735.0,16859.0,,
154,2890,永豐金,42.6,0.45,1.07,09/03,-7681.0,-14553.0,-15524.0,-7045,-27305.0,11343,164675.0,173830.0,-235086.0,143199.0
155,00713,元大台灣高息低波,63.1,0.3,0.48,09/03,-6947.0,-6947.0,-6947.0,-6947,-7089.0,9006,-16150.0,2894.0,-34873.0,-91181.0
156,3005,神基,113.0,-3.0,-2.59,09/03,-3754.0,-2086.0,-4151.0,-6932,-16190.0,-85142,-210315.0,97802.0,162693.0,144046.0
157,6962,奕力-KY,31.8,-0.5,-1.55,09/03,-2430.0,-7829.0,-7622.0,-6897,-6943.0,-5831,-20549.0,-4058.0,34494.0,-15604.0
