契約,到期月份 (週別),契約到期日,履約價,買賣權,開盤價,最高價,最低價,最後 成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷 契約量,最後 最佳買價,最後 最佳賣價,歷史 最高價,歷史 最低價
TXO,202609F4,20260929.0,43400.0,Put,0.9,0.9,0.5,0.5,0.7,▼-1,▼-66.67%,1,6,7,22,0.3,0.7,289,0.5
TXO,202609F4,20260929.0,43500.0,Call,-,-,-,-,4410.0,-,-,0,0,0,0,4390,4420,-,-
TXO,202609F4,20260929.0,43500.0,Put,1,1,0.8,0.8,0.8,▼-0.8,▼-50.00%,6,6,12,23,0.4,1.6,267,0.8
TXO,202609F4,20260929.0,43600.0,Call,-,-,-,-,4310.0,-,-,0,0,0,0,4290,4320,-,-
TXO,202609F4,20260929.0,43600.0,Put,2.6,2.6,0.5,0.5,1.1,▼-1.2,▼-70.59%,1,29,30,42,0.6,1.9,354,0.5
TXO,202609F4,20260929.0,43700.0,Call,-,-,-,-,4210.0,-,-,0,0,0,0,4190,4230,-,-
TXO,202609F4,20260929.0,43700.0,Put,1.3,1.5,1.3,1.5,1.3,▼-0.4,▼-21.05%,2,25,27,49,0.9,1.7,125,1.3
TXO,202609F4,20260929.0,43800.0,Call,-,-,-,-,4110.0,-,-,0,0,0,0,4090,4130,-,-
TXO,202609F4,20260929.0,43800.0,Put,1.1,1.1,1,1,1.3,▼-1.1,▼-52.38%,2,9,11,32,0.9,1.4,134,1
TXO,202609F4,20260929.0,43900.0,Call,-,-,-,-,4010.0,-,-,0,0,0,0,3990,4030,-,-
TXO,202609F4,20260929.0,43900.0,Put,1.5,1.5,1.4,1.5,1.5,▼-0.7,▼-31.82%,5,8,13,18,1.1,2,82,1.4
TXO,202609F4,20260929.0,44000.0,Call,-,-,-,-,3910.0,-,-,0,0,0,0,0.2,3930,-,-
TXO,202609F4,20260929.0,44000.0,Put,2.2,2.2,1.2,1.7,1.7,▼-0.7,▼-29.17%,18,53,71,140,1.5,2.2,555,1.1
TXO,202609F4,20260929.0,44100.0,Call,-,-,-,-,3810.0,-,-,0,0,0,0,3790,3820,-,-
TXO,202609F4,20260929.0,44100.0,Put,1.9,2,1.9,2,2.0,▼-0.6,▼-23.08%,6,8,14,14,1.1,2.4,20,1.9
TXO,202609F4,20260929.0,44150.0,Call,-,-,-,-,3760.0,-,-,0,0,0,0,0.2,3780,-,-
TXO,202609F4,20260929.0,44150.0,Put,2.1,2.1,1.6,1.6,2.1,▼-1,▼-38.46%,3,15,18,14,2,2.6,125,1.6
TXO,202609F4,20260929.0,44200.0,Call,-,-,-,-,3710.0,-,-,0,0,0,0,3690,3720,-,-
TXO,202609F4,20260929.0,44200.0,Put,2.2,2.4,2.1,2.4,2.2,▼-0.5,▼-17.24%,0,12,12,36,1.7,2.6,387,2.1
TXO,202609F4,20260929.0,44250.0,Call,-,-,-,-,3660.0,-,-,0,0,0,0,0.2,3680,-,-
TXO,202609F4,20260929.0,44250.0,Put,2.7,3.3,1.2,3.3,2.3,▲+0.3,▲+10.00%,0,17,17,40,1.8,3,102,1.2
TXO,202609F4,20260929.0,44300.0,Call,-,-,-,-,3610.0,-,-,0,0,0,0,0.2,3630,1900,1800
TXO,202609F4,20260929.0,44300.0,Put,2.4,3.2,1.5,2.9,2.5,▼-0.4,▼-12.12%,1,597,598,600,1.8,3,418,1.5
TXO,202609F4,20260929.0,44350.0,Call,-,-,-,-,3560.0,-,-,0,0,0,0,0.2,3580,-,-
TXO,202609F4,20260929.0,44350.0,Put,2.3,2.9,1.9,2.6,2.6,▼-0.7,▼-21.21%,8,22,30,102,2.5,3.2,32,1.9
TXO,202609F4,20260929.0,44400.0,Call,-,-,-,-,3510.0,-,-,0,0,0,2,3390,3810,2740,1650
TXO,202609F4,20260929.0,44400.0,Put,3.3,3.3,1.9,1.9,2.8,▼-1.6,▼-45.71%,10,19,29,32,2.3,3.2,326,1.9
TXO,202609F4,20260929.0,44450.0,Call,-,-,-,-,3460.0,-,-,0,0,0,1,3330,3480,2650,2650
TXO,202609F4,20260929.0,44450.0,Put,2.8,2.8,2.8,2.8,2.8,▼-0.9,▼-24.32%,10,6,16,17,2.4,3,33,2.8
TXO,202609F4,20260929.0,44500.0,Call,-,-,-,-,3410.0,-,-,0,0,0,0,0.2,3430,-,-
TXO,202609F4,20260929.0,44500.0,Put,3.7,3.7,2.8,2.8,2.8,▼-1,▼-26.32%,14,17,31,294,2.5,3.8,455,2.7
TXO,202609F4,20260929.0,44550.0,Call,-,-,-,-,3360.0,-,-,0,0,0,0,0.2,3380,-,-
TXO,202609F4,20260929.0,44550.0,Put,2.9,4.7,2.2,2.2,3.1,▼-1.8,▼-45.00%,0,39,39,40,2.4,3.7,36,2.2
TXO,202609F4,20260929.0,44600.0,Call,-,-,-,-,3310.0,-,-,0,0,0,0,0.2,3330,-,-
TXO,202609F4,20260929.0,44600.0,Put,3.7,4.1,2.1,2.3,3.1,▼-1.9,▼-45.24%,14,18,32,23,2.8,4,206,2.1
TXO,202609F4,20260929.0,44650.0,Call,-,-,-,-,3260.0,-,-,0,0,0,0,0.2,3280,-,-
TXO,202609F4,20260929.0,44650.0,Put,3.9,3.9,2.9,2.9,3.2,▼-1.6,▼-35.56%,0,6,6,12,2.9,3.2,26.5,2.9
TXO,202609F4,20260929.0,44700.0,Call,-,-,-,-,3210.0,-,-,0,0,0,2,3090,3510,2470,2410
TXO,202609F4,20260929.0,44700.0,Put,4.2,5,3,3,3.6,▼-1.7,▼-36.17%,17,10,27,33,3.2,4.2,605,3
TXO,202609F4,20260929.0,44750.0,Call,-,-,-,-,3160.0,-,-,0,0,0,1,3150,3180,2400,2400
TXO,202609F4,20260929.0,44750.0,Put,4.9,4.9,3,3.5,3.8,▼-1.4,▼-28.57%,2,32,34,37,3.4,3.5,153,3
TXO,202609F4,20260929.0,44800.0,Call,-,-,-,-,3110.0,-,-,0,0,0,1,0.2,3120,1460,1460
TXO,202609F4,20260929.0,44800.0,Put,3.8,5,2.1,3.4,4.0,▼-1.9,▼-35.85%,14,654,668,677,3.3,4.6,670,2.1
TXO,202609F4,20260929.0,44850.0,Call,-,-,-,-,3060.0,-,-,0,0,0,0,3050,3070,-,-
TXO,202609F4,20260929.0,44850.0,Put,3,5.6,3,3.1,4.2,▼-2.4,▼-43.64%,3,121,124,129,3.5,4.8,48.5,3
TXO,202609F4,20260929.0,44900.0,Call,-,-,-,-,3010.0,-,-,0,0,0,0,3000,3020,-,-
TXO,202609F4,20260929.0,44900.0,Put,4.8,6.5,3,4,4.4,▼-1.9,▼-32.20%,33,206,239,242,4,5.4,443,3
TXO,202609F4,20260929.0,44950.0,Call,-,-,-,-,2960.0,-,-,0,0,0,1,2950,2980,2170,2170
TXO,202609F4,20260929.0,44950.0,Put,4.6,6,3.1,3.5,4.6,▼-2.5,▼-41.67%,34,345,379,354,4.1,5.4,665,3.1
TXO,202609F4,20260929.0,45000.0,Call,-,-,-,-,2910.0,-,-,0,0,0,1,2900,2930,1230,1230
TXO,202609F4,20260929.0,45000.0,Put,4.8,9.4,3.8,3.9,4.8,▼-2.5,▼-39.06%,53,126,179,144,4.3,5.7,750,3.8
TXO,202609F4,20260929.0,45050.0,Call,-,-,-,-,2860.0,-,-,0,0,0,0,2850,2880,-,-
TXO,202609F4,20260929.0,45050.0,Put,9,9,5,5.1,5.1,▼-1.6,▼-23.88%,17,35,52,32,4.6,5.9,700,5
TXO,202609F4,20260929.0,45100.0,Call,-,-,-,-,2810.0,-,-,0,0,0,1,2800,2830,2030,2030
TXO,202609F4,20260929.0,45100.0,Put,9.9,9.9,4.8,6.2,5.4,▼-0.8,▼-11.43%,35,58,93,73,5.9,6.3,720,4.8
TXO,202609F4,20260929.0,45150.0,Call,-,-,-,-,2760.0,-,-,0,0,0,0,2750,2780,-,-
TXO,202609F4,20260929.0,45150.0,Put,7.2,7.3,5.6,5.9,5.9,▼-1.7,▼-22.37%,7,122,129,128,5.2,6.6,810,5.6
TXO,202609F4,20260929.0,45200.0,Call,-,-,-,-,2710.0,-,-,0,0,0,1,2700,2730,1210,1210
TXO,202609F4,20260929.0,45200.0,Put,6.3,9.3,5,6.9,6.0,▼-0.9,▼-11.54%,46,51,97,76,6,7.3,760,5
TXO,202609F4,20260929.0,45250.0,Call,-,-,-,-,2660.0,-,-,0,0,0,0,2650,2680,-,-
TXO,202609F4,20260929.0,45250.0,Put,11,11,5.3,5.3,6.5,▼-2.9,▼-35.37%,22,20,42,26,6.2,7.6,780,5.3
TXO,202609F4,20260929.0,45300.0,Call,-,-,-,-,2610.0,-,-,0,0,0,1,2600,2630,1090,1090
TXO,202609F4,20260929.0,45300.0,Put,12,12,5.6,6.8,6.8,▼-1.7,▼-20.00%,117,45,162,116,6.6,8,805,5.6
TXO,202609F4,20260929.0,45350.0,Call,-,-,-,-,2560.0,-,-,0,0,0,0,2550,2580,-,-
TXO,202609F4,20260929.0,45350.0,Put,10,12.5,7.7,8.4,6.9,▼-0.7,▼-7.69%,19,43,62,34,8.4,8.5,825,7.7
TXO,202609F4,20260929.0,45400.0,Call,-,-,-,-,2510.0,-,-,0,0,0,551,2300,2670,1940,920
TXO,202609F4,20260929.0,45400.0,Put,11.5,13,7.5,7.5,7.5,▼-2,▼-21.05%,38,32,70,97,7.5,9,845,7.5
TXO,202609F4,20260929.0,45450.0,Call,-,-,-,-,2460.0,-,-,0,0,0,1,2450,2480,2600,1710
TXO,202609F4,20260929.0,45450.0,Put,15.5,15.5,5.3,5.3,8.4,▼-4.7,▼-47.00%,43,27,70,53,8.4,9.8,870,5.3
TXO,202609F4,20260929.0,45500.0,Call,-,-,-,-,2410.0,-,-,0,0,0,1,2400,2430,900,900
TXO,202609F4,20260929.0,45500.0,Put,10.5,15,6,9.9,8.6,▼-1.1,▼-10.00%,258,107,365,305,9.9,10.5,890,2.4
TXO,202609F4,20260929.0,45550.0,Call,-,-,-,-,2370.0,-,-,0,0,0,0,0.2,2380,-,-
TXO,202609F4,20260929.0,45550.0,Put,15.5,16,11,11.5,9.5,0,0%,15,39,54,46,9.5,11,915,10.5
TXO,202609F4,20260929.0,45600.0,Call,-,-,-,-,2320.0,-,-,0,0,0,551,2260,2410,1720,885
TXO,202609F4,20260929.0,45600.0,Put,16.5,17,6.6,11.5,10.5,▼-0.5,▼-4.17%,97,82,179,262,10.5,12,935,6.6
TXO,202609F4,20260929.0,45650.0,Call,-,-,-,-,2270.0,-,-,0,0,0,5,2050,2360,855,825
TXO,202609F4,20260929.0,45650.0,Put,17,17,7,11,11.0,▼-1,▼-8.33%,25,79,104,85,10,13,575,7
TXO,202609F4,20260929.0,45700.0,Call,-,-,-,-,2220.0,-,-,0,0,0,5,1920,2310,1300,785
TXO,202609F4,20260929.0,45700.0,Put,18.5,22,10,12,12.0,▼-1,▼-7.69%,69,69,138,74,11,14,855,10
TXO,202609F4,20260929.0,45750.0,Call,-,-,-,-,2170.0,-,-,0,0,0,7,1950,2260,2310,730
TXO,202609F4,20260929.0,45750.0,Put,25.5,28.5,10.5,10.5,12.5,▼-4,▼-27.59%,26,74,100,45,12,15,720,7
TXO,202609F4,20260929.0,45800.0,Call,-,-,-,-,2120.0,-,-,0,0,0,5,1820,2230,985,780
TXO,202609F4,20260929.0,45800.0,Put,20.5,30,12,14,14.0,▼-1,▼-6.67%,227,258,485,226,12.5,15.5,675,12
TXO,202609F4,20260929.0,45850.0,Call,-,-,-,-,2070.0,-,-,0,0,0,5,1810,2250,755,755
TXO,202609F4,20260929.0,45850.0,Put,12,31,10.5,16,14.5,▼-0.5,▼-3.03%,71,174,245,65,14.5,16,37,10.5
TXO,202609F4,20260929.0,45900.0,Call,-,-,-,-,2020.0,-,-,1,0,1,7,1760,2140,2100,685
TXO,202609F4,20260929.0,45900.0,Put,22,36.5,13,17,15.5,▲+0.5,▲+3.03%,120,245,365,232,17,18,910,13
TXO,202609F4,20260929.0,45950.0,Call,-,-,-,-,1970.0,-,-,0,0,0,5,1880,2070,915,710
TXO,202609F4,20260929.0,45950.0,Put,36,36.5,14,16,16.0,▼-2,▼-11.11%,95,510,605,118,16.5,19.5,301,14
TXO,202609F4,20260929.0,46000.0,Call,-,-,-,-,1920.0,-,-,0,0,0,6,1720,2020,2340,630
TXO,202609F4,20260929.0,46000.0,Put,24,40,13.5,20,19.0,▲+0.5,▲+2.56%,1047,1461,2508,1042,19,21.5,1030,13.5
TXO,202609F4,20260929.0,46050.0,Call,-,-,-,-,1880.0,-,-,0,0,0,5,1840,2030,1350,665
TXO,202609F4,20260929.0,46050.0,Put,33,48.5,15,20,20.0,0,0%,133,939,1072,116,21,23.5,436,13.5
TXO,202609F4,20260929.0,46100.0,Call,-,-,-,-,1830.0,-,-,1,0,1,11,1820,1920,1600,620
TXO,202609F4,20260929.0,46100.0,Put,29,49.5,17,22.5,22.5,▲+1,▲+4.65%,328,1101,1429,227,22.5,25.5,540,17
TXO,202609F4,20260929.0,46150.0,Call,1520,1870,1520,1870,1780.0,▼-80,▼-4.10%,0,2,2,6,1760,1880,1930,605
TXO,202609F4,20260929.0,46150.0,Put,38,53,19,24.5,24.5,▲+1,▲+4.26%,152,1035,1187,77,24.5,27.5,950,19
TXO,202609F4,20260929.0,46200.0,Call,-,-,-,-,1730.0,-,-,0,0,0,4,1720,1860,2150,565
TXO,202609F4,20260929.0,46200.0,Put,27,57,19.5,27,27.0,0,0%,402,1474,1876,314,26.5,29.5,1120,19.5
TXO,202609F4,20260929.0,46250.0,Call,-,-,-,-,1680.0,-,-,0,0,0,5,1670,1800,1820,680
TXO,202609F4,20260929.0,46250.0,Put,58,60,21.5,29.5,29.5,▲+1.5,▲+5.36%,170,1002,1172,116,29.5,33,1150,21.5
TXO,202609F4,20260929.0,46300.0,Call,1640,1640,1640,1640,1640.0,▼-170,▼-9.39%,4,1,5,459,1620,1820,1850,479
TXO,202609F4,20260929.0,46300.0,Put,45,65,22.5,34,31.0,▲+5.5,▲+19.30%,501,1359,1860,570,31,34.5,1300,19
TXO,202609F4,20260929.0,46350.0,Call,-,-,-,-,1590.0,-,-,0,0,0,3,1580,1680,985,510
TXO,202609F4,20260929.0,46350.0,Put,50,73,26,35,35.0,▲+2,▲+6.06%,240,1020,1260,245,33.5,36,398,25
TXO,202609F4,20260929.0,46400.0,Call,-,-,-,-,1540.0,-,-,0,0,0,4,1520,1860,1700,490
TXO,202609F4,20260929.0,46400.0,Put,52,75,28,39.5,39.5,▲+4,▲+11.27%,768,1521,2289,354,38.5,40,625,25
TXO,202609F4,20260929.0,46450.0,Call,-,-,-,-,1500.0,-,-,0,0,0,7,1490,1770,1620,915
TXO,202609F4,20260929.0,46450.0,Put,69,81,30.5,41,41.0,▲+1.5,▲+3.80%,241,1079,1320,95,42,44,300,30.5
TXO,202609F4,20260929.0,46500.0,Call,-,-,-,-,1450.0,-,-,10,0,10,502,1440,1540,1660,440
TXO,202609F4,20260929.0,46500.0,Put,63,91,32.5,46,46.0,▲+5.5,▲+13.58%,1068,1885,2953,822,43,48,1280,31.5
TXO,202609F4,20260929.0,46550.0,Call,-,-,-,-,1400.0,-,-,0,0,0,4,1390,1710,875,410
TXO,202609F4,20260929.0,46550.0,Put,92,94,37,48,48.0,▲+4,▲+9.09%,368,1246,1614,153,48,53,317,37
TXO,202609F4,20260929.0,46600.0,Call,1450,1450,1420,1430,1360.0,▼-100,▼-6.54%,0,400,400,404,1350,1380,1450,450
TXO,202609F4,20260929.0,46600.0,Put,80,107,37,56,55.0,▲+7,▲+14.29%,590,2008,2598,384,55,59,735,37
TXO,202609F4,20260929.0,46650.0,Call,-,-,-,-,1310.0,-,-,4,0,4,10,1300,1620,1450,458
TXO,202609F4,20260929.0,46650.0,Put,82,110,44,59,59.0,▲+3,▲+5.36%,336,1079,1415,140,57,63,505,44
TXO,202609F4,20260929.0,46700.0,Call,-,-,-,-,1270.0,-,-,12,0,12,450,1260,1400,2000,420
TXO,202609F4,20260929.0,46700.0,Put,82,126,47.5,63,63.0,▲+4,▲+6.78%,843,2098,2941,384,63,69,530,47.5
TXO,202609F4,20260929.0,46750.0,Call,1000,1200,1000,1200,1220.0,▼-190,▼-13.67%,1,11,12,11,1120,1260,1360,515
TXO,202609F4,20260929.0,46750.0,Put,104,136,54,72,72.0,▲+7,▲+10.77%,327,1063,1390,167,70,74,540,54
TXO,202609F4,20260929.0,46800.0,Call,945,1270,945,1220,1180.0,▼-130,▼-9.63%,0,270,270,254,1170,1200,1600,403
TXO,202609F4,20260929.0,46800.0,Put,114,199,56,79,79.0,▲+9,▲+12.86%,882,2748,3630,628,75,80,1370,56
TXO,202609F4,20260929.0,46850.0,Call,940,1070,940,1070,1130.0,▼-230,▼-17.69%,6,17,23,20,1130,1170,1260,471
TXO,202609F4,20260929.0,46850.0,Put,148,157,63,85,85.0,▲+9,▲+11.84%,363,1310,1673,141,83,87,452,63
TXO,202609F4,20260929.0,46900.0,Call,930,1070,930,1070,1090.0,▼-190,▼-15.08%,0,58,58,451,970,1120,1210,314
TXO,202609F4,20260929.0,46900.0,Put,128,164,70,92,92.0,▲+13,▲+16.46%,1111,2618,3729,663,91,95,605,52
TXO,202609F4,20260929.0,46950.0,Call,850,1130,850,1130,1050.0,▼-90,▼-7.38%,7,21,28,21,1050,1070,1180,344
TXO,202609F4,20260929.0,46950.0,Put,143,178,77,100,100.0,▲+8,▲+8.70%,648,1643,2291,325,98,103,480,60
TXO,202609F4,20260929.0,47000.0,Call,820,1020,820,1020,1010.0,▼-150,▼-12.82%,17,6,23,22,940,1140,1420,283
TXO,202609F4,20260929.0,47000.0,Put,130,195,82,108,108.0,▲+14,▲+14.89%,2834,4157,6991,1061,105,109,1800,67
TXO,202609F4,20260929.0,47050.0,Call,775,1070,750,1020,965.0,▼-110,▼-9.73%,0,31,31,28,875,1440,1090,424
TXO,202609F4,20260929.0,47050.0,Put,162,202,89,117,117.0,▲+9,▲+8.33%,579,1540,2119,95,115,121,525,89
TXO,202609F4,20260929.0,47100.0,Call,740,1020,735,985,925.0,▼-105,▼-9.63%,15,14,29,19,920,940,1100,301
TXO,202609F4,20260929.0,47100.0,Put,183,225,98,127,127.0,▲+12,▲+10.43%,835,1950,2785,183,125,129,1250,75
TXO,202609F4,20260929.0,47150.0,Call,795,905,795,905,885.0,▼-145,▼-13.81%,4,6,10,12,885,900,1100,288
TXO,202609F4,20260929.0,47150.0,Put,182,233,107,139,134.0,▲+12,▲+9.45%,516,1287,1803,142,134,142,575,92
TXO,202609F4,20260929.0,47200.0,Call,650,920,650,850,850.0,▼-160,▼-15.84%,60,19,79,55,760,1430,1270,259
TXO,202609F4,20260929.0,47200.0,Put,200,257,115,149,149.0,▲+12,▲+8.76%,1237,2078,3315,356,145,152,620,85
TXO,202609F4,20260929.0,47250.0,Call,630,850,620,815,815.0,▼-155,▼-15.98%,12,12,24,15,720,1390,850,408
TXO,202609F4,20260929.0,47250.0,Put,207,276,126,159,159.0,▲+19,▲+13.57%,740,1626,2366,251,156,163,1900,88
TXO,202609F4,20260929.0,47300.0,Call,590,855,585,775,775.0,▼-155,▼-16.67%,109,21,130,563,680,835,955,415
TXO,202609F4,20260929.0,47300.0,Put,233,289,134,169,169.0,▲+9,▲+5.63%,1042,1776,2818,243,167,174,640,103
TXO,202609F4,20260929.0,47350.0,Call,570,570,555,560,735.0,▼-335,▼-37.43%,2,9,11,18,735,750,720,397
TXO,202609F4,20260929.0,47350.0,Put,265,310,147,184,184.0,▲+21,▲+12.88%,690,1877,2567,123,181,188,665,122
TXO,202609F4,20260929.0,47400.0,Call,530,795,530,710,710.0,▼-150,▼-17.44%,113,42,155,100,700,715,890,186
TXO,202609F4,20260929.0,47400.0,Put,266,337,158,198,198.0,▲+10,▲+5.32%,1148,1851,2999,377,195,202,1090,107
TXO,202609F4,20260929.0,47450.0,Call,510,700,495,665,665.0,▼-155,▼-18.90%,21,27,48,10,665,680,1050,175
TXO,202609F4,20260929.0,47450.0,Put,295,349,170,213,213.0,▲+23,▲+12.11%,714,1122,1836,116,208,217,720,130
TXO,202609F4,20260929.0,47500.0,Call,466,710,466,625,625.0,▼-160,▼-20.38%,145,106,251,100,630,645,1100,155
TXO,202609F4,20260929.0,47500.0,Put,300,375,183,225,225.0,▲+14,▲+6.64%,2662,3346,6008,660,224,232,855,118
TXO,202609F4,20260929.0,47550.0,Call,422,630,422,600,600.0,▼-150,▼-20.00%,50,74,124,17,595,610,770,301
TXO,202609F4,20260929.0,47550.0,Put,300,393,199,247,247.0,▲+27,▲+12.27%,509,1023,1532,90,240,249,815,128
TXO,202609F4,20260929.0,47600.0,Call,414,640,408,565,565.0,▼-150,▼-20.98%,215,358,573,198,560,575,875,273
TXO,202609F4,20260929.0,47600.0,Put,350,415,212,259,259.0,▲+19,▲+7.92%,1287,1660,2947,402,256,263,1040,169
