單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"11,606,932,360","8,098,761,830","3,508,170,530"
自營商(避險),"42,563,031,667","30,217,059,355","12,345,972,312"
投信,"22,842,946,443","23,209,364,598","-366,418,155"
外資及陸資(不含外資自營商),"385,352,538,106","340,031,610,542","45,320,927,564"
外資自營商,0,0,0
合計,"462,365,448,576","401,556,796,325","60,808,652,251"
