股票代號,股票名稱,法人持股,上榜區塊
00406A,主動中信台灣收益,2.6,"20日,5日"
00407A,主動凱基台灣,2.96,20日
00632R,元大台灣50反1,3.5300124964856052,"60日,120日"
00637L,元大滬深300正2,0.95,5日
00640L,富邦日本正2,1.11,5日
00643,群益深証中小,16.3,120日
00645,富邦日本,2.8729206688838755,"60日,120日"
00650L,復華香港正2,1.11,5日
00651R,復華香港反1,3.12,120日
00652,富邦印度,2.420384205783567,"60日,5日"
00656R,國泰中國A50反1,3.88,"20日,60日,120日"
00661,元大日經225,7.918537886872999,"60日,120日"
00663L,國泰臺灣加權正2,4.27,"20日,60日,5日,120日"
00665L,富邦恒生國企正2,1.25,5日
00673R,期元大S&P原油反1,0.49,5日
00674R,期元大S&P黃金反1,5.5,"5日,120日"
00675L,富邦臺灣加權正2,3.49,"20日,5日"
00678,群益那斯達克生技,4.65,"60日,120日"
00681R,元大美債20反1,20.41,"20日,5日,120日"
00683L,期元大美元指正2,15.73,120日
00689R,國泰20年美債反1,35.91,120日
00693U,期街口S&P黃豆,2.49,5日
00700,富邦恒生國企,5.25,5日
00701,國泰股利精選30,3.6596216397572565,5日
00708L,期元大S&P黃金正2,2.2772762588873414,"20日,5日"
00709,富邦歐洲,8.128132780082987,"20日,60日,5日,120日"
00714,群益道瓊美國地產,2.14,5日
00715L,期街口布蘭特正2,9.09,"20日,60日,5日"
00731,復華富時高息低波,2.1197512437810944,5日
00733,富邦臺灣中小,4.496762655160554,"20日,5日"
00735,國泰臺韓科技,3.66,20日
00736,國泰新興市場,24.23,"60日,120日"
00738U,期元大道瓊白銀,2.55,5日
00753L,中信中國50正2,1.12,5日
00757,統一FANG+,-0.5562349996647971,5日
00762,元大全球AI,1.6680867630700777,5日
00763U,期街口道瓊銅,1.16,5日
00830,國泰費城半導體,1.2468424774830063,5日
00865B,國泰US短期公債,0.99,5日
00875,國泰網路資安,6.78,120日
00878,國泰永續高股息,0.6512101990994297,5日
00881,國泰台灣科技龍頭,1.370754044753728,5日
00891,中信關鍵半導體,1.6583461332194793,5日
00894,中信小資高價30,0.92,5日
00900,富邦特選高股息30,2.2408893072166958,"20日,5日"
00907,永豐優息存股,0.69,5日
00909,國泰數位支付服務,5.13,"20日,60日,5日,120日"
00913,兆豐台灣晶圓製造,3.63,"20日,60日,5日"
00920,富邦ESG綠色電力,6.11,"20日,60日,120日"
00922,國泰台灣領袖50,21.07762893147076,"20日,5日,120日"
00927,群益半導體收益,2.180325625762063,5日
00935,野村臺灣新科技50,7.315208499623452,"60日,5日"
00943,兆豐電子高息等權,12.25,120日
00944,野村趨勢動能高息,1.29,5日
00947,台新臺灣IC設計,2.8431229193523255,5日
00952,凱基台灣AI50,3.75,"60日,5日"
00953B,群益優選非投等債,1.8052381473357149,5日
00954,中信日本半導體,1.64,"20日,5日"
00956,中信日經高股息,3.62,"5日,120日"
00961,FT臺灣永續高息,0.58,5日
00964,中信亞太高股息,2.91,60日
00972,野村日本動能高息,21.71,"20日,60日,5日,120日"
00980A,主動野村臺灣優選,12.602800441561342,"60日,120日"
00982A,主動群益台灣強棒,1.7701804594874864,5日
00983A,主動中信ARK創新,2.04,5日
00983D,主動富邦複合收益,0.6,5日
00987A,主動台新優勢成長,1.92,5日
00990A,主動元大AI新經濟,2.6,5日
00996A,主動兆豐台灣豐收,6.0,"20日,60日"
1102,亞泥,12.416884974850104,"20日,5日"
1216,統一,38.12753154770609,"20日,60日,5日,120日"
1301,台塑,32.90329044254088,"20日,60日,5日,120日"
1303,南亞,35.96780437578823,120日
1310,台苯,5.465654614459032,20日
1312,國喬,3.77,"20日,5日"
1313,聯成,7.131277382855206,60日
1314,中石化,9.906978214854705,5日
1319,東陽,10.281082069474248,"20日,5日"
1326,台化,39.09745895678271,"20日,60日,5日,120日"
1342,八貫,32.16718091747195,120日
1402,遠東新,19.359660276994532,"20日,60日"
1416,廣豐,6.93,20日
1440,南紡,7.769880579022005,20日
1449,佳和,6.85,"20日,5日"
1455,集盛,3.944716605241589,"20日,5日"
1476,儒鴻,30.68473334243768,5日
1504,東元,2.5452509331135484,20日
1513,中興電,17.799636290105006,"20日,60日"
1560,中砂,40.98046691335799,120日
1568,倉佑,4.16,"60日,120日"
1605,華新,18.28923975731918,"20日,60日,120日"
1608,華榮,5.494630563024868,"20日,60日"
1609,大亞,12.994968780710453,60日
1612,宏泰,16.180200782863043,20日
1618,合機,2.13,20日
1709,和益,8.87,"20日,60日,120日"
1710,東聯,4.819460109557783,"20日,5日"
1713,國化,1.12,5日
1717,長興,15.13653845302444,"20日,60日,5日,120日"
1722,台肥,7.544691020408164,5日
1723,中碳,9.770992035270925,"20日,120日"
1727,中華化,7.838437738720846,"20日,60日"
1802,台玻,5.919011070194956,"20日,60日"
1806,冠軍,8.604095136147087,120日
1904,正隆,11.842078902649357,"20日,60日,120日"
1909,榮成,9.346263111179773,"20日,60日"
2006,東和鋼鐵,23.341050040113046,"60日,120日"
2009,第一銅,2.99837780201896,"20日,60日"
2014,中鴻,7.196316132492633,"60日,120日"
2027,大成鋼,28.31322094432028,"20日,60日,5日,120日"
2030,彰源,9.66,"20日,60日,120日"
2031,新光鋼,10.823887423989055,"60日,120日"
2032,新鋼,3.82,120日
2034,允強,5.58,"20日,60日,5日,120日"
2049,上銀,39.48458769813606,"20日,60日,5日,120日"
2069,運錩,3.694207063592459,20日
2103,台橡,26.552700958471405,"20日,60日,120日"
2105,正新,7.2308364788438535,60日
2108,南帝,6.731680487885362,"20日,60日"
2206,三陽工業,7.56685492153634,60日
2233,宇隆,10.25851129300184,"20日,60日,120日"
2243,宏旭-KY,27.644688827143977,120日
2301,光寶科,38.292267163006784,"20日,60日,120日"
2302,麗正,2.28792287332653,"20日,5日"
2312,金寶,9.543477033397517,"20日,5日"
2313,華通,26.694114599452515,"20日,5日"
2316,楠梓電,35.90490344101869,120日
2317,鴻海,40.61271759283281,120日
2324,仁寶,28.425828933023077,"20日,5日"
2328,廣宇,9.304690201906377,20日
2340,台亞,9.87863208219665,20日
2347,聯強,29.72878821787576,5日
2351,順德,27.021619455016776,"20日,60日,5日,120日"
2353,宏碁,13.133347535313627,"20日,60日,5日"
2354,鴻準,13.514947970300137,"20日,60日,5日"
2356,英業達,21.78149765211497,"20日,60日,5日,120日"
2357,華碩,46.204939159643814,"20日,60日,5日,120日"
2359,所羅門,6.751337957849585,"60日,120日"
2364,倫飛,19.547656910710888,"20日,60日,120日"
2367,燿華,13.503916129651381,60日
2376,技嘉,28.486943593806693,"20日,60日,5日,120日"
2377,微星,20.224511036345014,"20日,60日,5日,120日"
2379,瑞昱,48.14651811789422,120日
2382,廣達,31.261391965949848,"60日,5日,120日"
2385,群光,19.029200640168263,"20日,60日,5日"
2388,威盛,16.689971874645146,"60日,5日,120日"
2392,正崴,8.636590968259448,"20日,60日,120日"
2393,億光,15.72524278996087,20日
2395,研華,36.802381577787344,"5日,120日"
2397,友通,14.807193613348765,60日
2399,映泰,6.648315553060079,20日
2401,凌陽,17.381754343013206,"60日,120日"
2408,南亞科,20.44537054296588,"20日,60日,120日"
2409,友達,11.876469315886958,"20日,5日"
2413,環科,5.119214819188563,5日
2421,建準,38.448621109427584,"20日,60日,5日,120日"
2425,承啟,6.080365242662888,5日
2426,鼎元,13.805072445801517,"20日,60日,5日,120日"
2428,興勤,16.66951365752689,5日
2436,偉詮電,12.561338984950385,60日
2455,全新,54.6695821611291,"20日,60日,5日,120日"
2458,義隆,23.86104102090272,120日
2461,光群雷,10.41,"20日,60日,120日"
2464,盟立,18.06395140449091,"20日,60日,5日,120日"
2465,麗臺,9.67,"20日,60日,5日,120日"
2467,志聖,23.22801994357247,20日
2471,資通,4.81,20日
2472,立隆電,17.5327927224172,"60日,5日,120日"
2478,大毅,16.142276595326738,"5日,120日"
2480,敦陽科,11.836422574379755,"20日,60日"
2483,百容,4.98,"60日,120日"
2484,希華,5.86529882752853,"20日,5日"
2485,兆赫,5.91,"60日,5日,120日"
2489,瑞軒,6.84378393442623,"20日,5日"
2491,吉祥全,10.626812018339674,"20日,60日,5日,120日"
2492,華新科,21.52092384742282,"5日,120日"
2493,揚博,8.044159985436206,"5日,120日"
2495,普安,8.24577719866448,20日
2501,國建,11.947430916330902,120日
2515,中工,9.268230220105783,5日
2520,冠德,6.201712254587305,20日
2542,興富發,14.723128117422295,"20日,60日,5日,120日"
2597,潤弘,6.413937872526681,120日
2603,長榮,29.051500829408933,"20日,60日,120日"
2606,裕民,20.845186207841405,"20日,60日,5日,120日"
2609,陽明,15.016504097685491,"20日,60日,120日"
2610,華航,15.540675601882327,60日
2612,中航,5.93,"20日,60日,5日"
2615,萬海,43.58838059953206,"20日,60日,120日"
