排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,6234,高僑,42.35,3.85,10.0,3355,09/21,307.0,6000.0,6000.0,6000.0,,1425.0,662.0,578.0,-35.1,-48.3
2,6133,金橋,28.0,0.55,2.0,11881,09/21,20.5,141.0,2550.0,5200.0,,,1667.0,-50.5,20.5,-31.2
3,6221,晉泰,31.0,-0.5,-1.59,3407,09/21,425.0,950.0,2000.0,4100.0,,,,,950.0,740.0
4,3047,訊舟,15.2,1.35,9.75,4748,09/21,867.0,2800.0,2800.0,2800.0,1350.0,190.0,31.8,625.0,-91.6,-74.8
5,3178,公準,75.9,6.9,10.0,2174,09/21,800.0,2600.0,2600.0,2600.0,2600.0,1250.0,575.0,1250.0,,286.0
6,00400A,主動國泰動能高息,15.22,0.22,1.47,33792,09/21,1000.0,1000.0,1000.0,2100.0,,57.1,-51.1,,,
7,4956,光鋐,46.85,4.25,9.98,27062,09/21,163.0,544.0,806.0,2014.0,948.0,2702.0,4204.0,251.0,1978.0,799.0
8,3346,麗清,24.5,2.2,9.87,4022,09/21,162.0,,,2000.0,,162.0,600.0,,,
9,3297,杭特,36.4,3.3,9.97,1088,09/21,60.9,640.0,236.0,1750.0,1750.0,1750.0,1750.0,,-95.8,-84.5
10,1722,台肥,42.2,-0.2,-0.47,2389,09/21,0.0,-2.38,-2.38,1267.0,,,,,,
11,5209,新鼎,170.5,-4.0,-2.29,200,09/21,18.2,85.7,1200.0,1200.0,-31.6,85.7,,,,
12,6603,富強鑫,28.75,0.2,0.7,4210,09/21,6.67,33.3,967.0,1180.0,,20.8,357.0,-48.0,611.0,-60.7
13,2383,台光電,4895.0,5.0,0.1,2394,09/21,-3.85,-10.7,525.0,1150.0,2400.0,-56.9,-69.1,,-90.2,-73.7
14,5251,天鉞電,31.7,0.0,0.0,749,09/21,9.09,140.0,100.0,1100.0,1100.0,1100.0,140.0,-47.8,-95.6,-89.0
15,6168,宏齊,42.7,3.85,9.91,11638,09/21,9.51,87.1,254.0,977.0,977.0,2329.0,5467.0,920.0,1756.0,9443.0
16,5202,力新,15.15,-0.25,-1.62,3206,09/21,1.91,49.5,72.0,967.0,,15900.0,272.0,15900.0,15900.0,15900.0
17,6120,達運,12.65,0.3,2.43,2457,09/21,1.96,767.0,940.0,940.0,92.6,-8.77,247.0,6.12,,-31.6
18,8028,昇陽半導體,257.5,0.5,0.19,12260,09/21,68.4,196.0,329.0,850.0,291.0,118.0,-63.1,-49.2,-94.0,-92.6
19,3717,聯嘉投控,24.9,-0.2,-0.8,20510,09/21,142.0,704.0,834.0,840.0,783.0,694.0,274.0,,104275.0,69483.0
20,3665,貿聯-KY,2300.0,90.0,4.07,4506,09/21,68.2,640.0,640.0,825.0,1750.0,118.0,236.0,3600.0,-84.6,-78.5
21,3230,錦明,41.25,-0.55,-1.32,374,09/21,0.0,0.0,10.0,783.0,828.0,596.0,36100.0,307.0,57.4,457.0
22,2221,大甲,140.0,12.5,9.8,2955,09/21,6.68,25.4,33.6,735.0,665.0,27050.0,,,,
23,8422,可寧衛*,26.0,-0.55,-2.07,4346,09/21,373.0,925.0,925.0,720.0,515.0,-0.81,116.0,,-31.7,-99.2
