股票代號,股票名稱,法人持股,上榜區塊,累積衰退
00400A,主動國泰動能高息,-55.55243607416449,"5日衰退,10日衰退,20日衰退,30日衰退",-1.65638559191121
00401A,主動摩根台灣鑫收,-8.657772071411102,"5日衰退,10日衰退,20日衰退,30日衰退",-7.293189514220706
00402A,主動安聯美國科技,3.3996498795285914,"5日衰退,10日衰退",-0.5145027475748756
00403A,主動統一升級50,-38.523060688446414,"5日衰退,10日衰退",-1.3672921054388922
00404A,主動聯博動能50,-25.020690805284083,"5日衰退,10日衰退",-1.905972652349167
00405A,主動富邦台灣龍耀,-57.82778744061436,"5日衰退,10日衰退,20日衰退,30日衰退",-2.892354784405441
00406A,主動中信台灣收益,-68.92215570130872,"5日衰退,10日衰退,20日衰退,30日衰退",-4.710591131469499
00410A,主動永豐科技趨勢,100.37833205423381,"5日衰退,10日衰退",-23.634332773157254
0050,元大台灣50,-7.531111466965283,30日衰退,-1.9588061879724812
0052,富邦科技,-62.16469855919003,"5日衰退,10日衰退,20日衰退",-1.3387640956955167
0053,元大電子,-10.915004004805766,5日衰退,-0.8712535042050451
0055,元大MSCI金融,-5.4964913648498595,"5日衰退,10日衰退,20日衰退",-0.7677310012732814
0057,富邦摩台,-10.485533726260641,30日衰退,-5.94058939096267
00631L,元大台灣50正2,-52.71738840271817,30日衰退,-2.129552945099313
00632R,元大台灣50反1,-20.047440526398063,"5日衰退,10日衰退,20日衰退,30日衰退",-2.56215067942
00633L,富邦上証正2,50.143833540499585,"5日衰退,10日衰退,30日衰退",-0.9964421140088717
00634R,富邦上証反1,13.169325474787165,20日衰退,-1.4112336076573921
00635U,期元大S&P黃金,-59.40816442689797,"5日衰退,10日衰退,20日衰退",-22.466579078692106
00637L,元大滬深300正2,68.94473803727256,"5日衰退,10日衰退,20日衰退,30日衰退",-0.5371193523725708
00641R,富邦日本反1,-21.414834863792763,20日衰退,-4.921088609551699
00646,元大S&P500,-22.18234526045351,"5日衰退,10日衰退,20日衰退,30日衰退",-1.2032781751075632
00647L,元大S&P500正2,29.49611596009975,"10日衰退,20日衰退",-1.3848441396508733
00650L,復華香港正2,44.89621250181652,5日衰退,-2.5045423671398837
00652,富邦印度,10.746384041943148,10日衰退,-1.0555660659964055
00653L,富邦印度正2,31.30576145082539,10日衰退,-2.057487821725534
00655L,國泰中國A50正2,55.4066876013665,"5日衰退,10日衰退,20日衰退,30日衰退",-0.7033123986334999
00656R,國泰中國A50反1,8.858788623078055,"5日衰退,10日衰退,20日衰退,30日衰退",-1.9460809549540699
00662,富邦NASDAQ,-31.288573323858984,"5日衰退,10日衰退,20日衰退,30日衰退",-0.5200346538105975
00663L,國泰臺灣加權正2,-82.92331353262787,10日衰退,-1.609890433647223
00664R,國泰臺灣加權反1,-10.778823955006644,"5日衰退,10日衰退,20日衰退,30日衰退",-1.7923554474419188
00665L,富邦恒生國企正2,11.006795390689788,5日衰退,-1.7257876301164696
00666R,富邦恒生國企反1,-8.085110524579347,"5日衰退,10日衰退,20日衰退,30日衰退",-11.621713578014461
00670L,富邦NASDAQ正2,-19.655264113033898,"5日衰退,10日衰退,30日衰退",-1.175217447663492
00673R,期元大S&P原油反1,-52.95928359467575,"5日衰退,10日衰退,20日衰退,30日衰退",-5.473778380815048
00676R,富邦臺灣加權反1,-32.16362680229018,"5日衰退,10日衰退,20日衰退,30日衰退",-2.595396256403177
00678,群益那斯達克生技,-17.6892021780303,"5日衰退,10日衰退,20日衰退,30日衰退",-6.367825334042816
00685L,群益臺灣加權正2,-55.25898144625287,30日衰退,-4.067562574299515
00686R,群益臺灣加權反1,-40.77992288911804,"5日衰退,10日衰退,20日衰退,30日衰退",-2.6901469449783306
00700,富邦恒生國企,32.51033298940062,20日衰退,-3.7583841017579473
00706L,期元大S&P日圓正2,29.213331872155962,5日衰退,-0.9390104290706489
00708L,期元大S&P黃金正2,-67.79712264438616,"5日衰退,10日衰退,20日衰退,30日衰退",-2.3086973394034374
00712,復華富時不動產,-23.49026375352521,"5日衰退,10日衰退,20日衰退,30日衰退",-2.8322644510998494
00714,群益道瓊美國地產,5.6020222255444265,"5日衰退,10日衰退,20日衰退,30日衰退",-0.7718831913091142
00728,第一金工業30,23.992395862034414,"5日衰退,10日衰退,20日衰退,30日衰退",-0.7911500375673413
00735,國泰臺韓科技,-59.94626881926029,5日衰退,-1.3713668725610475
00738U,期元大道瓊白銀,-57.21801510803617,"5日衰退,10日衰退",-2.4879064173084444
00739,元大MSCI A股,14.295348399246704,"10日衰退,20日衰退",-1.2262554178996705
00753L,中信中國50正2,0.1829196417975023,"5日衰退,10日衰退,20日衰退",-2.0321763490185973
00762,元大全球AI,-0.9245507829211944,10日衰退,-1.1070408343222888
00763U,期街口道瓊銅,-26.40276878120054,"5日衰退,10日衰退,20日衰退,30日衰退",-4.343282272226329
00770,國泰北美科技,-10.953421796443134,"5日衰退,10日衰退,20日衰退,30日衰退",-1.0657682748137276
00771,元大US高息特別股,-4.14234446397188,20日衰退,-1.7480773286467484
00830,國泰費城半導體,-29.799551163464212,"5日衰退,10日衰退,20日衰退,30日衰退",-2.0288743609316633
00852L,國泰美國道瓊正2,36.20473401075912,"5日衰退,10日衰退",-0.6098625224148222
00865B,國泰US短期公債,-67.17821126888296,"10日衰退,20日衰退,30日衰退",-0.7727134277658081
00875,國泰網路資安,-1.2662596744061911,"10日衰退,20日衰退,30日衰退",-3.411314537988635
00876,元大全球5G,14.317858956455504,"10日衰退,20日衰退,30日衰退",-1.3334645354189085
00878,國泰永續高股息,8.359716515397418,"20日衰退,30日衰退",-1.9209838387473521
00881,國泰台灣科技龍頭,-21.183641433014788,"10日衰退,20日衰退,30日衰退",-1.0222962011275598
00891,中信關鍵半導體,-42.469121936488264,"20日衰退,30日衰退",-3.875456508015077
00892,富邦台灣半導體,-12.986102312595742,"5日衰退,10日衰退",-0.5207733143663589
00894,中信小資高價30,-23.284307373200278,"20日衰退,30日衰退",-4.963595093136444
00896,中信綠能及電動車,-48.19213144605225,"5日衰退,10日衰退,20日衰退,30日衰退",-1.5070285938926133
00904,台新臺灣半導體30,-53.062454336166766,"5日衰退,10日衰退,20日衰退",-3.581767179007386
00908,富邦入息REITs+,1.933791841004184,"10日衰退,20日衰退,30日衰退",-2.5312222769086237
00909,國泰數位支付服務,-20.61032613585245,"5日衰退,10日衰退,20日衰退",-2.5016714214761215
00910,第一金太空衛星,-74.18562790737965,"5日衰退,10日衰退,20日衰退,30日衰退",-3.723667570523915
00911,兆豐洲際半導體,-16.466609264574267,"5日衰退,10日衰退,20日衰退,30日衰退",-1.0152880906088928
00912,中信臺灣智慧50,-0.8179371019518308,"5日衰退,10日衰退",-2.3007841556562476
00917,中信特選金融,-45.033544357331074,"5日衰退,10日衰退,20日衰退,30日衰退",-1.226082175737659
00918,大華優利高填息30,-4.99324303329346,"5日衰退,10日衰退,20日衰退,30日衰退",-4.065623681860722
00919,群益台灣精選高息,1.8426135847196052,5日衰退,-0.6113938028111385
00921,兆豐龍頭等權重,98.11692532408253,"5日衰退,10日衰退",-2.0014296147525954
00923,群益台ESG低碳50,-14.672885038980066,"20日衰退,30日衰退",-9.078333992508137
00924,復華S&P500成長,-7.4899226390073155,"5日衰退,10日衰退,20日衰退",-0.5278059142886136
00926,凱基全球菁英55,4.215145505952954,"20日衰退,30日衰退",-4.332293836416824
00927,群益半導體收益,-46.9314960880477,"5日衰退,10日衰退,30日衰退",-0.6190156398714137
00929,復華台灣科技優息,58.11890052713585,"10日衰退,20日衰退,30日衰退",-1.0565980351924793
00934,中信成長高股息,33.860986464904386,5日衰退,-0.8695561227997857
00935,野村臺灣新科技50,-40.42655283253498,"20日衰退,30日衰退",-1.4552422959754665
00938,凱基優選30,11.8065810522931,"20日衰退,30日衰退",-3.9443281870147686
00945B,凱基美國非投等債,-12.365264197302384,"20日衰退,30日衰退",-3.3068675350084415
00947,台新臺灣IC設計,-52.39580279355725,"5日衰退,10日衰退,20日衰退,30日衰退",-4.371706502133847
00949,復華日本龍頭,26.818731156079036,10日衰退,-0.78747110452192
00951,台新日本半導體,17.85693218194632,"5日衰退,10日衰退,20日衰退,30日衰退",-3.3852210312024518
00953B,群益優選非投等債,-18.020028806336736,"5日衰退,10日衰退,20日衰退,30日衰退",-3.7828164708835708
00954,中信日本半導體,-38.61416515026413,"5日衰退,10日衰退,20日衰退,30日衰退",-1.400469435849864
00956,中信日經高股息,-13.430962873528525,10日衰退,-1.2065323055832398
00960,野村全球航運龍頭,158.87906210605934,"10日衰退,20日衰退",-2.606675872105484
00961,FT臺灣永續高息,-37.964025275155585,"5日衰退,10日衰退,20日衰退,30日衰退",-1.959669077003376
