股票代號,股票名稱,法人持股,上榜區塊,累積衰退
00400A,主動國泰動能高息,-55.75046435843076,"5日衰退,30日衰退,10日衰退,20日衰退",-0.8989175814949277
00401A,主動摩根台灣鑫收,-10.346952613496402,"5日衰退,30日衰退,10日衰退,20日衰退",-6.620025813869673
00403A,主動統一升級50,-38.247118308713446,5日衰退,-1.1920897384488782
00404A,主動聯博動能50,-31.485289969882526,"5日衰退,30日衰退,10日衰退,20日衰退",-9.758287100630131
00405A,主動富邦台灣龍耀,-56.58906304181651,"5日衰退,10日衰退",-0.7358484418094235
00406A,主動中信台灣收益,-69.93364892470325,"5日衰退,30日衰退,10日衰退,20日衰退",-2.3219840739942583
00407A,主動凱基台灣,-61.72739005151239,5日衰退,-2.40522188686991
00410A,主動永豐科技趨勢,94.02991366078281,"5日衰退,10日衰退,20日衰退",-9.97705501203663
0050,元大台灣50,-8.453407076957951,5日衰退,-1.102271263650299
0052,富邦科技,-61.29944544212375,10日衰退,-1.1541516121333046
0053,元大電子,-11.55192030436524,"5日衰退,10日衰退",-1.2305446535843014
0055,元大MSCI金融,-7.859896047440168,"5日衰退,30日衰退,10日衰退,20日衰退",-2.3961407612162446
0057,富邦摩台,-11.023844138834317,"30日衰退,20日衰退",-1.8140864440078612
006207,復華滬深,10.383521922266898,5日衰退,-0.8084242772353054
00632R,元大台灣50反1,-23.036849494510083,"5日衰退,30日衰退,10日衰退,20日衰退",-0.6339941278595873
00633L,富邦上証正2,50.71727017316828,"5日衰退,20日衰退",-1.0128782561824252
00634R,富邦上証反1,13.160291888857703,20日衰退,-4.891913230478167
00635U,期元大S&P黃金,-59.16013611033804,"10日衰退,20日衰退",-21.616232279857186
00637L,元大滬深300正2,69.7363210982557,"5日衰退,30日衰退,20日衰退",-0.8827782487378499
00640L,富邦日本正2,74.0143542607883,"5日衰退,20日衰退",-2.1472955288985673
00646,元大S&P500,-23.800686556291915,"5日衰退,30日衰退,10日衰退,20日衰退",-1.8235211814253702
00648R,元大S&P500反1,10.570680645884728,"5日衰退,30日衰退",-1.0592061000224255
00650L,復華香港正2,44.66281737216882,"5日衰退,10日衰退",-0.6189117482198156
00653L,富邦印度正2,28.442651321398124,"5日衰退,10日衰退,20日衰退",-2.9417670309230424
00655L,國泰中國A50正2,56.16515580247766,"30日衰退,20日衰退",-1.4383004934607726
00656R,國泰中國A50反1,8.951041902048436,"30日衰退,10日衰退,20日衰退",-4.435249299995087
00662,富邦NASDAQ,-31.546670198974503,"30日衰退,10日衰退,20日衰退",-1.1188579284810025
00664R,國泰臺灣加權反1,-11.714990249554871,"30日衰退,10日衰退,20日衰退",-4.14707086067754
00666R,富邦恒生國企反1,-4.374463873309139,"30日衰退,10日衰退,20日衰退",-7.964792392142331
00673R,期元大S&P原油反1,-60.92136716497053,"5日衰退,30日衰退,10日衰退,20日衰退",-7.742300694956157
00676R,富邦臺灣加權反1,-35.01191633188343,"5日衰退,30日衰退,10日衰退,20日衰退",-1.5419849505694145
00678,群益那斯達克生技,-13.424342869915066,"5日衰退,30日衰退,10日衰退,20日衰退",-2.5329459097004907
00681R,元大美債20反1,27.741985778245983,"5日衰退,10日衰退,20日衰退",-1.236842243876744
00686R,群益臺灣加權反1,-43.27651887515209,"5日衰退,30日衰退,10日衰退,20日衰退",-2.1743528706634336
00708L,期元大S&P黃金正2,-66.10911816859596,10日衰退,-1.3296963892081806
00712,復華富時不動產,-24.522731768035293,"5日衰退,30日衰退,10日衰退,20日衰退",-1.8088362934264168
00714,群益道瓊美國地產,5.455212039667115,"30日衰退,10日衰退,20日衰退",-0.9199641201973385
00728,第一金工業30,23.935064302564495,"30日衰退,10日衰退",-1.048547700621281
00735,國泰臺韓科技,-57.81632988003908,5日衰退,-0.8228230789457172
00738U,期元大道瓊白銀,-55.74507278197598,10日衰退,-1.32717069870246
00753L,中信中國50正2,-0.1318905939225894,"5日衰退,10日衰退,20日衰退",-1.192482816681721
00762,元大全球AI,-0.7854034397193461,10日衰退,-0.9684984384627491
00763U,期街口道瓊銅,-24.984604894679165,"30日衰退,10日衰退,20日衰退",-2.867668011284419
00770,國泰北美科技,-13.238164613418839,"5日衰退,30日衰退,10日衰退,20日衰退",-3.1655463973032116
00830,國泰費城半導體,-29.67113365078811,"5日衰退,30日衰退,10日衰退,20日衰退",-0.8037990617083466
00852L,國泰美國道瓊正2,33.45469814704124,"5日衰退,30日衰退,10日衰退,20日衰退",-3.250585774058578
