單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"6,936,031,612","5,635,234,788","1,300,796,824"
自營商(避險),"18,842,499,639","34,349,462,322","-15,506,962,683"
投信,"11,837,170,933","14,056,866,347","-2,219,695,414"
外資及陸資(不含外資自營商),"219,941,239,540","282,640,137,906","-62,698,898,366"
外資自營商,0,0,0
合計,"257,556,941,724","336,681,701,363","-79,124,759,639"
