代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2542,興富發,47.95,0.05,0.1,26W36,09/02,-1,-3105,-17.3,-0.14,18,149714,14.7,6.95,8,7632,2.39,0.35,4,45740,30.2,2.12
2855,統一證,49.6,-0.4,-0.8,26W36,09/02,-8,-19498,-11.9,-1.22,14,96959,16.7,6.05,0,0,0.0,0.0,4,7074,11.1,0.44
6187,萬潤,1340.0,-35.0,-2.55,26W36,09/02,-1,-723,-9.04,-0.74,9,4600,3.39,4.68,5,221,0.25,0.23,-1,-284,-3.55,-0.29
006205,富邦上証,40.52,-0.35,-0.86,26W36,09/02,-5,-435,-6.62,-0.47,8,652,3.61,0.7,-1,-96,-25.6,-0.1,2,100,7.94,0.11
00652,富邦印度,32.87,-0.08,-0.24,26W36,09/02,-2,-128,-8.88,-0.21,8,812,7.99,1.33,1,76,11.7,0.12,2,146,10.2,0.24
00662,富邦NASDAQ,118.4,-1.1,-0.92,26W36,09/02,2,914,3.97,0.1,8,1299,0.93,0.14,-23,-168384,-32.0,-18.6,-23,-159628,-30.3,-17.6
00709,富邦歐洲,40.46,-0.19,-0.47,26W36,09/02,1,1,0.35,0.0,8,1067,29.7,7.13,6,1043,36.3,6.97,20,3967,46.5,26.5
009814,富邦標普500,11.28,-0.05,-0.44,26W36,09/02,-5,-1274,-5.32,-0.84,8,11525,28.6,7.58,-5,-8509,-35.5,-5.59,-3,-4075,-26.4,-2.68
2884,玉山金,40.5,0.6,1.5,26W36,09/02,1,10251,6.28,0.06,8,120476,7.22,0.68,-5,-6469,-0.72,-0.04,1,19769,12.1,0.11
3008,大立光,7810.0,230.0,3.03,26W36,09/02,-1,-260,-2.76,-0.2,8,4613,4.61,3.53,-2,-69,-0.29,-0.05,4,1612,3.17,1.23
3491,昇達科,1445.0,-35.0,-2.36,26W36,09/02,-5,-2568,-6.3,-3.73,8,1764,2.37,2.56,2,48,0.31,0.07,-1,-465,-7.99,-0.68
4551,智伸科,166.0,-1.5,-0.9,26W36,09/02,-2,-1197,-13.7,-1.04,8,2597,5.55,2.25,4,175,0.72,0.15,-2,-692,-7.92,-0.6
2207,和泰車,517.0,-1.0,-0.19,26W36,09/02,-1,-79,-6.88,-0.01,7,242,1.77,0.04,-1,-3,-0.26,0.0,-1,-40,-3.49,-0.01
2379,瑞昱,744.0,0.0,0.0,26W36,09/02,-1,-1356,-15.9,-0.26,7,5427,4.78,1.05,3,283,0.9,0.05,2,856,5.51,0.17
2610,華航,20.45,0.1,0.49,26W36,09/02,-1,-276,-0.54,0.0,7,32967,2.62,0.54,-1,-516,-1.0,-0.01,2,13436,6.54,0.22
3081,聯亞,3395.0,-30.0,-0.88,26W36,09/02,-4,-2025,-3.01,-1.99,7,6775,5.72,6.66,2,304,0.85,0.3,5,4735,5.93,4.65
1476,儒鴻,314.0,-0.5,-0.16,26W36,09/02,-5,-4661,-15.4,-1.7,6,894,2.14,0.33,-3,-349,-2.45,-0.13,-4,-4192,-19.5,-1.53
2301,光寶科,315.0,14.5,4.83,26W36,09/02,-1,-4572,-5.0,-0.2,6,19487,1.92,0.84,2,2158,0.64,0.09,-1,-2705,-2.96,-0.12
2464,盟立,202.0,18.0,9.78,26W36,09/02,1,10014,18.7,4.62,6,2078,0.5,0.96,2,507,0.39,0.23,1,10664,19.9,4.92
2495,普安,38.05,0.1,0.26,26W36,09/02,2,855,9.85,0.31,6,72,0.17,0.03,-4,-164,-0.83,-0.06,2,821,9.46,0.3
