排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,3374,精材,421.5,-1.0,-0.24,09/01,0.76,2.86,4.09,4.09,4.28,4.29,3.69,3.5,4.27,1.58,2.56,4.39
2,3406,玉晶光,1005.0,0.0,0.0,09/01,2.15,2.7,3.89,3.98,4.63,6.49,5.41,3.56,4.39,7.94,9.38,1.87
3,3211,順達,406.0,19.5,5.05,09/01,-0.51,-0.51,-0.51,3.53,-0.66,6.11,8.72,0.48,-9.65,17.8,17.8,-5.0
4,3105,穩懋,492.0,44.5,9.94,09/01,0.52,0.64,1.29,2.63,2.75,3.7,1.38,6.35,7.77,7.49,3.3,7.54
5,3450,聯鈞,625.0,-21.0,-3.25,09/01,0.6,1.06,1.47,2.62,2.34,4.11,7.44,9.22,8.31,11.6,11.1,10.7
6,5425,台半,95.2,0.4,0.42,09/01,0.0,-0.01,0.24,2.38,2.74,3.09,3.07,1.47,3.23,0.35,-1.18,3.45
7,3081,聯亞,3425.0,-105.0,-2.97,09/01,0.02,0.55,0.55,2.36,3.12,5.22,3.38,4.42,9.62,17.7,16.8,7.12
8,6727,亞泰金屬,576.0,52.0,9.92,09/01,0.0,0.9,1.57,2.32,2.32,2.32,2.32,2.32,2.32,2.32,,2.32
9,6187,萬潤,1375.0,30.0,2.23,09/01,0.37,0.46,0.89,1.98,1.46,3.49,5.27,11.8,9.16,9.52,6.3,11.9
10,4979,華星光,600.0,-9.0,-1.48,09/01,-0.79,-1.08,-1.08,1.72,4.76,9.71,7.56,2.76,14.0,17.0,19.2,12.0
11,6805,富世達,2285.0,-20.0,-0.87,09/01,-0.42,-1.15,-0.29,1.71,2.94,11.8,9.88,3.0,2.56,,,0.23
12,3491,昇達科,1480.0,100.0,7.25,09/01,0.22,0.4,0.77,1.47,1.91,2.08,0.67,1.63,0.11,6.42,5.05,0.77
13,009814,富邦標普500,11.33,-0.03,-0.26,09/01,0.0,0.3,0.3,1.43,1.96,3.64,7.05,7.05,,,,7.05
14,6278,台表科,200.0,0.5,0.25,09/01,0.03,0.04,0.04,1.41,2.0,1.45,-2.2,-4.74,-11.2,10.5,10.8,-8.37
15,3324,雙鴻,1375.0,125.0,10.0,09/01,0.18,0.78,1.28,1.38,2.02,2.02,2.05,-0.16,-0.11,-4.33,-12.0,-0.38
16,2455,全新,524.0,47.0,9.85,09/01,0.31,1.13,1.1,1.08,3.34,3.92,5.12,10.1,0.89,1.53,6.87,10.9
17,8996,高力,1175.0,0.0,0.0,09/01,0.04,0.04,0.07,0.94,2.84,8.76,8.96,11.2,6.53,11.4,10.8,11.5
18,1815,富喬,129.0,2.5,1.98,09/01,0.03,-0.28,-0.08,0.91,3.32,6.08,5.61,2.28,4.5,6.07,4.19,3.24
19,6531,愛普*,958.0,31.0,3.34,09/01,0.03,0.04,0.03,0.8,-1.3,-2.18,-4.01,3.08,2.5,2.73,3.1,1.66
20,3008,大立光,7580.0,-70.0,-0.92,09/01,0.07,0.45,0.57,0.77,1.01,1.83,3.92,3.35,5.31,5.19,5.15,4.13
21,2313,華通,252.0,3.5,1.41,09/01,0.29,0.39,0.56,0.76,1.14,1.91,1.99,1.03,3.27,0.84,4.44,3.47
22,2368,金像電,1225.0,60.0,5.15,09/01,0.41,0.73,0.82,0.76,0.64,1.43,-2.15,0.9,-1.48,-2.74,10.7,-2.82
23,8039,台虹,319.0,-8.0,-2.45,09/01,0.08,0.09,-0.17,0.73,1.35,1.75,1.91,1.64,1.61,1.64,1.64,1.34
24,00709,富邦歐洲,40.65,-0.18,-0.44,09/01,0.0,0.14,0.14,0.61,1.15,3.73,6.66,6.66,6.66,6.66,,6.66
25,2449,京元電子,279.0,22.0,8.56,09/01,0.24,0.44,0.52,0.6,0.49,0.63,-0.47,-6.62,-4.13,-5.45,-7.57,-6.71
26,4764,雙鍵,247.0,6.0,2.49,09/01,-0.12,-0.12,0.28,0.58,0.61,-0.56,6.91,8.4,8.53,8.53,,8.53
27,4958,臻鼎-KY,535.0,35.0,7.0,09/01,0.53,0.65,0.69,0.57,0.21,0.5,2.29,4.03,0.93,1.53,5.35,4.09
28,3532,台勝科,402.0,23.0,6.07,09/01,0.18,0.18,0.37,0.53,0.99,1.91,3.31,4.52,5.1,4.24,1.82,4.65
29,3017,奇鋐,3410.0,-15.0,-0.44,09/01,0.04,0.0,0.16,0.51,0.71,1.6,2.33,4.16,3.08,-6.6,9.93,1.98
30,1717,長興,84.7,2.2,2.67,09/01,0.03,0.32,0.5,0.5,0.5,0.7,1.02,0.39,1.39,1.45,1.54,1.23
31,4551,智伸科,167.5,8.0,5.02,09/01,0.22,0.2,0.38,0.49,0.42,1.78,-0.92,-0.52,-2.05,0.77,-5.21,-0.51
32,3605,宏致,125.5,-13.5,-9.71,09/01,0.0,0.25,0.29,0.46,1.37,1.37,1.37,1.34,1.09,1.37,1.36,1.37
33,2481,強茂,157.0,6.0,3.97,09/01,0.0,0.01,0.08,0.34,-0.03,0.62,-0.95,3.72,7.11,9.45,10.1,2.08
34,00695B,富邦美債7-10,34.48,-0.2,-0.58,09/01,0.0,0.33,0.33,0.33,0.33,4.69,8.77,8.77,8.77,8.77,,8.77
35,6830,汎銓,572.0,52.0,10.0,09/01,0.0,0.0,0.0,0.32,0.6,0.94,0.59,1.08,1.31,0.64,,1.4
36,3026,禾伸堂,731.0,-11.0,-1.48,09/01,0.33,0.86,0.85,0.32,0.17,1.02,5.96,13.4,13.7,13.9,13.0,13.3
37,4991,環宇-KY,544.0,5.0,0.93,09/01,0.15,0.15,0.15,0.28,0.56,-0.18,-3.98,-3.5,-5.36,3.63,3.47,-5.0
38,00645,富邦日本,59.1,0.5,0.85,09/01,0.0,0.0,0.0,0.28,0.42,0.95,1.71,1.71,1.71,1.71,1.47,1.71
39,3665,貿聯-KY,2315.0,145.0,6.68,09/01,0.32,0.31,0.57,0.26,0.21,-0.72,4.91,2.5,-1.86,10.4,13.5,-4.36
40,2542,興富發,47.9,1.25,2.68,09/01,0.14,0.19,0.19,0.25,0.27,0.64,6.25,6.14,5.86,3.24,2.91,5.72
41,1303,南亞,234.5,-8.0,-3.3,09/01,0.06,0.07,0.18,0.25,0.36,0.58,4.01,3.98,4.07,1.35,3.33,3.96
42,6472,保瑞,420.0,-13.0,-3.0,09/01,0.0,0.14,0.14,0.25,1.42,1.42,1.4,0.77,0.17,-0.36,,0.55
43,2301,光寶科,300.5,-4.5,-1.48,09/01,0.01,0.02,0.06,0.24,0.49,0.72,-0.89,-2.5,-8.85,-4.69,0.34,-3.89
44,8046,南電,1225.0,-5.0,-0.41,09/01,-0.03,-0.11,-0.06,0.23,0.22,0.94,4.26,7.41,4.2,6.43,5.41,8.29
45,00850,元大臺灣ESG永續,93.2,2.2,2.42,09/01,0.0,0.0,0.0,0.23,0.25,0.36,0.71,1.13,0.9,1.55,,0.99
46,3661,世芯-KY,4275.0,200.0,4.91,09/01,0.06,0.2,0.22,0.22,0.29,-1.07,-2.01,-2.34,-5.03,-8.57,4.38,-1.52
47,4736,泰博,126.5,-1.0,-0.78,09/01,0.0,0.1,0.1,0.21,0.37,0.37,0.4,0.37,0.06,-0.71,-0.79,0.05
48,3034,聯詠,552.0,12.0,2.22,09/01,0.1,0.18,0.22,0.21,0.23,0.12,-0.24,-1.67,-7.77,11.5,13.6,-3.79
49,2351,順德,226.0,-6.5,-2.8,09/01,0.03,0.03,0.03,0.21,-0.44,-0.27,0.91,1.84,1.98,1.01,-0.12,1.98
50,2357,華碩,1010.0,11.0,1.1,09/01,0.17,0.2,0.22,0.2,0.19,0.25,-0.45,0.87,3.94,9.09,13.7,-0.3
