單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"11,712,342,769","5,818,106,977","5,894,235,792"
自營商(避險),"28,016,869,516","32,333,072,074","-4,316,202,558"
投信,"32,688,032,934","20,984,966,582","11,703,066,352"
外資及陸資(不含外資自營商),"338,124,334,823","325,939,334,003","12,185,000,820"
外資自營商,0,0,0
合計,"410,541,580,042","385,075,479,636","25,466,100,406"
