排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,2431,聯昌,9.76,-0.2,-2.01,09/15,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2,2712,遠雄來,13.8,-0.25,-1.78,09/15,,,,-100.0,-100.0,-100.0,-100.0,-100.0,,
3,4502,健信,15.7,0.05,0.32,09/15,,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
4,4527,方土霖,40.8,-0.2,-0.49,09/15,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
5,5227,立凱-KY,29.1,-0.4,-1.36,09/15,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0
6,8183,精星,27.55,-0.45,-1.61,09/15,-97.7,-97.9,-98.2,-98.4,-98.5,-98.9,-98.9,-97.9,-99.0,-98.8
7,00768B,復華20年美債,47.16,0.09,0.19,09/15,0.0,0.0,-86.0,-86.0,-86.0,-22.3,-58.1,-58.1,-65.2,-89.6
8,2323,中環,10.4,-0.1,-0.95,09/15,-78.7,-78.7,-78.7,-78.9,-82.6,-89.4,-93.2,-90.1,-90.6,-84.8
9,009802,富邦旗艦50,19.7,-0.11,-0.56,09/15,0.0,-51.9,-56.3,-69.4,-65.2,24.7,-24.7,29.4,-18.2,29.4
10,00948B,中信優息投資級債,9.03,0.02,0.22,09/15,-67.4,-67.4,-68.3,-68.3,-75.1,-84.1,267.0,23.6,74.1,-24.5
11,3702,大聯大,107.0,0.0,0.0,09/15,-14.1,-60.2,-59.1,-59.1,-66.2,-74.0,-85.1,-70.7,-66.9,-61.0
12,00637L,元大滬深300正2,19.26,-0.09,-0.47,09/15,0.0,-1.55,-58.7,-58.7,-58.0,-55.6,-46.6,-70.7,-61.9,-43.2
13,00633L,富邦上証正2,46.57,-0.43,-0.91,09/15,0.0,0.0,-57.0,-57.0,-57.0,-57.6,-46.2,-49.2,-61.2,-51.4
14,00715L,期街口布蘭特正2,71.4,0.9,1.28,09/15,-7.59,-27.7,-43.4,-53.5,-87.0,-89.8,-87.5,-95.0,-99.3,-99.3
15,4155,訊映,14.7,0.0,0.0,09/15,-24.7,-33.4,-33.4,-49.8,-58.3,-61.7,-49.7,13.5,-7.92,6.75
16,6751,智聯服務,41.5,-0.15,-0.36,09/15,0.0,0.0,-48.4,-48.4,-48.4,-48.4,-52.9,-49.2,,
17,6023,元大期,84.4,-0.8,-0.94,09/15,0.0,-0.03,-0.53,-45.5,-39.5,-2.68,61.5,49.1,-2.85,26.5
18,00693U,期街口S&P黃豆,23.64,0.04,0.17,09/15,0.0,0.0,-43.4,-43.4,-43.4,-43.4,-78.4,-79.6,-73.4,-68.9
19,00734B,台新JPM新興債,15.23,0.05,0.33,09/15,0.0,0.0,0.0,-41.4,-41.4,-50.9,-53.7,-60.6,-81.5,-61.1
20,9926,新海,49.0,-0.5,-1.01,09/15,0.0,0.0,-20.0,-41.3,-41.3,-41.3,-57.5,9.09,227.0,535.0
21,6805,富世達,2025.0,-140.0,-6.47,09/15,-18.0,-21.7,-38.1,-37.9,-47.7,-18.8,25.6,56.3,166.0,87.4
22,1438,三地開發,21.2,-0.15,-0.7,09/15,-22.1,-22.1,-22.1,-37.4,-38.4,-58.4,-41.1,-44.1,-70.8,-64.5
23,1473,台南,19.65,-0.1,-0.51,09/15,0.0,-10.8,-34.9,-37.2,-40.4,-44.4,-54.0,-59.1,-54.6,-56.7
