股票代號,股票名稱,法人持股,上榜區塊
00400A,主動國泰動能高息,4.83,"5日,60日"
00403A,主動統一升級50,3.29,5日
00405A,主動富邦台灣龍耀,3.76,"5日,20日"
0050,元大台灣50,7.204845372284844,"5日,60日,120日"
0052,富邦科技,2.784245810055866,"5日,20日"
0055,元大MSCI金融,3.107807838122799,"5日,20日,60日"
0056,元大高股息,1.5264866780094728,5日
00632R,元大台灣50反1,8.784968838259262,"5日,20日,60日,120日"
00634R,富邦上証反1,9.65,"5日,20日,60日,120日"
00643,群益深証中小,16.19,120日
00645,富邦日本,2.2194769754235923,5日
00647L,元大S&P500正2,6.774389027431422,"20日,60日"
00650L,復華香港正2,2.96,"5日,20日"
00651R,復華香港反1,2.14,5日
00652,富邦印度,2.976533141440793,"5日,20日,60日"
00653L,富邦印度正2,4.26,"5日,20日,60日,120日"
00656R,國泰中國A50反1,2.92,"20日,60日,120日"
00657,國泰日經225,14.78,"5日,20日,60日,120日"
00661,元大日經225,7.988537886872999,"20日,60日,120日"
00662,富邦NASDAQ,1.562603705011342,"5日,20日"
00674R,期元大S&P黃金反1,8.1,120日
00678,群益那斯達克生技,6.91,"20日,60日,120日"
00681R,元大美債20反1,18.71,"20日,120日"
00683L,期元大美元指正2,17.42,120日
00688L,國泰20年美債正2,1.92,"5日,20日"
00689R,國泰20年美債反1,45.94,"20日,60日,120日"
00693U,期街口S&P黃豆,4.39,"20日,60日"
00700,富邦恒生國企,10.94,"5日,20日,60日,120日"
00709,富邦歐洲,3.7001034928848644,"5日,20日,60日,120日"
00714,群益道瓊美國地產,10.68,"5日,20日,60日,120日"
00728,第一金工業30,1.25,5日
00733,富邦臺灣中小,6.05721696854712,"5日,120日"
00735,國泰臺韓科技,2.77,5日
00736,國泰新興市場,24.24,"60日,120日"
00737,國泰AI機器人,3.1,"5日,20日"
00739,元大MSCI A股,2.84,60日
00753L,中信中國50正2,4.08,"5日,20日"
00757,統一FANG+,2.621214616682207,"5日,20日,60日,120日"
00762,元大全球AI,1.9894412203614658,5日
00763U,期街口道瓊銅,3.51,"60日,120日"
00783,富邦中証500,5.34,5日
00830,國泰費城半導體,2.6468736565560067,60日
00875,國泰網路資安,11.72,"5日,20日,60日,120日"
00881,國泰台灣科技龍頭,1.2078105037378268,5日
00885,富邦越南,1.66,5日
00891,中信關鍵半導體,1.9649064590860665,"5日,20日"
00892,富邦台灣半導體,2.2234271880999237,"5日,20日"
00894,中信小資高價30,2.79,"5日,20日"
00895,富邦未來車,1.7389057692831276,"5日,20日"
00897,富邦基因免疫生技,5.47,"20日,60日,120日"
00898,國泰基因免疫革命,4.39,"5日,60日,120日"
00901,永豐智能車供應鏈,1.76,5日
00903,富邦元宇宙,4.77,"5日,20日,60日"
00904,台新臺灣半導體30,2.648145568688999,5日
00905,FT臺灣Smart,0.81,5日
00908,富邦入息REITs+,3.76,60日
00909,國泰數位支付服務,2.68,20日
00910,第一金太空衛星,8.41,"5日,20日,60日,120日"
00912,中信臺灣智慧50,2.28,5日
00913,兆豐台灣晶圓製造,6.59,"5日,20日,120日"
00916,國泰全球品牌50,4.1,"5日,20日"
00917,中信特選金融,4.8,"20日,60日,120日"
00920,富邦ESG綠色電力,5.43,5日
00922,國泰台灣領袖50,20.129415883497416,"60日,120日"
00927,群益半導體收益,1.920518728124491,20日
00934,中信成長高股息,2.594862755688829,5日
