排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,3231,緯創,180.5,-6.0,-3.22,09/22,-35218.0,-204496.0,-766300.0,-1119534,-1032020.0,-176584.0,851997.0,653563.0,1923923.0,1149767.0
2,3008,大立光,6405.0,5.0,0.08,09/22,-45030.0,-116856.0,-167837.0,-614458,-1061797.0,-2695359.0,-1164343.0,-2439992.0,-1076610.0,-1601575.0
3,8299,群聯,2185.0,35.0,1.63,09/22,-154953.0,-167239.0,-258713.0,-286922,-609837.0,488664.0,1583239.0,2720555.0,3349892.0,3350509.0
4,3711,日月光投控,693.0,30.0,4.52,09/22,-175803.0,-302076.0,-341314.0,-282166,-545140.0,-725090.0,-1759894.0,-1268255.0,-2849223.0,-1155112.0
5,2382,廣達,342.0,-2.5,-0.73,09/22,-133985.0,-146267.0,-162291.0,-241326,-347666.0,-1271959.0,-5409254.0,-781793.0,-1514437.0,-1266505.0
6,3661,世芯-KY,3715.0,50.0,1.36,09/22,-20471.0,-301012.0,-294697.0,-200563,66775.0,14219.0,-1369604.0,-1842504.0,-1015363.0,-771340.0
7,0056,元大高股息,56.85,-0.3,-0.52,09/22,3748.0,2185.0,7136.0,-196742,-223272.0,-261598.0,-479572.0,-644068.0,-214019.0,-788866.0
8,2330,台積電,2460.0,-20.0,-0.81,09/22,25588.0,44626.0,28422.0,-176508,-40581.0,-52644.0,1035152.0,2794988.0,628958.0,3067629.0
9,3036,文曄,205.0,-1.5,-0.73,09/22,6923.0,-65718.0,-142225.0,-160111,-566086.0,-177895.0,-631957.0,358533.0,977038.0,764149.0
10,3037,欣興,1120.0,100.0,9.8,09/22,5376.0,1883.0,-79380.0,-142864,-120533.0,-206751.0,-709651.0,-211659.0,-1154080.0,-224557.0
11,2454,聯發科,5180.0,170.0,3.39,09/22,-75065.0,-74771.0,-124921.0,-133550,-278195.0,136065.0,983814.0,639851.0,414290.0,168890.0
12,2379,瑞昱,755.0,15.0,2.03,09/22,-27300.0,-87135.0,-93396.0,-123392,-197031.0,-335533.0,-1170658.0,-694080.0,540794.0,171404.0
13,3665,貿聯-KY,2245.0,-55.0,-2.39,09/22,37444.0,-18316.0,-76831.0,-108469,-130647.0,-544401.0,1206965.0,1609474.0,1791412.0,843293.0
14,6257,矽格,249.0,-1.5,-0.6,09/22,-52975.0,-94720.0,-92976.0,-101458,-108029.0,39867.0,-56514.0,-166828.0,-67666.0,-121085.0
15,1216,統一,74.6,-0.1,-0.13,09/22,-8799.0,-28855.0,-70368.0,-99757,-196526.0,-572379.0,-1078142.0,-774301.0,167951.0,-344214.0
