排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,8299,群聯,2065.0,-60.0,-2.82,09/02,53706.0,222807.0,489752.0,705292,1121825.0,1970602.0,1631486.0,3338184.0,3848494.0,3873990.0
2,2344,華邦電,179.0,3.0,1.7,09/02,-445984.0,-48567.0,453294.0,702597,972898.0,-601959.0,-725894.0,563350.0,421003.0,740069.0
3,6488,環球晶,967.0,-27.0,-2.72,09/02,67367.0,271760.0,292360.0,559465,933156.0,1026029.0,218640.0,-273993.0,-504012.0,118527.0
4,6669,緯穎,2610.0,-5.0,-0.19,09/02,146983.0,267502.0,297588.0,408346,413736.0,261238.0,-194351.0,1367196.0,3244502.0,2075084.0
5,2327,國巨*,540.0,-28.0,-4.93,09/02,199453.0,219462.0,310584.0,322824,406203.0,1013475.0,860399.0,1073652.0,667903.0,675408.0
6,3231,緯創,185.5,3.5,1.92,09/02,27036.0,-14886.0,184916.0,302980,627735.0,503686.0,1724705.0,737747.0,2481901.0,1753987.0
7,2454,聯發科,4275.0,-40.0,-0.93,09/02,149654.0,154401.0,206140.0,293584,746809.0,1166678.0,1165410.0,1056194.0,651624.0,417811.0
8,8996,高力,1265.0,90.0,7.66,09/02,29539.0,62749.0,118960.0,244560,372753.0,518034.0,537049.0,517291.0,296103.0,500427.0
9,2368,金像電,1175.0,-50.0,-4.08,09/02,20568.0,29908.0,118999.0,187081,208710.0,333680.0,173996.0,-547832.0,-524909.0,-660873.0
10,2449,京元電子,270.5,-8.5,-3.05,09/02,50323.0,61959.0,97095.0,163821,285483.0,796745.0,-32572.0,1227225.0,1157327.0,1153749.0
11,8046,南電,1200.0,-25.0,-2.04,09/02,9800.0,87205.0,106921.0,163187,192597.0,498443.0,283517.0,354279.0,74963.0,291843.0
12,3443,創意,5895.0,-100.0,-1.67,09/02,-4161.0,68628.0,75027.0,148069,225045.0,20242.0,243222.0,265737.0,12191.0,307321.0
13,3036,文曄,187.0,-9.0,-4.59,09/02,54169.0,62909.0,73326.0,135254,303177.0,257590.0,461790.0,1190125.0,1502200.0,1253001.0
14,6139,亞翔,721.0,-26.0,-3.48,09/02,63936.0,61310.0,78649.0,129789,164050.0,275860.0,593900.0,581104.0,501517.0,578686.0
15,6446,藥華藥,1305.0,-5.0,-0.38,09/02,1705.0,-1100.0,129832.0,128237,184434.0,25420.0,186504.0,100900.0,-451625.0,-379243.0
16,5483,中美晶,179.0,-4.5,-2.45,09/02,1851.0,17554.0,94395.0,121567,253927.0,276782.0,640375.0,611982.0,667878.0,592692.0
17,3491,昇達科,1445.0,-35.0,-2.36,09/02,11380.0,18406.0,54821.0,114786,147776.0,173153.0,555283.0,510051.0,225979.0,471129.0
18,8069,元太,154.5,-3.5,-2.22,09/02,3131.0,33873.0,76630.0,110064,139149.0,537014.0,1016292.0,931010.0,1159395.0,1056150.0
19,2303,聯電,126.0,-6.5,-4.91,09/02,10409.0,36020.0,69080.0,106577,143147.0,43719.0,-5925425.0,-6146590.0,-9349892.0,-7081840.0
20,3026,禾伸堂,686.0,-45.0,-6.16,09/02,22794.0,38781.0,102931.0,105992,201341.0,309534.0,473789.0,457373.0,466737.0,435478.0
21,2881,富邦金,143.5,-1.5,-1.03,09/02,14472.0,66990.0,128008.0,103170,134237.0,102501.0,-460800.0,-1461216.0,-2019981.0,-1602168.0
22,2330,台積電,2385.0,-55.0,-2.25,09/02,3115.0,84091.0,87779.0,81849,-28087.0,-34951.0,153660.0,3213552.0,204371.0,3099770.0
23,3189,景碩,847.0,-27.0,-3.09,09/02,-36515.0,-26911.0,62395.0,75806,130143.0,144571.0,103222.0,-334030.0,-176372.0,-136791.0
24,8039,台虹,313.5,-5.5,-1.72,09/02,35838.0,53965.0,55771.0,74845,187893.0,179209.0,234750.0,222715.0,172869.0,216783.0
25,6257,矽格,216.0,-5.5,-2.48,09/02,32818.0,46737.0,68006.0,74597,82022.0,97417.0,-84739.0,-117946.0,-40226.0,-80452.0
26,1519,華城,741.0,-20.0,-2.63,09/02,-196.0,2460.0,13517.0,74151,133145.0,91727.0,253991.0,1265519.0,814616.0,910962.0
27,2891,中信金,66.6,0.1,0.15,09/02,7022.0,26533.0,40125.0,58120,129605.0,116630.0,-426037.0,660282.0,299149.0,551458.0
28,00918,大華優利高填息30,35.48,0.19,0.54,09/02,21018.0,49486.0,54229.0,57837,62439.0,48994.0,-22942.0,14641.0,2113.0,-77836.0
29,3037,欣興,973.0,2.0,0.21,09/02,36529.0,24017.0,129112.0,57212,-23727.0,-367706.0,-398708.0,107080.0,-1383144.0,28308.0
30,6182,合晶,110.5,-5.5,-4.74,09/02,19123.0,20162.0,29032.0,50009,141780.0,331674.0,365796.0,273597.0,367316.0,285860.0
31,2882,國泰金,109.0,-2.0,-1.8,09/02,20805.0,25829.0,42505.0,47756,37243.0,18777.0,-741974.0,-684757.0,-2796573.0,-1144645.0
32,6415,矽力*-KY,426.0,7.5,1.79,09/02,4651.0,7948.0,18414.0,45314,37285.0,70436.0,-268220.0,-498029.0,-338891.0,-180733.0
33,4749,新應材,787.0,-12.0,-1.5,09/02,8209.0,9721.0,24174.0,43409,55814.0,71488.0,364783.0,229528.0,469869.0,256745.0
34,6290,良維,256.5,-3.0,-1.16,09/02,777.0,14758.0,21467.0,40990,86254.0,11391.0,210736.0,254729.0,232747.0,200943.0
35,00685L,群益臺灣加權正2,11.89,-0.42,-3.41,09/02,35941.0,35941.0,47511.0,39575,49932.0,32285.0,385604.0,425508.0,443907.0,427588.0
36,00712,復華富時不動產,8.61,-0.07,-0.81,09/02,6666.0,17093.0,17214.0,38617,35583.0,31141.0,26124.0,23035.0,21487.0,37069.0
37,3090,日電貿,168.5,-4.5,-2.6,09/02,2025.0,5802.0,13038.0,38349,54411.0,182258.0,195257.0,127476.0,187937.0,135590.0
38,4979,華星光,624.0,24.0,4.0,09/02,1961.0,13459.0,14057.0,38154,76683.0,115768.0,78457.0,76340.0,-28734.0,113342.0
39,5439,高技,269.5,-5.5,-2.0,09/02,9315.0,19149.0,39235.0,38133,37419.0,58704.0,64330.0,-43292.0,-17881.0,-90581.0
40,2404,漢唐,1025.0,-75.0,-6.82,09/02,32269.0,33034.0,36611.0,37689,17094.0,-30786.0,-498454.0,-253073.0,-174480.0,-295605.0
41,2308,台達電,1730.0,-135.0,-7.24,09/02,91424.0,96426.0,10434.0,37652,-147395.0,-527711.0,211641.0,965761.0,581383.0,1027524.0
42,2345,智邦,2140.0,-65.0,-2.95,09/02,12658.0,19567.0,33049.0,37316,-18635.0,-80903.0,-66803.0,-64797.0,-243748.0,-244486.0
43,5904,寶雅*,73.4,-0.1,-0.14,09/02,3018.0,15986.0,20645.0,34842,78283.0,,115808.0,99647.0,103767.0,101593.0
44,2887,台新新光金,41.2,0.9,2.23,09/02,-36302.0,-2279.0,34025.0,34711,91217.0,40844.0,403961.0,773291.0,848613.0,565560.0
45,2645,長榮航太,176.0,0.0,0.0,09/02,1060.0,4829.0,8000.0,33385,56210.0,78957.0,23243.0,-10416.0,80287.0,47247.0
46,6472,保瑞,422.5,2.5,0.6,09/02,3624.0,10944.0,18467.0,33223,61174.0,22249.0,-44463.0,-144233.0,170408.0,21767.0
47,1590,亞德客-KY,1395.0,-50.0,-3.46,09/02,6881.0,10497.0,19377.0,32720,-4665.0,-66449.0,23556.0,29655.0,9689.0,-23095.0
48,4991,環宇-KY,530.0,-14.0,-2.57,09/02,17144.0,17997.0,25593.0,31999,105163.0,127144.0,101502.0,153182.0,104196.0,152158.0
49,8033,雷虎,181.0,-4.5,-2.43,09/02,9030.0,13497.0,14326.0,31781,44927.0,57343.0,-31320.0,2905.0,27783.0,-5482.0
50,3211,順達,392.0,-14.0,-3.45,09/02,-11614.0,-9000.0,-1390.0,31470,8555.0,241269.0,277109.0,104401.0,255325.0,160146.0
51,2484,希華,74.5,-2.2,-2.87,09/02,7835.0,9735.0,12170.0,31223,40010.0,18085.0,31662.0,44764.0,57514.0,56194.0
52,2618,長榮航,42.15,-0.25,-0.59,09/02,8563.0,17238.0,25013.0,31031,36334.0,28645.0,-946031.0,-247075.0,-257149.0,-620344.0
