排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,1815,富喬,114.5,-5.5,-4.58,09/15,1.11,0.87,2.1,5.75,7.93,11.1,13.3,11.0,12.2,13.7,12.8,11.0
2,3406,玉晶光,915.0,-39.0,-4.09,09/15,0.35,0.36,0.99,3.81,3.76,10.1,8.59,6.6,8.4,11.7,13.1,5.62
3,3624,光頡,123.5,-0.5,-0.4,09/15,0.0,0.0,1.96,1.96,2.3,2.3,0.19,2.76,2.76,0.24,2.76,2.76
4,3105,穩懋,454.0,10.0,2.25,09/15,0.44,0.45,0.46,1.45,2.61,5.47,4.14,8.89,10.4,9.59,7.31,10.2
5,3026,禾伸堂,726.0,-5.0,-0.68,09/15,0.11,0.22,0.68,1.32,1.65,1.9,6.99,15.2,15.3,15.5,14.6,14.9
6,6531,愛普*,890.0,-72.0,-7.48,09/15,0.0,0.0,0.13,0.95,1.23,-1.17,-2.05,4.36,3.96,3.83,4.33,2.89
7,6147,頎邦,200.0,11.0,5.82,09/15,0.27,0.46,0.46,0.93,0.92,0.88,-4.73,0.93,-5.35,-1.35,2.91,-0.14
8,3374,精材,408.5,-21.0,-4.89,09/15,0.13,0.11,0.75,0.75,0.75,5.03,4.59,4.32,5.03,2.74,3.14,5.14
9,8996,高力,1220.0,-15.0,-1.21,09/15,0.0,-0.28,0.53,0.74,-0.71,2.6,5.86,9.31,8.22,11.1,10.2,10.8
10,3529,力旺,2625.0,-105.0,-3.85,09/15,0.17,0.18,0.13,0.64,2.21,1.54,1.78,0.73,0.62,-2.25,6.47,2.12
11,3532,台勝科,407.0,-9.0,-2.16,09/15,0.0,0.16,0.25,0.61,1.06,3.2,4.37,5.25,6.15,5.3,2.88,5.71
12,00694B,富邦美債1-3,41.7,0.15,0.36,09/15,0.0,0.01,0.01,0.54,3.88,3.88,3.88,3.88,5.25,-7.23,,4.2
13,2637,慧洋-KY,96.9,-4.1,-4.06,09/15,0.09,0.22,0.48,0.52,0.62,-0.9,-0.28,-2.48,-4.98,1.61,5.74,-4.04
14,6271,同欣電,221.0,1.0,0.45,09/15,0.0,0.0,0.0,0.5,0.65,0.31,0.59,2.07,2.72,2.05,-6.29,2.57
15,6727,亞泰金屬,469.5,-19.0,-3.89,09/15,0.0,0.0,0.49,0.49,1.06,3.62,3.62,3.62,3.62,3.62,,3.62
16,8028,昇陽半導體,226.5,5.0,2.26,09/15,0.22,0.46,0.48,0.48,0.77,-0.62,-2.89,0.02,0.17,0.59,,1.19
17,2855,統一證,51.5,-1.4,-2.65,09/15,0.09,0.17,0.24,0.46,0.71,1.23,2.18,6.86,7.12,7.18,7.14,6.88
18,3443,創意,6035.0,-365.0,-5.7,09/15,0.05,0.3,0.36,0.42,0.38,0.92,3.62,6.47,8.14,5.5,12.0,6.71
19,6278,台表科,180.5,-5.0,-2.7,09/15,0.02,0.02,0.14,0.42,1.05,2.57,1.48,-3.65,-9.82,11.1,11.8,-7.32
20,6206,飛捷,137.0,1.0,0.74,09/15,0.0,0.02,0.2,0.4,0.39,0.38,0.35,0.35,-3.82,0.33,0.91,-0.53
21,2603,長榮,233.5,-3.5,-1.48,09/15,0.07,0.26,0.32,0.39,0.57,0.32,-0.04,3.74,2.14,14.7,15.4,2.2
22,00645,富邦日本,57.05,-0.2,-0.35,09/15,0.0,0.15,0.15,0.38,0.69,1.24,2.37,2.37,2.37,2.37,2.14,2.37
23,8112,至上,82.6,-1.0,-1.2,09/15,0.02,0.02,0.02,0.37,0.4,0.6,4.03,2.37,2.14,3.43,2.33,0.23
24,2436,偉詮電,66.3,-1.6,-2.36,09/15,0.02,0.02,0.05,0.35,0.34,0.34,0.23,0.41,-0.61,0.38,0.16,0.46
25,6223,旺矽,5440.0,-155.0,-2.77,09/15,0.02,0.05,0.1,0.35,0.32,-2.19,-0.34,1.72,0.68,15.9,14.1,0.21
26,1560,中砂,735.0,-18.0,-2.39,09/15,0.0,0.19,0.33,0.34,0.18,-0.81,1.69,-0.47,-2.09,3.21,4.05,-1.74
27,2481,強茂,153.5,-5.5,-3.46,09/15,0.23,0.23,0.23,0.33,2.06,2.07,0.52,7.72,7.27,11.5,12.2,4.14
28,3653,健策,5310.0,-510.0,-8.76,09/15,0.01,0.13,0.19,0.31,-0.02,0.59,2.24,2.79,2.25,-4.04,9.5,1.95
29,6640,均華,1100.0,-30.0,-2.65,09/15,0.0,0.12,0.12,0.27,1.97,2.21,2.3,2.1,0.5,2.54,,1.96
30,3363,上詮,648.0,-27.0,-4.0,09/15,0.0,0.0,0.0,0.26,0.15,0.15,-0.57,-0.09,0.05,1.12,1.6,0.08
31,2376,技嘉,343.0,-1.0,-0.29,09/15,0.02,0.12,0.2,0.26,0.45,0.43,1.92,4.13,3.76,-1.93,1.16,4.07
32,2303,聯電,138.5,-4.0,-2.81,09/15,0.06,0.09,0.11,0.25,0.33,-0.04,-3.47,-8.85,-12.9,3.49,6.68,-10.0
33,00980A,主動野村臺灣優選,23.73,-0.38,-1.58,09/15,0.04,0.19,0.24,0.24,0.31,0.89,9.2,9.59,9.59,,,9.59
34,3491,昇達科,1355.0,-35.0,-2.52,09/15,0.02,0.08,0.19,0.23,0.9,2.86,2.85,2.59,-0.42,7.32,6.11,1.67
35,2542,興富發,45.25,-0.45,-0.98,09/15,0.05,0.08,0.13,0.22,0.72,1.14,3.76,6.9,6.47,3.9,3.6,6.44
36,4915,致伸,65.6,1.0,1.55,09/15,0.17,0.17,0.17,0.21,0.23,0.5,2.82,1.35,-0.38,9.13,16.2,1.86
37,6121,新普,373.0,-6.0,-1.58,09/15,0.01,0.02,0.2,0.21,0.3,0.35,-0.37,-3.88,-9.71,0.76,9.81,-7.68
38,3189,景碩,795.0,-3.0,-0.38,09/15,0.13,0.09,0.12,0.21,-0.09,0.38,4.16,2.55,7.7,2.1,8.37,8.4
39,2801,彰銀,28.0,-0.55,-1.93,09/15,0.03,0.08,0.15,0.2,0.36,0.39,1.94,2.04,1.54,1.07,2.12,1.18
40,00652,富邦印度,31.93,-0.2,-0.62,09/15,0.0,0.0,0.0,0.19,0.76,1.09,1.9,1.9,1.9,1.52,1.9,1.9
41,2357,華碩,928.0,-6.0,-0.64,09/15,0.03,0.06,0.18,0.19,0.67,0.98,0.34,1.24,4.61,10.2,14.4,0.37
42,3264,欣銓,221.0,-6.5,-2.86,09/15,0.0,-0.01,-0.01,0.19,0.06,-0.85,0.55,-2.2,2.09,6.83,13.3,3.2
