代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00717,富邦美國特別股,14.62,-0.02,-0.14,26W39,09/23,65,32276,61.1,27.4,0,0,0.0,0.0,1,120,17.4,0.1,30,21909,72.4,18.6
00931B,統一美債20年,12.97,0.03,0.23,26W39,09/23,36,342575,45.7,15.3,0,0,0.0,0.0,-1,-110,-1.59,0.0,6,13230,18.2,0.59
00900,富邦特選高股息30,19.58,-0.2,-1.01,26W39,09/23,25,275878,24.6,18.3,0,0,0.0,0.0,25,415474,37.1,27.5,25,709852,63.4,47.1
00898,國泰基因免疫革命,11.76,0.26,2.26,26W39,09/23,18,41225,42.1,38.4,0,0,0.0,0.0,7,9766,20.0,9.09,33,74134,53.2,69.0
3206,志豐,34.95,-0.45,-1.27,26W39,09/23,13,581,15.2,0.99,0,0,0.0,0.0,-1,-1,-0.45,0.0,13,582,15.2,0.99
00997A,主動群益美國增長,11.6,0.15,1.31,26W39,09/23,12,85600,11.5,7.68,0,0,0.0,0.0,8,61080,18.8,5.48,10,98514,21.5,8.84
00955,中信日本商社,16.37,0.08,0.49,26W39,09/23,11,21977,8.24,4.56,0,0,0.0,0.0,1,849,14.5,0.18,11,106957,40.1,22.2
1445,大宇,10.05,0.0,0.0,26W39,09/23,11,540,13.5,0.41,0,0,0.0,0.0,2,8,1.29,0.01,11,545,13.6,0.42
2534,宏盛,16.95,-0.05,-0.29,26W39,09/23,11,5451,27.8,1.15,0,0,0.0,0.0,2,49,2.27,0.01,3,562,18.6,0.12
3034,聯詠,545.0,-12.0,-2.15,26W39,09/23,11,48033,21.8,7.89,-1,-209,-2.18,-0.03,2,436,1.63,0.07,21,76809,14.0,12.6
3232,昱捷,21.2,0.0,0.0,26W39,09/23,11,135,5.9,0.29,0,0,0.0,0.0,0,0,0.0,0.0,11,136,5.93,0.29
6224,聚鼎,82.2,0.4,0.49,26W39,09/23,11,4294,5.98,5.01,0,0,0.0,0.0,-1,-234,-4.12,-0.27,-1,-48,-0.85,-0.06
6441,廣錠,24.5,-0.05,-0.2,26W39,09/23,11,454,3.82,0.85,0,0,0.0,0.0,-2,-1,-0.04,0.0,11,457,3.84,0.86
6596,寬宏藝術,97.0,0.2,0.21,26W39,09/23,11,862,13.8,2.27,0,0,0.0,0.0,9,13,0.27,0.03,11,874,14.0,2.3
00400A,主動國泰動能高息,15.57,0.08,0.52,26W39,09/23,10,175764,8.74,9.24,0,0,0.0,0.0,1,20095,17.3,1.06,1,53862,46.3,2.83
00993A,主動安聯台灣,13.85,0.07,0.51,26W39,09/23,10,54844,17.4,7.33,0,0,0.0,0.0,7,37523,22.8,5.02,10,88839,28.2,11.9
1725,元禎,34.0,0.45,1.34,26W39,09/23,10,439,18.4,0.24,0,0,0.0,0.0,2,7,1.25,0.0,10,434,18.1,0.24
2371,大同,29.0,-0.45,-1.53,26W39,09/23,10,46642,10.0,2.17,-2,-378,-0.32,-0.02,2,335,0.28,0.02,10,45811,9.86,2.13
3466,德晉,24.25,0.05,0.21,26W39,09/23,10,1162,13.6,1.49,0,0,0.0,0.0,1,0,0.02,0.0,10,1162,13.6,1.49
5452,佶優,27.9,0.1,0.36,26W39,09/23,10,3634,17.3,2.44,0,0,0.0,0.0,1,4,0.26,0.0,10,3575,17.0,2.4
6423,億而得,86.3,0.9,1.05,26W39,09/23,10,471,17.0,1.52,0,0,0.0,0.0,-1,-2,-0.98,-0.01,10,461,16.6,1.49
00733,富邦臺灣中小,69.15,-0.3,-0.43,26W39,09/23,9,3070,11.4,4.88,0,0,0.0,0.0,3,784,20.1,1.25,8,4053,25.7,6.44
1524,耿鼎,26.15,0.05,0.19,26W39,09/23,9,3058,22.0,1.85,0,0,0.0,0.0,2,5,0.31,0.0,9,3060,22.0,1.85
1904,正隆,24.85,-0.15,-0.6,26W39,09/23,9,21518,20.4,1.94,0,0,0.0,0.0,-1,-16,-0.41,0.0,9,21211,20.1,1.91
3092,鴻碩,22.6,-0.3,-1.31,26W39,09/23,9,970,13.0,0.91,0,0,0.0,0.0,-1,-1,-0.18,0.0,7,883,16.5,0.83
6684,安格,49.2,-0.05,-0.1,26W39,09/23,9,686,14.1,1.54,0,0,0.0,0.0,1,0,0.02,0.0,9,678,14.0,1.52
7810,捷創科技,234.5,8.0,3.53,26W39,09/23,9,295,8.18,1.46,0,0,0.0,0.0,2,52,5.82,0.26,9,350,9.72,1.73
7827,漢康-KY創,163.0,0.0,0.0,26W39,09/23,9,2273,22.3,1.61,0,0,0.0,0.0,1,4,0.46,0.0,9,2257,22.1,1.6
00403A,主動統一升級50,10.81,0.11,1.03,26W39,09/23,8,1812142,20.7,12.4,0,0,0.0,0.0,8,2483739,28.4,17.0,8,4295881,49.2,29.5
00715L,期街口布蘭特正2,60.7,-3.85,-5.96,26W39,09/23,8,16641,6.7,30.2,0,0,0.0,0.0,-1,-782,-5.42,-1.42,12,73061,15.2,132.0
009824,群益美國科技巨頭,10.61,0.1,0.95,26W39,09/23,8,35674,14.4,7.28,0,0,0.0,0.0,4,49876,39.8,10.2,4,72341,57.7,14.8
1304,台聚,12.25,0.0,0.0,26W39,09/23,8,12709,12.7,1.07,0,0,0.0,0.0,-4,-392,-0.77,-0.03,8,11940,11.9,1.0
1313,聯成,12.15,-0.05,-0.41,26W39,09/23,8,15324,14.0,1.15,0,0,0.0,0.0,-1,-61,-0.94,0.0,8,15139,13.8,1.14
1340,勝悅-KY,5.25,0.01,0.19,26W39,09/23,8,644,13.3,0.42,0,0,0.0,0.0,2,7,0.96,0.0,8,646,13.3,0.42
2034,允強,22.0,0.05,0.23,26W39,09/23,8,16313,28.2,3.08,0,0,0.0,0.0,2,63,0.36,0.01,8,16234,28.1,3.07
2069,運錩,24.9,-0.7,-2.73,26W39,09/23,8,3774,9.0,2.27,0,0,0.0,0.0,2,25,0.16,0.01,8,3724,8.88,2.24
2528,皇普,19.85,-0.6,-2.93,26W39,09/23,8,2991,25.7,0.69,4,311,5.57,0.07,-3,-898,-21.2,-0.21,1,155,10.9,0.04
2637,慧洋-KY,100.5,0.0,0.0,26W39,09/23,8,29973,13.8,4.02,4,3887,5.52,0.52,1,18,0.4,0.0,4,11949,17.0,1.6
3037,欣興,1160.0,40.0,3.57,26W39,09/23,8,97628,11.1,5.95,1,757,1.47,0.05,2,262,0.22,0.02,3,23919,11.4,1.46
3680,家登,528.0,-10.0,-1.86,26W39,09/23,8,5060,8.53,5.26,0,0,0.0,0.0,-2,-234,-1.9,-0.24,8,5068,8.55,5.27
4766,南寶,341.5,-0.5,-0.15,26W39,09/23,8,905,13.1,0.75,0,0,0.0,0.0,1,0,0.11,0.0,2,170,21.4,0.14
6128,上福,19.1,0.0,0.0,26W39,09/23,8,313,9.91,0.25,0,0,0.0,0.0,2,23,6.36,0.02,7,303,10.8,0.24
6491,晶碩,407.5,3.5,0.87,26W39,09/23,8,3681,21.6,4.72,0,0,0.0,0.0,2,19,0.58,0.02,2,735,22.9,0.94
6609,瀧澤科,39.85,0.05,0.13,26W39,09/23,8,1246,28.0,1.72,0,0,0.0,0.0,-1,0,-0.08,0.0,8,1248,28.0,1.72
8066,來思達,15.15,-0.05,-0.33,26W39,09/23,8,55,2.97,0.15,0,0,0.0,0.0,1,1,1.68,0.0,8,55,2.98,0.15
9919,康那香,14.0,0.0,0.0,26W39,09/23,8,1522,20.6,0.78,0,0,0.0,0.0,2,14,1.43,0.01,8,1471,19.9,0.75
00735,國泰臺韓科技,109.6,0.8,0.74,26W39,09/23,7,3565,5.74,3.12,0,0,0.0,0.0,7,8146,13.1,7.13,7,11711,18.8,10.2
00893,國泰智能電動車,46.19,0.42,0.92,26W39,09/23,7,5887,29.0,1.66,0,0,0.0,0.0,-1,-471,-10.1,-0.13,8,6229,25.9,1.76
00895,富邦未來車,52.2,0.45,0.87,26W39,09/23,7,2424,23.0,1.7,0,0,0.0,0.0,-1,-172,-9.31,-0.12,15,8756,24.1,6.13
00940,元大台灣價值高息,13.12,-0.01,-0.08,26W39,09/23,7,22321,5.2,0.44,0,0,0.0,0.0,25,2936849,62.2,57.7,25,3148133,66.7,61.9
00950B,凱基A級公司債,13.57,0.04,0.3,26W39,09/23,7,6365,6.84,0.16,0,0,0.0,0.0,2,1199,6.8,0.03,4,6642,14.0,0.16
1217,愛之味,9.91,-0.06,-0.6,26W39,09/23,7,2741,21.7,0.55,0,0,0.0,0.0,-1,-15,-1.26,0.0,7,2881,22.8,0.58
1312,國喬,14.6,-0.1,-0.68,26W39,09/23,7,30032,3.44,1.97,0,0,0.0,0.0,3,1672,0.75,0.11,6,27978,3.29,1.83
1434,福懋,17.9,-0.05,-0.28,26W39,09/23,7,10687,17.7,0.63,1,4,0.12,0.0,2,191,1.7,0.01,7,10946,18.1,0.65
1436,華友聯,36.6,-0.3,-0.81,26W39,09/23,7,956,13.0,0.49,0,0,0.0,0.0,0,0,0.0,0.0,7,961,13.0,0.5
1463,強盛新,17.6,-0.05,-0.28,26W39,09/23,7,640,31.4,0.37,0,0,0.0,0.0,0,0,0.0,0.0,7,651,32.0,0.38
