股票代號,股票名稱,法人持股,上榜區塊
00400A,主動國泰動能高息,3.57,"20日,60日"
00401A,主動摩根台灣鑫收,2.42,5日
00402A,主動安聯美國科技,1.71,5日
00403A,主動統一升級50,3.53,20日
00405A,主動富邦台灣龍耀,3.33,20日
00410A,主動永豐科技趨勢,12.66,5日
0050,元大台灣50,7.268951639874251,60日
0052,富邦科技,3.2116008238157647,"5日,20日"
0055,元大MSCI金融,3.2902671959514356,"20日,60日"
00631L,元大台灣50正2,1.5815878581767249,"5日,20日"
00632R,元大台灣50反1,8.141364720404807,"20日,60日"
00633L,富邦上証正2,0.5,5日
00634R,富邦上証反1,11.25,"5日,60日,20日"
00635U,期元大S&P黃金,18.63,"120日,5日,60日,20日"
00637L,元大滬深300正2,0.78,5日
00640L,富邦日本正2,3.2,"5日,60日,20日"
00645,富邦日本,2.7893727469358325,"5日,60日,20日"
00647L,元大S&P500正2,6.134389027431421,60日
00650L,復華香港正2,2.55,20日
00651R,復華香港反1,3.1,"5日,60日"
00652,富邦印度,3.1984032941552734,"20日,60日"
00653L,富邦印度正2,4.61,"5日,60日"
00655L,國泰中國A50正2,-0.9628486145139584,5日
00656R,國泰中國A50反1,3.04,"20日,60日"
00657,國泰日經225,12.46,60日
00661,元大日經225,7.818537886872998,60日
00663L,國泰臺灣加權正2,2.51,"5日,20日"
00666R,富邦恒生國企反1,9.71,"5日,20日"
00668,國泰美國道瓊,5.05,"5日,60日,20日"
00674R,期元大S&P黃金反1,8.37,20日
00678,群益那斯達克生技,6.48,20日
00680L,元大美債20正2,1.69,5日
00681R,元大美債20反1,20.72,"5日,60日,20日"
00688L,國泰20年美債正2,1.98,20日
00689R,國泰20年美債反1,35.89,"60日,120日"
00693U,期街口S&P黃豆,4.06,60日
00702,國泰標普低波高息,18.44,120日
00709,富邦歐洲,5.220155239327296,"5日,60日,20日"
00714,群益道瓊美國地產,9.04,"20日,60日"
00715L,期街口布蘭特正2,2.36,5日
00731,復華富時高息低波,3.2085436893203885,5日
00735,國泰臺韓科技,3.03,20日
00736,國泰新興市場,24.24,60日
00738U,期元大道瓊白銀,2.96,5日
00739,元大MSCI A股,2.99,60日
00757,統一FANG+,2.0563522628141024,"20日,60日"
00830,國泰費城半導體,3.378730692024525,5日
00875,國泰網路資安,11.68,"20日,60日"
00892,富邦台灣半導體,1.9238334266040538,20日
00896,中信綠能及電動車,1.08,5日
00897,富邦基因免疫生技,6.11,"5日,60日,20日"
00898,國泰基因免疫革命,4.31,"20日,60日"
00903,富邦元宇宙,2.71,20日
00909,國泰數位支付服務,3.03,"5日,20日"
00910,第一金太空衛星,8.16,"20日,60日"
00912,中信臺灣智慧50,2.46,20日
00913,兆豐台灣晶圓製造,2.09,20日
00920,富邦ESG綠色電力,7.54,"5日,60日,20日"
00922,國泰台灣領袖50,20.169415883497415,60日
00926,凱基全球菁英55,2.52,5日
00927,群益半導體收益,2.170653501338239,20日
00935,野村臺灣新科技50,7.5008925248606735,20日
00944,野村趨勢動能高息,1.96,5日
00946,群益科技高息成長,0.84,5日
00947,台新臺灣IC設計,4.320784794355439,60日
00952,凱基台灣AI50,3.48,"20日,60日"
00956,中信日經高股息,4.84,"5日,20日"
00960,野村全球航運龍頭,1.94,20日
00964,中信亞太高股息,4.21,"5日,60日,20日"
00972,野村日本動能高息,19.96,"20日,60日"
00980A,主動野村臺灣優選,12.537898503498395,"20日,60日"
00981A,主動統一台股增長,4.478849878218646,20日
00983A,主動中信ARK創新,3.21,"5日,60日"
00984A,主動安聯台灣高息,1.393861165395943,20日
00986A,主動台新龍頭成長,3.6,"5日,60日,20日"
00987A,主動台新優勢成長,4.05,20日
00988A,主動統一全球創新,4.280465190636233,60日
00989A,主動摩根美國科技,6.95,"5日,20日"
00991A,主動復華未來50,4.361227014971316,"20日,60日"
00992A,主動群益科技創新,4.0,20日
00994A,主動第一金台股優,7.21,20日
00995A,主動中信台灣卓越,3.08,20日
00997A,主動群益美國增長,6.1269531332543465,60日
00999A,主動野村臺灣高息,2.66,5日
1101,台泥,16.54930312436682,"5日,20日"
1215,卜蜂,40.05978657492084,120日
1216,統一,36.747189027563884,"120日,5日,60日,20日"
1301,台塑,31.753520267766305,120日
1303,南亞,35.87829103195956,"60日,120日"
1304,台聚,28.22,120日
1308,亞聚,4.9,5日
1319,東陽,8.415403693250202,5日
1326,台化,37.75335207926937,120日
1337,再生-KY,25.46,120日
1340,勝悅-KY,26.13,120日
1342,八貫,32.6587144943529,"5日,60日"
1402,遠東新,17.945475051694117,"5日,20日"
1467,南緯,19.47,120日
1476,儒鴻,31.410751888443365,120日
1503,士電,30.659859578271604,"5日,120日"
1517,利奇,2.891165909053812,5日
1519,華城,18.96831013684388,120日
1521,大億,33.05,120日
1526,日馳,3.18,5日
1536,和大,5.222675063531531,5日
1560,中砂,40.679142993185025,120日
1568,倉佑,4.18,60日
1590,亞德客-KY,82.20211101392111,120日
1605,華新,16.376783911494073,"5日,60日,20日"
1608,華榮,4.176358298035316,"5日,20日"
1612,宏泰,15.977373963444194,5日
1617,榮星,20.26,120日
1626,艾美特-KY,43.94,120日
1709,和益,7.84,60日
1717,長興,12.534943107315192,"5日,60日"
1735,日勝化,51.34,120日
1736,喬山,6.082371320088385,5日
1904,正隆,10.922530054408307,"5日,60日"
2002,中鋼,13.211877299991759,"5日,20日"
2006,東和鋼鐵,23.50433461969902,"120日,5日,60日,20日"
2009,第一銅,1.9483778020189606,"5日,20日"
2010,春源,8.663242465101696,"5日,20日"
2014,中鴻,7.396316132492633,"5日,60日,20日"
2027,大成鋼,26.327062484775748,"120日,5日,60日,20日"
2029,盛餘,67.19593498972539,120日
2030,彰源,7.01,"5日,60日,20日"
2031,新光鋼,10.796128883716598,"5日,60日,20日"
2032,新鋼,4.07,"5日,60日"
2033,佳大,1.32,5日
2034,允強,4.87,"5日,20日"
2049,上銀,38.45418470908237,"120日,5日,60日,20日"
2059,川湖,25.95197605567567,120日
2069,運錩,2.954207063592459,5日
2101,南港,7.269715233600608,60日
2102,泰豐,3.45,5日
2103,台橡,26.752700958471404,"120日,5日,60日,20日"
2104,國際中橡,5.090816571080326,5日
2108,南帝,6.2018835679359094,5日
2115,六暉-KY,44.47287430208472,120日
2204,中華,17.673332585781324,5日
2206,三陽工業,7.5582767060598695,60日
2207,和泰車,21.52207894310803,120日
2211,長榮鋼,9.831189707903468,5日
2227,裕日車,40.471715999999994,120日
2233,宇隆,9.650251779916262,20日
2239,英利-KY,75.31,120日
2243,宏旭-KY,28.730454709598735,"60日,120日"
2301,光寶科,37.039387816088414,"120日,5日,20日"
2302,麗正,2.572132060778911,5日
2303,聯電,31.327833242738095,120日
2308,台達電,62.90250620264437,120日
2312,金寶,8.722746515582601,20日
2313,華通,24.18270998198588,"20日,120日"
2316,楠梓電,36.75088449822649,"60日,120日"
2317,鴻海,40.78213268652724,"5日,120日"
2324,仁寶,26.432385843584225,"20日,120日"
2327,國巨*,54.306101192153605,120日
2330,台積電,69.76478991544077,120日
2337,旺宏,25.760473621472094,"5日,120日"
2340,台亞,9.368632082196648,5日
2344,華邦電,28.2797295483916,120日
2345,智邦,61.57459612770113,120日
2347,聯強,29.439336703659514,"20日,120日"
2348,海悅,1.9214668835583637,5日
2349,錸德,14.04,60日
2351,順德,24.149546864844794,"20日,60日,120日"
2353,宏碁,12.124502038514427,5日
2354,鴻準,12.409826070148071,"5日,60日,20日"
2355,敬鵬,17.42450716237183,"5日,20日"
2356,英業達,20.618405575427072,"20日,60日,120日"
2357,華碩,43.65668321467055,"120日,5日,60日,20日"
2359,所羅門,7.861337957849585,"5日,60日"
2360,致茂,61.837059968915575,120日
2362,藍天,10.382175639560764,5日
2364,倫飛,17.417656910710885,"5日,60日,20日"
2367,燿華,13.393208168232308,"5日,20日"
2368,金像電,32.109367021507936,120日
2369,菱生,15.298254154412687,5日
2375,凱美,13.688951921325588,60日
2376,技嘉,27.790620389095395,"120日,5日,60日,20日"
2377,微星,17.968937230665926,"120日,5日,60日,20日"
2379,瑞昱,49.41801487989118,120日
2382,廣達,30.752752584012836,"120日,5日,60日,20日"
2383,台光電,48.35121438442503,120日
2385,群光,17.63637327522926,"5日,20日"
2388,威盛,17.91105109879759,"5日,60日,20日"
2392,正崴,7.1981524711544544,5日
2393,億光,14.632280190494443,5日
2395,研華,36.23656298941764,120日
2397,友通,15.497193613348765,"5日,20日"
2399,映泰,5.448315553060079,20日
2401,凌陽,18.50628106558124,"60日,120日"
2402,毅嘉,4.083743948430349,5日
2404,漢唐,31.437947589920466,"60日,120日"
2408,南亞科,20.358022905405367,"120日,5日,60日,20日"
2412,中華電,18.093402490316482,"20日,120日"
2415,錩新,21.51,120日
2421,建準,33.05066352016291,"120日,5日,60日,20日"
2428,興勤,20.328893745341116,120日
2434,統懋,3.42,60日
2436,偉詮電,14.076299404015156,"5日,60日"
2441,超豐,10.025089577657358,5日
2449,京元電子,26.809296855040884,120日
2451,創見,4.209095028019002,5日
2454,聯發科,56.300719724830536,120日
2455,全新,46.07644567557865,"20日,60日,120日"
2458,義隆,25.708850136799875,"60日,120日"
2461,光群雷,8.79,60日
2464,盟立,12.505837469662811,"5日,60日,20日"
2465,麗臺,8.97,"5日,60日,20日"
2466,冠西電,12.460403051107896,60日
2467,志聖,21.998735787064145,120日
2471,資通,4.43,5日
2472,立隆電,18.58289277909181,"60日,120日"
2474,可成,4.263053704722623,5日
2477,美隆電,24.253527654892398,120日
2481,強茂,31.43561652426627,120日
2483,百容,6.1,60日
2485,兆赫,5.37,20日
2486,一詮,13.419820680950538,20日
2488,漢平,6.91,20日
2492,華新科,28.993348845450562,"60日,120日"
2493,揚博,8.225201288434883,60日
2515,中工,9.094142253151961,5日
2527,宏璟,43.740487151598565,120日
2542,興富發,13.367021842012235,"20日,60日"
2547,日勝生,14.652257475615643,5日
2597,潤弘,6.408264717619948,60日
2603,長榮,25.033069620424296,"120日,5日,60日,20日"
2605,新興,50.308086418944356,"120日,5日,20日"
2606,裕民,17.269377225249734,"5日,60日,20日"
2609,陽明,11.914326609840892,"5日,20日"
2610,華航,16.07613433002792,"20日,60日"
2615,萬海,40.574734617312416,"120日,5日,60日,20日"
2618,長榮航,34.33971562884371,"120日,5日,60日,20日"
2636,台驊控股,10.40236069205091,20日
2637,慧洋-KY,22.599824071514423,"120日,5日,60日,20日"
2645,長榮航太,13.799393281425802,60日
2705,六福,3.3210454081934806,20日
2723,美食-KY,46.44222222222223,120日
2727,王品,35.076505458896854,"120日,5日,60日,20日"
2753,八方雲集,7.177481805481106,"5日,60日,20日"
2845,遠東銀,11.446528272747868,60日
2849,安泰銀,59.01998298945598,120日
2867,三商壽,22.759983659635065,"20日,60日,120日"
2880,華南金,18.211913333274154,120日
2881,富邦金,18.121516279670928,120日
2882,國泰金,19.1740767226891,120日
2883,凱基金,30.724603866221724,"20日,120日"
2884,玉山金,34.76742624135375,120日
2885,元大金,24.131359346096428,120日
2886,兆豐金,22.035657297578787,120日
2887,台新新光金,29.87324919205454,"60日,120日"
2890,永豐金,32.183008433323025,"60日,120日"
2891,中信金,32.88003116807554,120日
2892,第一金,23.81151949839259,120日
2897,王道銀行,8.766699117202615,60日
2912,統一超,18.469336636459367,"20日,120日"
2923,鼎固-KY,99.52025432440817,120日
3003,健和興,6.289388390560682,"5日,60日,20日"
3004,豐達科,4.956300839018936,"5日,60日"
3006,晶豪科,41.56215572688147,"120日,5日,60日,20日"
3008,大立光,31.208085705034605,120日
3013,晟銘電,4.787670987169525,20日
3014,聯陽,21.57043756828118,120日
3017,奇鋐,57.213380193447186,"120日,5日,20日"
3019,亞光,8.418188534832137,"5日,60日"
3022,威強電,22.9423945316643,"120日,5日,60日,20日"
3023,信邦,46.17582238280863,120日
