單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"7,226,895,582","10,787,585,248","-3,560,689,666"
自營商(避險),"20,678,108,431","30,881,074,501","-10,202,966,070"
投信,"14,448,629,931","12,662,510,642","1,786,119,289"
外資及陸資(不含外資自營商),"267,163,644,154","305,497,804,531","-38,334,160,377"
外資自營商,0,0,0
合計,"309,517,278,098","359,828,974,922","-50,311,696,824"
