股票代號,股票名稱,法人持股,上榜區塊
00409A,主動復華全球50,2.35,5日
00410A,主動永豐科技趨勢,9.22,5日
00643,群益深証中小,16.31,120日
00645,富邦日本,3.102577419132354,"120日,5日,20日"
00652,富邦印度,2.583825673793725,"120日,5日"
00656R,國泰中國A50反1,2.81,120日
00661,元大日經225,7.758537886872999,120日
00663L,國泰臺灣加權正2,3.21,20日
00674R,期元大S&P黃金反1,5.36,120日
00675L,富邦臺灣加權正2,4.72,"5日,20日"
00678,群益那斯達克生技,10.49,"120日,5日,20日"
00681R,元大美債20反1,20.26,120日
00689R,國泰20年美債反1,35.12,120日
00702,國泰標普低波高息,18.41,60日
00708L,期元大S&P黃金正2,1.984231565556587,20日
00709,富邦歐洲,8.138132780082987,"120日,20日"
00712,復華富時不動產,0.64,5日
00714,群益道瓊美國地產,8.54,"120日,5日"
00736,國泰新興市場,24.24,120日
00737,國泰AI機器人,2.22,20日
00763U,期街口道瓊銅,1.32,5日
00875,國泰網路資安,9.58,"120日,5日,20日"
00891,中信關鍵半導體,1.0673694840108923,20日
00894,中信小資高價30,0.64,20日
00897,富邦基因免疫生技,1.39,5日
00898,國泰基因免疫革命,2.59,"5日,20日"
00900,富邦特選高股息30,2.05389084824724,20日
00904,台新臺灣半導體30,1.6055007892458883,5日
00907,永豐優息存股,0.82,5日
00909,國泰數位支付服務,3.49,20日
00913,兆豐台灣晶圓製造,4.01,20日
00922,國泰台灣領袖50,21.05762893147076,"120日,20日"
00923,群益台ESG低碳50,0.9722852821510517,20日
00934,中信成長高股息,1.9296918688791784,5日
00936,台新永續高息中小,0.64,5日
00943,兆豐電子高息等權,10.22,120日
00947,台新臺灣IC設計,2.6640805583997924,120日
00953B,群益優選非投等債,1.7416354314483464,20日
00956,中信日經高股息,3.84,"120日,5日"
00960,野村全球航運龍頭,1.52,5日
00965,元大航太防衛科技,-0.5374699417751654,5日
00972,野村日本動能高息,22.39,"120日,5日,20日"
00980A,主動野村臺灣優選,11.54737362595565,120日
00983A,主動中信ARK創新,2.78,5日
00984D,主動聯博全球非投,0.45704237386914065,5日
00989A,主動摩根美國科技,5.29,5日
00994A,主動第一金台股優,3.08,120日
00996A,主動兆豐台灣豐收,6.17,20日
1102,亞泥,12.783869205611301,"5日,20日"
1210,大成,12.060840753596581,"5日,20日"
1215,卜蜂,39.20110914777063,60日
1216,統一,38.1958767123522,"120日,60日,20日"
1301,台塑,32.93311764254197,"120日,60日,20日"
1303,南亞,35.92851389850626,"120日,60日"
1304,台聚,28.68,60日
1308,亞聚,5.25,5日
1309,台達化,3.24,"5日,20日"
1310,台苯,6.005654614459032,"5日,20日"
1312,國喬,3.5,20日
1314,中石化,10.086978214854705,"5日,20日"
1319,東陽,9.982010225018563,20日
1325,恆大,1.61,20日
1326,台化,39.12223627052601,"120日,60日,20日"
1337,再生-KY,25.08,60日
1340,勝悅-KY,26.12,60日
1342,八貫,31.674714825315004,120日
1402,遠東新,19.24815479889197,"60日,20日"
1414,東和,1.6312626262626264,"5日,20日"
1434,福懋,8.2887801700084,20日
1440,南紡,7.767707736466938,20日
1449,佳和,6.99,"5日,20日"
1455,集盛,4.024716605241589,"5日,20日"
1467,南緯,19.39,60日
1476,儒鴻,29.72922545034926,60日
1477,聚陽,8.432168740635884,"5日,20日"
1503,士電,30.950023310609403,60日
1513,中興電,18.5955860038584,"5日,60日"
1514,亞力,12.958695035853777,5日
1519,華城,18.61179285247689,60日
1521,大億,33.09,60日
1526,日馳,3.38,20日
1560,中砂,42.66155823236697,"60日,5日,20日,120日"
1563,巧新,4.24,120日
1568,倉佑,3.79,120日
1590,亞德客-KY,81.87292401162924,60日
1597,直得,4.86,5日
1605,華新,18.23478205594765,"120日,60日,20日"
1608,華榮,5.5266636759599095,"5日,20日"
1609,大亞,13.283567974255481,5日
1612,宏泰,16.307315121580448,"5日,20日"
1616,億泰,2.161013718029211,5日
1617,榮星,19.79,60日
1618,合機,2.21,20日
1626,艾美特-KY,43.89,60日
1708,東鹼,9.177508200136392,5日
1709,和益,9.31,"120日,5日"
